Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-05-26T23:15:13+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
ANZ Banking Grp,ordinary,ANZ,I,66.0,-,66.0,100,3,3,64.0,-,10 May,16 May,2 Jul,0,,
ANZ Banking Grp,pref share cps2,ANZPA,F,133.39,-,549.15,100,-,-,280.13,141.62,24 May,30 May,15 Jun,0,,
ANZ Banking Grp,pref share cps1,ANZPB,F,122.8,-,507.02,100,-,-,259.07,131.26,24 May,30 May,15 Jun,0,,
ANZ Banking Grp,pref share cps3,ANZPC,F,270.86,-,501.58,-,-,-,-,-,13 Aug,17 Aug,3 Sep,0,,
Asia Liver Trans,ordinary,AJJ,I,0.1,-,0.1,-,-,-,0.1,-,1 May,7 May,31 May,0,,
Aust Pharmaceutical,ordinary,API,I,1.5,-,1.5,100,-,-,1.0,-,4 May,10 May,5 Jun,0,,
Bendigo & Adelaide Bk,reset conv pref,BENPA,F,309.68,-,616.84,100,-,-,305.47,310.53,11 Oct,17 Oct,1 Nov,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,F,104.87,-,436.55,100,-,-,337.98,112.39,18 May,24 May,15 Jun,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,F,105.0,-,445.0,100,-,-,348.0,116.0,19 Jun,25 Jun,10 Jul,0,,
BT Invest Mgt,ordinary,BTT,I,5.5,-,5.5,100,-,-,6.0,-,14 May,18 May,2 Jul,0,,
Buderim Ginger,ordinary,BUG,F,2.0,-,2.0,84.50,4,-,-,-,16 May,22 May,31 May,0,,
Campbell Brothers,ordinary,CPB,F,130.0,-,225.0,50.00,3,-,65.0,75.0,4 Jun,8 Jun,2 Jul,1,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,Q1,262.89,-,262.89,100,-,-,870.61,267.25,18 Jul,24 Jul,31 Jul,0,,
C'wlth Bank  of Aust,perp.exc.(perls iv),CBAPB,Q1,179.97,-,179.97,100,-,-,412.96,186.12,18 Jul,24 Jul,31 Jul,0,,
CSR,ordinary,CSR,F,7.0,-,13.0,100,3,-,9.13,5.3,7 Jun,14 Jun,9 Jul,0,,
DuluxGroup,ordinary,DLX,I,7.5,-,7.5,100,3,-,7.5,-,21 May,25 May,15 Jun,0,,
Fisher & Paykel Health,ordinary,FPH,F,-,-,4.1253,-,3,-,4.1832,5.3358,18 Jun,22 Jun,6 Jul,1,,
GrainCorp,a class ordinary,GNC,I,30.0,-,30.0,100,-,-,20.0,-,2 Jul,6 Jul,20 Jul,1,,
HGL,ordinary,HNG,I,4.0,-,4.0,100,3,-,6.0,-,25 Jun,29 Jun,13 Jul,1,,
Incitec Pivot,ordinary,IPL,I,3.3,-,3.3,50.00,4,-,3.3,-,18 May,24 May,3 Jul,0,,
Infratil,ordinary,IFZ,F,3.8526,-,6.1444,-,3,-,1.9366,3.2495,28 May,1 Jun,15 Jun,0,,
Insurance Aust Grp,conv pref shs,IAGPC,I,282.01,-,282.01,100,-,-,-,-,18 Oct,24 Oct,1 Nov,0,,
Ironbark Capital,ordinary,IBC,F,1.0,-,1.0,100,4,-,1.5,-,15 Jun,21 Jun,29 Jun,0,,
James Hardie Ind,chess depositary int,JHX,F,-,-,4.0132,-,-,-,-,-,25 Jun,29 Jun,23 Jul,1,,
Joyce Corp,ordinary,JYC,I,1.5,-,1.5,-,4,-,2.0,-,8 Jun,15 Jun,2 Jul,0,,
Kathmandu Hldgs,ordinary,KMD,I,2.3359,-,2.3359,100,-,-,2.199,-,4 Jun,8 Jun,19 Jun,0,,
Kingsrose Min,ordinary,KRM,I,4.0,-,4.0,-,-,-,-,-,13 Jun,19 Jun,4 Jul,1,,
Koon Hldgs,chess depositary int,KNH,F,0.3334,-,0.6634,-,-,-,0.7116,0.6408,8 May,14 May,30 May,0,,
Macquarie Grp,ordinary,MQG,F,75.0,-,140.0,-,3,-,86.0,100.0,7 May,11 May,2 Jul,0,,
National Aust Bank,ordinary,NAB,I,90.0,-,90.0,100,3,3,84.0,-,31 May,6 Jun,16 Jul,0,,
Newhaven Hotels,ordinary,NHH,F,2.0,-,4.0,100,-,-,4.0,2.0,31 May,6 Jun,20 Jun,1,,
Norfolk Grp,ordinary,NFK,F,2.0,-,3.5,-,-,-,-,2.0,10 Jul,16 Jul,31 Jul,1,,
Orica,ordinary,ORI,I,38.0,-,38.0,36.85,3,-,37.0,-,28 May,1 Jun,2 Jul,0,,
PPK Grp,ordinary,PPK,I,1.0,-,1.0,100,-,-,1.0,-,25 May,31 May,8 Jun,0,,
Preferred Capital,perls iii,PCAPA,F,-,177.25,615.68,-,-,-,622.85,207.5,25 Jun,29 Jun,6 Jul,0,,
Ruralco Hldgs,ordinary,RHL,I,10.0,-,10.0,100,4,-,9.0,-,28 May,1 Jun,19 Jun,1,,
Seven Grp Hldgs,conv. red. pref.,SVWPA,F,321.07,-,669.05,100,-,-,340.43,349.04,10 May,16 May,31 May,0,,
SP AusNet,stapled securities,SPN,F,4.0,-,8.0,33.30,3,-,4.0,4.0,24 May,30 May,29 Jun,0,,
SPDR Prop Fund,etf units,SLF,Q3,22.0875,-,34.4427,-,4,-,28.6243,11.4888,30 Mar,5 Apr,4 Jun,0,,
Suncorp-Metway,pref shares,SBKPB,F,135.5,-,555.55,100,-,-,143.43,144.03,29 May,4 Jun,14 Jun,0,,
Sydney Airport,stapled us prohibit.,SYD,I,11.0,-,11.0,-,4,-,-,-,25 Jun,29 Jun,16 Aug,0,,
Tamawood,ordinary,TWD,I,8.0,-,8.0,100,4,-,8.0,-,8 May,14 May,5 Jun,0,,
Technology One,ordinary,TNE,I,1.61,-,1.61,100,-,-,1.46,-,4 Jun,8 Jun,22 Jun,1,,
Thorn Grp,ordinary,TGA,F,5.5,-,9.5,100,-,-,3.54,4.95,8 Jun,15 Jun,18 Jul,1,,
Tower,ordinary,TWR,I,-,-,-,-,3,-,3.052,-,8 Jun,15 Jun,2 Jul,1,,
Transpacific SPS Tr,non-cum setup pref.,TPAPA,F,-,-,369.0,-,-,-,300.0,297.0,24 Sep,28 Sep,15 Oct,0,,
United Overseas Aust,ordinary,UOS,F,1.5,-,2.0,-,3,-,-,1.5,8 May,14 May,31 May,0,,
Waterco,ordinary,WAT,I,3.0,-,3.0,100,3,-,4.0,-,30 Apr,4 May,15 Jun,0,,
Westpac Banking,ordinary,WBC,I,82.0,-,82.0,100,3,-,76.0,-,14 May,18 May,2 Jul,0,,
Westpac Banking,preferred,WBCPA,F,-,116.23,-,-,-,-,-,-,18 Jun,22 Jun,2 Jul,0,,
Westpac Banking,preferred ii,WBCPB,F,-,140.66,-,-,-,-,-,-,18 Jun,22 Jun,2 Jul,0,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,F,-,91.8,300.99,100,-,-,103.75,102.76,8 Jun,15 Jun,2 Jul,0,,
Whitefield,ordinary,WHF,F,8.5,-,17.0,100,3,-,8.5,-,15 May,21 May,6 Jun,0,,
Whitefield,8.0% cumulative prf,WHFPA,F,4.0,-,8.0,100,-,-,4.0,-,15 May,21 May,6 Jun,0,,
,
