Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-07-23T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Abacus Prop,units/ord stapled,ABP,F,8.25,-,16.5,-,3,-,-,1.5,7 Jul,13 Jul,15 Aug,0,,
Aberdeen Leaders,ordinary,ALR,F,3.75,-,9.5,100,3,-,4.0,3.75,28 Jun,4 Jul,29 Jul,0,,
Adelaide Mgd,units,AYT,F,-,0.55,0.95,-,-,-,-,3.903,24 Jun,30 Jun,31 Aug,0,,
Agricultural Land,ordinary units,AGJ,F,-,1.49,0.96,-,3,-,1.1,0.92,24 Jun,30 Jun,27 Sep,0,,
ALE Prop Grp,stapled securities,LEP,F,-,9.75,10.0,-,3,-,12.0,12.0,24 Jun,30 Jun,31 Aug,0,,
AMCIL,ordinary,AMH,F,3.5,-,3.5,100,4,-,-,2.0,11 Aug,17 Aug,26 Aug,1,,
Aneka Tambang,cdi  1:5,ATM,F,3.2811,-,3.2811,-,-,-,-,1.3713,5 Jul,11 Jul,25 Jul,0,,
ANZ Banking Grp,pref share,ANZPA,Q1,143.3,-,143.3,100,-,-,412.99,141.62,25 Aug,31 Aug,15 Sep,0,,
ANZ Banking Grp,pref share,ANZPB,Q1,132.71,-,132.71,100,-,-,381.34,131.26,25 Aug,31 Aug,15 Sep,0,,
APA Grp,stapled securities,APA,F,-,17.9,16.5,-,3,-,15.75,17.0,24 Jun,30 Jun,15 Sep,0,,
Ardent Leisure Grp,stapled securities,AAD,F,-,5.0,6.5,-,3,-,6.5,4.25,24 Jun,30 Jun,31 Aug,0,,
Aspen Grp,ord/units stapled,APZ,F,1.05,-,4.2,-,3,-,3.15,1.05,24 Jun,30 Jun,19 Aug,0,,
Astro Japan Prop Grp,stapled securities,AJA,F,-,20.0,-,-,4,-,3.5,3.5,24 Jun,30 Jun,31 Aug,0,,
Aurora Absolute Return,ordinary units,ABW,F,2.3,-,6.9,-,3,-,2.5,2.5,24 Jun,30 Jun,25 Aug,0,,
Aurora Global Inc Tr,ordinary units,AIB,F,3.0,-,11.5,-,3,-,5.0,2.5,24 Jun,30 Jun,26 Jul,0,,
Aurora Prop,ordinary units,AUP,F,11.0,-,33.0,-,3,-,11.0,11.0,24 Jun,30 Jun,16 Sep,0,,
Aurora Sandringham,ordinary units,AOD,F,-,1.5,3.0,-,3,-,3.0,1.6,24 Jun,30 Jun,25 Aug,0,,
Australand Prop,stapled security,ALZ,I,10.5,-,10.5,-,4,-,10.0,-,24 Jun,30 Jun,4 Aug,0,,
