Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2014-10-25T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Aberdeen Leaders,ordinary,ALR,I,1.0,-,1.0,100,3,-,4.0,1.75,9 Oct,13 Oct,31 Oct,0,,
AIMS Prop Sec Fund,units,APW,I,-,0.1088,-,-,4,-,-,-,26 Sep,30 Sep,19 Dec,0,,
Alcoa Inc,chess depositary int,AAI,I,2.4157,-,2.4157,-,-,-,-,2.6893,5 Nov,7 Nov,25 Nov,0,,
AMA Grp,ordinary,AMA,F,1.6,-,1.6,100,-,-,-,1.6,13 Oct,15 Oct,3 Dec,0,,
ANZ Banking Grp,pref share cps2,ANZPA,F,100.29,-,400.78,100,-,-,216.94,102.63,26 Nov,28 Nov,15 Dec,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,200.35,-,200.35,100,-,-,197.5,-,11 Feb,13 Feb,2 Mar,0,,
ANZ Banking Grp,cap note,ANZPD,I,210.82,-,210.82,100,-,-,237.75,-,18 Feb,20 Feb,2 Mar,0,,
ANZ Banking Grp,cap note 2,ANZPE,I,208.45,-,208.45,100,-,-,-,-,12 Mar,16 Mar,24 Mar,0,,
ARB Corp,ordinary,ARP,I,100.0,-,100.0,100,3,3,-,15.5,17 Nov,19 Nov,5 Dec,0,,
Arena REIT,ordinary units,ARF,I,2.4375,-,2.4375,-,3,-,-,0.4,26 Sep,30 Sep,14 Nov,0,,
Asia Pacific Data,ordinary stapled sec,AJD,I,-,2.25,-,-,-,-,-,1.81,26 Sep,30 Sep,30 Oct,0,,
Aurora Div Inc Tr,managed fund units,AOD,I,0.47,-,0.47,283,3,-,2.85,1.45,29 Oct,31 Oct,17 Nov,1,,
Aurora Funds,ordinary,AFV,F,1.0,-,1.0,100,3,-,-,-,8 Oct,10 Oct,31 Oct,0,,
Aust Vintage,ordinary,AVG,F,2.2,-,2.2,100,4,-,-,2.6,29 Oct,31 Oct,19 Nov,0,,
Aust Leaders Fund,ordinary,ALF,F,6.0,-,12.0,100,3,-,6.0,6.0,9 Oct,13 Oct,28 Oct,0,,
Aust Leaders Fund,deferred ex option,ALFN,F,6.0,-,6.0,100,3,-,-,-,9 Oct,13 Oct,28 Oct,0,,
Bank of Qld,ordinary,BOQ,F,34.0,-,66.0,100,3,-,28.0,30.0,3 Nov,6 Nov,27 Nov,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,I,72.37,-,72.37,100,-,-,235.79,71.2,20 Nov,24 Nov,15 Dec,0,,
Bendigo & Adelaide Bk,conv pref share,BENPD,I,273.9,-,273.9,100,-,-,273.62,-,26 Nov,28 Nov,15 Dec,0,,
Bendigo & Adelaide Bk,conv pref share 2,BENPE,I,59.29,-,59.29,100,-,-,-,-,17 Nov,19 Nov,1 Dec,1,,
Blackwall Prop Tr,ordinary units,BWR,F,0.35,-,0.35,-,-,-,-,-,8 Oct,10 Oct,31 Oct,0,,
Blackwall Property,ordinary,BWF,F,1.3,-,2.5,100,-,-,0.5,0.6,8 Oct,10 Oct,31 Oct,0,,
Brickworks,ordinary,BKW,F,28.0,-,42.0,100,-,-,13.5,-,3 Nov,6 Nov,27 Nov,0,,
Brookfield,ordinary unit,BPA,I,2.0,-,2.0,-,-,-,-,-,26 Sep,30 Sep,31 Oct,0,,
Cabcharge Aust,ordinary,CAB,F,10.0,-,25.0,100,-,-,18.0,12.0,26 Sep,30 Sep,29 Oct,0,,
Cape Lambert Res,ordinary,CFE,I,2.0,-,2.0,100,-,-,-,-,25 Sep,29 Sep,31 Oct,0,,
Cedar Woods Prop,ordinary,CWP,F,15.5,-,27.5,100,4,4,11.0,15.0,1 Oct,3 Oct,31 Oct,0,,
Centuria Capital,ordinary,CNI,F,1.5,-,2.75,100,4,-,1.25,-,10 Sep,12 Sep,29 Oct,0,,
Challenger,cn cap note,CGFPA,I,179.0,-,179.0,-,-,-,-,-,13 Feb,17 Feb,25 Feb,1,,
Clover Corp,ordinary,CLV,F,0.5,-,1.0,100,-,-,0.5,1.5,29 Oct,31 Oct,20 Nov,0,,
CML Grp,ordinary,CGR,F,0.6,-,1.1,100,3,-,0.5,0.5,1 Oct,3 Oct,30 Oct,0,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,I,69.67,-,69.67,100,-,-,214.2,-,22 Oct,24 Oct,31 Oct,0,,
C'wlth Bank  of Aust,perp.exc.(perls vi),CBAPC,I,112.51,-,112.51,100,-,-,357.47,111.34,3 Dec,5 Dec,15 Dec,0,,
C'wlth Bank  of Aust,perp.exc.perls vii,CBAPD,I,79.08,-,79.08,100,-,-,-,-,3 Dec,5 Dec,15 Dec,0,,
Countplus,ordinary,CUP,I,2.0,-,5.0,100,-,-,9.0,3.0,27 Oct,29 Oct,17 Nov,0,,
CPT Global,ordinary,CGO,F,1.5,-,4.5,100,3,-,-,-,10 Oct,14 Oct,30 Oct,0,,
Cromwell Property,stapled securities,CMW,I,1.9375,-,1.9375,-,3,-,5.4375,1.875,26 Sep,30 Sep,12 Nov,0,,
CTI Logistics,ordinary,CLX,F,4.0,-,8.0,100,3,3,3.5,4.0,15 Oct,17 Oct,31 Oct,0,,
Desane Grp Hldgs,ordinary,DGH,F,2.0,-,4.0,100,-,-,-,1.0,12 Nov,14 Nov,26 Nov,0,,
E & A,ordinary,EAL,F,2.75,-,5.5,100,3,-,2.5,2.5,12 Nov,14 Nov,28 Nov,0,,
FFI Hldgs,ordinary,FFI,F,7.5,-,17.5,100,3,-,25.0,-,31 Oct,5 Nov,14 Nov,0,,
