Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-01-26T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Abacus Prop,units/ord stapled,ABP,I,8.25,-,8.25,-,3,-,8.25,-,22 Jan,29 Jan,27 Feb,0,,
Aberdeen Leaders,ordinary,ALR,Q3,2.0,-,7.5,100,3,-,7.5,2.0,8 Jan,14 Jan,31 Jan,0,,
Alcoa Inc,chess depositary int,AAI,F,-,-,7.4127,-,-,-,7.1485,2.4256,4 Feb,8 Feb,25 Feb,1,,
ALE Prop Grp,stapled securities,LEP,I,-,8.0,-,-,3,-,8.0,-,27 Dec,3 Jan,5 Mar,0,,
AMP Capital China,ordinary units,AGF,I,-,2.365,-,-,3,-,-,2.057,21 Dec,31 Dec,30 Apr,0,,
Aust Masters YF1,ordinary,AYD,Q3,100.0,-,100.0,100,-,-,-,-,31 Jan,6 Feb,13 Feb,1,,
Aust Masters YF2,ordinary,AYH,Q3,115.0,-,115.0,100,-,-,-,-,31 Jan,6 Feb,13 Feb,1,,
ANZ Banking Grp,pref share cps2,ANZPA,Q3,104.64,-,341.25,100,-,-,415.76,133.39,21 Feb,27 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps1,ANZPB,Q3,94.51,-,309.84,100,-,-,384.22,122.8,21 Feb,27 Feb,15 Mar,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,227.2,-,227.2,100,-,-,230.72,-,8 Feb,14 Feb,1 Mar,0,,
APA Grp,stapled securities,APA,I,-,17.0,-,-,3,-,17.0,-,21 Dec,31 Dec,13 Mar,0,,
Ardent Leisure Grp,stapled securities,AAD,I,-,6.6,-,-,4,-,6.5,-,21 Dec,31 Dec,28 Feb,0,,
Aspen Grp,ord/units stapled,APZ,I,0.75,-,0.75,-,4,-,3.15,1.05,21 Dec,31 Dec,25 Feb,0,,
Astro Japan Prop Grp,stapled us prohibit.,AJA,I,-,7.5,-,-,4,-,10.0,-,21 Dec,31 Dec,28 Feb,0,,
Aurora Absolute Return,ordinary units,ABW,I,1.7,-,3.9,-,3,-,6.65,2.2,21 Dec,31 Dec,31 Jan,0,,
Aurora Global Inc Tr,ordinary units,AIB,I,2.5,-,5.0,-,3,-,8.3,-,21 Dec,31 Dec,31 Jan,0,,
Aurora Prop,ordinary units,AUP,I,10.4,-,20.6,-,3,-,30.6,10.0,21 Dec,31 Dec,25 Feb,0,,
Aurora Sandringham,ordinary units,AOD,I,1.4,-,2.8,-,3,-,4.2,1.4,21 Dec,31 Dec,25 Feb,0,,
Australand Prop,stapled security,ALZ,F,11.0,-,21.5,-,4,-,10.5,11.0,21 Dec,31 Dec,8 Feb,0,,
Aust Foundation,ordinary,AFI,I,8.0,-,8.0,100,3,-,8.0,-,5 Feb,11 Feb,22 Feb,1,,
Aust Infrastructure Fd,units/ordinary,AIX,I,-,5.5,-,-,4,-,5.0,-,21 Dec,31 Dec,25 Feb,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,Q3,77.63,-,256.98,100,-,-,331.68,104.87,15 Feb,21 Feb,15 Mar,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,Q3,83.0,-,264.0,100,-,-,340.0,105.0,18 Mar,22 Mar,10 Apr,1,,
Bendigo & Adelaide Bk,conv pref share,BENPD,F,282.72,-,348.21,100,-,-,-,-,22 May,28 May,13 Jun,0,,
Brookfield,ordinary unit,BPA,I,-,2.0,-,-,-,-,-,-,21 Dec,31 Dec,31 Jan,0,,
BWP Trust,ordinary units,BWP,I,-,6.9,-,-,3,-,6.63,-,21 Dec,31 Dec,26 Feb,0,,
Carindale Prop,unit,CDP,I,-,13.9,-,-,-,-,13.9,-,21 Dec,31 Dec,28 Feb,0,,
Cedar Woods Prop,ordinary,CWP,I,-,-,-,-,3,3,11.0,-,28 Mar,5 Apr,30 Apr,0,,
Centro Retail Aust,ord/unit stapled sec,CRF,I,6.6,-,6.6,-,-,-,-,-,21 Dec,31 Dec,28 Feb,0,,
CFS Retail Prop,stapled securities,CFX,I,-,6.8,-,-,4,-,6.5,-,21 Dec,31 Dec,28 Feb,0,,
Challenger Div Pro,stapled units,CDI,I,-,8.6,-,-,4,-,2.05,-,21 Dec,31 Dec,28 Feb,0,,
Charter Hall Grp,stapled us prohibit.,CHC,I,9.8,-,9.8,-,3,-,9.1,-,21 Dec,31 Dec,26 Feb,0,,
Charter Hall Ret REIT,units,CQR,I,13.3,-,13.3,-,3,-,13.0,-,21 Dec,31 Dec,15 Feb,0,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,Q3,230.78,-,739.98,100,-,-,870.61,267.25,18 Jan,24 Jan,31 Jan,0,,
C'wlth Bank  of Aust,perp.exc.(perls vi),CBAPC,Q3,119.1,-,197.8,100,-,-,-,-,1 Mar,7 Mar,15 Mar,0,,
C'wlth Prop Office,ordinary units,CPA,I,-,3.2,-,-,-,-,2.89,-,21 Dec,31 Dec,28 Feb,0,,
Countplus,ordinary,CUP,Q3,3.0,-,9.0,100,-,-,3.0,3.0,14 Jan,18 Jan,15 Feb,0,,
Cromwell Property,stapled securities,CMW,I,1.8125,-,3.625,-,3,-,5.25,1.75,21 Dec,31 Dec,13 Feb,0,,
Cromwell Property,new,CMWN,I,0.3546,-,0.3546,-,3,-,0.4667,0.875,21 Dec,31 Dec,13 Feb,0,,
DEXUS Prop Grp,stapled units,DXS,I,2.89,-,2.89,-,4,-,2.67,-,21 Dec,31 Dec,28 Feb,0,,
Djerriwarrh Invest,ordinary,DJW,I,10.0,-,10.0,100,4,-,10.0,-,29 Jan,4 Feb,19 Feb,1,,
DUET Grp,stapled us prohibit.,DUE,I,8.25,-,8.25,-,3,-,8.0,-,21 Dec,31 Dec,12 Feb,0,,
GUD Hldgs,ordinary,GUD,I,36.0,-,36.0,100,4,-,30.0,-,14 Feb,20 Feb,6 Mar,1,,
Generation Healthcare,units,GHC,I,3.67,-,3.67,-,3,-,3.34,-,21 Dec,31 Dec,28 Feb,0,,
Goodman Grp,stapled us prohibit.,GMG,I,-,9.7,-,-,4,-,1.8,-,21 Dec,31 Dec,28 Feb,0,,
GPT Grp,stapled sec.,GPT,Q3,-,5.0,9.6,-,4,-,13.6,4.6,7 Jan,11 Jan,15 Mar,0,,
Growthpoint Prop,ord/unit stapled sec,GOZ,I,9.0,-,9.0,-,3,-,8.7,-,21 Dec,31 Dec,28 Feb,0,,
Hastings High Yld,ordinary units,HHY,I,1.75,-,40.75,-,4,-,11.25,3.75,21 Dec,31 Dec,8 Feb,0,,
