Collection House,ordinary,CLH,F,2.6,-,4.9,100,-,-,2.2,2.5,9/11/09,13/11/09,27/11/09
Commonwealth Bank,perp.exc.(perls v),CBAPA,Q3,306.57,-,306.57,100,-,-,-,-,19/1/10,25/1/10,1/2/10
Commonwealth Bank,perp.exc.(perls iv),CBAPB,I,153.35,-,299.09,100,-,-,559.34,137.21,20/10/09,26/10/09,2/11/09
Connecteast Grp,stapled,CEU,F,1,-,2,-,3,-,5.25,5.25,7/9/09,11/9/09,26/10/09
Count Financial,ordinary,COU,I,2,-,3,100,-,-,8,2,23/11/09,27/11/09,15/12/09
Cromwell Grp,stapled securities,CMW,Q1,2,-,2,-,4,-,7.5,1.5,29/9/09,6/10/09,16/11/09
Crown Ltd,ordinary,CWN,F,19,-,37,60,-,-,25,29,28/9/09,2/10/09,26/10/09
CTI Logistics,ordinary,CLX,F,3,-,6,100,4,4,3,3,30/10/09,6/11/09,20/11/09
David Jones Ltd,ordinary,DJS,F,17,-,28,100,3,-,11,16,6/10/09,12/10/09,2/11/09
Desane Grp Hldings,ordinary,DGH,F,2,-,2,-,-,-,-,2,10/11/09,16/11/09,27/11/09
Diploma Grp Ltd,ordinary,DGX,F,1,-,1,100,-,-,-,2,26/10/09,30/10/09,1/12/09
Envestra Ltd,ordinary,ENV,I,2.75,-,2.75,-,3,-,4.5,-,2/10/09,9/10/09,30/10/09
Envirozel Ltd,ordinary,EVZ,F,0.25,-,0.5,100,4,-,-,0.75,12/10/09,16/10/09,6/11/09
FFI Hldgs,ordinary,FFI,F,11,-,18,100,3,-,7,11,29/10/09,5/11/09,12/11/09
Fairfax Media Ltd,pref.stapled,FXJPB,I,229.46,-,229.46,-,-,-,481.38,-,13/10/09,19/10/09,30/10/09
Felix Res Ltd,ordinary,FLX,F,50,-,73,100,-,-,3,50,9/10/09,15/10/09,30/10/09
Goodman Fielder,ordinary,GFF,F,6,-,10.5,20,3,-,6,7.5,30/9/09,7/10/09,29/10/09
Gowing Bros Ltd,ordinary,GOW,F,10,-,20,100,3,-,10,5,8/10/09,13/10/09,27/10/09
Gunns Ltd,forests,GNSPA,I,155.62,-,299.36,100,-,-,529.45,142.15,22/12/09,30/12/09,14/1/10
Harvey Norman,ordinary,HVN,F,6,-,11,100,-,-,7,7,30/10/09,6/11/09,7/12/09
Hastings Diversified,stapled security,HDF,Q1,3,-,3,-,4,-,17,3,24/9/09,30/9/09,28/10/09
Hastings High Yield,ordinary units,HHY,Q1,3.5,-,3.5,-,4,-,14.2,4.1,24/9/09,30/9/09,12/11/09
Hillgrove Res Ltd,ordinary,HGO,I,1,-,1,100,-,-,-,-,10/11/09,16/11/09,30/11/09
Hills Ind Ltd,ordinary,HIL,F,2,-,10,100,3,3,13.5,14,2/11/09,9/11/09,23/11/09
Industrea Ltd,ordinary,IDL,F,1,-,1,100,3,-,-,1,13/10/09,19/10/09,3/11/09
ING Office Fund,stapled securities,IOF,Q1,0.975,-,0.975,-,4,-,8.1,2.125,24/9/09,30/9/09,30/10/09
Ironbark Capital,ordinary,IBC,I,1.3,-,1.3,100,4,-,2.35,-,21/10/09,27/10/09,4/11/09
K & S Corp,ordinary,KSC,F,5,-,12,100,3,-,8,8,12/10/09,16/10/09,30/10/09
M2 Telecomms,ordinary,MTU,F,3,-,5.5,100,-,-,2,3,9/10/09,15/10/09,30/10/09
Mineral Res,ordinary,MIN,F,12.35,-,19.35,100,-,-,6,13.35,9/9/09,15/9/09,19/11/09
Mirvac Grp,stapled securities,MGR,Q1,2,-,2,-,4,-,16.025,0.2,24/9/09,30/9/09,30/10/09
Money3 Corp,ordinary,MNY,F,1.8,-,3.3,100,3,-,1.3,3,9/11/09,13/11/09,27/11/09
Multiplex European,units,MUE,Q1,-,0.625,-,-,-,-,-,-,24/9/09,30/9/09,30/10/09
Mystate Ltd,ordinary,MYS,F,10,-,10,100,-,-,-,-,26/10/09,30/10/09,27/11/09
Namoi Cotton Co-Op,co-operative cap.unt,NAM,I,2.5,-,2.5,-,-,-,3,-,5/11/09,11/11/09,16/12/09
National Can Ind,ordinary,NCI,F,1,-,4,100,-,-,4,2,9/10/09,15/10/09,29/10/09
Netcomm Ltd,ordinary,NTC,I,1,-,1,-,3,-,-,-,6/10/09,12/10/09,30/10/09
NEW Hope Corp,ordinary,NHC,F,77.25,-,82,100,-,-,2.25,11.5,20/10/09,26/10/09,10/11/09
Nick Scali Ltd,ordinary,NCK,F,6,-,6,100,-,-,4.5,2.5,2/10/09,9/10/09,30/10/09
NRW Hldgs Ltd,ordinary,NWH,F,1,-,2,100,-,-,4,4.23,12/10/09,16/10/09,30/10/09
Nufarm Ltd,ordinary,NUF,F,15,-,27,-,4,-,12,23,12/10/09,16/10/09,13/11/09
Ocean Capital,ordinary,OCE,F,1.5,-,1.5,100,-,-,-,-,29/9/09,6/10/09,27/10/09
Oceania Capital,ordinary,OCP,F,6,-,6,66.67,-,-,-,-,4/9/09,10/9/09,31/10/09
Orica Ltd,step up preference,ORIPB,F,229,-,510,-,-,-,438,470,9/11/09,13/11/09,30/11/09
Orotongrp Ltd,ordinary,ORL,F,25,-,41,100,-,-,15,20,8/10/09,14/10/09,28/10/09
PearlStreet Ltd,ordinary,PST,F,1,-,2.6,100,4,-,0.6,1.05,29/10/09,5/11/09,19/11/09
Phileo Aust,ordinary,PHI,F,5,-,5,100,-,-,-,10,4/9/09,10/9/09,30/10/09
Pipe Nets,ordinary,PWK,F,8,-,8,100,3,-,-,7,30/10/09,6/11/09,20/11/09
Platinum Capital,ordinary,PMC,F,5,-,10,100,3,-,5,5,28/10/09,4/11/09,17/11/09
PPK Grp Ltd,ordinary,PPK,F,1,-,2.5,100,-,-,3.25,3.25,9/11/09,13/11/09,20/11/09
Preferred Capital,perls iii,PCAPA,I,-,-,147.15,-,-,-,762.64,145.32,22/12/09,30/12/09,6/1/10
Premier Invest,ordinary,PMV,F,38,-,75,100,3,-,11,18,6/10/09,12/10/09,9/11/09
QMASTOR Ltd,ordinary,QML,F,0.5,-,1.5,-,-,-,-,1,2/10/09,9/10/09,30/10/09
Redflex Hldgs,ordinary,RDF,F,5,-,5,100,3,-,-,4.5,22/10/09,28/10/09,9/11/09
SDI Ltd,ordinary,SDI,F,0.3,-,0.3,100,3,-,-,-,2/10/09,9/10/09,30/10/09
Shenhua Ltd,ordinary,SHU,F,1,-,1,-,-,-,-,-,26/10/09,30/10/09,20/11/09
Sigma Pharmaceutical,ordinary,SIP,I,3,-,3,100,3,-,3,-,16/10/09,22/10/09,13/11/09
Silver Chef Ltd,ordinary,SIV,F,10,-,14,100,-,-,-,7.2,8/9/09,14/9/09,15/1/10
Sims Metal Mgmt,ordinary,SGM,F,10,-,38,100,3,-,55,75,2/10/09,9/10/09,26/10/09
Sirtex Medical,ordinary,SRX,I,7,-,7,100,-,-,-,-,24/11/09,30/11/09,15/12/09
Slater & Gordon,ordinary,SGH,F,3.25,-,4.25,100,-,-,2,3,25/8/09,31/8/09,28/10/09
Snowball Grp,ordinary,SNO,F,2,-,3,100,-,-,1,2.5,24/9/09,30/9/09,30/10/09
Soul Pattinson (W H),ordinary,SOL,F,44,-,57,100,-,-,12,18,10/11/09,16/11/09,7/12/09
SP Telemedia Ltd,ordinary,SOT,F,1,-,2,100,3,-,2.4,-,15/10/09,21/10/09,18/11/09
SPDR S&P/ASX Prop Fd,etf units,SLF,Q1,13.8166,-,13.8166,2.68,4,-,50.081,11.0063,30/9/09,7/10/09,4/12/09
Suncorp-Metway,pref shares,SUNPB,I,115.94,-,229.29,100,-,-,317.63,108.78,26/11/09,2/12/09,14/12/09
Sylvastate Ltd,ordinary,SYL,F,10.5,-,21,100,3,-,10,10.5,6/10/09,12/10/09,26/10/09
TFS Corp Ltd,ordinary,TFC,F,3,-,4.25,100,3,-,1,3,26/11/09,2/12/09,22/12/09
Thomas Bryson Int,ordinary,TBI,F,1,-,1,-,3,-,-,-,19/10/09,23/10/09,10/11/09
Trust Co Ltd,ordinary,TRU,I,17.2,-,17.2,100,4,-,20,-,22/10/09,28/10/09,12/11/09
United Overseas Aust,ordinary,UOS,I,0.5,-,0.5,-,3,-,0.2,-,6/10/09,12/10/09,26/10/09
UXC Ltd,ordinary,UXC,F,3.5,-,3.5,100,3,-,4.25,5.5,30/10/09,6/11/09,20/11/09
Vealls Ltd,capital,VELCP,F,0.5,-,0.5,-,-,-,-,0.5,9/10/09,15/10/09,31/10/09
Vealls Ltd,income,VELIN,F,4.8,-,9.6,-,-,-,4.7,4.7,9/10/09,15/10/09,31/10/09
Vealls Ltd,7.0% cum. preference,VELPA,F,0.35,-,0.7,-,-,-,0.35,0.35,9/10/09,15/10/09,31/10/09
Village Roadshow,ordinary,VRL,F,6,-,9.75,100,-,-,17.5,9,12/11/09,18/11/09,2/12/09
Village Roadshow,a' class preference,VRLPA,F,9,-,12.75,100,-,-,17.5,12,12/11/09,18/11/09,2/12/09
Warehouse Grp,ordinary,WHS,F,-,-,12.7962,-,-,-,13.8628,5.01,30/10/09,6/11/09,18/11/09
Waterco Ltd,ordinary,WAT,F,3,-,5,100,3,-,-,3,9/11/09,13/11/09,18/12/09
Westpac Banking,preferred,WBCPA,I,-,101.51,-,-,-,-,165.15,-,18/12/09,24/12/09,31/12/09
Westpac Banking,preferred ii,WBCPB,I,-,126.21,-,-,-,-,-,-,18/12/09,24/12/09,31/12/09
Westpac Office Tr,units,WOT,Q1,1.6625,-,1.6625,-,-,-,-,-,24/9/09,30/9/09,16/11/09
Westpac Office Tr,instalment receipts,WOTCA,Q1,0.85,-,0.85,-,-,-,2.55,0.85,24/9/09,30/9/09,16/11/09
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,I,-,76.81,73.4,-,-,-,379.58,71.79,8/12/09,14/12/09,31/12/09
WHK Grp Ltd,ordinary,WHG,F,1.5,-,3,100,3,-,3,3,30/9/09,7/10/09,5/11/09
Wilson Invest,ordinary,WIL,F,2,-,4,100,3,-,3,2,20/10/09,26/10/09,30/10/09
