Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-01-22T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Abacus Prop,units/ord stapled,ABP,I,8.25,-,8.25,-,3,-,0.75,1.5,14 Jan,20 Jan,25 Feb,0,,
Aberdeen Leaders,ordinary,ALR,Q3,2.0,-,7.5,100,3,-,2.0,2.0,4 Jan,10 Jan,28 Jan,0,,
Agricultural Land,ordinary units,AGJ,I,-,0.96,-,-,3,-,1.1,-,23 Dec,31 Dec,28 Mar,0,,
ALE Prop Grp,stapled securities,LEP,I,-,10.0,-,-,3,-,12.0,-,23 Dec,31 Dec,28 Feb,0,,
AMP Capital China,ordinary units,AGF,F,-,3.0,-,-,3,-,-,8.477,23 Dec,31 Dec,30 Apr,0,,
ANZ Banking Grp,pref share,ANZPA,Q3,141.62,-,421.75,100,-,-,121.09,132.86,21 Feb,25 Feb,15 Mar,0,,
ANZ Banking Grp,pref share,ANZPB,Q3,131.26,-,390.33,100,-,-,322.69,122.27,21 Feb,25 Feb,15 Mar,0,,
APA Grp,stapled securities,APA,I,-,16.5,-,-,3,-,15.75,-,23 Dec,31 Dec,17 Mar,0,,
Ardent Leisure Grp,stapled securities,AAD,I,-,6.5,-,-,3,-,6.5,-,23 Dec,31 Dec,28 Feb,0,,
Aspen Grp,ord/units stapled,APZ,I,1.05,-,2.1,-,3,-,3.15,1.05,23 Dec,31 Dec,17 Feb,0,,
Astro Jap Prop,stapled securities,AJA,I,-,2.25,-,-,4,-,3.5,-,23 Dec,31 Dec,25 Feb,0,,
Aurora Global Tr,ordinary units,AIB,I,3.0,-,5.5,-,3,-,21.0,2.5,23 Dec,31 Dec,25 Feb,0,,
Aurora Prop,ordinary units,AUP,I,11.0,-,22.0,-,3,-,11.0,11.0,23 Dec,31 Dec,25 Feb,0,,
Aurora SAE,ordinary units,ABW,I,2.3,-,4.8,-,3,-,2.5,2.5,23 Dec,31 Dec,16 Feb,0,,
Aurora Sandringham,ordinary units,AOD,I,1.5,-,3.0,-,3,-,3.0,1.6,23 Dec,31 Dec,14 Feb,0,,
Australand Prop,stapled security,ALZ,F,10.5,-,20.5,-,4,-,-,3.0,23 Dec,31 Dec,8 Feb,0,,
Aust Infra,units/ordinary,AIX,I,-,5.0,-,-,4,-,5.0,-,23 Dec,31 Dec,25 Feb,0,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,6 Apr,12 Apr,2 May,0,,
Bendigo & Adelaide,reset preference,BENPB,Q3,114.0,-,337.98,100,-,-,270.32,104.63,15 Feb,21 Feb,15 Mar,0,,
Bendigo & Adelaide,step up non-cum pref,BENPC,Q3,116.0,-,348.0,100,-,-,286.0,110.0,21 Mar,25 Mar,11 Apr,0,,
Bunnings W'house,ordinary units,BWP,I,-,6.18,-,-,3,-,6.1,-,23 Dec,31 Dec,25 Feb,0,,
Carindale Prop,unit,CDP,I,-,13.89,-,-,-,-,13.61,-,23 Dec,31 Dec,28 Feb,0,,
Century Aust,ordinary,CYA,I,6.2,-,6.2,100,-,-,3.5,-,6 Dec,10 Dec,9 Feb,0,,
CFS Retail Prop,units,CFX,I,-,6.3,-,-,3,-,6.2,-,23 Dec,31 Dec,24 Feb,0,,
Challenger Div Pro,stapled units,CDI,I,-,2.0,-,-,4,-,-,-,23 Dec,31 Dec,28 Feb,0,,
Challenger Infra,stapled units,CIF,I,-,7.0,-,-,-,-,7.0,-,23 Dec,31 Dec,28 Feb,0,,
Charter Hall Grp,stapled us prohibit.,CHC,I,8.0,-,8.0,-,4,-,1.6,-,23 Dec,31 Dec,28 Feb,0,,
Charter Hall Office,unit,CQO,I,9.25,-,9.25,-,4,-,-,-,23 Dec,31 Dec,23 Feb,0,,
Charter Hall Retail,units,CQR,I,12.0,-,12.0,-,4,-,-,-,23 Dec,31 Dec,22 Feb,0,,
Clime Capital,ordinary,CAM,I,1.0,-,2.0,100,3,-,3.0,1.0,31 Dec,7 Jan,25 Jan,0,,
Clime Capital,7.5% non-cum. pref,CAMPA,I,4.75,-,9.5,100,-,-,13.5,4.75,31 Dec,7 Jan,24 Jan,0,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,Q3,286.27,-,859.46,100,-,-,306.57,256.97,18 Jan,24 Jan,31 Jan,0,,
C'wlth Bank  of Aust,perp.exc.(perls iv),CBAPB,Q3,204.25,-,610.69,100,-,-,471.63,177.65,18 Jan,24 Jan,31 Jan,0,,
C'wlth Prop,ordinary units,CPA,I,-,2.75,-,-,-,-,2.65,-,23 Dec,31 Dec,24 Feb,0,,
ConnectEast,stapled,CEU,I,1.0,-,1.0,-,-,-,1.0,-,23 Dec,31 Dec,25 Feb,0,,
Crane Grp,ordinary,CRG,I,22.0,-,22.0,100,4,-,18.0,-,8 Feb,14 Feb,22 Feb,1,,
Cromwell Grp,stapled securities,CMW,I,1.75,-,3.5,-,3,-,6.0,2.0,23 Dec,31 Dec,16 Feb,0,,
CSR,ordinary,CSR,I,9.13,-,9.13,100,-,-,2.5,-,12 Jan,18 Jan,2 Feb,0,,
DEXUS Prop Grp,stapled units,DXS,I,2.59,-,2.59,-,4,-,2.65,-,23 Dec,31 Dec,25 Feb,0,,
Djerriwarrh Invest,ordinary,DJW,I,10.0,-,10.0,100,3,-,10.0,-,28 Jan,3 Feb,18 Feb,1,,
DUET Grp,stapled us prohibit.,DUE,I,10.0,-,10.0,-,3,-,10.0,-,23 Dec,31 Dec,15 Feb,0,,
Eldorado Gold,cdi 1:1,EAU,F,-,-,-,-,-,-,-,-,7 Feb,11 Feb,25 Feb,1,,
Euroz,ordinary,EZL,I,3.0,-,3.0,100,-,-,2.0,-,17 Jan,21 Jan,28 Jan,0,,
FKP Prop Grp,stapled securities,FKP,I,-,1.4,-,-,3,-,0.5,-,23 Dec,31 Dec,31 Mar,0,,
Goodman Grp,stapled us prohibit.,GMG,I,-,1.5,-,-,4,-,1.5,-,23 Dec,31 Dec,28 Feb,0,,
Growthpoint Prop,ord/unit stapled sec,GOZ,I,-,8.4,-,-,4,-,-,5.5,23 Dec,31 Dec,28 Feb,0,,
Growthpoint Prop,new,GOZNA,I,-,4.5,-,-,-,-,-,-,23 Dec,31 Dec,28 Feb,0,,
Hastings Divers,stapled security,HDF,I,3.0,-,6.0,-,3,-,9.0,3.0,23 Dec,31 Dec,28 Jan,0,,
Hastings High Yld,ordinary units,HHY,I,3.7,-,7.4,-,3,-,10.9,3.7,23 Dec,31 Dec,9 Feb,0,,
Infigen Energy,stapled securities,IFN,I,-,1.0,-,-,3,-,-,4.5,23 Dec,31 Dec,17 Mar,0,,
ING Industrial Fd,units,IIF,I,0.8025,-,1.605,-,4,-,0.8025,0.8025,23 Dec,31 Dec,28 Feb,0,,
ING Office Fd,stapled securities,IOF,I,0.975,-,1.95,-,4,-,2.925,0.975,23 Dec,31 Dec,28 Feb,0,,
ING Real Est Hlth,units,IHF,I,3.825,-,3.825,-,3,-,3.825,-,23 Dec,31 Dec,28 Feb,0,,
iShares MSCI BRIC,cdi 1:1,IBK,I,3.0131,-,3.0131,-,-,-,2.3106,-,5 Jan,7 Jan,25 Jan,0,,
iShares MSCI Em Mkt,cdi 1:1,IEM,I,2.129,-,2.129,-,-,-,1.0926,-,5 Jan,7 Jan,25 Jan,0,,
