Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Friday 4/12/2009|. Processed 21:34 Friday 4/12/2009.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Allied Brands Ltd,ordinary,ABQ,F,0.5,-,0.5,100,-,-,-,1,11/1/10,15/1/10,29/1/10,,,,,,,,,
AMP Capital China,ordinary units,AGF,F,-,-,-,-,3,-,-,3.902,23/12/09,31/12/09,30/4/10,,,,,,,,,
Anglo Pacific Grp,ordinary,AGP,I,6.8506,-,6.8506,-,3,-,8.8055,-,9/11/09,13/11/09,13/1/10,,,,,,,,,
ANZ Banking Grp,ordinary,ANZ,F,56,-,102,100,3,3,62,74,5/11/09,11/11/09,18/12/09,,,,,,,,,
ANZ Banking Grp,pref share,ANZPB,I,103.93,-,206.18,100,-,-,265.49,96.57,24/11/09,30/11/09,15/12/09,,,,,,,,,
Aust Pharm,ordinary,API,F,2,-,2,100,-,-,-,1,28/10/09,4/11/09,11/12/09,,,,,,,,,
Beach Pet,ordinary,BPT,F,1,-,3,10,3,-,0.75,1,26/10/09,30/10/09,11/12/09,,,,,,,,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,12/4/10,16/4/10,3/5/10,,,,,,,,,
Bendigo & Adelaide,reset preference,BENPB,I,86.47,-,171.07,100,-,-,420.72,79.12,18/11/09,24/11/09,15/12/09,,,,,,,,,
Bendigo & Adelaide,step up non-cum pref,BENPC,I,98,-,184,100,-,-,403,86,16/12/09,22/12/09,11/1/10,,,,,,,,,
Berklee Ltd,ordinary,BER,I,12,-,12,100,-,-,1,-,23/11/09,27/11/09,8/12/09
Brickworks Ltd,ordinary,BKW,F,26.5,-,39,100,-,-,12.5,26.5,19/11/09,25/11/09,9/12/09
BT Invest Mngmnt,ordinary,BTT,F,4.9,-,7.9,100,-,-,3.5,5.4,30/11/09,4/12/09,18/12/09
Campbell Brothers,ordinary,CPB,I,45,-,45,50,3,-,50,-,27/11/09,3/12/09,16/12/09
Canada Land Ltd,chess depositary int,CDL,I,-,-,-,-,-,-,0.1,-,7/12/09,11/12/09,6/1/10
Challenger Winetr,ordinary units,CWT,I,-,-,1.2,-,3,-,2.3,1.2,23/12/09,31/12/09,15/2/10
Commonwealth Bank,perp.exc.(perls v),CBAPA,Q3,306.57,-,306.57,100,-,-,-,-,19/1/10,25/1/10,1/2/10
Commonwealth Bank,perp.exc.(perls iv),CBAPB,Q3,172.54,-,471.63,100,-,-,559.34,137.21,19/1/10,25/1/10,1/2/10
Count Financial,ordinary,COU,I,2,-,3,100,-,-,8,2,23/11/09,27/11/09,15/12/09
CSR Ltd,ordinary,CSR,I,2.5,-,2.5,100,4,-,6,-,4/11/09,10/11/09,23/12/09
E & A Ltd,ordinary,EAL,F,1,-,2.5,100,3,-,3,4.5,4/12/09,10/12/09,23/12/09
Environmental Grp,ordinary,EGL,F,0.2,-,0.2,100,3,-,-,0.3,11/1/10,15/1/10,29/1/10
Ethane Pipeline,stapled securities,EPX,I,3.39,-,6.78,-,-,-,3.08,3.1,23/12/09,31/12/09,15/1/10
Felix Res Ltd,ordinary,FLX,I,50,-,50,100,-,-,3,50,19/11/09,25/11/09,9/12/09
Fisher & Paykel H,ordinary,FPH,I,4.2942,-,4.2942,-,3,-,4.6028,-,3/12/09,9/12/09,18/12/09
Graincorp Ltd,a class ordinary,GNC,F,7.27,-,7.27,100,-,-,-,-,30/11/09,4/12/09,16/12/09
Greencross Ltd,ordinary,GXL,F,2,-,2,100,-,-,-,-,4/11/09,10/11/09,18/12/09
Gunns Ltd,forests,GNSPA,I,155.62,-,299.36,100,-,-,529.45,142.15,22/12/09,30/12/09,14/1/10
Harvey Norman,ordinary,HVN,F,6,-,11,100,-,-,7,7,30/10/09,6/11/09,7/12/09
