Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4643.0 at 16:36 14/5/2010  Report at 19:07 Friday 14/5/2010. Processed 13:21 Sunday 16/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.82,,,,,,,,,,,,
May,10,12.50,-,0.13,-,2,18.20,-,22.87,,,
May,10,13.00,-,0.20,-,19,18.00,-,36.06,,,
May,10,13.50,-,0.07,-,13,17.80,-,11.43,,,
May,10,14.00,0.01,0.04,2,20,17.60,-0.04,1.41,,,
May,10,14.50,0.07,0.04,12,53,17.40,-0.23,12.31,,,
May,10,15.00,0.27,0.30,40,91,15.50,-0.64,14.95,,,
May,10,15.50,0.69,0.74,2,53,19.00,-0.91,2.64,,,
May,10,16.00,1.18,-,-,-,19.30,-1.00,-,,,
May,10,16.50,1.68,-,-,-,19.60,-1.00,-,,,
Jun,10,12.00,-,0.44,-,11,21.10,-,25.80,,,
Jun,10,12.50,0.00,0.02,-,57,20.90,-,0.12,,,
Jun,10,13.00,0.01,0.09,1,38,20.70,-0.02,0.53,,,
Jun,10,13.50,0.04,0.05,6,71,20.50,-0.07,2.05,,,
Jun,10,14.00,0.07,0.14,7,178,18.40,-0.15,4.40,,,
Jun,10,14.50,0.17,0.25,6,77,17.10,-0.31,10.26,,,
Jun,10,15.00,0.39,0.36,21,157,16.40,-0.55,12.31,,,
Jun,10,15.50,0.73,0.74,-,74,15.90,-0.81,2.93,,,
Jun,10,16.00,1.18,0.69,-,-,15.90,-1.00,-,,,
Jun,10,16.50,1.68,-,-,-,15.90,-1.00,-,,,
Jul,10,13.00,0.01,-,-,20,17.00,-0.03,0.48,,,
Jul,10,13.50,0.04,-,-,20,17.00,-0.08,1.44,,,
Jul,10,14.00,0.12,0.16,-,5,17.00,-0.18,3.84,,,
Jul,10,14.50,0.27,3.86,166,30,16.90,-0.33,8.48,,,
Jul,10,15.00,0.48,0.69,168,29,16.60,-0.51,9.60,,,
Jul,10,15.50,0.80,4.46,-,100,16.50,-0.71,3.84,,,
Jul,10,16.00,1.21,4.79,-,-,16.50,-0.90,0.80,,,
Jul,10,16.50,1.68,-,-,-,16.50,-1.00,-,,,
Aug,10,13.00,0.04,0.07,-,1,18.50,-0.06,1.06,,,
Aug,10,13.50,0.10,-,-,-,18.40,-0.13,2.35,,,
