Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4325.8 at 16:34 21/5/2010  Report at 19:25 Friday 21/5/2010. Processed 14:50 Sunday 23/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.15,,,,,,,,,,,,
May,10,12.50,-,0.13,-,2,32.90,-,47.91,,,
May,10,13.00,0.00,0.20,-,19,32.60,-0.02,1.47,,,
May,10,13.50,0.04,0.07,-,13,32.20,-0.12,12.90,,,
May,10,14.00,0.14,0.19,52,38,28.40,-0.37,49.75,,,
May,10,14.50,0.41,0.04,-,53,27.20,-0.75,23.95,,,
May,10,15.00,0.85,0.90,46,66,5.70,-1.00,-,,,
May,10,15.50,1.35,1.29,13,41,5.70,-1.00,-,,,
May,10,16.00,1.85,-,-,-,5.70,-1.00,-,,,
Jun,10,12.00,0.01,0.44,-,11,28.60,-0.02,0.74,,,
Jun,10,12.50,0.04,0.02,-,57,28.30,-0.06,2.58,,,
Jun,10,13.00,0.09,0.09,-,38,28.10,-0.14,6.63,,,
Jun,10,13.50,0.17,0.13,52,71,25.90,-0.24,12.53,,,
Jun,10,14.00,0.33,0.25,27,168,24.40,-0.41,23.95,,,
Jun,10,14.50,0.56,0.29,35,92,22.80,-0.61,15.85,,,
Jun,10,15.00,0.92,0.57,15,157,22.10,-0.80,5.16,,,
Jun,10,15.50,1.36,0.85,60,86,22.10,-0.95,0.74,,,
Jun,10,16.00,1.85,0.69,-,-,22.10,-1.00,-,,,
Jul,10,12.50,0.06,-,-,-,23.40,-0.09,2.21,,,
Jul,10,13.00,0.14,-,-,20,23.40,-0.16,4.97,,,
Jul,10,13.50,0.26,0.09,4,24,23.40,-0.27,9.58,,,
Jul,10,14.00,0.45,0.42,16,10,23.40,-0.41,16.58,,,
Jul,10,14.50,0.69,3.86,125,150,22.70,-0.55,12.71,,,
Jul,10,15.00,1.01,0.69,-,29,22.20,-0.70,6.08,,,
Jul,10,15.50,1.42,1.17,110,100,22.20,-0.84,2.40,,,
Jul,10,16.00,1.86,4.79,-,-,22.20,-0.96,0.37,,,
Aug,10,13.00,0.11,0.07,-,1,18.50,-0.14,2.76,,,
Aug,10,13.50,0.22,-,-,-,18.40,-0.25,5.66,,,
Aug,10,14.00,0.50,-,5,5,22.00,-0.40,13.03,,,
Aug,10,14.50,0.62,-,-,5,17.30,-0.56,7.11,,,
Aug,10,15.00,1.04,1.07,2,10,20.80,-0.68,5.13,,,
Aug,10,15.50,1.37,-,-,2,17.00,-0.93,0.53,,,
Aug,10,16.00,1.85,-,-,-,17.20,-1.00,-,,,
Sep,10,12.50,0.22,0.29,-,5,24.60,-0.15,4.40,,,
Sep,10,13.00,0.33,0.15,-,3,24.00,-0.21,6.76,,,
Sep,10,13.50,0.48,1.06,-,5,23.10,-0.30,9.83,,,
Sep,10,14.00,0.71,0.45,1,13,23.20,-0.40,14.54,,,
Sep,10,14.50,0.97,0.50,-,42,22.90,-0.51,12.80,,,
Sep,10,15.00,1.30,0.50,-,87,22.90,-0.63,9.21,,,
Sep,10,15.50,1.67,0.83,-,13,22.90,-0.74,6.55,,,
Sep,10,16.00,2.08,-,-,50,22.90,-0.85,4.61,,,
Oct,10,13.00,0.20,-,-,-,17.20,-0.16,3.28,,,
Oct,10,13.50,0.36,-,-,-,17.20,-0.26,5.77,,,
Oct,10,14.00,0.78,-,-,-,22.70,-0.40,12.50,,,
Oct,10,14.50,0.85,-,-,-,17.20,-0.52,8.01,,,
Oct,10,15.00,1.19,-,-,-,17.20,-0.67,5.37,,,
Oct,10,15.50,1.57,-,-,-,17.20,-0.83,3.52,,,
Oct,10,16.00,1.99,-,-,-,17.20,-1.00,2.24,,,
Dec,10,13.00,0.46,0.66,-,18,22.60,-0.23,5.47,,,
Dec,10,13.50,0.62,0.29,-,4,21.90,-0.30,7.37,,,
Dec,10,14.00,0.88,-,-,1,22.50,-0.39,10.40,,,
Dec,10,14.50,1.11,0.63,-,12,21.60,-0.48,9.03,,,
Dec,10,15.00,1.43,1.23,100,99,21.70,-0.58,6.89,,,
Dec,10,15.50,1.78,-,-,-,21.70,-0.68,5.11,,,
Dec,10,16.00,2.17,1.30,-,3,21.70,-0.78,3.74,,,
Mar,11,13.00,0.62,-,-,-,23.30,-0.25,5.19,,,
Mar,11,13.50,0.82,-,-,-,23.30,-0.31,6.87,,,
Mar,11,14.00,1.05,0.51,-,12,23.20,-0.38,8.79,,,
