Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4472.4 at 16:37 4/6/2010  Report at 19:06 Friday 4/6/2010. Processed 14:20 Sunday 6/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.38,,,,,,,,,,,,
Jun,10,12.00,-,0.44,-,11,22.50,-,53.18,,,
Jun,10,12.50,0.00,0.02,-,60,22.30,-,0.12,,,
Jun,10,13.00,0.01,0.13,-,68,22.20,-0.02,0.73,,,
Jun,10,13.50,0.04,0.10,2,76,22.10,-0.10,4.23,,,
Jun,10,14.00,0.12,0.22,21,188,21.00,-0.27,14.50,,,
Jun,10,14.50,0.32,0.31,119,108,19.80,-0.54,23.57,,,
Jun,10,15.00,0.66,1.26,25,124,18.90,-0.83,4.83,,,
Jun,10,15.50,1.12,0.85,-,74,18.90,-1.00,-,,,
Jun,10,16.00,1.62,0.69,-,-,18.90,-1.00,-,,,
Jun,10,16.50,2.12,-,-,-,18.90,-1.00,-,,,
Jul,10,12.50,0.02,0.12,-,1,21.90,-0.04,0.91,,,
Jul,10,13.00,0.06,-,-,30,21.80,-0.09,2.49,,,
Jul,10,13.50,0.13,0.28,14,36,21.00,-0.18,5.67,,,
Jul,10,14.00,0.25,0.27,13,16,20.30,-0.32,11.33,,,
Jul,10,14.50,0.46,0.64,23,173,19.80,-0.50,15.41,,,
Jul,10,15.00,0.76,0.80,22,49,19.20,-0.69,6.35,,,
Jul,10,15.50,1.16,1.17,-,-,19.20,-0.87,1.81,,,
Jul,10,16.00,1.62,4.79,-,-,19.20,-1.00,-,,,
Jul,10,16.50,2.12,-,-,-,19.20,-1.00,-,,,
Aug,10,12.50,0.06,-,-,-,22.70,-0.07,1.66,,,
Aug,10,13.00,0.12,0.07,8,9,22.50,-0.14,3.47,,,
Aug,10,13.50,0.19,-,-,18,20.80,-0.21,5.59,,,
Aug,10,14.00,0.33,-,-,13,20.40,-0.33,9.97,,,
Aug,10,14.50,0.54,1.02,53,73,19.80,-0.48,12.69,,,
Aug,10,15.00,0.83,1.25,-,60,19.50,-0.64,6.35,,,
Aug,10,15.50,1.21,-,-,2,19.50,-0.80,2.57,,,
Aug,10,16.00,1.64,-,-,-,19.50,-0.94,0.60,,,
Aug,10,16.50,2.12,-,-,-,19.50,-1.00,-,,,
Sep,10,12.50,0.13,0.29,-,5,23.00,-0.10,2.83,,,
Sep,10,13.00,0.21,0.15,-,3,22.40,-0.16,4.76,,,
Sep,10,13.50,0.33,0.62,-,27,21.20,-0.23,7.37,,,
Sep,10,14.00,0.50,0.45,-,13,20.50,-0.34,11.33,,,
Sep,10,14.50,0.74,0.50,10,42,20.10,-0.47,14.05,,,
Sep,10,15.00,1.05,1.28,2,87,20.20,-0.60,9.86,,,
Sep,10,15.50,1.45,0.83,-,16,21.20,-0.72,7.37,,,
Sep,10,16.00,1.85,-,-,50,21.30,-0.84,5.21,,,
Sep,10,16.50,2.29,-,-,-,21.40,-0.96,3.74,,,
Oct,10,12.50,0.07,-,-,-,17.20,-0.06,1.21,,,
Oct,10,13.00,0.15,-,-,-,17.20,-0.12,2.59,,,
Oct,10,13.50,0.41,0.65,3,3,21.60,-0.25,7.17,,,
Oct,10,14.00,0.46,-,-,-,17.20,-0.32,7.94,,,
Oct,10,14.50,0.81,-,-,-,20.10,-0.46,12.00,,,
Oct,10,15.00,1.02,-,-,-,17.20,-0.61,6.99,,,
Oct,10,15.50,1.40,-,-,-,17.20,-0.77,4.75,,,
Oct,10,16.00,1.80,-,-,-,17.20,-0.93,3.19,,,
Nov,10,12.50,0.22,-,-,-,22.70,-0.13,3.12,,,
