Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4905.2 at 16:37 26/3/2010  Report at 19:07 Friday 26/3/2010. Processed 19:18 Sunday 28/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
Apr,10,13.00,0.00,0.03,-,81,20.00,-,-,,,
Apr,10,13.50,0.01,0.04,-,93,19.80,-0.02,0.48,,,
Apr,10,14.00,0.03,0.16,263,453,19.60,-0.07,2.06,,,
Apr,10,14.50,0.07,0.07,274,258,17.30,-0.16,5.15,,,
Apr,10,15.00,0.19,0.19,322,269,15.90,-0.36,13.05,,,
Apr,10,15.50,0.45,0.54,17,11,15.60,-0.64,8.93,,,
Apr,10,16.00,0.84,-,-,-,15.60,-0.90,1.37,,,
May,10,12.50,0.00,0.13,-,2,18.30,-,-,,,
May,10,13.00,0.01,0.20,-,19,18.20,-0.01,0.23,,,
May,10,13.50,0.02,0.07,-,3,18.00,-0.04,0.76,,,
May,10,14.00,0.06,0.07,25,28,17.90,-0.11,2.29,,,
May,10,14.50,0.13,-,-,-,16.40,-0.20,4.77,,,
May,10,15.00,0.28,0.28,18,41,16.00,-0.37,10.50,,,
May,10,15.50,0.52,-,-,-,15.40,-0.59,7.44,,,
May,10,16.00,0.88,-,-,-,15.40,-0.81,2.10,,,
Jun,10,12.00,0.00,0.44,-,11,20.90,-,0.11,,,
Jun,10,12.50,0.01,0.17,-,57,20.70,-0.02,0.26,,,
Jun,10,13.00,0.03,0.09,-,33,20.40,-0.04,0.79,,,
Jun,10,13.50,0.05,0.06,19,84,18.70,-0.07,1.32,,,
Jun,10,14.00,0.10,0.09,3,161,17.50,-0.13,2.64,,,
Jun,10,14.50,0.17,0.20,15,15,16.20,-0.22,4.62,,,
Jun,10,15.00,0.32,-,-,1,15.40,-0.37,8.46,,,
Jun,10,15.50,0.56,0.88,-,10,15.00,-0.56,6.34,,,
Jun,10,16.00,0.90,1.11,-,5,14.60,-0.78,1.98,,,
Jul,10,13.00,0.04,-,-,20,19.20,-0.06,0.86,,,
Jul,10,13.50,0.09,-,-,20,18.60,-0.10,1.62,,,
Jul,10,14.00,0.14,-,-,-,17.50,-0.16,2.77,,,
Jul,10,14.50,0.25,0.30,2,2,16.80,-0.25,4.68,,,
Jul,10,15.00,0.39,-,-,-,15.80,-0.37,7.44,,,
