Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4600.7 at 16:40 10/9/2010  Report at 19:07 Friday 10/9/2010. Processed 16:27 Sunday 12/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.59,,,,,,,,,,,,
Sep,10,12.50,-,0.07,5,76,18.20,-,11.71,,,
Sep,10,13.00,-,0.04,-,7,17.80,-,7.53,,,
Sep,10,13.50,-,0.05,-,60,17.40,-,8.36,,,
Sep,10,14.00,-,0.06,-,95,17.00,-,9.20,,,
Sep,10,14.50,0.00,0.04,-,221,16.60,-,0.17,,,
Sep,10,15.00,0.02,0.05,3,119,16.20,-0.09,3.34,,,
Sep,10,15.50,0.11,0.11,16,34,13.10,-0.38,17.56,,,
Sep,10,16.00,0.41,0.77,-,70,11.40,-0.92,0.84,,,
Sep,10,16.50,0.91,-,-,-,12.50,-1.00,-,,,
Oct,10,13.00,-,0.04,-,4,16.40,-,1.91,,,
Oct,10,13.50,0.00,0.08,-,7,16.20,-,-,,,
Oct,10,14.00,0.01,0.03,4,4,16.10,-0.02,0.38,,,
Oct,10,14.50,0.04,0.20,-,14,16.00,-0.08,1.67,,,
Oct,10,15.00,0.10,0.12,3,137,14.70,-0.19,4.54,,,
Oct,10,15.50,0.23,0.25,5,11,13.90,-0.40,11.23,,,
Oct,10,16.00,0.51,0.51,13,51,13.40,-0.68,4.54,,,
Oct,10,16.50,0.92,-,-,-,13.40,-0.97,0.24,,,
Nov,10,13.50,0.01,0.69,-,11,15.30,-0.01,0.15,,,
Nov,10,14.00,0.02,0.21,-,46,15.20,-0.04,0.61,,,
Nov,10,14.50,0.06,-,-,25,15.20,-0.11,1.82,,,
Nov,10,15.00,0.15,0.39,-,17,14.80,-0.23,4.56,,,
Nov,10,15.50,0.30,-,-,-,14.20,-0.40,9.27,,,
Nov,10,16.00,0.56,-,-,3,13.60,-0.63,4.41,,,
Nov,10,16.50,0.94,-,-,-,13.60,-0.88,0.91,,,
Dec,10,13.00,0.01,0.55,-,22,18.50,-0.02,0.33,,,
Dec,10,13.50,0.04,0.07,-,55,18.30,-0.05,0.78,,,
Dec,10,14.00,0.06,0.26,-,22,16.70,-0.08,1.23,,,
Dec,10,14.50,0.11,0.52,-,4,16.00,-0.15,2.45,,,
Dec,10,15.00,0.20,0.54,-,114,15.00,-0.25,4.35,,,
Dec,10,15.50,0.34,0.35,3,-,13.70,-0.40,7.47,,,
Dec,10,16.00,0.61,1.30,-,3,14.10,-0.59,4.46,,,
Dec,10,16.50,0.95,-,-,-,13.20,-0.84,0.89,,,
Dec,10,17.00,1.41,-,-,-,13.20,-1.00,-,,,
Dec,10,17.50,1.91,-,-,-,13.20,-1.00,-,,,
Jan,11,13.50,0.04,-,-,-,16.80,-0.05,0.67,,,
Jan,11,14.00,0.09,-,-,-,16.70,-0.10,1.42,,,
Jan,11,14.50,0.14,-,-,-,15.90,-0.17,2.42,,,
