Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4890.1 at 16:38 19/3/2010  Report at 19:07 Friday 19/3/2010. Processed 20:29 Friday 19/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.09,,,,,,,,,,,,
Mar,10,12.00,-,0.01,-,27,18.80,-,3.46,,,
Mar,10,12.50,-,0.06,-,70,18.70,-,20.73,,,
Mar,10,13.00,-,0.06,-,40,18.50,-,20.73,,,
Mar,10,13.50,-,0.02,-,255,18.30,-,6.91,,,
Mar,10,14.00,-,0.03,-,152,18.20,-,10.37,,,
Mar,10,14.50,0.01,0.06,-,183,18.40,-0.04,2.07,,,
Mar,10,15.00,0.08,0.11,72,74,15.80,-0.36,27.64,,,
Mar,10,15.50,0.43,-,-,-,18.60,-0.87,6.91,,,
Mar,10,16.00,0.91,-,-,-,18.80,-1.00,-,,,
Mar,10,16.50,1.41,-,-,-,19.00,-1.00,-,,,
Apr,10,13.00,0.00,0.03,50,81,16.70,-,-,,,
Apr,10,13.50,0.01,0.04,50,93,16.60,-0.02,0.29,,,
Apr,10,14.00,0.03,0.16,-,459,16.40,-0.07,1.44,,,
Apr,10,14.50,0.08,0.14,20,308,15.10,-0.18,4.61,,,
Apr,10,15.00,0.23,0.25,9,212,14.50,-0.40,12.96,,,
Apr,10,15.50,0.51,0.70,-,1,14.50,-0.69,5.76,,,
Apr,10,16.00,0.92,-,-,-,14.50,-0.96,0.58,,,
May,10,12.50,0.00,0.13,-,2,18.00,-,-,,,
May,10,13.00,0.01,0.20,-,19,17.90,-0.02,0.31,,,
May,10,13.50,0.04,0.07,-,3,18.30,-0.06,1.21,,,
May,10,14.00,0.07,0.14,-,38,16.50,-0.11,2.25,,,
May,10,14.50,0.16,-,-,-,16.10,-0.23,5.36,,,
May,10,15.00,0.30,0.30,31,21,14.80,-0.40,10.37,,,
May,10,15.50,0.59,-,-,-,15.50,-0.62,6.22,,,
May,10,16.00,0.95,-,-,-,14.80,-0.86,1.38,,,
Jun,10,12.00,0.00,0.44,-,11,19.70,-,-,,,
Jun,10,12.50,0.01,0.17,-,57,19.60,-0.02,0.37,,,
Jun,10,13.00,0.04,0.09,-,33,19.40,-0.05,0.86,,,
Jun,10,13.50,0.06,0.07,2,87,17.90,-0.08,1.36,,,
Jun,10,14.00,0.10,0.21,-,158,16.40,-0.14,2.47,,,
Jun,10,14.50,0.20,1.56,-,5,15.80,-0.25,4.94,,,
Jun,10,15.00,0.36,-,-,1,15.20,-0.40,9.01,,,
Jun,10,15.50,0.61,0.88,-,10,14.60,-0.60,5.06,,,
Jun,10,16.00,0.96,1.11,-,5,14.10,-0.83,1.23,,,
Jul,10,13.00,0.06,-,-,20,19.20,-0.07,1.00,,,
Jul,10,13.50,0.10,-,-,20,18.30,-0.11,1.73,,,
Jul,10,14.00,0.17,-,-,-,17.50,-0.18,3.09,,,
Jul,10,14.50,0.27,-,-,-,16.60,-0.27,4.91,,,
Jul,10,15.00,0.42,-,-,-,15.40,-0.40,7.73,,,
Jul,10,15.50,0.75,-,-,-,17.20,-0.55,6.09,,,
Jul,10,16.00,1.08,-,-,-,17.20,-0.70,3.00,,,
Aug,10,13.00,0.04,-,-,-,16.30,-0.05,0.60,,,
Aug,10,13.50,0.09,-,-,-,16.30,-0.10,1.28,,,
Aug,10,14.00,0.22,-,-,-,18.00,-0.19,3.23,,,
Aug,10,14.50,0.33,-,-,-,17.10,-0.28,4.96,,,
Aug,10,15.00,0.49,-,-,-,16.30,-0.40,7.36,,,
Aug,10,15.50,0.75,-,-,-,16.30,-0.54,5.11,,,
Aug,10,16.00,1.08,-,-,-,16.30,-0.69,2.48,,,
Sep,10,12.50,0.07,0.29,-,5,19.80,-0.06,0.96,,,
Sep,10,13.00,0.11,0.15,-,3,18.50,-0.08,1.41,,,
Sep,10,13.50,0.17,1.06,-,5,17.40,-0.12,2.18,,,
Sep,10,14.00,0.27,0.44,-,13,16.70,-0.19,3.39,,,
Sep,10,14.50,0.43,-,-,2,16.90,-0.28,5.50,,,
Sep,10,15.00,0.64,-,-,-,16.70,-0.40,8.19,,,
Sep,10,15.50,0.90,-,-,-,16.50,-0.53,6.21,,,
Sep,10,16.00,1.21,-,-,-,16.30,-0.67,3.84,,,
Dec,10,13.00,0.22,0.66,-,18,19.50,-0.12,1.90,,,
Dec,10,13.50,0.31,-,-,-,18.90,-0.17,2.68,,,
Dec,10,14.00,0.43,-,-,-,18.30,-0.22,3.71,,,
Dec,10,14.50,0.58,1.00,-,10,17.80,-0.30,5.05,,,
Dec,10,15.00,0.80,0.86,-,130,17.50,-0.39,6.87,,,
Dec,10,15.50,1.05,-,-,-,17.40,-0.49,5.57,,,
Dec,10,16.00,1.36,-,-,-,17.40,-0.61,3.89,,,
Jun,11,14.00,0.75,1.60,-,78,20.90,-0.24,3.90,,,
Dec,12,13.00,1.02,-,-,-,24.90,-0.20,2.45,,,
Dec,12,17.00,3.01,3.89,-,1,24.80,-0.56,2.64,,,
Dec,12,18.00,3.71,4.64,-,6,25.10,-0.62,1.91,,,
Jun,14,16.00,2.42,3.34,-,3,23.20,-0.42,2.34,,,
Jun,14,16.50,2.68,3.65,-,3,23.00,-0.49,1.97,,,
Mar,10,1.13,-,-,-,55,52.10,-,-,,,
Mar,10,1.22,-,-,-,100,50.70,-,-,,,
Mar,10,1.40,-,-,-,175,48.00,-,-,,,
Mar,10,1.48,-,0.06,-,282,46.60,-,167.30,,,
Mar,10,1.57,-,0.04,-,92,45.20,-,125.48,,,
Mar,10,1.66,0.00,0.03,-,291,43.90,-0.02,2.79,,,
Mar,10,1.75,0.00,0.01,-,348,40.40,-0.09,11.15,,,
Mar,10,1.85,0.04,-,-,-,50.50,-0.42,111.54,,,
