Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4404.1 at 16:38 27/8/2010  Report at 19:07 Friday 27/8/2010. Processed 15:45 Sunday 29/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.18,,,,,,,,,,,,
Sep,10,12.50,-,0.07,-,81,16.90,-,6.01,,,
Sep,10,13.00,-,0.04,-,7,16.70,-,3.86,,,
Sep,10,13.50,0.00,0.05,10,60,16.60,-,0.26,,,
Sep,10,14.00,0.02,0.06,-,95,16.50,-0.03,1.72,,,
Sep,10,14.50,0.09,0.18,8,238,15.30,-0.11,7.73,,,
Sep,10,15.00,0.26,0.45,18,119,13.40,-0.33,22.33,,,
Sep,10,15.50,0.62,0.80,20,29,12.60,-0.72,25.76,,,
Sep,10,16.00,1.10,0.77,7,70,2.00,-1.00,24.04,,,
Sep,10,16.50,1.60,-,-,-,2.00,-1.00,24.04,,,
Oct,10,13.00,0.01,0.04,-,4,16.50,-,0.23,,,
Oct,10,13.50,0.03,0.08,-,7,16.40,-0.03,0.95,,,
Oct,10,14.00,0.08,-,-,4,16.40,-0.09,3.05,,,
Oct,10,14.50,0.19,0.20,17,11,15.80,-0.19,7.06,,,
Oct,10,15.00,0.38,0.53,11,83,15.00,-0.37,14.50,,,
Oct,10,15.50,0.69,-,-,10,14.30,-0.60,14.12,,,
Oct,10,16.00,1.11,1.36,23,23,12.70,-0.92,10.88,,,
Oct,10,16.50,1.60,-,-,-,12.70,-1.00,10.69,,,
Nov,10,13.00,0.03,-,-,-,18.70,-0.03,0.79,,,
Nov,10,13.50,0.07,0.69,10,11,18.60,-0.07,1.98,,,
Nov,10,14.00,0.14,0.21,21,26,17.10,-0.13,3.57,,,
Nov,10,14.50,0.24,-,20,5,15.60,-0.22,6.34,,,
Nov,10,15.00,0.44,-,-,-,15.20,-0.37,11.63,,,
Nov,10,15.50,0.73,-,-,-,14.50,-0.57,10.83,,,
Nov,10,16.00,1.14,-,-,3,14.50,-0.79,8.32,,,
Nov,10,16.50,1.60,-,-,-,14.50,-1.00,7.40,,,
Dec,10,13.00,0.06,0.55,-,22,19.20,-0.05,1.21,,,
Dec,10,13.50,0.10,0.13,-,56,18.00,-0.09,2.02,,,
Dec,10,14.00,0.17,0.26,-,22,16.90,-0.15,3.43,,,
Dec,10,14.50,0.29,0.52,-,4,16.00,-0.24,5.96,,,
Dec,10,15.00,0.48,0.54,-,99,15.10,-0.37,9.70,,,
Dec,10,15.50,0.79,-,-,-,15.40,-0.54,9.50,,,
Dec,10,16.00,1.16,1.30,-,3,14.80,-0.74,6.77,,,
Dec,10,16.50,1.61,-,-,-,14.80,-0.95,5.86,,,
Dec,10,17.00,2.10,-,-,-,14.80,-1.00,5.56,,,
Jan,11,13.50,0.10,-,-,-,15.80,-0.08,1.48,,,
Jan,11,14.00,0.19,-,-,-,15.80,-0.15,2.89,,,
Jan,11,14.50,0.34,-,-,-,15.80,-0.25,5.23,,,
Jan,11,15.00,0.56,-,-,-,15.80,-0.37,8.67,,,
Jan,11,15.50,0.84,-,-,-,15.80,-0.52,8.12,,,
Jan,11,16.00,1.21,-,-,-,15.80,-0.68,6.01,,,
Jan,11,16.50,1.63,-,-,-,15.80,-0.85,4.84,,,
Feb,11,14.00,0.17,-,-,-,14.10,-0.14,2.18,,,
Feb,11,14.50,0.30,-,-,-,14.10,-0.23,4.03,,,
Feb,11,15.00,0.52,-,-,-,14.10,-0.36,6.87,,,
Feb,11,15.50,0.81,-,-,-,14.10,-0.52,6.41,,,
Feb,11,16.00,1.18,-,-,-,14.10,-0.70,4.69,,,
Mar,11,12.50,0.11,0.58,-,3,19.60,-0.06,1.20,,,
Mar,11,13.00,0.15,-,-,-,18.40,-0.08,1.72,,,
Mar,11,13.50,0.23,-,-,-,17.70,-0.13,2.63,,,
Mar,11,14.00,0.35,0.39,-,25,17.30,-0.19,4.06,,,
Mar,11,14.50,0.52,0.84,-,8,16.80,-0.27,5.95,,,
Mar,11,15.00,0.75,0.97,-,5,16.70,-0.37,8.53,,,
Mar,11,15.50,1.03,-,-,-,16.70,-0.49,8.19,,,
Mar,11,16.00,1.34,1.44,-,10,16.00,-0.64,5.90,,,
Mar,11,16.50,1.72,-,-,-,16.00,-0.79,4.52,,,
Jun,11,13.50,0.35,0.30,1,5,18.70,-0.16,2.84,,,
Jun,11,14.00,0.51,1.60,-,78,18.50,-0.22,4.03,,,
Jun,11,14.50,0.69,-,-,-,18.30,-0.29,5.55,,,
Jun,11,15.00,0.92,1.11,-,16,18.00,-0.37,7.31,,,
Jun,11,15.50,1.19,-,-,-,17.80,-0.47,6.91,,,
Jun,11,16.00,1.48,-,-,-,17.20,-0.58,5.23,,,
Jun,11,16.50,1.84,-,-,-,17.20,-0.70,4.11,,,
Dec,12,13.00,1.06,1.24,-,7,24.20,-0.19,3.01,,,
Dec,12,17.00,3.15,2.71,-,4,24.00,-0.57,3.78,,,
Dec,12,18.00,4.02,3.44,-,19,26.30,-0.62,3.41,,,
Jun,14,16.00,2.67,2.20,-,23,21.70,-0.42,3.19,,,
Jun,14,16.50,3.12,3.65,-,3,23.00,-0.46,3.08,,,
Asciano Grp Last Sale Price $1.63,,,,,,,,,,,,
Sep,10,1.40,0.03,0.03,114,118,66.60,-0.17,23.99,,,
Sep,10,1.50,0.03,0.11,-,235,48.80,-0.24,23.99,,,
Sep,10,1.60,0.04,0.11,-,21,28.00,-0.37,27.99,,,
Sep,10,1.70,0.08,0.10,400,805,22.80,-0.74,8.00,,,
Sep,10,1.80,0.17,0.28,16,431,29.40,-0.90,4.00,,,
Sep,10,1.90,0.27,0.25,-,218,30.00,-1.00,-,,,
Sep,10,2.00,0.37,0.32,18,78,30.70,-1.00,-,,,
Oct,10,1.40,0.03,-,300,-,44.70,-0.17,10.66,,,
Oct,10,1.50,0.03,0.04,-,10,32.00,-0.22,10.66,,,
Oct,10,1.60,0.05,0.06,-,410,25.40,-0.38,17.77,,,
Oct,10,1.70,0.10,0.07,-,18,24.60,-0.63,10.66,,,
Oct,10,1.80,0.18,-,-,17,24.60,-0.85,3.55,,,
Nov,10,1.40,0.01,-,-,140,28.00,-0.10,3.69,,,
Nov,10,1.50,0.03,-,-,10,28.00,-0.22,7.38,,,
Nov,10,1.60,0.07,0.06,600,600,26.60,-0.39,15.99,,,
Nov,10,1.70,0.11,-,-,10,24.40,-0.59,9.84,,,
Nov,10,1.80,0.19,-,-,97,26.70,-0.76,4.92,,,
Dec,10,1.31,0.01,0.04,-,8,28.50,-0.06,1.51,,,
Dec,10,1.40,0.02,0.03,-,213,28.30,-0.13,3.76,,,
Dec,10,1.48,0.04,0.07,-,20,27.30,-0.21,6.59,,,
Dec,10,1.57,0.06,0.13,-,12,25.80,-0.33,11.29,,,
Dec,10,1.66,0.10,0.10,80,185,25.50,-0.49,13.17,,,
Dec,10,1.75,0.16,0.16,-,299,24.60,-0.66,6.59,,,
Dec,10,1.96,0.33,0.25,-,143,24.60,-1.00,-,,,
Dec,10,2.18,0.55,0.76,-,206,24.60,-1.00,-,,,
