Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4803.3 at 14:41 24/12/2009  Report at 15:45 Thursday 24/12/2009. Processed 16:39 Thursday 24/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.14,,,,,,,,,,,,
Jan,10,12.50,-,-,-,158,14.10,-,-,,,
Jan,10,13.00,0.01,0.01,5,114,13.90,-0.02,0.36,,,
Jan,10,13.50,0.06,0.04,24,370,13.70,-0.11,3.23,,,
Jan,10,14.00,0.15,0.16,21,181,11.80,-0.34,9.14,,,
Jan,10,14.50,0.47,-,-,17,12.30,-0.74,3.94,,,
Jan,10,15.00,0.86,1.35,-,-,12.30,-1.00,-,,,
Feb,10,12.50,0.01,-,-,10,16.70,-0.03,0.40,,,
Feb,10,13.00,0.05,0.04,3,14,16.50,-0.08,1.41,,,
Feb,10,13.50,0.11,0.22,-,55,14.80,-0.18,3.13,,,
Feb,10,14.00,0.23,0.30,60,69,13.80,-0.37,8.47,,,
Feb,10,14.50,0.54,0.58,10,12,13.10,-0.65,4.64,,,
Feb,10,15.00,0.87,-,-,10,13.10,-0.96,0.40,,,
Mar,10,12.00,0.01,0.10,-,47,17.00,-0.02,0.42,,,
Mar,10,12.50,0.04,0.16,-,5,16.90,-0.05,1.26,,,
Mar,10,13.00,0.14,0.23,-,49,16.70,-0.11,3.30,,,
Mar,10,13.50,0.27,0.25,22,317,15.60,-0.22,6.52,,,
Mar,10,14.00,0.47,0.73,-,200,14.90,-0.38,11.50,,,
Mar,10,14.50,0.78,1.12,-,26,14.90,-0.59,9.82,,,
Mar,10,15.00,1.10,1.43,-,16,14.90,-0.82,6.59,,,
Mar,10,15.50,1.53,-,-,-,14.90,-1.00,4.91,,,
Mar,10,16.00,2.00,-,-,-,14.90,-1.00,4.07,,,
Jun,10,12.00,0.09,0.44,-,11,19.10,-0.07,1.27,,,
Jun,10,12.50,0.15,0.17,2,58,18.20,-0.11,2.12,,,
Jun,10,13.00,0.25,0.44,-,10,17.70,-0.18,3.46,,,
Jun,10,13.50,0.40,0.47,6,41,17.40,-0.27,5.57,,,
Jun,10,14.00,0.60,0.92,-,86,17.10,-0.38,8.53,,,
Jun,10,14.50,0.87,1.56,-,5,16.60,-0.52,7.19,,,
Jun,10,15.00,1.22,-,-,-,16.70,-0.67,5.01,,,
Jun,10,15.50,1.62,-,-,-,16.80,-0.83,3.60,,,
Jun,10,16.00,2.06,-,-,-,17.20,-0.98,2.75,,,
Sep,10,12.50,0.35,0.68,-,10,20.60,-0.16,3.34,,,
Sep,10,13.00,0.51,0.58,1,1,20.60,-0.23,4.80,,,
Sep,10,13.50,0.69,1.06,-,6,20.20,-0.30,6.50,,,
Sep,10,14.00,0.91,1.13,-,15,19.90,-0.38,8.57,,,
Sep,10,14.50,1.18,-,-,-,19.70,-0.48,7.73,,,
Sep,10,15.00,1.48,-,-,-,19.50,-0.58,5.84,,,
Sep,10,15.50,1.83,-,-,-,19.30,-0.70,4.38,,,
Dec,10,13.00,0.64,-,-,-,20.70,-0.24,4.49,,,
Dec,10,15.00,1.65,-,-,-,20.40,-0.55,5.59,,,
Jun,11,14.00,1.38,1.60,-,69,22.10,-0.36,6.51,,,
Dec,12,13.00,1.64,-,-,-,26.30,-0.28,3.86,,,
Jun,14,16.00,3.60,3.65,-,3,27.50,-0.45,2.73,,,
Jun,14,16.50,3.75,3.80,-,2,26.00,-0.52,2.19,,,
Jan,10,1.40,-,0.07,-,25,28.60,-,39.87,,,
Jan,10,1.48,0.00,0.11,-,28,28.60,-0.01,0.57,,,
Jan,10,1.57,0.01,0.03,-,55,28.60,-0.06,2.85,,,
Jan,10,1.66,0.04,0.06,-,91,28.60,-0.19,11.11,,,
Jan,10,1.75,0.07,0.10,-,253,28.60,-0.39,27.06,,,
Jan,10,1.85,0.13,0.15,-,20,30.20,-0.63,17.09,,,
Jan,10,1.96,0.22,-,-,-,27.60,-0.88,7.12,,,
Feb,10,1.57,0.04,0.05,-,658,35.50,-0.16,8.49,,,
Feb,10,1.66,0.06,0.07,-,60,32.80,-0.26,13.62,,,
Feb,10,1.75,0.10,0.10,27,39,32.40,-0.40,24.83,,,
Feb,10,1.85,0.17,-,-,-,32.70,-0.57,20.83,,,
Feb,10,1.96,0.23,-,-,-,32.50,-0.74,9.61,,,
Mar,10,1.13,0.00,-,-,55,38.20,-,0.22,,,
Mar,10,1.22,0.00,-,-,100,38.00,-0.02,0.45,,,
Mar,10,1.40,0.01,-,-,175,37.70,-0.07,3.34,,,
Mar,10,1.48,0.03,0.06,-,282,37.60,-0.13,5.57,,,
Mar,10,1.57,0.07,0.09,-,72,37.50,-0.20,10.03,,,
Mar,10,1.66,0.07,0.12,-,163,36.00,-0.29,14.49,,,
Mar,10,1.75,0.12,0.44,-,123,33.40,-0.40,22.29,,,
Mar,10,1.96,0.29,0.42,-,90,38.00,-0.65,14.49,,,
Mar,10,2.40,0.62,-,-,1,38.90,-1.00,-,,,
Mar,10,2.62,0.84,0.94,-,27,39.40,-1.00,-,,,
Jun,10,1.10,0.02,-,-,55,53.30,-0.06,2.24,,,
Jun,10,1.20,0.04,-,-,140,52.80,-0.09,3.92,,,
