Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4597.2 at 16:47 27/11/2009  Report at 19:07 Friday 27/11/2009. Processed 20:33 Sunday 29/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.71,,,,,,,,,,,,
Dec,09,12.00,0.01,0.11,-,37,29.30,-0.02,1.01,,,
Dec,09,12.50,0.04,0.07,-,91,28.80,-0.07,4.44,,,
Dec,09,13.00,0.07,0.06,51,204,23.80,-0.15,8.24,,,
Dec,09,13.50,0.17,0.17,181,462,21.30,-0.35,21.55,,,
Dec,09,14.00,0.40,0.27,112,738,18.50,-0.66,13.95,,,
Dec,09,14.50,0.81,0.68,4,33,18.50,-0.93,1.90,,,
Dec,09,15.00,1.29,1.11,10,28,18.50,-1.00,-,,,
Dec,09,15.50,1.79,1.69,-,4,18.50,-1.00,-,,,
Jan,10,12.50,0.10,-,-,95,23.20,-0.13,4.23
Jan,10,13.00,0.15,0.15,17,33,19.90,-0.21,6.34
Jan,10,13.50,0.33,0.34,81,153,20.20,-0.37,13.73
Jan,10,14.00,0.56,0.42,27,40,19.70,-0.56,11.62
Jan,10,14.50,0.91,-,-,-,19.70,-0.74,4.86
Jan,10,15.00,1.32,-,-,-,19.70,-0.91,1.27
Feb,10,13.00,0.27,-,-,-,22.20,-0.26,7.75
Feb,10,13.50,0.42,-,-,-,21.20,-0.38,12.43
Feb,10,14.00,0.67,-,-,-,20.90,-0.53,11.12
Feb,10,14.50,0.97,-,-,-,20.20,-0.69,5.41
Feb,10,15.00,1.37,-,-,-,20.20,-0.84,2.19
Mar,10,12.00,0.17,-,-,10,24.20,-0.12,3.80
Mar,10,12.50,0.26,-,-,1,23.00,-0.19,5.82
Mar,10,13.00,0.40,0.52,10,49,22.20,-0.27,8.95
Mar,10,13.50,0.61,0.59,17,78,22.00,-0.38,13.76
Mar,10,14.00,0.88,0.77,35,98,21.40,-0.51,13.09
Mar,10,14.50,1.18,1.06,20,26,20.30,-0.65,8.61
Mar,10,15.00,1.56,1.43,5,16,20.30,-0.79,6.04
Mar,10,15.50,1.98,-,-,-,20.30,-0.93,4.25
Jun,10,12.00,0.29,0.44,-,11,23.90,-0.16,3.74
Jun,10,12.50,0.44,0.50,-,60,23.90,-0.23,5.51
