Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:06 Friday 8/1/2010. Processed 12:27 Saturday 9/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.14,,,,,,,,,,,,
Jan,10,12.50,-,-,-,95,19.20,-,-,,,
Jan,10,13.00,0.01,0.01,-,49,18.60,-0.02,0.61,,,
Jan,10,13.50,0.04,0.02,47,324,18.10,-0.12,4.92,,,
Jan,10,14.00,0.10,0.06,53,143,12.90,-0.33,12.29,,,
Jan,10,14.50,0.39,0.33,-,18,11.70,-0.84,3.07,,,
Jan,10,15.00,0.86,1.35,-,-,11.70,-1.00,-,,,
Feb,10,12.50,0.01,-,-,10,18.20,-0.02,0.47,,,
Feb,10,13.00,0.04,0.04,-,10,18.00,-0.08,1.84,,,
Feb,10,13.50,0.08,0.07,14,62,15.60,-0.17,4.21,,,
Feb,10,14.00,0.20,0.30,-,69,13.90,-0.37,10.27,,,
Feb,10,14.50,0.45,0.44,2,14,12.90,-0.69,4.74,,,
Feb,10,15.00,0.86,-,-,10,12.90,-1.00,0.26,,,
Mar,10,12.00,0.01,0.10,-,47,17.20,-0.01,0.30,,,
Mar,10,12.50,0.04,0.16,-,5,17.10,-0.04,1.17,,,
Mar,10,13.00,0.10,0.23,-,49,17.00,-0.10,3.18,,,
Mar,10,13.50,0.20,0.24,-,311,15.70,-0.21,6.54,,,
Mar,10,14.00,0.41,0.35,8,200,15.80,-0.38,13.74,,,
Mar,10,14.50,0.69,1.12,-,26,14.90,-0.61,11.23,,,
Mar,10,15.00,1.09,1.43,-,16,14.90,-0.84,7.71,,,
Mar,10,15.50,1.54,-,-,-,14.90,-1.00,6.20,,,
Mar,10,16.00,2.02,-,-,-,14.90,-1.00,5.53,,,
Jun,10,12.00,0.06,0.44,-,11,17.40,-0.05,0.85,,,
Jun,10,12.50,0.12,0.17,-,58,17.40,-0.10,1.84,,,
Jun,10,13.00,0.23,0.44,-,10,17.50,-0.17,3.46,,,
Jun,10,13.50,0.38,0.47,-,41,17.30,-0.27,5.84,,,
Jun,10,14.00,0.58,0.92,-,86,16.70,-0.38,8.91,,,
Jun,10,14.50,0.86,1.56,-,5,16.60,-0.53,7.68,,,
Jun,10,15.00,1.21,-,-,-,16.50,-0.69,5.38,,,
Jun,10,15.50,1.62,-,-,-,16.60,-0.85,3.92,,,
Jun,10,16.00,2.06,-,-,-,16.60,-1.00,3.07,,,
Sep,10,12.50,0.30,0.68,-,10,19.60,-0.15,3.04,,,
Sep,10,13.00,0.46,0.58,-,1,19.50,-0.22,4.53,,,
Sep,10,13.50,0.64,1.06,-,6,19.20,-0.29,6.33,,,
Sep,10,14.00,0.85,1.13,-,15,18.80,-0.38,8.47,,,
Sep,10,14.50,1.13,-,-,-,18.90,-0.49,7.67,,,
Sep,10,15.00,1.46,-,-,-,19.10,-0.59,5.98,,,
Sep,10,15.50,1.82,-,-,-,19.20,-0.71,4.58,,,
Dec,10,13.00,0.61,0.61,10,10,20.50,-0.23,4.54,,,
Dec,10,15.00,1.63,-,-,-,20.10,-0.55,5.64,,,
Jun,11,14.00,1.36,1.60,-,69,22.10,-0.36,6.60,,,
Dec,12,13.00,1.61,-,-,-,26.30,-0.28,3.86,,,
Jun,14,16.00,3.59,3.65,-,3,27.50,-0.45,2.73,,,
Jun,14,16.50,3.74,3.80,-,2,26.00,-0.52,2.18,,,
Jan,10,1.40,-,0.07,-,25,40.50,-,64.20,,,
Jan,10,1.48,-,0.11,-,28,39.70,-,96.31,,,
Jan,10,1.57,0.00,0.03,-,55,39.00,-0.02,0.92,,,
Jan,10,1.66,0.01,0.01,7,84,38.30,-0.06,4.59,,,
Jan,10,1.75,0.01,0.02,15,238,37.60,-0.16,13.76,,,
Jan,10,1.85,0.03,0.15,-,20,26.20,-0.32,22.93,,,
Jan,10,1.96,0.09,-,-,-,26.10,-0.69,18.34,,,
Feb,10,1.57,0.01,0.05,-,658,38.30,-0.07,3.54,,,
Feb,10,1.66,0.02,0.07,-,60,38.10,-0.14,7.86,,,
Feb,10,1.75,0.04,0.05,20,39,36.70,-0.24,15.72,,,
Feb,10,1.85,0.06,-,-,-,31.00,-0.37,23.59,,,
Feb,10,1.96,0.12,-,-,-,29.50,-0.59,19.65,,,
Mar,10,1.13,-,-,-,55,34.80,-,-,,,
Mar,10,1.22,-,-,-,100,34.80,-,-,,,
Mar,10,1.40,0.00,-,-,175,34.80,-0.02,0.50,,,
Mar,10,1.48,0.01,0.06,-,282,34.80,-0.04,1.50,,,
Mar,10,1.57,0.01,0.09,14,74,34.80,-0.09,3.75,,,
Mar,10,1.66,0.03,0.12,85,78,34.80,-0.16,7.50,,,
Mar,10,1.75,0.06,0.06,80,123,35.90,-0.26,13.76,,,
Mar,10,1.96,0.14,0.42,-,90,31.10,-0.55,17.51,,,
Mar,10,2.40,0.51,-,-,1,31.10,-1.00,-,,,
Mar,10,2.62,0.72,0.94,-,27,31.10,-1.00,-,,,
Jun,10,1.10,0.00,-,-,55,42.00,-0.02,0.46,,,
Jun,10,1.20,0.01,-,-,140,41.70,-0.03,0.92,,,
