Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4480.9 at 16:36 13/8/2010  Report at 19:06 Friday 13/8/2010. Processed 19:54 Saturday 14/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.15,,,,,,,,,,,,
Aug,10,13.00,-,0.07,-,1,20.10,-,12.05,,,
Aug,10,13.50,-,-,-,18,19.80,-,-,,,
Aug,10,14.00,0.00,0.16,-,72,19.60,-0.01,0.52,,,
Aug,10,14.50,0.03,0.04,6,127,19.30,-0.10,4.30,,,
Aug,10,15.00,0.12,0.21,31,149,16.60,-0.35,19.79,,,
Aug,10,15.50,0.39,0.63,-,23,15.00,-0.79,6.88,,,
Aug,10,16.00,0.85,-,-,-,2.00,-1.00,-,,,
Aug,10,16.50,1.35,-,-,-,2.00,-1.00,-,,,
Sep,10,12.50,0.00,0.07,-,81,20.20,-,-,,,
Sep,10,13.00,0.01,0.04,-,7,20.00,-,0.34,,,
Sep,10,13.50,0.03,0.05,-,64,19.70,-0.03,1.43,,,
Sep,10,14.00,0.08,0.09,15,91,19.50,-0.09,4.59,,,
Sep,10,14.50,0.16,0.23,14,227,17.00,-0.18,9.18,,,
Sep,10,15.00,0.36,0.48,6,88,16.50,-0.38,20.94,,,
Sep,10,15.50,0.68,0.83,-,16,15.60,-0.64,18.93,,,
Sep,10,16.00,1.11,1.19,11,59,15.60,-0.89,14.91,,,
Sep,10,16.50,1.59,-,-,-,15.60,-1.00,13.48,,,
Oct,10,13.00,0.01,0.04,2,4,17.50,-0.02,0.47,,,
Oct,10,13.50,0.05,0.08,-,7,17.40,-0.05,1.56,,,
Oct,10,14.00,0.13,-,-,4,17.40,-0.12,3.91,,,
Oct,10,14.50,0.26,0.30,4,12,16.90,-0.23,7.98,,,
Oct,10,15.00,0.46,-,-,75,16.30,-0.39,14.39,,,
Oct,10,15.50,0.76,-,-,10,15.80,-0.58,12.67,,,
Oct,10,16.00,1.14,-,-,-,15.10,-0.81,9.07,,,
Nov,10,13.00,0.02,-,-,-,16.00,-0.02,0.46,,,
Nov,10,13.50,0.06,0.69,-,1,16.00,-0.06,1.38,,,
Nov,10,14.00,0.15,0.21,-,25,16.20,-0.13,3.44,,,
Nov,10,14.50,0.28,-,-,5,15.50,-0.23,6.31,,,
Nov,10,15.00,0.48,-,-,-,15.10,-0.38,11.13,,,
Nov,10,15.50,1.00,-,-,-,22.60,-0.52,15.03,,,
Nov,10,16.00,1.35,-,-,-,22.60,-0.64,11.47,,,
Dec,10,13.00,0.07,0.55,-,22,19.10,-0.06,1.36,,,
Dec,10,13.50,0.13,0.60,-,59,18.00,-0.10,2.35,,,
Dec,10,14.00,0.21,0.26,-,22,17.00,-0.16,3.80,,,
Dec,10,14.50,0.34,0.52,-,4,16.10,-0.25,6.16,,,
Dec,10,15.00,0.55,0.54,-,99,15.50,-0.38,9.87,,,
Dec,10,15.50,0.84,-,-,-,15.60,-0.54,8.88,,,
Dec,10,16.00,1.21,1.30,-,3,15.70,-0.71,6.52,,,
Dec,10,16.50,1.63,-,-,-,15.80,-0.89,5.07,,,
Dec,10,17.00,2.09,-,-,-,15.80,-1.00,4.35,,,
Jan,11,13.50,0.12,-,-,-,15.80,-0.09,1.72,,,
Jan,11,14.00,0.22,-,-,-,15.80,-0.16,3.15,,,
Jan,11,14.50,0.38,-,-,-,15.80,-0.26,5.45,,,
Jan,11,15.00,0.60,-,-,-,15.80,-0.38,8.68,,,
Jan,11,15.50,0.90,-,-,-,15.80,-0.52,7.82,,,
Jan,11,16.00,1.25,-,-,-,15.80,-0.68,5.66,,,
Mar,11,12.50,0.12,0.58,-,3,20.40,-0.07,1.29,,,
Mar,11,13.00,0.18,-,-,-,19.80,-0.10,1.94,,,
Mar,11,13.50,0.28,-,-,-,19.40,-0.15,2.96,,,
Mar,11,14.00,0.38,0.39,1,12,18.50,-0.21,4.09,,,
Mar,11,14.50,0.56,0.84,-,8,18.60,-0.29,6.08,,,
Mar,11,15.00,0.79,0.97,-,5,18.40,-0.38,8.50,,,
Mar,11,15.50,1.07,-,-,-,18.40,-0.49,7.74,,,
Mar,11,16.00,1.40,1.44,-,10,18.50,-0.60,5.92,,,
Mar,11,16.50,1.77,-,-,-,18.50,-0.72,4.52,,,
Jun,11,13.50,0.40,0.63,-,4,19.90,-0.18,3.02,,,
Jun,11,14.00,0.54,1.60,-,78,19.60,-0.23,4.13,,,
Jun,11,14.50,0.72,-,-,-,19.40,-0.30,5.55,,,
Jun,11,15.00,0.93,1.11,-,16,18.90,-0.38,7.11,,,
Jun,11,15.50,1.21,-,-,-,18.90,-0.47,6.54,,,
Jun,11,16.00,1.53,-,-,-,19.20,-0.56,5.20,,,
Dec,12,13.00,0.93,1.24,-,7,24.30,-0.20,2.59,,,
Dec,12,17.00,2.93,2.71,-,4,24.00,-0.57,3.02,,,
Dec,12,18.00,3.81,3.44,-,19,26.30,-0.62,2.69,,,
Jun,14,16.00,2.36,2.20,-,23,21.70,-0.42,2.56,,,
Jun,14,16.50,2.79,3.65,-,3,23.00,-0.46,2.45,,,
Asciano Grp Last Sale Price $1.69,,,,,,,,,,,,
Aug,10,1.40,0.01,-,-,60,85.20,-0.11,23.21,,,
Aug,10,1.50,0.01,-,-,300,61.40,-0.14,23.21,,,
Aug,10,1.60,0.02,0.03,90,1644,41.30,-0.23,30.95,,,
Aug,10,1.70,0.04,0.06,205,405,27.90,-0.54,38.68,,,
Aug,10,1.80,0.12,0.11,-,37,32.10,-0.86,7.74,,,
Aug,10,1.90,0.22,-,-,-,32.50,-1.00,-,,,
Aug,10,2.00,0.32,-,-,16,32.90,-1.00,-,,,
Sep,10,1.40,0.03,0.17,-,118,59.10,-0.14,12.89,,,
Sep,10,1.50,0.03,0.11,-,235,44.00,-0.18,12.89,,,
Sep,10,1.60,0.03,0.11,-,21,28.90,-0.26,15.47,,,
Sep,10,1.70,0.07,0.10,100,405,28.10,-0.50,25.79,,,
Sep,10,1.80,0.14,0.28,17,431,29.70,-0.72,10.32,,,
Sep,10,1.90,0.22,0.25,-,218,29.90,-0.90,2.58,,,
Sep,10,2.00,0.32,0.32,-,78,30.10,-1.00,-,,,
Oct,10,1.50,0.03,0.04,-,10,34.40,-0.19,8.44,,,
Oct,10,1.60,0.04,0.06,400,410,29.10,-0.30,12.66,,,
Oct,10,1.70,0.09,0.07,-,18,29.10,-0.47,21.10,,,
Oct,10,1.80,0.15,-,-,17,29.10,-0.65,9.85,,,
Oct,10,1.90,0.23,-,-,-,29.10,-0.81,4.22,,,
Nov,10,1.40,0.03,-,-,50,36.70,-0.13,5.16,,,
Nov,10,1.50,0.04,-,-,10,34.10,-0.21,8.25,,,
Nov,10,1.60,0.08,-,-,-,35.70,-0.33,16.50,,,
Nov,10,1.70,0.09,-,-,10,25.90,-0.47,15.47,,,
Nov,10,1.80,0.14,-,-,87,20.00,-0.71,4.13,,,
Nov,10,1.90,0.26,-,-,-,36.70,-0.69,9.28,,,
Dec,10,1.31,0.01,0.04,-,8,28.50,-0.05,0.98,,,
Dec,10,1.40,0.01,0.06,-,13,28.30,-0.10,2.44,,,
Dec,10,1.48,0.03,0.07,-,20,28.10,-0.17,4.89,,,
Dec,10,1.57,0.04,0.13,-,12,26.40,-0.26,7.33,,,
Dec,10,1.66,0.08,0.22,-,68,25.30,-0.39,13.03,,,
Dec,10,1.75,0.13,0.16,-,299,25.60,-0.54,9.77,,,
Dec,10,1.96,0.28,0.25,-,143,25.60,-0.87,1.63,,,
Dec,10,2.18,0.50,0.76,-,206,25.60,-1.00,-,,,
Jan,11,1.50,0.03,-,-,-,25.10,-0.18,3.87,,,
Jan,11,1.60,0.06,-,-,-,25.10,-0.31,7.74,,,
Jan,11,1.70,0.11,-,-,-,25.10,-0.45,11.60,,,
Jan,11,1.80,0.17,-,-,-,25.10,-0.60,6.45,,,
Jan,11,1.90,0.24,-,-,-,25.10,-0.75,3.22,,,
Mar,11,1.40,0.04,0.14,-,110,30.00,-0.15,3.38,,,
Mar,11,1.50,0.06,0.12,-,13,29.10,-0.23,5.80,,,
Mar,11,1.60,0.09,-,-,-,27.90,-0.32,8.22,,,
Mar,11,1.70,0.13,0.14,-,60,26.40,-0.44,10.64,,,
Mar,11,1.80,0.19,-,-,-,26.40,-0.56,6.77,,,
Mar,11,1.90,0.25,-,-,-,26.40,-0.69,3.38,,,
Mar,11,2.00,0.33,0.28,-,60,26.40,-0.81,1.45,,,
Jun,11,1.50,0.09,-,-,-,31.60,-0.25,5.85,,,
Jun,11,1.60,0.12,-,-,-,29.90,-0.33,7.91,,,
Jun,11,1.70,0.16,-,-,-,28.90,-0.42,9.97,,,
Jun,11,1.80,0.22,-,-,-,28.90,-0.52,6.88,,,
Jun,11,1.90,0.28,-,-,-,28.90,-0.61,4.47,,,
Dec,12,1.13,0.10,0.25,-,3,41.50,-0.12,2.52,,,
Dec,12,1.31,0.15,-,-,25,40.20,-0.19,3.77,,,
Dec,12,1.66,0.29,-,-,-,38.10,-0.32,7.42,,,
Dec,12,1.75,0.34,-,-,-,37.50,-0.40,6.79,,,
Dec,12,1.96,0.47,0.44,-,25,37.50,-0.47,4.78,,,
Dec,12,2.18,0.61,0.55,-,114,37.50,-0.58,3.02,,,
Sep,14,1.70,0.43,-,-,-,43.00,-0.33,5.97,,,
Sep,14,1.80,0.49,0.63,-,72,43.00,-0.35,5.40,,,
Amcor Ltd Last Sale Price $6.53,,,,,,,,,,,,
Aug,10,5.75,0.00,-,-,-,27.60,-,1.20,,,
Aug,10,6.00,0.03,0.29,-,103,30.20,-0.06,9.98,,,
Aug,10,6.25,0.03,0.07,-,157,15.80,-0.06,11.98,,,
Aug,10,6.50,0.13,0.14,-,49,2.00,-0.05,51.90,,,
Aug,10,6.75,0.38,0.21,-,310,12.70,-0.97,63.88,,,
Aug,10,7.00,0.63,0.41,-,12,12.70,-1.00,63.88,,,
Aug,10,7.25,0.88,-,-,-,12.70,-1.00,63.88,,,
Aug,10,7.50,1.13,-,-,-,12.70,-1.00,63.88,,,
Sep,10,4.75,-,0.24,-,1,25.70,-,31.94,,,
Sep,10,5.25,0.00,0.22,-,5,25.50,-,0.27,,,
Sep,10,5.50,0.01,0.10,-,21,25.40,-0.02,1.06,,,
Sep,10,5.75,0.03,0.11,-,32,25.30,-0.05,3.33,,,
Sep,10,6.00,0.07,0.19,-,339,24.20,-0.12,8.65,,,
Sep,10,6.25,0.13,0.33,-,209,22.00,-0.24,16.64,,,
Sep,10,6.50,0.23,0.31,-,106,19.60,-0.43,30.61,,,
Sep,10,6.75,0.40,0.52,3,27,16.00,-0.72,23.29,,,
Sep,10,7.00,0.63,0.77,-,10,2.00,-1.00,21.29,,,
Sep,10,7.25,0.88,-,-,-,2.00,-1.00,21.29,,,
Sep,10,7.50,1.13,-,-,-,2.00,-1.00,21.29,,,
Oct,10,5.50,0.02,0.09,-,7,23.60,-0.04,1.45,,,
Oct,10,5.75,0.05,-,-,4,23.40,-0.09,3.63,,,
Oct,10,6.00,0.11,0.13,-,10,23.30,-0.17,7.62,,,
Oct,10,6.25,0.17,-,-,-,21.50,-0.27,12.70,,,
Oct,10,6.50,0.29,0.20,-,6,20.70,-0.43,21.05,,,
Oct,10,6.75,0.45,-,-,-,19.30,-0.61,16.33,,,
Oct,10,7.00,0.63,-,-,-,12.60,-1.00,11.61,,,
Oct,10,7.25,0.88,-,-,-,12.60,-1.00,11.61,,,
Oct,10,7.50,1.13,-,-,-,12.60,-1.00,11.61,,,
Nov,10,5.75,0.09,-,-,-,25.40,-0.13,4.79,,,
Nov,10,6.00,0.16,-,-,-,25.30,-0.21,8.52,,,
Nov,10,6.25,0.20,-,-,-,20.80,-0.28,10.38,,,
Nov,10,6.50,0.35,-,-,-,23.00,-0.42,18.63,,,
Nov,10,6.75,0.46,0.22,-,6,18.80,-0.58,12.51,,,
Nov,10,7.00,0.69,-,-,-,22.40,-0.69,11.71,,,
Nov,10,7.25,0.91,-,-,-,22.40,-0.82,9.85,,,
Nov,10,7.50,1.14,-,-,-,22.40,-0.95,8.78,,,
Dec,10,5.50,0.07,0.07,-,100,25.10,-0.09,2.73,,,
Dec,10,5.75,0.10,-,-,-,23.70,-0.14,4.20,,,
Dec,10,6.00,0.14,0.26,-,-,21.90,-0.20,6.09,,,
Dec,10,6.25,0.23,0.26,5,35,20.80,-0.29,9.46,,,
Dec,10,6.50,0.33,0.21,-,96,19.80,-0.41,13.87,,,
Dec,10,6.75,0.47,0.84,-,200,18.90,-0.56,10.72,,,
Dec,10,7.00,0.66,-,-,-,17.50,-0.75,7.77,,,
Dec,10,7.25,0.89,-,-,-,17.50,-0.93,6.93,,,
Dec,10,7.50,1.13,-,-,-,17.50,-1.00,6.72,,,
