Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4646.9 at 16:47 30/10/2009  Report at 19:06 Friday 30/10/2009. Processed 18:39 Sunday 1/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.87,,,,,,,,,,,,
Nov,09,12.50,0.01,0.06,-,10,21.00,-0.03,0.85,,,
Nov,09,13.00,0.04,0.06,78,175,20.80,-0.11,4.23,,,
Nov,09,13.50,0.13,0.12,153,202,18.90,-0.27,11.75,,,
Nov,09,14.00,0.32,0.27,234,157,17.40,-0.55,17.39,,,
Nov,09,14.50,0.68,0.49,27,50,17.70,-0.83,4.23,,,
Nov,09,15.00,1.15,-,-,32,21.50,-0.94,1.41,,,
Nov,09,15.50,1.63,-,-,-,21.90,-1.00,-,,,
Dec,09,12.00,0.01,0.11,-,37,21.50,-0.02,0.54,,,
Dec,09,12.50,0.04,0.17,-,60,21.30,-0.07,1.88
Dec,09,13.00,0.11,0.13,2,90,21.20,-0.17,5.64
Dec,09,13.50,0.22,0.23,51,283,19.70,-0.31,11.55
Dec,09,14.00,0.42,0.39,317,602,18.90,-0.51,15.57
Dec,09,14.50,0.73,0.52,-,12,18.40,-0.73,5.64
Dec,09,15.00,1.16,1.25,2,14,18.40,-0.93,1.34
Dec,09,15.50,1.63,-,-,19,18.40,-1.00,-
Jan,10,13.00,0.23,-,-,-,22.50,-0.23,6.65
Jan,10,13.50,0.32,0.31,-,-,19.30,-0.33,9.11
Jan,10,14.00,0.54,-,-,-,19.00,-0.48,11.71
Jan,10,14.50,0.84,-,-,-,18.90,-0.65,6.07
Jan,10,15.00,1.22,-,-,-,18.90,-0.81,2.46
Mar,10,12.00,0.15,-,-,-,22.30,-0.11,2.69
Mar,10,12.50,0.26,-,-,1,22.30,-0.17,4.56
Mar,10,13.00,0.41,0.28,-,50,22.20,-0.25,7.25
Mar,10,13.50,0.59,0.58,24,40,21.90,-0.35,10.65
Mar,10,14.00,0.82,0.69,13,54,21.00,-0.46,12.35
Mar,10,14.50,1.13,1.07,12,19,20.90,-0.58,8.86
Mar,10,15.00,1.48,2.11,-,16,20.90,-0.70,6.18
Mar,10,15.50,1.87,-,-,-,20.90,-0.83,4.21
Jun,10,12.00,0.37,0.44,-,11,26.30,-0.17,4.09
