Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4479.0 at 16:37 28/5/2010  Report at 19:07 Friday 28/5/2010. Processed 15:29 Sunday 30/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.51,,,,,,,,,,,,
Jun,10,12.00,0.01,0.44,-,11,25.40,-0.04,1.45,,,
Jun,10,12.50,0.05,0.02,3,60,25.20,-0.11,4.82,,,
Jun,10,13.00,0.13,0.13,30,68,23.30,-0.24,12.54,,,
Jun,10,13.50,0.28,0.28,24,76,21.20,-0.46,27.50,,,
Jun,10,14.00,0.56,0.53,58,169,18.70,-0.75,7.24,,,
Jun,10,14.50,1.00,0.29,-,91,18.60,-0.97,0.48,,,
Jun,10,15.00,1.51,1.39,57,167,28.90,-0.92,2.41,,,
Jun,10,15.50,2.00,0.85,8,74,29.90,-1.00,0.48,,,
Jun,10,16.00,2.49,0.69,-,-,30.90,-1.00,-,,,
Jul,10,12.50,0.12,0.12,1,1,22.70,-0.17,5.15,,,
Jul,10,13.00,0.23,-,-,30,21.60,-0.28,9.86,,,
Jul,10,13.50,0.42,0.09,-,24,21.20,-0.45,18.01,,,
Jul,10,14.00,0.69,0.42,5,15,20.40,-0.63,8.58,,,
Jul,10,14.50,1.05,0.95,15,165,19.80,-0.81,2.79,,,
Jul,10,15.00,1.50,0.69,-,29,19.80,-0.98,0.43,,,
Jul,10,15.50,1.99,1.17,-,-,19.80,-1.00,-,,,
Jul,10,16.00,2.49,4.79,-,-,19.80,-1.00,-,,,
Aug,10,12.50,0.15,-,-,-,21.10,-0.18,4.45,,,
Aug,10,13.00,0.29,0.07,-,1,21.10,-0.30,8.61,,,
Aug,10,13.50,0.50,-,-,10,21.10,-0.44,14.70,,,
Aug,10,14.00,0.76,-,-,5,20.50,-0.59,8.02,,,
Aug,10,14.50,1.11,1.02,15,5,20.10,-0.75,3.41,,,
Aug,10,15.00,1.52,1.25,50,60,20.10,-0.90,0.89,,,
Aug,10,15.50,1.99,-,-,2,20.10,-1.00,-,,,
Sep,10,12.50,0.30,0.29,-,5,22.80,-0.22,6.92,,,
Sep,10,13.00,0.48,0.15,-,3,22.70,-0.32,11.01,,,
Sep,10,13.50,0.70,0.62,22,27,22.00,-0.43,16.01,,,
Sep,10,14.00,0.97,0.45,-,13,21.00,-0.57,10.90,,,
Sep,10,14.50,1.35,0.50,-,42,22.00,-0.69,8.17,,,
Sep,10,15.00,1.74,0.50,-,87,22.10,-0.81,5.68,,,
Sep,10,15.50,2.17,0.83,10,16,22.20,-0.93,4.09,,,
Sep,10,16.00,2.62,-,-,50,22.30,-1.00,2.95,,,
Oct,10,12.50,0.22,-,-,-,17.20,-0.18,3.77,,,
Oct,10,13.00,0.38,-,-,-,17.20,-0.29,6.67,,,
Oct,10,13.50,0.81,-,-,-,22.70,-0.43,14.12,,,
