Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4771.9 at 16:36 22/1/2010  Report at 19:06 Friday 22/1/2010. Processed 20:14 Friday 22/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $13.79,,,,,,,,,,,,
Jan,10,12.50,-,-,-,95,16.50,-,-,,,
Jan,10,13.00,-,0.01,-,49,16.20,-,5.67,,,
Jan,10,13.50,0.03,0.03,2,318,17.10,-0.15,9.45,,,
Jan,10,14.00,0.22,0.12,-,137,11.50,-0.85,3.78,,,
Jan,10,14.50,0.71,0.33,8,17,2.10,-1.00,-,,,
Jan,10,15.00,1.21,1.35,-,-,2.10,-1.00,-,,,
Feb,10,12.50,0.01,-,-,10,17.80,-0.03,0.60,,,
Feb,10,13.00,0.04,0.04,-,10,17.60,-0.11,3.40,,,
Feb,10,13.50,0.14,0.14,123,60,16.30,-0.29,10.21,,,
Feb,10,14.00,0.35,0.27,12,294,15.10,-0.60,10.59,,,
Feb,10,14.50,0.73,0.44,8,22,15.10,-0.90,1.51,,,
Feb,10,15.00,1.21,-,-,-,15.10,-1.00,-,,,
Mar,10,12.00,0.03,0.10,-,47,19.70,-0.03,1.05,,,
Mar,10,12.50,0.07,0.16,-,5,19.40,-0.08,3.15,,,
Mar,10,13.00,0.14,0.23,5,44,17.00,-0.16,5.88,,,
Mar,10,13.50,0.30,0.31,33,309,16.20,-0.32,12.81,,,
Mar,10,14.00,0.56,0.53,142,287,14.70,-0.55,14.91,,,
Mar,10,14.50,0.98,0.75,30,60,16.60,-0.77,11.34,,,
Mar,10,15.00,1.44,1.43,10,26,17.90,-0.93,9.45,,,
Mar,10,15.50,1.92,-,-,-,19.90,-1.00,8.82,,,
Jun,10,12.00,0.09,0.44,-,11,18.10,-0.08,1.55,,,
Jun,10,12.50,0.20,0.17,10,57,19.30,-0.16,3.52,,,
Jun,10,13.00,0.32,0.23,-,18,18.00,-0.23,5.41,,,
Jun,10,13.50,0.48,0.48,21,56,17.10,-0.34,8.34,,,
Jun,10,14.00,0.77,0.50,-,101,17.40,-0.49,9.54,,,
Jun,10,14.50,1.06,1.56,-,5,16.10,-0.66,6.10,,,
Jun,10,15.00,1.49,-,-,-,17.10,-0.81,4.81,,,
Jun,10,15.50,1.93,-,-,-,16.90,-1.00,3.78,,,
Sep,10,12.50,0.36,0.29,-,-,19.40,-0.19,3.94,,,
Sep,10,13.00,0.55,0.58,-,1,19.30,-0.26,5.89,,,
Sep,10,13.50,0.75,1.06,-,6,18.90,-0.35,8.05,,,
Sep,10,14.00,1.00,0.78,-,13,18.70,-0.46,8.59,,,
Sep,10,14.50,1.32,-,-,-,18.80,-0.57,6.59,,,
Sep,10,15.00,1.66,-,-,-,18.60,-0.70,4.86,,,
Sep,10,15.50,2.06,-,-,-,18.70,-0.83,3.73,,,
Dec,10,13.00,0.72,0.61,-,10,20.50,-0.28,5.67,,,
Dec,10,15.00,1.79,-,-,-,19.10,-0.65,4.57,,,
Jun,11,14.00,1.47,1.60,9,78,21.20,-0.44,6.41,,,
Dec,12,13.00,1.74,-,-,-,26.30,-0.29,4.32,,,
Jun,14,16.00,3.78,3.65,-,3,27.50,-0.51,2.57,,,
Jun,14,16.50,3.94,3.80,-,2,26.00,-0.56,2.02,,,
Jan,10,1.40,-,0.07,-,25,30.20,-,205.06,,,
Jan,10,1.48,-,0.11,10,28,30.20,-,307.58,,,
Jan,10,1.57,-,0.03,-,55,30.20,-,73.23,,,
Jan,10,1.66,0.00,0.01,-,84,30.20,-0.03,2.93,,,
Jan,10,1.75,0.01,0.02,380,778,28.00,-0.30,43.94,,,
Jan,10,1.85,0.07,0.15,-,20,33.20,-0.81,14.65,,,
Jan,10,1.96,0.19,-,-,-,52.50,-0.92,14.65,,,
Feb,10,1.57,0.02,0.05,-,658,42.30,-0.14,11.72,,,
Feb,10,1.66,0.04,0.07,-,60,42.40,-0.26,23.43,,,
Feb,10,1.75,0.06,0.04,-,24,34.80,-0.40,35.15,,,
Feb,10,1.85,0.11,-,-,-,33.10,-0.62,23.43,,,
Feb,10,1.96,0.20,0.13,10,10,34.10,-0.81,8.79,,,
Mar,10,1.13,-,-,-,55,43.70,-,-,,,
Mar,10,1.22,0.00,-,-,100,43.20,-0.01,0.33,,,
Mar,10,1.40,0.01,-,-,175,42.20,-0.06,3.25,,,
Mar,10,1.48,0.02,0.06,-,282,41.70,-0.11,6.51,,,
Mar,10,1.57,0.04,0.09,-,74,41.20,-0.19,11.39,,,
Mar,10,1.66,0.05,0.12,-,78,36.20,-0.27,16.27,,,
Mar,10,1.75,0.09,0.05,-,203,35.30,-0.40,27.67,,,
Mar,10,1.96,0.21,0.42,-,90,33.80,-0.73,9.76,,,
Mar,10,2.40,0.62,-,-,1,33.80,-1.00,-,,,
Mar,10,2.62,0.84,0.94,-,27,33.80,-1.00,-,,,
Jun,10,1.10,0.00,-,-,55,38.10,-0.02,0.40,,,
Jun,10,1.20,0.01,-,-,140,38.10,-0.04,0.93,,,
Jun,10,1.30,0.01,0.14,-,135,38.10,-0.07,2.00,,,
Jun,10,1.40,0.03,0.12,-,95,38.00,-0.12,3.99,,,
Jun,10,1.50,0.05,-,-,160,37.80,-0.18,6.66,,,
Jun,10,1.60,0.08,0.11,-,93,37.50,-0.26,10.65,,,
