Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4439.4 at 16:38 25/6/2010  Report at 19:07 Friday 25/6/2010. Processed 22:12 Sunday 27/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.81,,,,,,,,,,,,
Jul,10,12.50,-,0.12,-,1,18.00,-,8.45,,,
Jul,10,13.00,0.00,-,-,20,18.00,-,0.14,,,
Jul,10,13.50,0.01,0.06,-,74,17.90,-0.03,0.70,,,
Jul,10,14.00,0.06,0.27,-,28,17.80,-0.12,3.87,,,
Jul,10,14.50,0.16,0.25,4,172,17.10,-0.30,10.91,,,
Jul,10,15.00,0.37,0.34,4,49,16.30,-0.57,12.67,,,
Jul,10,15.50,0.72,0.86,11,11,15.90,-0.84,2.46,,,
Jul,10,16.00,1.19,4.79,-,-,15.90,-1.00,-,,,
Jul,10,16.50,1.69,-,-,-,15.90,-1.00,-,,,
Aug,10,13.00,0.02,0.07,8,1,19.80,-0.04,0.78,,,
Aug,10,13.50,0.06,-,-,10,19.70,-0.10,2.35,,,
Aug,10,14.00,0.13,0.12,21,15,18.60,-0.19,4.89,,,
Aug,10,14.50,0.26,0.33,24,77,17.90,-0.33,9.98,,,
Aug,10,15.00,0.47,0.52,-,101,17.50,-0.52,11.15,,,
Aug,10,15.50,0.80,-,-,26,17.10,-0.73,4.11,,,
Aug,10,16.00,1.21,-,-,-,17.10,-0.92,0.78,,,
Aug,10,16.50,1.69,-,-,-,17.10,-1.00,-,,,
Sep,10,12.50,0.04,0.29,37,26,21.50,-0.04,1.08,,,
Sep,10,13.00,0.08,0.11,-,5,20.70,-0.07,2.17,,,
Sep,10,13.50,0.15,0.62,40,67,19.90,-0.13,4.06,,,
Sep,10,14.00,0.27,0.45,36,44,19.20,-0.22,7.18,,,
Sep,10,14.50,0.44,0.40,43,44,18.40,-0.35,11.92,,,
Sep,10,15.00,0.69,1.28,-,87,18.00,-0.50,13.68,,,
Sep,10,15.50,1.03,0.83,-,16,17.80,-0.67,9.21,,,
Sep,10,16.00,1.43,-,-,50,17.80,-0.84,6.36,,,
Sep,10,16.50,1.87,-,-,-,17.80,-1.00,4.74,,,
Oct,10,13.00,0.09,-,-,-,18.10,-0.07,1.66,,,
Oct,10,13.50,0.20,0.65,-,3,19.20,-0.15,3.81,,,
Oct,10,14.00,0.31,-,-,-,18.20,-0.23,6.06,,,
Oct,10,14.50,0.57,-,-,-,20.10,-0.36,11.15,,,
Oct,10,15.00,0.74,-,-,-,17.20,-0.49,10.76,,,
Oct,10,15.50,1.07,-,-,-,17.20,-0.64,7.43,,,
Oct,10,16.00,1.45,-,-,-,17.20,-0.80,5.09,,,
Nov,10,13.00,0.20,-,-,-,21.90,-0.13,3.12,,,
Nov,10,13.50,0.29,0.69,-,1,21.10,-0.19,4.72,,,
Nov,10,14.00,0.51,-,-,-,22.60,-0.28,8.08,,,
Nov,10,14.50,0.63,-,-,-,19.90,-0.36,10.00,,,
Nov,10,15.00,0.98,-,-,-,22.60,-0.47,12.72,,,
Nov,10,15.50,1.29,-,-,-,22.60,-0.57,9.68,,,
Nov,10,16.00,1.65,-,-,-,22.60,-0.67,7.28,,,
Dec,10,13.00,0.19,0.55,-,22,20.20,-0.12,2.57,,,
Dec,10,13.50,0.28,0.60,-,59,19.20,-0.18,3.72,,,
Dec,10,14.00,0.41,-,-,1,18.60,-0.25,5.62,,,
Dec,10,14.50,0.61,0.60,10,13,18.30,-0.35,8.26,,,
Dec,10,15.00,0.86,1.23,-,99,18.00,-0.47,9.07,,,
Dec,10,15.50,1.15,-,-,-,17.40,-0.60,6.23,,,
Dec,10,16.00,1.52,1.30,-,3,17.50,-0.74,4.47,,,
Dec,10,16.50,1.93,-,-,-,17.50,-0.89,3.18,,,
Dec,10,17.00,2.37,-,-,-,17.50,-1.00,2.37,,,
Mar,11,12.50,0.26,0.58,-,3,22.60,-0.12,2.30,,,
Mar,11,13.00,0.35,-,-,-,22.00,-0.17,3.16,,,
Mar,11,13.50,0.47,-,-,-,21.30,-0.22,4.24,,,
Mar,11,14.00,0.63,0.51,-,12,20.80,-0.28,5.69,,,
Mar,11,14.50,0.82,0.84,-,8,20.30,-0.36,7.45,,,
Mar,11,15.00,1.08,0.97,-,5,20.10,-0.44,7.99,,,
Mar,11,15.50,1.37,-,-,-,19.90,-0.54,6.09,,,
Mar,11,16.00,1.72,1.44,-,10,20.30,-0.63,4.78,,,
Mar,11,16.50,2.10,-,-,-,20.30,-0.73,3.66,,,
Jun,11,13.50,0.58,-,-,-,21.30,-0.23,3.96,,,
Jun,11,14.00,0.79,1.60,-,78,21.70,-0.29,5.35,,,
Jun,11,14.50,0.99,-,-,-,21.30,-0.36,6.70,,,
Jun,11,15.00,1.25,-,-,-,21.30,-0.43,7.18,,,
Jun,11,15.50,1.54,-,-,-,21.30,-0.50,5.79,,,
Dec,12,13.00,1.11,1.24,-,7,25.60,-0.22,3.01,,,
Dec,12,17.00,3.30,2.71,-,4,26.50,-0.57,3.01,,,
Dec,12,18.00,4.00,3.44,-,19,26.40,-0.63,2.18,,,
Jun,14,16.00,2.43,2.20,-,23,21.70,-0.48,2.09,,,
Jun,14,16.50,2.87,3.65,-,3,23.00,-0.51,1.99,,,
Jul,10,1.40,0.00,0.05,-,326,28.70,-0.02,0.62,,,
Jul,10,1.50,0.01,0.09,5,39,28.70,-0.09,3.74,,,
Jul,10,1.60,0.03,0.04,-,95,28.70,-0.27,15.57,,,
Jul,10,1.70,0.07,0.07,160,220,26.90,-0.54,24.90,,,
Jul,10,1.80,0.13,0.14,5,137,24.50,-0.83,3.11,,,
Jul,10,1.90,0.23,-,-,40,18.00,-1.00,-,,,
Jul,10,2.00,0.33,0.22,5,34,11.50,-1.00,-,,,
Aug,10,1.50,0.01,-,-,-,28.90,-0.14,5.19,,,
Aug,10,1.60,0.04,0.10,-,22,28.20,-0.30,13.84,,,
Aug,10,1.70,0.09,-,-,-,27.30,-0.51,20.75,,,
Aug,10,1.80,0.14,-,-,27,23.20,-0.76,5.19,,,
Aug,10,1.90,0.23,-,-,-,23.20,-0.97,-,,,
Sep,10,1.40,0.01,0.17,-,118,33.40,-0.11,3.59,,,
Sep,10,1.50,0.04,0.11,10,235,33.20,-0.20,8.38,,,
Sep,10,1.60,0.06,0.11,-,2,30.70,-0.33,14.37,,,
Sep,10,1.70,0.11,0.20,10,290,31.70,-0.48,20.35,,,
Sep,10,1.80,0.17,0.28,-,414,31.70,-0.63,10.78,,,
Sep,10,1.90,0.25,0.25,20,218,31.70,-0.77,4.79,,,
Sep,10,2.00,0.34,0.47,-,98,31.70,-0.89,2.39,,,
Oct,10,1.50,0.06,-,-,-,37.40,-0.25,10.38,,,
Oct,10,1.60,0.10,-,-,10,36.60,-0.35,16.43,,,
Oct,10,1.70,0.14,-,-,-,34.70,-0.46,19.02,,,
Oct,10,1.80,0.20,-,-,-,36.60,-0.57,13.84,,,
Oct,10,1.90,0.28,-,-,-,36.60,-0.68,8.65,,,
Nov,10,1.50,0.07,-,-,10,36.70,-0.25,9.91,,,
Nov,10,1.60,0.10,-,-,-,34.10,-0.34,13.44,,,
Nov,10,1.70,0.15,-,-,10,35.70,-0.45,17.69,,,
Nov,10,1.80,0.22,-,-,-,36.70,-0.55,12.74,,,
Nov,10,1.90,0.28,-,-,-,36.70,-0.65,8.49,,,
Dec,10,1.48,0.07,0.13,-,20,34.40,-0.23,7.78,,,
Dec,10,1.57,0.09,0.13,-,12,32.60,-0.31,10.78,,,
Dec,10,1.66,0.13,0.22,-,68,31.70,-0.41,14.97,,,
Dec,10,1.75,0.17,0.16,-,299,31.80,-0.51,11.37,,,
Dec,10,1.96,0.32,0.34,-,132,31.80,-0.73,4.19,,,
Dec,10,2.18,0.51,0.76,-,206,31.80,-0.95,0.60,,,
Mar,11,1.40,0.07,0.14,-,110,37.20,-0.20,5.99,,,
Mar,11,1.50,0.10,0.12,3,13,35.50,-0.27,7.98,,,
Mar,11,1.60,0.14,-,-,-,34.70,-0.34,10.78,,,
Mar,11,1.70,0.18,0.14,-,10,33.60,-0.43,12.37,,,
Mar,11,1.80,0.23,-,-,-,33.30,-0.52,8.78,,,
Mar,11,1.90,0.30,-,-,-,33.30,-0.60,5.99,,,
Mar,11,2.00,0.38,0.28,-,40,33.30,-0.69,3.99,,,
Jun,11,1.50,0.07,-,-,-,26.10,-0.24,4.19,,,
Jun,11,1.60,0.11,-,-,-,26.10,-0.33,6.29,,,
Jun,11,1.70,0.16,-,-,-,26.10,-0.42,7.78,,,
Jun,11,1.80,0.21,-,-,-,26.10,-0.53,5.09,,,
Jun,11,1.90,0.28,-,-,-,26.10,-0.64,2.99,,,
Dec,12,1.13,0.13,0.25,-,3,45.10,-0.17,2.99,,,
Dec,12,1.31,0.19,-,-,25,43.90,-0.19,4.43,,,
Dec,12,1.66,0.34,-,-,-,41.80,-0.31,8.02,,,
Dec,12,1.75,0.38,-,-,-,41.30,-0.39,7.30,,,
Dec,12,1.96,0.51,0.44,-,25,41.30,-0.44,5.27,,,
Dec,12,2.18,0.66,0.55,-,114,41.30,-0.55,3.59,,,
Sep,14,1.70,0.43,-,-,-,43.00,-0.33,5.68,,,
Sep,14,1.80,0.48,0.63,-,72,43.00,-0.35,5.05,,,
Amcor Ltd Last Sale Price $6.47,,,,,,,,,,,,
Jul,10,5.25,0.00,-,-,50,28.40,-,0.16,,,
Jul,10,5.50,0.01,-,-,50,28.00,-0.02,0.81,,,
Jul,10,5.75,0.01,-,-,100,27.60,-0.07,2.42,,,
Jul,10,6.00,0.04,0.13,-,510,27.20,-0.16,7.25,,,
Jul,10,6.25,0.08,0.10,26,55,23.00,-0.28,12.89,,,
Jul,10,6.50,0.17,0.45,277,292,21.80,-0.49,23.37,,,
Jul,10,6.75,0.33,0.30,-,20,20.40,-0.74,7.25,,,
Jul,10,7.00,0.54,-,-,-,20.40,-0.93,0.81,,,
Jul,10,7.25,0.78,-,-,-,20.40,-1.00,-,,,
Aug,10,5.50,0.01,-,-,-,22.30,-0.03,1.34,,,
Aug,10,5.75,0.04,-,-,-,21.90,-0.07,3.13,,,
