Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4507.4 at 16:36 30/7/2010  Report at 19:06 Friday 30/7/2010. Processed 18:29 Saturday 31/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
Aug,10,13.00,-,0.07,-,1,16.70,-,6.18,,,
Aug,10,13.50,0.00,-,-,18,16.60,-0.02,0.35,,,
Aug,10,14.00,0.03,0.16,-,72,16.50,-0.10,2.65,,,
Aug,10,14.50,0.12,0.13,14,117,15.30,-0.29,10.59,,,
Aug,10,15.00,0.35,0.86,-,101,15.00,-0.62,10.59,,,
Aug,10,15.50,0.74,-,-,26,14.70,-0.93,0.88,,,
Aug,10,16.00,1.23,-,-,-,14.70,-1.00,-,,,
Aug,10,16.50,1.73,-,-,-,14.70,-1.00,-,,,
Sep,10,12.50,0.00,0.07,-,81,17.90,-,0.18,,,
Sep,10,13.00,0.02,0.04,-,7,17.80,-0.02,0.88,,,
Sep,10,13.50,0.07,0.09,-,66,17.60,-0.07,2.87,,,
Sep,10,14.00,0.14,0.30,-,53,16.30,-0.16,6.40,,,
Sep,10,14.50,0.33,0.34,3,59,16.10,-0.33,14.34,,,
Sep,10,15.00,0.61,0.51,-,90,15.80,-0.56,16.99,,,
Sep,10,15.50,1.00,0.83,-,16,15.70,-0.79,11.91,,,
Sep,10,16.00,1.45,-,-,50,15.70,-1.00,9.71,,,
Sep,10,16.50,1.93,-,-,-,15.70,-1.00,8.83,,,
Oct,10,13.00,0.04,-,-,-,16.50,-0.04,1.09,,,
Oct,10,13.50,0.10,0.14,-,3,16.50,-0.10,2.72,,,
Oct,10,14.00,0.22,-,-,4,16.50,-0.20,5.97,,,
Oct,10,14.50,0.41,0.56,-,2,16.10,-0.34,11.13,,,
Oct,10,15.00,0.69,-,-,75,15.80,-0.52,12.36,,,
Oct,10,15.50,1.04,-,-,-,15.60,-0.73,8.55,,,
Oct,10,16.00,1.48,-,-,-,15.60,-0.93,6.65,,,
Nov,10,13.00,0.17,-,-,-,22.70,-0.12,3.53,,,
Nov,10,13.50,0.27,0.69,-,1,21.90,-0.18,5.50,,,
Nov,10,14.00,0.30,-,-,-,17.50,-0.23,6.23,,,
Nov,10,14.50,0.67,-,-,-,22.60,-0.38,13.91,,,
Nov,10,15.00,0.71,-,-,-,15.30,-0.51,10.07,,,
Nov,10,15.50,1.27,-,-,-,22.60,-0.60,11.21,,,
Nov,10,16.00,1.65,-,-,-,22.60,-0.71,8.62,,,
Dec,10,13.00,0.12,0.55,-,22,18.00,-0.09,1.93,,,
Dec,10,13.50,0.20,0.60,-,59,17.30,-0.15,3.28,,,
Dec,10,14.00,0.30,-,-,1,16.20,-0.23,5.13,,,
Dec,10,14.50,0.51,0.52,1,4,16.20,-0.35,8.57,,,
Dec,10,15.00,0.77,1.23,-,99,15.80,-0.50,9.08,,,
Dec,10,15.50,1.11,-,-,-,15.70,-0.66,6.39,,,
Dec,10,16.00,1.54,1.30,-,3,16.90,-0.80,5.21,,,
Dec,10,16.50,1.98,-,-,-,17.10,-0.96,4.12,,,
Jan,11,13.50,0.20,-,-,-,15.80,-0.14,2.65,,,
Jan,11,14.00,0.34,-,-,-,15.80,-0.23,4.62,,,
Jan,11,14.50,0.54,-,-,-,15.80,-0.35,7.33,,,
Jan,11,15.00,0.81,-,-,-,15.80,-0.48,7.94,,,
Jan,11,15.50,1.15,-,-,-,15.80,-0.64,5.63,,,
Mar,11,12.50,0.17,0.58,-,3,20.60,-0.10,1.82,,,
Mar,11,13.00,0.26,-,-,-,20.00,-0.14,2.70,,,
Mar,11,13.50,0.37,-,-,-,19.30,-0.20,3.84,,,
Mar,11,14.00,0.55,0.51,-,12,19.40,-0.28,5.66,,,
Mar,11,14.50,0.76,0.84,-,8,19.20,-0.36,7.84,,,
Mar,11,15.00,0.97,0.97,-,5,18.20,-0.46,7.74,,,
Mar,11,15.50,1.33,-,-,-,19.10,-0.57,6.18,,,
Mar,11,16.00,1.70,1.44,-,10,19.40,-0.67,4.83,,,
Mar,11,16.50,2.09,-,-,-,19.40,-0.79,3.74,,,
Jun,11,13.50,0.51,0.63,-,4,20.20,-0.22,3.83,,,
Jun,11,14.00,0.69,1.60,-,78,20.00,-0.29,5.15,,,
Jun,11,14.50,0.91,-,-,-,19.80,-0.36,6.80,,,
Jun,11,15.00,1.16,1.11,-,16,19.70,-0.44,6.99,,,
Jun,11,15.50,1.42,-,-,-,18.90,-0.54,5.18,,,
Jun,11,16.00,1.81,-,-,-,19.90,-0.62,4.36,,,
Dec,12,13.00,1.03,1.24,-,7,24.40,-0.21,2.92,,,
Dec,12,17.00,3.15,2.71,-,4,24.00,-0.61,2.60,,,
Dec,12,18.00,4.04,3.44,-,19,26.30,-0.65,2.30,,,
Jun,14,16.00,2.52,2.20,-,23,21.70,-0.49,2.23,,,
Jun,14,16.50,2.96,3.65,-,3,23.00,-0.51,2.14,,,
Aug,10,1.40,0.01,-,-,60,61.40,-0.11,11.57,,,
Aug,10,1.50,0.01,-,-,-,45.10,-0.14,11.57,,,
Aug,10,1.60,0.03,0.03,136,1454,35.20,-0.25,19.28,,,
Aug,10,1.70,0.04,0.04,-,5,18.90,-0.51,23.14,,,
Aug,10,1.80,0.12,0.11,10,27,23.80,-0.83,3.86,,,
Aug,10,1.90,0.21,-,-,-,24.30,-1.00,-,,,
Aug,10,2.00,0.31,-,-,16,24.80,-1.00,-,,,
Sep,10,1.40,0.03,0.17,-,118,52.80,-0.14,11.57,,,
Sep,10,1.50,0.03,0.11,-,235,40.00,-0.18,11.57,,,
Sep,10,1.60,0.03,0.11,-,21,28.10,-0.27,11.57,,,
Sep,10,1.70,0.06,0.07,50,305,21.90,-0.48,17.36,,,
Sep,10,1.80,0.13,0.28,-,414,24.60,-0.73,7.71,,,
Sep,10,1.90,0.22,0.25,-,218,24.90,-0.92,1.93,,,
Sep,10,2.00,0.31,0.29,-,98,25.20,-1.00,-,,,
Oct,10,1.50,0.03,0.04,-,10,32.90,-0.19,7.12,,,
Oct,10,1.60,0.04,-,-,10,27.80,-0.29,10.68,,,
Oct,10,1.70,0.09,0.07,15,-,26.40,-0.46,17.80,,,
Oct,10,1.80,0.14,-,-,-,23.90,-0.67,7.12,,,
Oct,10,1.90,0.22,-,-,-,23.90,-0.86,1.19,,,
Nov,10,1.50,0.04,-,-,10,34.10,-0.21,8.17,,,
Nov,10,1.60,0.09,-,-,-,35.70,-0.33,15.43,,,
Nov,10,1.70,0.10,-,-,10,25.90,-0.45,15.43,,,
Nov,10,1.80,0.16,-,-,37,26.30,-0.62,8.17,,,
Nov,10,1.90,0.26,-,-,-,36.70,-0.67,9.07,,,
Dec,10,1.31,0.01,0.04,-,8,29.80,-0.06,1.32,,,
Dec,10,1.40,0.02,0.06,-,13,29.60,-0.11,2.94,,,
Dec,10,1.48,0.04,0.07,-,20,29.30,-0.18,5.14,,,
Dec,10,1.57,0.05,0.13,-,12,26.90,-0.26,7.35,,,
Dec,10,1.66,0.09,0.22,-,68,26.40,-0.39,12.49,,,
Dec,10,1.75,0.13,0.16,-,299,25.60,-0.52,10.28,,,
Dec,10,1.96,0.28,0.26,10,142,25.60,-0.84,1.47,,,
Dec,10,2.18,0.49,0.76,-,206,25.60,-1.00,-,,,
Jan,11,1.50,0.04,-,-,-,25.10,-0.18,4.15,,,
Jan,11,1.60,0.07,-,-,-,25.10,-0.30,7.71,,,
Jan,11,1.70,0.11,-,-,-,25.10,-0.44,11.27,,,
Jan,11,1.80,0.17,-,-,-,25.10,-0.58,6.53,,,
Jan,11,1.90,0.23,-,-,-,25.10,-0.73,2.97,,,
Mar,11,1.40,0.04,0.14,-,110,32.30,-0.16,4.08,,,
Mar,11,1.50,0.07,0.12,-,13,30.20,-0.23,5.90,,,
Mar,11,1.60,0.10,-,-,-,29.70,-0.32,8.62,,,
Mar,11,1.70,0.14,0.14,50,60,28.60,-0.42,11.34,,,
Mar,11,1.80,0.19,-,-,-,27.50,-0.54,7.26,,,
Mar,11,1.90,0.26,-,-,-,27.50,-0.66,4.08,,,
Mar,11,2.00,0.33,0.28,-,40,27.50,-0.78,1.81,,,
Jun,11,1.50,0.10,-,-,-,33.20,-0.25,6.24,,,
Jun,11,1.60,0.13,-,-,-,32.00,-0.33,8.53,,,
Jun,11,1.70,0.17,-,-,-,31.20,-0.41,10.50,,,
Jun,11,1.80,0.23,-,-,-,30.30,-0.50,7.55,,,
Jun,11,1.90,0.28,-,-,-,30.30,-0.59,4.92,,,
Dec,12,1.13,0.11,0.25,-,3,43.40,-0.12,2.72,,,
Dec,12,1.31,0.16,-,-,25,41.50,-0.19,3.95,,,
Dec,12,1.66,0.30,-,-,-,39.40,-0.31,7.53,,,
Dec,12,1.75,0.35,-,-,-,38.90,-0.39,7.16,,,
Dec,12,1.96,0.47,0.44,-,25,38.90,-0.45,5.06,,,
Dec,12,2.18,0.63,0.55,-,114,38.90,-0.56,3.33,,,
Sep,14,1.70,0.42,-,-,-,43.00,-0.33,5.90,,,
Sep,14,1.80,0.48,0.63,-,72,43.00,-0.35,5.33,,,
Aug,10,5.75,0.01,-,-,-,25.20,-0.02,1.99,,,
Aug,10,6.00,0.04,0.29,-,103,24.50,-0.08,6.96,,,
Aug,10,6.25,0.06,0.05,-,217,17.40,-0.13,10.93,,,
Aug,10,6.50,0.13,0.10,40,100,10.20,-0.32,24.84,,,
Aug,10,6.75,0.34,0.21,52,310,10.30,-0.90,29.81,,,
Aug,10,7.00,0.59,0.41,22,10,10.30,-1.00,29.81,,,
Aug,10,7.25,0.83,-,-,-,10.30,-1.00,28.81,,,
Aug,10,7.50,1.09,-,-,-,10.30,-1.00,28.81,,,
Sep,10,4.75,-,0.24,-,1,24.70,-,23.85,,,
Sep,10,5.25,0.00,0.22,-,5,24.30,-,0.30,,,
Sep,10,5.50,0.01,0.10,-,21,24.10,-0.02,0.99,,,
Sep,10,5.75,0.03,0.11,-,32,23.90,-0.06,2.98,,,
Sep,10,6.00,0.07,0.19,-,339,23.70,-0.14,7.45,,,
Sep,10,6.25,0.14,0.33,100,165,21.50,-0.24,13.41,,,
Sep,10,6.50,0.24,0.18,-,62,20.10,-0.40,23.85,,,
Sep,10,6.75,0.39,0.19,-,20,17.40,-0.63,19.37,,,
Sep,10,7.00,0.58,0.77,-,10,2.00,-1.00,14.41,,,
Sep,10,7.25,0.83,-,-,-,2.00,-1.00,14.41,,,
Sep,10,7.50,1.09,-,-,-,2.00,-1.00,14.41,,,
Oct,10,5.50,0.03,0.09,-,7,24.20,-0.05,1.83,,,
Oct,10,5.75,0.06,-,-,4,23.90,-0.10,3.67,,,
Oct,10,6.00,0.12,0.13,-,10,23.70,-0.18,7.34,,,
Oct,10,6.25,0.18,-,-,-,21.50,-0.27,11.01,,,
Oct,10,6.50,0.28,0.20,6,6,19.90,-0.40,16.81,,,
Oct,10,6.75,0.42,-,-,-,18.40,-0.58,14.06,,,
Oct,10,7.00,0.60,-,-,-,16.20,-0.81,10.09,,,
Oct,10,7.25,0.84,-,-,-,16.20,-1.00,9.17,,,
Oct,10,7.50,1.09,-,-,-,16.20,-1.00,8.87,,,
Nov,10,5.75,0.10,-,-,-,25.40,-0.14,4.68,,,
Nov,10,6.00,0.17,-,-,-,25.30,-0.21,7.71,,,
Nov,10,6.25,0.20,-,-,-,20.80,-0.28,9.35,,,
Nov,10,6.50,0.35,-,-,-,23.00,-0.41,16.36,,,
Nov,10,6.75,0.45,0.22,-,6,18.80,-0.55,11.92,,,
Nov,10,7.00,0.68,-,-,-,22.40,-0.66,10.99,,,
Nov,10,7.25,0.88,-,-,-,22.40,-0.79,8.88,,,
Nov,10,7.50,1.11,-,-,-,22.40,-0.91,7.71,,,
Dec,10,5.50,0.07,0.07,-,100,25.60,-0.10,2.84,,,
Dec,10,5.75,0.11,-,-,-,23.60,-0.14,3.97,,,
Dec,10,6.00,0.15,0.26,-,-,22.20,-0.20,5.68,,,
Dec,10,6.25,0.23,-,-,1,21.00,-0.29,8.52,,,
Dec,10,6.50,0.33,0.21,1,96,19.90,-0.40,12.30,,,
Dec,10,6.75,0.47,0.84,-,200,18.90,-0.54,10.41,,,
Dec,10,7.00,0.64,-,-,-,18.20,-0.70,7.57,,,
Dec,10,7.25,0.85,-,-,-,18.20,-0.86,6.25,,,
Dec,10,7.50,1.09,-,-,-,18.20,-1.00,5.68,,,
Jan,11,6.00,0.15,-,-,-,20.20,-0.19,4.59,,,
Jan,11,6.25,0.24,-,-,-,20.20,-0.29,7.34,,,
Jan,11,6.50,0.35,-,-,-,20.20,-0.39,10.85,,,
Jan,11,6.75,0.51,-,-,-,20.20,-0.51,9.63,,,
Jan,11,7.00,0.68,-,-,-,20.20,-0.64,7.34,,,
Mar,11,5.50,0.15,0.19,-,18,25.90,-0.14,3.51,,,
Mar,11,5.75,0.20,0.25,-,2,24.90,-0.18,4.79,,,
Mar,11,6.00,0.27,0.50,-,3,23.80,-0.24,6.31,,,
Mar,11,6.25,0.36,0.48,-,2,23.30,-0.31,8.42,,,
Mar,11,6.50,0.47,0.54,-,62,22.70,-0.39,11.10,,,
Mar,11,6.75,0.61,0.75,-,50,22.50,-0.49,9.94,,,
Mar,11,7.00,0.78,-,-,-,22.70,-0.58,7.95,,,
Mar,11,7.25,0.96,-,-,-,22.80,-0.68,6.31,,,
Mar,11,7.50,1.16,-,-,-,22.80,-0.78,5.14,,,
Jun,11,5.75,0.28,-,-,-,25.40,-0.20,4.82,,,
Jun,11,6.00,0.35,0.48,-,37,24.50,-0.25,6.00,,,
Jun,11,6.25,0.45,0.60,-,6,23.80,-0.31,7.61,,,
Jun,11,6.50,0.56,0.68,-,10,23.40,-0.39,9.56,,,
Jun,11,6.75,0.70,-,-,-,23.00,-0.46,8.63,,,
Jun,11,7.00,0.86,-,-,-,23.00,-0.55,7.10,,,
Jun,11,7.25,1.03,-,-,-,23.00,-0.63,5.75,,,
Jun,11,7.50,1.22,-,-,-,23.00,-0.72,4.74,,,
AMP Ltd Last Sale Price $5.30,,,,,,,,,,,,
