Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4972.9 at 16:33 9/4/2010  Report at 19:07 Friday 9/4/2010. Processed 19:50 Friday 9/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
Apr,10,13.00,-,0.03,-,81,17.20,-,2.85,,,
Apr,10,13.50,-,0.04,4,97,17.00,-,4.56,,,
Apr,10,14.00,0.00,0.16,-,453,16.90,-0.01,0.34,,,
Apr,10,14.50,0.03,0.07,20,260,16.70,-0.08,2.85,,,
Apr,10,15.00,0.10,0.11,134,312,14.80,-0.28,11.40,,,
Apr,10,15.50,0.34,0.32,10,26,14.80,-0.66,10.26,,,
Apr,10,16.00,0.76,-,-,-,14.80,-0.97,0.57,,,
Apr,10,16.50,1.25,-,-,-,14.80,-1.00,-,,,
May,10,12.50,-,0.13,-,2,17.00,-,6.35,,,
May,10,13.00,0.00,0.20,-,19,16.80,-,-,,,
May,10,13.50,0.01,0.07,-,13,16.70,-0.02,0.24,,,
May,10,14.00,0.03,0.06,-,18,16.50,-0.06,1.22,,,
May,10,14.50,0.07,0.12,-,41,15.10,-0.14,3.17,,,
May,10,15.00,0.19,0.15,29,50,14.60,-0.33,9.04,,,
May,10,15.50,0.41,-,-,-,14.20,-0.59,8.06,,,
May,10,16.00,0.79,-,-,-,14.20,-0.86,1.71,,,
May,10,16.50,1.25,-,-,-,14.20,-1.00,-,,,
Jun,10,12.00,-,0.44,-,11,17.20,-,13.68,,,
Jun,10,12.50,0.00,0.02,-,57,17.10,-,-,,,
Jun,10,13.00,0.01,0.09,-,33,17.00,-0.01,0.19,,,
Jun,10,13.50,0.02,0.05,-,71,16.90,-0.04,0.62,,,
Jun,10,14.00,0.06,0.10,-,181,16.80,-0.10,1.87,,,
Jun,10,14.50,0.14,0.15,35,71,16.30,-0.20,4.20,,,
Jun,10,15.00,0.25,0.23,10,1,14.90,-0.34,7.77,,,
Jun,10,15.50,0.48,0.44,2,20,14.70,-0.55,7.30,,,
Jun,10,16.00,0.83,1.11,-,5,15.20,-0.76,2.64,,,
Jun,10,16.50,1.26,-,-,-,15.20,-0.97,0.31,,,
Jul,10,13.00,0.03,-,-,20,19.20,-0.04,0.64,,,
Jul,10,13.50,0.07,-,-,20,18.60,-0.08,1.39,,,
Jul,10,14.00,0.12,-,-,-,17.50,-0.14,2.46,,,
Jul,10,14.50,0.20,0.30,-,2,16.80,-0.23,4.38,,,
Jul,10,15.00,0.33,0.40,-,1,15.50,-0.35,6.95,,,
Jul,10,15.50,0.62,-,-,-,17.20,-0.51,7.91,,,
Jul,10,16.00,0.94,-,-,-,17.20,-0.67,3.95,,,
Jul,10,16.50,1.31,-,-,-,17.20,-0.83,1.39,,,
Aug,10,13.00,0.02,-,-,-,16.10,-0.03,0.34,,,
Aug,10,13.50,0.05,-,-,-,16.10,-0.07,0.85,,,
Aug,10,14.00,0.16,-,-,-,17.80,-0.16,2.65,,,
Aug,10,14.50,0.24,-,-,-,16.60,-0.24,4.10,,,
Aug,10,15.00,0.39,-,-,-,15.90,-0.35,6.58,,,
Aug,10,15.50,0.60,-,-,2,15.40,-0.50,5.98,,,
Aug,10,16.00,0.92,-,-,-,15.60,-0.67,2.91,,,
Aug,10,16.50,1.30,-,-,-,15.60,-0.85,0.94,,,
Sep,10,12.50,0.04,0.29,-,5,19.10,-0.04,0.64,,,
Sep,10,13.00,0.07,0.15,-,3,17.90,-0.06,1.00,,,
Sep,10,13.50,0.13,1.06,-,5,17.70,-0.10,1.85,,,
Sep,10,14.00,0.21,0.26,-,16,17.00,-0.16,2.99,,,
Sep,10,14.50,0.33,0.39,-,25,16.20,-0.24,4.70,,,
Sep,10,15.00,0.54,0.50,30,30,16.50,-0.36,7.62,,,
Sep,10,15.50,0.76,0.83,-,13,15.80,-0.49,7.27,,,
Sep,10,16.00,1.08,-,-,13,16.10,-0.64,4.70,,,
Sep,10,16.50,1.45,-,-,-,16.10,-0.80,2.78,,,
Dec,10,13.00,0.14,0.66,-,18,17.80,-0.09,1.25,,,
Dec,10,13.50,0.23,0.29,-,4,18.20,-0.14,2.17,,,
Dec,10,14.00,0.34,-,-,-,17.50,-0.19,3.10,,,
Dec,10,14.50,0.49,1.00,-,10,17.40,-0.27,4.53,,,
Dec,10,15.00,0.67,0.74,3,148,16.70,-0.36,6.15,,,
Dec,10,15.50,0.93,-,-,-,17.00,-0.46,6.28,,,
Dec,10,16.00,1.20,1.30,-,3,16.20,-0.59,4.11,,,
Dec,10,16.50,1.53,-,-,-,16.20,-0.73,2.63,,,
Dec,10,17.00,1.92,-,-,-,16.20,-0.89,1.52,,,
Dec,10,17.50,2.33,-,-,-,16.20,-1.00,0.74,,,
Mar,11,14.00,0.47,0.51,2,10,18.70,-0.22,3.25,,,
Mar,11,14.50,0.68,-,-,-,19.10,-0.29,4.62,,,
Mar,11,15.00,0.86,0.97,-,5,18.70,-0.36,5.92,,,
Mar,11,15.50,1.10,-,-,-,18.40,-0.44,5.81,,,
Mar,11,16.00,1.37,1.44,10,10,17.90,-0.54,4.21,,,
Mar,11,16.50,1.69,-,-,-,17.90,-0.65,3.01,,,
Jun,11,14.00,0.62,1.60,-,78,19.90,-0.23,3.36,,,
Dec,12,13.00,0.90,-,-,-,24.00,-0.19,2.17,,,
Dec,12,17.00,2.75,2.71,3,1,23.10,-0.57,2.41,,,
Dec,12,18.00,3.48,3.44,8,19,23.80,-0.63,1.77,,,
Jun,14,16.00,2.17,2.20,-,23,21.70,-0.41,2.20,,,
Jun,14,16.50,2.59,3.65,-,3,23.00,-0.45,2.07,,,
Apr,10,1.60,0.00,0.05,-,330,33.00,-0.03,0.94,,,
Apr,10,1.70,0.01,0.01,3085,2535,32.50,-0.12,8.46,,,
Apr,10,1.80,0.03,0.03,37,550,27.70,-0.31,23.49,,,
Apr,10,1.90,0.08,0.08,-,67,29.50,-0.63,28.19,,,
Apr,10,2.00,0.16,0.15,-,30,29.50,-0.87,4.70,,,
May,10,1.60,0.01,-,-,-,35.80,-0.11,6.04,,,
May,10,1.70,0.03,0.03,-,32,32.10,-0.20,10.07,,,
May,10,1.80,0.06,0.07,-,121,30.50,-0.36,22.15,,,
May,10,1.90,0.11,0.09,4,122,30.80,-0.55,22.15,,,
May,10,2.00,0.17,-,-,-,30.80,-0.74,10.07,,,
Jun,10,1.10,-,-,-,55,40.70,-,-,,,
Jun,10,1.20,0.00,-,-,140,40.20,-,0.26,,,
Jun,10,1.30,0.00,0.14,-,135,39.60,-0.02,0.51,,,
Jun,10,1.40,0.01,0.12,-,95,39.10,-0.04,1.54,,,
Jun,10,1.50,0.01,-,-,160,38.60,-0.09,3.84,,,
Jun,10,1.60,0.03,0.04,-,113,38.10,-0.16,7.69,,,
Jun,10,1.70,0.04,0.13,-,155,33.10,-0.24,11.53,,,
Jun,10,1.80,0.07,0.07,71,212,32.10,-0.37,19.22,,,
Jun,10,1.90,0.13,0.17,-,103,31.30,-0.52,19.22,,,
Jun,10,2.00,0.19,0.19,-,84,31.10,-0.67,10.25,,,
Jun,10,2.25,0.40,0.37,-,3,31.10,-0.97,-,,,
Jul,10,1.60,0.04,-,-,-,33.80,-0.17,6.17,,,
Jul,10,1.70,0.07,-,-,40,33.80,-0.27,11.45,,,
Jul,10,1.80,0.10,0.12,-,3,33.30,-0.38,17.62,,,
Jul,10,1.90,0.14,-,-,40,30.40,-0.50,15.85,,,
Jul,10,2.00,0.22,0.22,-,10,34.40,-0.61,12.33,,,
Aug,10,1.60,0.04,-,-,-,34.10,-0.19,6.34,,,
Aug,10,1.70,0.08,-,-,-,35.40,-0.28,11.27,,,
Aug,10,1.80,0.12,-,-,-,33.10,-0.38,16.21,,,
Aug,10,1.90,0.17,-,-,-,34.10,-0.48,16.91,,,
Aug,10,2.00,0.23,-,-,-,34.10,-0.59,11.27,,,
Sep,10,1.40,0.03,0.17,-,68,37.90,-0.10,2.94,,,
Sep,10,1.60,0.06,-,-,-,34.70,-0.20,6.46,,,
Sep,10,1.70,0.09,-,-,-,34.90,-0.29,10.57,,,
Sep,10,1.80,0.12,0.14,347,86,32.30,-0.37,14.09,,,
Sep,10,1.90,0.17,0.16,109,218,31.60,-0.48,13.51,,,
Sep,10,2.00,0.23,-,-,100,32.10,-0.58,9.40,,,
Dec,10,1.48,0.05,0.13,-,20,35.10,-0.15,3.81,,,
Dec,10,1.66,0.12,-,-,50,36.90,-0.27,8.76,,,
Dec,10,1.75,0.14,0.17,-,266,36.00,-0.33,11.05,,,
Dec,10,1.96,0.26,0.26,-,86,36.10,-0.49,11.05,,,
Dec,10,2.18,0.41,0.76,-,206,35.80,-0.65,5.71,,,
Mar,11,1.70,0.16,-,-,-,37.50,-0.30,9.02,,,
Mar,11,1.80,0.20,-,-,-,37.10,-0.36,11.56,,,
Mar,11,1.90,0.26,-,-,-,36.80,-0.42,11.56,,,
Mar,11,2.00,0.32,0.28,40,40,37.20,-0.49,9.30,,,
Dec,12,1.13,0.11,0.25,-,3,43.80,-0.11,2.10,,,
Dec,12,1.31,0.15,-,-,25,42.50,-0.17,3.00,,,
Dec,12,1.66,0.29,-,-,-,41.70,-0.27,5.80,,,
Dec,12,1.75,0.33,-,-,-,41.40,-0.28,6.60,,,
Dec,12,1.96,0.44,-,-,-,41.20,-0.38,6.60,,,
Dec,12,2.18,0.57,0.55,-,114,41.10,-0.44,4.90,,,
Sep,14,1.70,0.38,-,-,-,43.00,-0.25,4.60,,,
Sep,14,1.80,0.43,0.63,-,72,43.00,-0.27,5.20,,,
Apr,10,5.49,0.00,0.07,-,100,31.40,-0.02,1.09,,,
Apr,10,5.72,0.01,0.01,24,166,30.80,-0.06,4.11,,,
Apr,10,5.95,0.02,0.04,-,103,24.70,-0.11,5.47,,,
Apr,10,6.18,0.04,0.05,15,110,17.80,-0.23,9.58,,,
Apr,10,6.41,0.13,0.20,-,31,16.40,-0.57,17.79,,,
Apr,10,6.64,0.29,-,-,-,15.80,-0.92,1.37,,,
Apr,10,6.87,0.52,-,-,-,15.80,-1.00,-,,,
May,10,5.26,-,-,-,3,19.50,-,-,,,
May,10,5.49,0.00,-,-,-,19.30,-0.01,0.23,,,
May,10,5.72,0.01,0.16,-,22,19.20,-0.05,1.17,,,
May,10,5.95,0.04,0.04,-,53,19.00,-0.14,4.11,,,
May,10,6.18,0.08,0.10,2,27,17.50,-0.29,9.38,,,
