Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4586.3 at 16:37 6/8/2010  Report at 19:06 Friday 6/8/2010. Processed 18:03 Sunday 8/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $15.18,,,,,,,,,,,,
Aug,10,13.00,-,0.07,-,1,17.00,-,8.01,,,
Aug,10,13.50,-,-,-,18,16.90,-,-,,,
Aug,10,14.00,0.00,0.16,-,72,16.80,-0.02,0.34,,,
Aug,10,14.50,0.03,0.13,-,127,16.70,-0.10,3.43,,,
Aug,10,15.00,0.13,0.25,24,118,15.40,-0.34,14.88,,,
Aug,10,15.50,0.40,0.63,13,23,15.30,-0.70,8.59,,,
Aug,10,16.00,0.82,-,-,-,15.30,-0.99,0.57,,,
Aug,10,16.50,1.32,-,-,-,15.30,-1.00,-,,,
Sep,10,12.50,0.00,0.07,-,81,19.80,-,-,,,
Sep,10,13.00,0.01,0.04,-,7,19.50,-0.01,0.39,,,
Sep,10,13.50,0.03,0.05,2,64,19.30,-0.04,1.47,,,
Sep,10,14.00,0.06,0.12,29,79,16.60,-0.07,2.94,,,
Sep,10,14.50,0.16,0.19,245,85,15.90,-0.17,7.61,,,
Sep,10,15.00,0.35,0.37,9,90,15.50,-0.36,17.17,,,
Sep,10,15.50,0.67,0.83,-,16,15.30,-0.61,16.93,,,
Sep,10,16.00,1.08,-,-,50,15.30,-0.86,12.76,,,
Sep,10,16.50,1.54,-,-,-,15.30,-1.00,11.04,,,
Oct,10,13.00,0.01,0.05,2,2,16.30,-0.01,0.43,,,
Oct,10,13.50,0.04,0.08,4,7,16.30,-0.04,1.29,,,
Oct,10,14.00,0.11,-,-,4,16.20,-0.11,3.15,,,
Oct,10,14.50,0.23,0.56,10,12,15.70,-0.21,6.58,,,
Oct,10,15.00,0.44,-,-,75,15.30,-0.37,12.45,,,
Oct,10,15.50,0.73,-,-,10,15.00,-0.57,11.74,,,
Oct,10,16.00,1.12,-,-,-,15.00,-0.78,8.44,,,
Nov,10,13.00,0.03,-,-,-,16.00,-0.02,0.54,,,
Nov,10,13.50,0.07,0.69,-,1,16.00,-0.06,1.40,,,
Nov,10,14.00,0.16,0.21,25,25,16.20,-0.13,3.33,,,
Nov,10,14.50,0.28,-,-,5,15.50,-0.23,5.90,,,
Nov,10,15.00,0.48,-,-,-,15.10,-0.37,10.30,,,
Nov,10,15.50,1.00,-,-,-,22.60,-0.51,14.71,,,
Nov,10,16.00,1.34,-,-,-,22.60,-0.62,11.16,,,
Dec,10,13.00,0.06,0.55,-,22,17.80,-0.05,1.03,,,
Dec,10,13.50,0.11,0.60,-,59,16.90,-0.09,1.89,,,
Dec,10,14.00,0.19,0.26,22,22,16.00,-0.15,3.18,,,
Dec,10,14.50,0.32,0.52,-,4,15.30,-0.24,5.41,,,
Dec,10,15.00,0.53,0.54,27,99,15.30,-0.37,9.10,,,
Dec,10,15.50,0.80,-,-,-,14.60,-0.53,8.16,,,
Dec,10,16.00,1.16,1.30,-,3,14.80,-0.72,5.84,,,
Dec,10,16.50,1.59,-,-,-,14.80,-0.92,4.55,,,
Dec,10,17.00,2.04,-,-,-,14.80,-1.00,3.86,,,
Jan,11,13.50,0.12,-,-,-,15.80,-0.09,1.65,,,
Jan,11,14.00,0.23,-,-,-,15.80,-0.16,3.09,,,
Jan,11,14.50,0.38,-,-,-,15.80,-0.25,5.22,,,
Jan,11,15.00,0.60,-,-,-,15.80,-0.37,8.24,,,
Jan,11,15.50,0.88,-,-,-,15.80,-0.51,7.69,,,
Jan,11,16.00,1.23,-,-,-,15.80,-0.66,5.63,,,
Mar,11,12.50,0.12,0.58,-,3,20.20,-0.07,1.20,,,
Mar,11,13.00,0.18,-,-,-,19.70,-0.10,1.87,,,
Mar,11,13.50,0.27,-,-,-,19.10,-0.15,2.76,,,
Mar,11,14.00,0.39,0.51,-,12,18.70,-0.21,4.06,,,
Mar,11,14.50,0.54,0.84,-,8,17.90,-0.28,5.57,,,
Mar,11,15.00,0.78,0.97,-,5,18.30,-0.38,8.12,,,
Mar,11,15.50,1.02,-,-,-,17.60,-0.48,7.29,,,
Mar,11,16.00,1.38,1.44,-,10,18.20,-0.59,5.78,,,
Mar,11,16.50,1.75,-,-,-,18.30,-0.71,4.42,,,
Jun,11,13.50,0.39,0.63,-,4,19.80,-0.17,2.91,,,
Jun,11,14.00,0.54,1.60,-,78,19.50,-0.23,4.00,,,
Jun,11,14.50,0.69,-,-,-,18.90,-0.29,5.15,,,
Jun,11,15.00,0.91,1.11,-,16,18.70,-0.37,6.80,,,
Jun,11,15.50,1.17,-,-,-,18.50,-0.46,6.35,,,
Jun,11,16.00,1.48,-,-,-,18.50,-0.56,4.93,,,
Dec,12,13.00,0.91,1.24,-,7,24.10,-0.19,2.51,,,
Dec,12,17.00,2.92,2.71,-,4,24.00,-0.57,3.03,,,
Dec,12,18.00,3.79,3.44,-,19,26.30,-0.62,2.69,,,
Jun,14,16.00,2.34,2.20,-,23,21.70,-0.42,2.56,,,
Jun,14,16.50,2.77,3.65,-,3,23.00,-0.46,2.45,,,
Asciano Grp Last Sale Price $1.71,,,,,,,,,,,,
Aug,10,1.40,0.01,-,-,60,69.80,-0.09,15.25,,,
Aug,10,1.50,0.01,-,-,300,51.40,-0.12,15.25,,,
Aug,10,1.60,0.01,0.03,-,1554,32.90,-0.17,15.25,,,
Aug,10,1.70,0.03,0.04,200,205,20.90,-0.42,25.41,,,
Aug,10,1.80,0.10,0.11,17,37,19.00,-0.89,5.08,,,
Aug,10,1.90,0.19,-,-,-,19.00,-1.00,-,,,
Aug,10,2.00,0.29,-,-,16,19.00,-1.00,-,,,
Sep,10,1.40,0.03,0.17,-,118,57.90,-0.14,13.07,,,
Sep,10,1.50,0.03,0.11,-,235,44.30,-0.17,13.07,,,
Sep,10,1.60,0.03,0.11,-,21,30.40,-0.24,13.07,,,
Sep,10,1.70,0.05,0.07,-,305,23.90,-0.43,21.78,,,
Sep,10,1.80,0.11,0.28,17,431,21.40,-0.73,6.53,,,
Sep,10,1.90,0.19,0.25,-,218,21.40,-0.97,-,,,
Sep,10,2.00,0.29,0.32,35,78,21.40,-1.00,-,,,
Oct,10,1.50,0.03,0.04,-,10,35.50,-0.18,7.62,,,
Oct,10,1.60,0.04,-,-,10,26.50,-0.25,8.89,,,
Oct,10,1.70,0.07,0.07,3,18,24.60,-0.42,17.79,,,
Oct,10,1.80,0.12,-,-,-,22.90,-0.65,7.62,,,
Oct,10,1.90,0.20,-,-,-,22.90,-0.85,2.54,,,
Nov,10,1.40,0.03,-,-,50,36.70,-0.12,4.76,,,
Nov,10,1.50,0.04,-,-,10,34.10,-0.19,7.62,,,
Nov,10,1.60,0.07,-,-,-,35.70,-0.31,14.29,,,
Nov,10,1.70,0.08,-,-,10,25.90,-0.42,15.25,,,
Nov,10,1.80,0.12,-,-,87,20.00,-0.64,5.72,,,
Nov,10,1.90,0.25,-,-,-,36.70,-0.65,10.48,,,
Dec,10,1.31,0.00,0.04,-,8,24.40,-0.02,0.46,,,
