Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4651.1 at 16:35 26/2/2010  Report at 19:06 Friday 26/2/2010. Processed 17:04 Sunday 28/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.37,,,,,,,,,,,,
Mar,10,12.00,-,0.01,-,27,17.10,-,0.91,,,
Mar,10,12.50,0.00,0.06,10,70,17.10,-,-,,,
Mar,10,13.00,0.01,0.06,20,49,17.10,-0.01,0.82,,,
Mar,10,13.50,0.06,0.06,77,400,17.10,-0.07,4.99,,,
Mar,10,14.00,0.20,0.20,212,404,17.20,-0.25,17.69,,,
Mar,10,14.50,0.50,0.50,105,62,18.50,-0.54,33.56,,,
Mar,10,15.00,0.91,1.43,-,26,18.50,-0.80,25.40,,,
Mar,10,15.50,1.38,-,-,-,18.50,-1.00,22.68,,,
Mar,10,16.00,1.88,-,-,-,18.50,-1.00,22.68,,,
Mar,10,16.50,2.38,-,-,-,18.50,-1.00,22.68,,,
Apr,10,12.50,0.01,-,-,-,17.20,-0.02,0.60,,,
Apr,10,13.00,0.04,0.17,-,83,16.90,-0.05,1.81,,,
Apr,10,13.50,0.11,0.15,25,88,15.60,-0.13,4.43,,,
Apr,10,14.00,0.26,0.26,59,151,14.80,-0.28,10.28,,,
Apr,10,14.50,0.56,-,-,-,16.30,-0.50,17.34,,,
Apr,10,15.00,0.94,-,-,-,16.30,-0.73,12.30,,,
Apr,10,15.50,1.39,-,-,-,16.30,-0.94,10.28,,,
May,10,12.50,0.04,0.13,-,2,17.60,-0.04,0.98,,,
May,10,13.00,0.09,0.20,5,19,17.10,-0.09,2.37,,,
May,10,13.50,0.20,0.36,-,3,17.40,-0.18,5.44,,,
May,10,14.00,0.39,0.40,24,17,17.60,-0.32,10.75,,,
May,10,14.50,0.60,-,-,-,16.00,-0.49,13.26,,,
May,10,15.00,0.96,-,-,-,16.10,-0.68,9.35,,,
May,10,15.50,1.40,-,-,-,16.10,-0.88,7.40,,,
Jun,10,12.00,0.03,0.44,-,11,18.40,-0.03,0.53,,,
Jun,10,12.50,0.07,0.17,-,57,18.40,-0.06,1.39,,,
Jun,10,13.00,0.14,0.22,5,43,18.40,-0.12,2.99,,,
Jun,10,13.50,0.27,0.28,14,96,18.40,-0.21,5.66,,,
Jun,10,14.00,0.46,0.47,6,158,18.30,-0.33,9.82,,,
Jun,10,14.50,0.67,1.56,-,5,16.70,-0.47,11.53,,,
Jun,10,15.00,1.01,-,-,-,16.70,-0.64,8.11,,,
Jun,10,15.50,1.42,-,-,-,16.70,-0.82,6.19,,,
Jun,10,16.00,1.89,-,-,-,16.70,-1.00,5.44,,,
Jul,10,12.50,0.11,-,-,-,19.00,-0.09,1.73,,,
Jul,10,13.00,0.20,-,-,-,18.90,-0.15,3.30,,,
Jul,10,13.50,0.32,-,-,-,18.20,-0.23,5.20,,,
Jul,10,14.00,0.50,-,-,-,17.90,-0.33,8.25,,,
Jul,10,14.50,0.73,-,-,-,17.20,-0.46,9.98,,,
Jul,10,15.00,1.06,-,-,-,17.20,-0.61,7.09,,,
Jul,10,15.50,1.46,-,-,-,17.50,-0.76,5.36,,,
Aug,10,13.00,0.16,-,-,-,16.30,-0.13,2.23,,,
Aug,10,13.50,0.28,-,-,-,16.30,-0.21,3.98,,,
Aug,10,14.00,0.47,-,-,-,16.30,-0.32,6.63,,,
Aug,10,14.50,0.73,-,-,-,16.30,-0.45,8.37,,,
Aug,10,15.00,1.05,-,-,-,16.30,-0.60,5.93,,,
Sep,10,12.50,0.22,0.29,-,5,19.80,-0.12,2.66,,,
Sep,10,13.00,0.31,0.58,-,1,18.60,-0.16,3.75,,,
Sep,10,13.50,0.50,1.06,-,5,19.20,-0.25,6.05,,,
Sep,10,14.00,0.71,0.78,-,13,18.90,-0.34,8.59,,,
Sep,10,14.50,0.96,-,-,-,18.50,-0.45,10.04,,,
Sep,10,15.00,1.26,-,-,-,18.20,-0.57,7.62,,,
Sep,10,15.50,1.62,-,-,-,18.20,-0.70,5.87,,,
Dec,10,13.00,0.47,0.66,7,18,19.70,-0.20,4.01,,,
Dec,10,13.50,0.66,-,-,-,19.60,-0.26,5.53,,,
Dec,10,14.00,0.90,-,-,-,19.80,-0.34,7.55,,,
Dec,10,14.50,1.13,-,-,-,19.20,-0.43,8.44,,,
Dec,10,15.00,1.42,-,-,-,18.90,-0.53,6.62,,,
Jun,11,14.00,1.18,1.60,-,78,20.80,-0.33,6.18,,,
Dec,12,13.00,1.34,-,-,-,23.60,-0.27,3.31,,,
Dec,12,17.00,3.61,3.89,-,1,23.10,-0.67,2.42,,,
Dec,12,18.00,4.34,4.64,-,6,23.00,-0.84,1.74,,,
Jun,14,16.00,3.10,3.34,-,3,23.20,-0.50,2.36,,,
Jun,14,16.50,3.40,3.65,-,3,23.00,-0.55,2.03,,,
Mar,10,1.13,-,-,-,55,29.10,-,-,,,
Mar,10,1.22,-,-,-,100,29.10,-,-,,,
Mar,10,1.40,-,-,-,175,29.10,-,-,,,
Mar,10,1.48,-,0.06,-,282,29.10,-,43.45,,,
Mar,10,1.57,0.00,0.04,-,92,29.10,-0.03,1.45,,,
Mar,10,1.66,0.01,0.03,172,291,29.10,-0.13,7.24,,,
Mar,10,1.75,0.04,0.03,138,290,29.10,-0.33,25.35,,,
Mar,10,1.85,0.09,-,-,-,30.30,-0.60,25.35,,,
Mar,10,1.96,0.17,0.42,100,50,29.00,-0.86,7.24,,,
Mar,10,2.40,0.60,-,-,1,43.60,-1.00,-,,,
Mar,10,2.62,0.82,0.94,-,22,44.90,-1.00,-,,,
Apr,10,1.60,0.02,0.05,-,330,30.40,-0.14,6.44,,,
Apr,10,1.70,0.04,-,-,-,30.20,-0.28,14.48,,,
Apr,10,1.80,0.08,0.10,12,12,28.90,-0.45,25.75,,,
Apr,10,1.90,0.14,0.09,33,33,27.10,-0.65,11.27,,,
Apr,10,2.00,0.21,-,-,10,27.10,-0.83,3.22,,,
May,10,1.60,0.03,-,-,-,29.90,-0.17,5.57,,,
May,10,1.70,0.06,-,-,15,29.80,-0.29,12.26,,,
May,10,1.80,0.10,-,-,-,29.00,-0.44,21.17,,,
May,10,1.90,0.16,-,-,-,28.70,-0.60,12.26,,,
May,10,2.00,0.23,-,-,-,28.70,-0.75,5.57,,,
Jun,10,1.10,-,-,-,55,34.30,-,-,,,
Jun,10,1.20,0.00,-,-,140,34.20,-0.01,0.34,,,
Jun,10,1.30,0.01,0.14,-,135,34.20,-0.03,0.85,,,
Jun,10,1.40,0.01,0.12,-,95,34.10,-0.07,1.70,,,
Jun,10,1.50,0.03,-,-,160,34.10,-0.13,4.26,,,
Jun,10,1.60,0.05,0.11,-,93,34.00,-0.22,8.52,,,
Jun,10,1.70,0.07,0.13,-,155,32.50,-0.31,12.78,,,
Jun,10,1.80,0.13,0.09,28,145,33.20,-0.43,21.30,,,
Jun,10,1.90,0.18,0.17,-,103,33.20,-0.56,13.63,,,
Jun,10,2.00,0.25,0.27,10,70,33.10,-0.67,8.52,,,
Jun,10,2.25,0.46,0.41,-,2,33.10,-0.92,1.70,,,
Jul,10,1.60,0.08,-,-,-,38.50,-0.25,10.53,,,
Jul,10,1.70,0.11,-,-,-,35.20,-0.33,13.83,,,
Jul,10,1.80,0.15,-,-,-,35.20,-0.43,19.75,,,
Jul,10,1.90,0.20,-,-,-,35.20,-0.53,13.83,,,
Jul,10,2.00,0.27,-,-,-,35.20,-0.62,9.22,,,
Aug,10,1.60,0.07,-,-,-,34.10,-0.24,7.80,,,
Aug,10,1.70,0.11,-,-,-,34.10,-0.33,12.26,,,
Aug,10,1.80,0.16,-,-,-,34.10,-0.42,17.27,,,
Aug,10,1.90,0.21,-,-,-,34.10,-0.52,12.26,,,
Aug,10,2.00,0.28,-,-,-,34.10,-0.61,8.36,,,
Sep,10,1.40,0.04,0.17,20,48,36.60,-0.13,3.38,,,
Sep,10,1.60,0.09,-,-,-,35.50,-0.25,8.21,,,
Sep,10,1.70,0.12,-,-,-,34.80,-0.33,11.59,,,
Sep,10,1.80,0.17,-,-,-,34.10,-0.42,15.93,,,
Sep,10,1.90,0.22,-,-,50,33.50,-0.51,11.59,,,
Sep,10,2.00,0.28,-,-,20,32.60,-0.60,7.72,,,
Dec,10,1.48,0.10,0.13,-,20,40.80,-0.21,6.40,,,
Dec,10,1.57,0.13,-,-,-,40.80,-0.26,8.76,,,
Dec,10,1.66,0.17,-,-,10,40.20,-0.31,11.12,,,
Dec,10,1.75,0.20,0.17,-,266,39.30,-0.36,13.47,,,
Dec,10,1.96,0.29,0.26,-,46,35.70,-0.52,9.09,,,
Dec,10,2.18,0.45,0.76,-,206,35.70,-0.67,4.72,,,
Dec,12,1.13,0.13,0.25,-,3,46.30,-0.11,2.56,,,
Dec,12,1.31,0.20,-,-,25,46.30,-0.17,3.84,,,
Dec,12,1.66,0.36,-,-,-,46.30,-0.27,7.09,,,
Dec,12,1.75,0.41,-,-,-,46.30,-0.29,7.98,,,
Dec,12,1.96,0.53,-,-,-,46.30,-0.37,7.29,,,
Dec,12,2.18,0.67,0.56,94,94,46.30,-0.42,5.71,,,
Sep,14,1.70,0.40,-,-,-,43.00,-0.26,4.85,,,
Sep,14,1.80,0.46,0.63,-,72,43.00,-0.31,5.51,,,
Amcor Ltd Last Sale Price $5.93,,,,,,,,,,,,
Mar,10,3.66,-,0.32,-,6,24.00,-,70.34,,,
Mar,10,4.12,-,0.04,-,1,23.90,-,7.69,,,
Mar,10,4.35,-,0.12,-,500,23.80,-,25.28,,,
Mar,10,4.58,-,0.87,-,31,23.70,-,191.25,,,
Mar,10,5.03,0.00,-,-,36,23.60,-,0.22,,,
