Derivatives: Put Options - Weekly,,,,,,,,,,,,
XAO 4929.5 at 16:35 15/1/2010  Report at 19:06 Friday 15/1/2010. Processed 19:43 Friday 15/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS ,,,,,,,,,,,,
AGL Energy Ltd Last Sale Price $14.09,,,,,,,,,,,,
Jan,10,12.50,-,-,-,95,22.20,-,-,,,
Jan,10,13.00,0.00,0.01,-,49,21.40,-0.02,0.74,,,
Jan,10,13.50,0.03,0.02,6,318,18.60,-0.10,4.63,,,
Jan,10,14.00,0.10,0.12,40,145,13.70,-0.37,18.50,,,
Jan,10,14.50,0.42,0.33,-,18,13.50,-0.89,2.78,,,
Jan,10,15.00,0.91,1.35,-,-,13.60,-1.00,-,,,
Feb,10,12.50,0.01,-,-,10,19.10,-0.02,0.49,,,
Feb,10,13.00,0.04,0.04,-,10,18.80,-0.08,2.16,,,
Feb,10,13.50,0.07,0.06,12,60,15.90,-0.17,4.63,,,
Feb,10,14.00,0.20,0.22,281,277,13.80,-0.39,12.03,,,
Feb,10,14.50,0.49,0.44,-,14,14.00,-0.72,4.93,,,
Feb,10,15.00,0.92,-,-,10,14.10,-1.00,0.31,,,
Mar,10,12.00,0.01,0.10,-,47,18.10,-0.01,0.37,,,
Mar,10,12.50,0.04,0.16,-,5,17.90,-0.04,1.48,,,
Mar,10,13.00,0.11,0.23,10,44,17.80,-0.11,3.89,,,
Mar,10,13.50,0.21,0.24,18,306,16.30,-0.22,7.77,,,
Mar,10,14.00,0.42,0.31,43,217,16.10,-0.41,15.73,,,
Mar,10,14.50,0.75,0.57,10,30,16.10,-0.63,12.58,,,
Mar,10,15.00,1.15,1.43,-,16,16.10,-0.84,8.88,,,
Mar,10,15.50,1.61,-,-,-,16.10,-1.00,7.22,,,
Mar,10,16.00,2.09,-,-,-,16.10,-1.00,6.48,,,
Jun,10,12.00,0.10,0.44,-,11,20.00,-0.07,1.53,,,
Jun,10,12.50,0.15,0.17,-,58,18.80,-0.12,2.41,,,
Jun,10,13.00,0.25,0.23,12,18,18.10,-0.18,3.94,,,
Jun,10,13.50,0.39,0.33,6,47,17.40,-0.28,6.19,,,
Jun,10,14.00,0.58,0.50,20,101,16.50,-0.40,9.41,,,
Jun,10,14.50,0.85,1.56,-,5,15.70,-0.55,7.08,,,
Jun,10,15.00,1.24,-,-,-,16.50,-0.71,5.31,,,
Jun,10,15.50,1.66,-,-,-,16.50,-0.88,3.94,,,
Jun,10,16.00,2.11,-,-,-,16.50,-1.00,3.14,,,
Sep,10,12.50,0.33,0.29,10,-,20.30,-0.16,3.39,,,
Sep,10,13.00,0.46,0.58,-,1,19.50,-0.22,4.73,,,
Sep,10,13.50,0.64,1.06,-,6,19.20,-0.30,6.58,,,
Sep,10,14.00,0.85,0.78,7,13,18.50,-0.39,8.74,,,
Sep,10,14.50,1.15,-,-,-,18.90,-0.50,7.56,,,
Sep,10,15.00,1.48,-,-,-,19.10,-0.61,5.86,,,
Sep,10,15.50,1.85,-,-,-,19.20,-0.72,4.47,,,
Dec,10,13.00,0.59,0.61,-,10,19.90,-0.24,4.46,,,
Dec,10,15.00,1.58,-,-,-,18.80,-0.58,5.02,,,
Jun,11,14.00,1.38,1.60,-,69,22.10,-0.37,6.78,,,
Dec,12,13.00,1.63,-,-,-,26.30,-0.28,3.93,,,
Jun,14,16.00,3.61,3.65,-,3,27.50,-0.46,2.70,,,
Jun,14,16.50,3.77,3.80,-,2,26.00,-0.55,2.16,,,
Jan,10,1.40,0.00,0.07,-,25,70.70,-,1.37,,,
Jan,10,1.48,0.00,0.11,-,28,67.40,-0.02,2.74,,,
Jan,10,1.57,0.01,0.03,-,55,64.10,-0.05,6.86,,,
Jan,10,1.66,0.01,0.01,-,84,60.90,-0.11,13.72,,,
Jan,10,1.75,0.02,0.01,575,588,49.80,-0.17,27.44,,,
Jan,10,1.85,0.03,0.15,-,20,38.80,-0.33,41.17,,,
Jan,10,1.96,0.07,-,-,-,25.10,-0.73,20.58,,,
Jan,10,2.18,0.28,-,-,-,47.00,-0.94,6.86,,,
Feb,10,1.57,0.00,0.05,-,658,35.00,-0.04,1.83,,,
Feb,10,1.66,0.01,0.07,-,60,34.80,-0.10,4.57,,,
Feb,10,1.75,0.03,0.04,15,24,34.50,-0.21,13.72,,,
Feb,10,1.85,0.04,-,-,-,28.70,-0.35,20.58,,,
Feb,10,1.96,0.11,-,-,-,32.00,-0.58,22.87,,,
Feb,10,2.18,0.28,-,-,-,29.90,-0.94,2.29,,,
Mar,10,1.13,-,-,-,55,34.10,-,-,,,
Mar,10,1.22,-,-,-,100,34.00,-,-,,,
Mar,10,1.40,0.00,-,-,175,33.60,-0.01,0.27,,,
Mar,10,1.48,0.00,0.06,-,282,33.40,-0.03,1.10,,,
Mar,10,1.57,0.01,0.09,-,74,33.30,-0.07,2.74,,,
Mar,10,1.66,0.02,0.12,-,78,33.10,-0.14,5.49,,,
Mar,10,1.75,0.04,0.05,120,203,33.00,-0.24,10.98,,,
Mar,10,1.96,0.13,0.42,-,90,31.10,-0.54,19.21,,,
Mar,10,2.18,0.29,-,-,-,29.70,-0.87,2.74,,,
Mar,10,2.40,0.50,-,-,1,29.70,-1.00,-,,,
Mar,10,2.62,0.72,0.94,-,27,29.70,-1.00,-,,,
Jun,10,1.10,0.00,-,-,55,39.60,-0.01,0.24,,,
Jun,10,1.20,0.01,-,-,140,39.40,-0.02,0.60,,,
Jun,10,1.30,0.01,0.14,-,135,39.20,-0.05,1.19,,,
Jun,10,1.40,0.02,0.12,40,95,39.00,-0.08,2.39,,,
Jun,10,1.50,0.04,-,-,160,40.70,-0.14,4.77,,,
Jun,10,1.60,0.06,0.11,-,93,38.70,-0.19,7.16,,,
Jun,10,1.70,0.09,0.09,75,155,38.50,-0.26,10.74,,,
Jun,10,1.80,0.13,0.14,-,27,37.30,-0.34,14.92,,,
Jun,10,1.90,0.17,0.17,169,103,36.60,-0.42,19.69,,,
Jun,10,2.00,0.20,-,-,60,32.90,-0.53,12.53,,,
Jun,10,2.25,0.40,0.39,-,1,36.20,-0.73,5.37,,,
Sep,10,1.40,0.06,0.17,-,28,45.20,-0.14,4.57,,,
Sep,10,1.70,0.13,-,-,-,39.00,-0.27,9.53,,,
Sep,10,1.80,0.17,-,-,-,39.80,-0.34,13.34,,,
Sep,10,1.90,0.20,-,-,50,35.20,-0.41,14.87,,,
Sep,10,2.00,0.28,-,-,-,38.90,-0.47,13.34,,,
Dec,10,1.66,0.17,-,-,10,43.60,-0.27,9.24,,,
Dec,10,1.75,0.17,0.17,266,266,39.10,-0.31,9.80,,,
Dec,10,1.96,0.27,-,-,20,36.50,-0.43,11.48,,,
Dec,10,2.18,0.40,0.76,-,206,36.20,-0.57,6.72,,,
