Warrants Market - Daily,,,,,,,,,,,,
XAO 4877.7 at 16:36 18/3/2010  Report at 19:05 Thursday 18/3/2010. Processed 19:19 Thursday 18/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.30,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.145,0.15,0.115,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.08,0.085,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $24.88,,,,,,,,,,,,
ANZVMA,22.00,25/03/10,3:1,0.97,0.935,0.935,6,90,,,,
ANZWZJ,23.00,25/03/10,4:1,0.47,0.50,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.33,0.335,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.25,0.28,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.48,0.485,0.425,7.5,42,,,,
ANZVZA,24.00,29/04/10,4:1,0.50,0.53,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.215,0.22,0.16,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.20,0.205,0.135,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.073,0.078,0.05,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,1.475,1.48,1.11,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.635,0.64,0.53,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.41,0.415,-,-,-,,,,
ASX Ltd Last Sale Price $36.70,,,,,,,,,,,,
ASXVMA,37.00,25/03/10,4:1,0.093,0.097,0.835,-,-,,,,
ASXVMB,39.00,25/03/10,4:1,0.002,-,-,-,-,,,,
ASXVME,40.00,29/04/10,4:1,0.087,0.09,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.16,,,,,,,,,,,,
BHPVMA,37.00,25/03/10,4:1,1.545,-,1.58,-,-,,,,
