Warrants Market - Daily,,,,,,,,,,,,
XAO 4709.9 at 16:34 2/3/2010  Report at 19:05 Tuesday 2/3/2010. Processed 19:33 Tuesday 2/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.06,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.135,0.14,0.14,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.071,0.076,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $23.83,,,,,,,,,,,,
ANZVMA,22.00,25/03/10,3:1,0.67,0.685,0.33,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.355,0.385,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.25,0.255,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.21,0.24,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.305,0.31,0.30,12,4100,,,,
ANZVZA,24.00,29/04/10,4:1,0.465,0.495,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.145,0.15,0.12,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.18,0.185,0.18,13,300,,,,
ANZWOC,26.50,29/04/10,4:1,0.057,0.062,0.041,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,1.21,1.215,1.11,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.485,0.49,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.31,0.315,-,-,-,,,,
ASX Ltd Last Sale Price $35.46,,,,,,,,,,,,
ASXVMA,37.00,25/03/10,4:1,0.125,0.13,0.835,-,-,,,,
ASXVMB,39.00,25/03/10,4:1,0.034,0.037,-,-,-,,,,
ASXVME,40.00,29/04/10,4:1,0.079,0.084,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.09,,,,,,,,,,,,
BHPVMA,37.00,25/03/10,4:1,1.105,1.115,1.10,10,50,,,,
BHPVZA,42.00,25/03/10,4:1,0.415,0.445,0.42,-,-,,,,
BHPVMB,43.00,25/03/10,4:1,0.17,0.175,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.245,0.275,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.49,1.495,1.295,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,0.995,1.00,1.075,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,0.64,0.645,0.65,7,200,,,,
BHPVME,41.00,29/04/10,4:1,0.66,0.67,0.625,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.29,0.295,0.28,0.5,450,,,,
BHPVZC,44.00,29/04/10,4:1,0.625,0.655,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.145,0.15,0.145,1,3688,,,,
BHPWOJ,37.50,24/06/10,4:1,1.46,1.47,-,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,1.21,1.22,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.90,0.905,0.79,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.63,0.64,-,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.445,0.455,-,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.305,0.31,-,-,-,,,,
BlueScope Steel Last Sale Price $2.58,,,,,,,,,,,,
BSLWOB,2.75,25/03/10,2:1,0.041,0.046,-,-,-,,,,
BSLVMA,3.00,25/03/10,2:1,0.005,-,0.15,-,-,,,,
BSLWOA,3.00,25/03/10,2:1,0.009,0.014,0.014,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.195,0.20,-,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.087,0.092,-,-,-,,,,
Brambles Ltd Last Sale Price $7.11,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.165,0.17,-,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.094,0.099,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $54.92,,,,,,,,,,,,
CBAVMA,53.00,25/03/10,5:1,0.58,0.585,0.52,-,-,,,,
CBAVZL,53.00,25/03/10,5:1,0.645,0.675,0.475,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.355,0.36,0.34,4,1100,,,,
CBAVZM,55.00,25/03/10,5:1,0.435,0.465,-,-,-,,,,
CBAWOA,50.00,29/04/10,5:1,1.245,1.25,1.105,-,-,,,,
CBAWOB,55.00,29/04/10,5:1,0.535,0.54,0.51,3,540,,,,
CBAVME,57.00,29/04/10,5:1,0.37,0.375,0.375,6.5,100,,,,
CBAVZN,58.00,29/04/10,5:1,0.64,0.67,-,-,-,,,,
CBAWOC,59.00,29/04/10,5:1,0.225,0.23,0.215,5,940,,,,
CBAWOD,55.00,24/06/10,5:1,0.775,0.78,0.69,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.545,0.55,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,0.38,0.385,-,-,-,,,,
Computershare Ltd Last Sale Price $11.95,,,,,,,,,,,,
CPUVMA,13.00,25/03/10,2:1,0.03,-,0.56,-,-,,,,
CSL Ltd Last Sale Price $34.73,,,,,,,,,,,,
CSLWZC,32.00,25/03/10,4:1,-,-,0.20,-,-,,,,
CSLVMA,33.00,25/03/10,4:1,0.475,0.48,0.55,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.70,,,,,,,,,,,,
FMGVMA,4.50,25/03/10,3:1,0.13,0.135,0.13,-,243,,,,
Insurance Aust Grp Last Sale Price $4.09,,,,,,,,,,,,
IAGVMA,4.00,25/03/10,3:1,0.057,0.06,0.061,2.2,150,,,,
Incitec Pivot Last Sale Price $3.42,,,,,,,,,,,,
IPLVMA,3.00,25/03/10,2:1,0.23,0.235,0.27,-,-,,,,
Lihir Gold Ltd Last Sale Price $2.78,,,,,,,,,,,,
LGLWOE,3.00,25/03/10,2:1,0.04,0.045,0.028,-,-,,,,
LGLWOD,3.25,25/03/10,2:1,0.01,0.015,0.021,-,-,,,,
LGLVMA,3.50,25/03/10,2:1,0.001,-,0.01,-,-,,,,
LGLWOF,4.00,25/03/10,2:1,0.001,0.011,0.048,-,-,,,,
LGLWOG,3.00,27/05/10,2:1,0.095,0.10,-,-,-,,,,
LGLWOH,3.25,27/05/10,2:1,0.061,0.066,-,-,-,,,,
LGLWOI,3.50,27/05/10,2:1,0.041,0.046,-,-,-,,,,
Macq Grp Ltd Last Sale Price $46.17,,,,,,,,,,,,
MQGVZH,50.00,25/03/10,5:1,0.355,0.385,0.40,-23,40,,,,
MQGVZI,52.00,25/03/10,5:1,0.25,0.28,-,-,-,,,,
MQGVZJ,55.00,29/04/10,5:1,0.455,0.485,-,-,-,,,,
MQGWOA,55.00,29/04/10,6:1,0.086,0.091,0.076,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,0.32,0.325,0.32,2.5,32,,,,
MQGWOE,60.00,24/06/10,6:1,0.10,0.105,-,-,-,,,,
National Aust Bank Last Sale Price $25.60,,,,,,,,,,,,
NABWZJ,28.00,25/03/10,4:1,0.07,0.084,-,-,-,,,,
NABVMA,29.00,25/03/10,5:1,0.009,-,0.075,-,-,,,,
NABWZK,30.00,25/03/10,4:1,0.016,0.04,-,-,-,,,,
NABVMB,31.00,25/03/10,5:1,0.001,-,0.036,-,-,,,,
NABVZA,28.00,29/04/10,4:1,0.29,0.32,0.31,-,-,,,,
NABWOA,28.50,29/04/10,4:1,0.10,0.105,0.091,-,-,,,,
NABWOB,30.50,29/04/10,4:1,0.035,0.04,0.043,-,-,,,,
NABVME,33.00,29/04/10,5:1,0.005,-,0.079,-,-,,,,
NABWOC,33.00,29/04/10,4:1,0.009,0.014,0.037,-,-,,,,
NABWOD,28.00,24/06/10,4:1,0.205,0.21,0.185,-,-,,,,
NABWOE,30.00,24/06/10,4:1,0.10,0.105,0.105,-,-,,,,
NABWOF,32.50,24/06/10,4:1,0.05,0.055,-,-,-,,,,
Newcrest Min Last Sale Price $32.51,,,,,,,,,,,,
NCMVMA,35.00,25/03/10,4:1,0.12,0.125,0.13,5.9,280,,,,
NCMWOC,35.00,25/03/10,4:1,0.11,0.115,0.074,-,-,,,,
NCMVMB,37.00,25/03/10,4:1,0.048,-,0.11,-,-,,,,
NCMWOD,37.50,25/03/10,4:1,0.028,0.033,0.072,-,-,,,,
NCMVZC,38.00,25/03/10,4:1,0.078,0.092,0.28,-,-,,,,
NCMWOE,40.00,25/03/10,4:1,0.008,0.013,0.031,-,-,,,,
NCMVZD,35.00,29/04/10,4:1,0.60,0.63,0.67,-,-,,,,
NCMVME,39.00,29/04/10,4:1,0.115,0.12,0.078,-,-,,,,
NCMWOF,36.00,27/05/10,4:1,0.315,0.325,-,-,-,,,,
NCMWOG,39.00,27/05/10,4:1,0.155,0.165,-,-,-,,,,
News Corp Last Sale Price $17.87,,,,,,,,,,,,
NWSVMA,18.00,25/03/10,4:1,0.13,0.135,0.55,-,-,,,,
NWSVME,20.00,29/04/10,4:1,0.071,0.074,0.375,-,-,,,,
Oil Search Ltd Last Sale Price $5.36,,,,,,,,,,,,
OSHVMA,6.50,25/03/10,2:1,0.001,-,0.006,-,-,,,,
OSHVME,6.00,29/04/10,2:1,0.033,-,0.06,-,-,,,,
OZ Minerals Last Sale Price $1.08,,,,,,,,,,,,
OZLWOB,1.05,25/03/10,2:1,0.044,0.049,-,-,-,,,,
OZLWOA,1.25,25/03/10,2:1,0.015,0.02,-,-,-,,,,
Paladin Energy Last Sale Price $3.72,,,,,,,,,,,,
PDNVMA,4.00,25/03/10,2:1,0.042,0.045,0.042,-,-,,,,
PDNVME,5.00,29/04/10,2:1,0.015,-,0.05,-,-,,,,
Qantas Airways Last Sale Price $2.70,,,,,,,,,,,,
QANVMA,2.50,25/03/10,2:1,0.125,0.13,0.155,-,-,,,,
QANVME,3.50,29/04/10,2:1,0.005,-,0.048,-,-,,,,
QBE Insurance Grp Last Sale Price $21.10,,,,,,,,,,,,
QBEVMA,23.00,25/03/10,4:1,0.015,0.03,0.031,-,-,,,,
QBEWOA,23.00,25/03/10,4:1,0.016,0.021,0.025,-,-,,,,
QBEVMB,25.00,25/03/10,4:1,0.001,-,0.074,-,-,,,,
QBEWOD,26.00,25/03/10,4:1,0.004,0.014,0.015,-,-,,,,
QBEVME,27.00,29/04/10,4:1,0.001,-,0.27,-,-,,,,
QBEWOE,23.50,27/05/10,4:1,0.099,0.105,0.10,-2.5,5300,,,,
QBEWOF,26.50,27/05/10,4:1,0.024,0.029,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $72.02,,,,,,,,,,,,
RIOVMA,65.00,25/03/10,6:1,1.355,1.36,1.285,-,-,,,,
RIOVMB,70.00,25/03/10,6:1,0.73,0.735,0.75,-,-,,,,
RIOVZC,72.00,25/03/10,6:1,0.725,0.755,-,-,-,,,,
RIOVMC,75.00,25/03/10,6:1,0.365,0.37,0.39,14,200,,,,
RIOVZD,75.00,25/03/10,6:1,0.515,0.545,-,-,-,,,,
RIOWOD,73.00,29/04/10,6:1,0.69,0.695,0.73,14,430,,,,
RIOVZE,75.00,29/04/10,6:1,1.145,1.175,-,-,-,,,,
RIOVME,80.00,29/04/10,6:1,0.40,0.405,0.405,2.5,120,,,,
RIOWOE,80.00,29/04/10,6:1,0.31,0.315,0.27,-,-,,,,
RIOVMF,85.00,29/04/10,6:1,0.21,0.215,0.21,-,-,,,,
RIOWOC,85.00,29/04/10,6:1,0.165,0.17,0.18,2,500,,,,
RIOWOF,72.50,24/06/10,6:1,1.215,1.22,1.23,7,205,,,,
RIOWOJ,79.00,24/06/10,6:1,0.725,0.73,-,-,-,,,,
RIOWOK,86.00,24/06/10,6:1,0.425,0.43,-,-,-,,,,
Santos Ltd Last Sale Price $13.40,,,,,,,,,,,,
STOWOB,14.00,25/03/10,4:1,0.073,0.078,-,-,-,,,,
STOVMA,15.00,25/03/10,3:1,0.016,-,0.024,-,-,,,,
