Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5356.4 at 2014-12-23T16:38:37. Report at Tuesday, December 23, 2014. Processed Wednesday at 2014-12-24T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
109.65,104.50,106.10,106.10,HBSHB,Heritage Bank bondjun17,106.10,11,117.983,106.10,107.00,100.00,7.250q,20/12/14,20/06/17h,100.00,3.6,,
Floating Rate Notes,,
109.00,102.401,104.399,103.70,AGLHA,AGL Energy frn jun39,104.399,26,270.012,103.70,104.40,100.00,6.510q,8/03/15,8/06/19i,100.00,+3.0,,
105.49,100.40,105.25,105.00,AMPHA,AMP frn dec23,105.20,20,207.425,104.10,105.20,100.00,5.420q,16/03/15,18/12/18i,100.00,+1.6,,
105.91,102.70,103.70,103.00,ANZHA,ANZ Banking Grp frn jun22,103.70,127,1315.24,103.70,103.96,100.00,5.400q,20/12/14,20/6/17i,100.00,+1.3,,
109.00,104.00,104.99,104.55,AQHHA,APT Pipelines notesep72,104.72,75,781.173,104.59,104.72,100.00,7.198q,31/12/14,31/03/18i,100.00,+3.1,,
105.75,101.50,-,-,AYUHA,Aust Unity frn apr16,102.20,-,-,103.05,103.39,100.00,6.265q,14/01/15,14/04/16i,100.00,+2.7,,
82.00,72.20,80.00,79.50,BENHB,Bendigo & Adelaide Bk cap. note,80.00,2,19.870,79.00,80.00,100.00,3.78q,30/08/13,undated,100.00,+2.8,,
109.50,104.50,105.50,105.00,CTXHA,Caltex Aust notesep37,105.50,49,516.747,105.20,105.80,100.00,7.250q,17/03/15,15/06/17i,100.00,+2.4,,
104.98,101.021,102.49,102.35,CNGHA,Colonial Hldgs frn mar37,102.49,108,1110.54,102.431,102.49,100.00,5.990q,29/12/14,31/3/17i,100.00,+2.2,,
101.40,99.60,101.16,100.91,CBAHA,C'wlth Bank  of Aust bonddec15,101.00,5,55.358,100.91,101.06,100.00,3.760q,15/01/15,24/12/15h,100.00,+.8,,
112.39,104.20,106.60,106.30,CWNHA,Crown Resorts notesep72,106.30,18,191.182,106.30,106.56,100.00,7.750q,14/03/15,14/09/18i,100.00,+3.2,,
