Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4651.4 at 16:47 11/12/2009  Report at 19:05 Friday 11/12/2009. Processed 18:55 Sunday 13/12/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,-,-,LEPHB,ALE Prop Grp 7.265un11,101.60,-,-,101.50,102.25,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.5
100.00,96.00,-,-,ACDHC,Aust Central 9% un15,99.50,-,-,96.40,-,100.00,9.0q,1/01/10,31/07/10i,100,13.1
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,1,10.2,102.00,-,100.00,7.82,-,7/09/2012,-,-
101.50,100.50,101.00,101.00,BZBHA,Brookfield Bonds B 8.79%3m12,101.00,47,472.175,101.50,105.00,100.00,8.79,-,23/11/2012,-,-
570.00,200.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,560.00,-,-,560.00,570.00,1000.00,7.25sa,15/03/10,3/05/12m,-,38.2
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
105.70,102.00,104.50,104.00,HBSHA,Heritage Bld Soc 10%3mth19,104.50,5,52.372,104.00,104.50,100.00,10,-,25/10/2019,-,-
0.90,0.80,0.85,0.85,MSCHE,Minerals Corp 10.5%db09,0.85,6,-,0.835,0.85,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1724.00,n/a,1/02/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,4091.00,n/a,1/02/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4362.00,n/a,1/02/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
28.00,5.25,-,-,AFPHA,Alpha Financial Prod ser1frn12,13.50,-,-,14.50,18.00,100.00,6.18sa,20/03/10,20/03/12m,100,129.3
114.00,100.00,109.00,108.60,AQNHA,AMP Grp Finance frn apr19,109.00,16,176.495,108.65,109.00,100.00,8.755q,17/02/10,15/05/14i,100,1.3
72.00,47.20,65.25,64.25,BENHB,Bendigo & Adelaide cap. note,64.25,12,76.296,64.00,67.40,100.00,4.80q,2/03/10,undated,100,4.9
53.00,13.00,-,-,GINHA,Generator Income gennote2,46.50,-,-,46.50,49.90,100.00,5.670q,8/01/10,8/10/11m,100,52.3
98.00,89.00,96.849,96.449,HLCHA,Halcyon Sec hlcnte10,96.849,5,51.456,96.05,96.77,100.00,7.37q,3/02/10,3/08/10m,100,10.3
83.00,29.00,76.00,75.00,MBLHB,Macq Bank Ltd inc sec,75.00,17,129.022,75.00,76.35,100.00,5.41q,15/01/10,undated,100,4.5
0.231,0.021,-,-,MFNHA,Macq Fortress frn aug35,0.18,-,-,0.18,0.21,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,58.00,77.80,76.25,NABHA,National Aust Bank natincsec,76.25,92,709.455,76.50,76.90,100.00,5.255q,15/02/10,undated,100,3.6
98.50,60.00,-,-,NXBHB,Nexus Bonds Ltd frn dec09,98.50,-,-,-,-,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,-,-,NXBHC,  nexus3,65.00,-,-,70.00,72.00,100.00,6.11q,14/12/09,14/12/10m,100,51.0
59.80,39.00,-,-,NXBHD,  nexus4,55.35,-,-,56.00,57.997,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,91.00,90.50,SAKHA,Sthn Cross Air skies,90.50,40,362.694,90.10,90.50,100.00,5.170q,27/01/10,1/01/12i,100,7.8
