Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5346.2 at 2015-01-06T16:38:06. Report at Tuesday, January 6, 2015. Processed Wednesday at 2015-01-07T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
109.65,104.50,106.20,106.20,HBSHB,Heritage Bank bondjun17,106.20,-,3.717,106.50,107.00,100.00,7.250q,20/03/15,20/06/17h,100.00,4.7,,
101.20,101.00,101.20,101.00,URFHA,US Masters Res Prop Fd 7.75nte19,101.00,2,20.220,101.00,110.00,100,7.75,-,19/12/19,-,-,,
Floating Rate Notes,,
109.00,102.401,104.80,104.11,AGLHA,AGL Energy frn jun39,104.80,35,368.280,104.12,104.80,100.00,6.515q,8/03/15,8/06/19i,100.00,+2.7,,
105.49,100.75,105.05,105.05,AMPHA,AMP frn dec23,105.05,2,21.850,104.01,104.90,100.00,5.420q,16/03/15,18/12/18i,100.00,+1.3,,
105.91,102.70,103.82,103.60,ANZHA,ANZ Banking Grp frn jun22,103.82,13,135.527,103.82,104.48,100.00,5.528q,20/03/15,20/6/17i,100.00,+1.2,,
109.00,104.00,105.90,105.40,AQHHA,APT Pipelines notesep72,105.90,41,432.974,105.55,105.90,100.00,7.247q,31/03/15,31/03/18i,100.00,+2.6,,
105.75,101.50,102.80,102.80,AYUHA,Aust Unity frn apr16,102.80,4,40.709,102.80,104.50,100.00,6.265q,14/01/15,14/04/16i,100.00,+1.2,,
82.00,72.20,-,-,BENHB,Bendigo & Adelaide Bk cap. note,79.50,-,-,80.00,86.50,100.00,3.78q,30/08/13,undated,100.00,+2.6,,
109.50,104.50,106.00,106.00,CTXHA,Caltex Aust notesep37,106.00,2,22.366,106.00,106.40,100.00,7.240q,17/03/15,15/06/17i,100.00,+2.3,,
104.98,101.021,103.22,103.00,CNGHA,Colonial Hldgs frn mar37,103.15,25,258.519,103.00,103.15,100.00,6.020q,29/03/15,31/3/17i,100.00,+1.8,,
101.40,99.60,100.49,100.31,CBAHA,C'wlth Bank  of Aust bonddec15,100.45,22,220.992,100.25,100.45,100.00,3.760q,15/01/15,24/12/15h,100.00,+.5,,
112.39,104.20,106.40,106.30,CWNHA,Crown Resorts notesep72,106.40,4,37.209,106.40,107.00,100.00,7.740q,14/03/15,14/09/18i,100.00,+3.2,,
105.80,100.80,-,-,IMFHA,IMF Bentham bnd jun19,105.25,-,-,104.40,105.25,100,6.90,6/01/15,30/06/19,-,-,,
89.25,78.50,80.90,80.20,MBLHB,Macquarie Bank inc sec,80.20,14,114.587,80.20,80.90,100.00,4.41q,15/01/15,undated,100.00,+3.0,,
83.00,74.052,78.50,78.20,NABHA,National Aust Bank natincsec,78.30,35,271.526,78.22,78.30,100.00,4.025q,16/02/15,undated,100.00,+2.6,,
105.70,102.30,104.58,103.26,NABHB,  notejun22,103.26,21,221.031,103.27,104.25,100.00,5.520q,18/03/15,18/6/17i,100.00,+1.5,,
98.00,91.50,-,-,NXBHD,Nexus Bonds nexus4,98.00,-,-,97.00,98.50,100.00,5.54q,20/05/15,23/06/15m,100.00,n/a,,
105.50,98.40,101.74,101.02,ORGHA,Origin Energy frn dec71,101.74,36,363.480,101.10,101.65,100.00,6.775q,22/03/15,22/12/16i,100.00,+3.2,,
105.40,101.10,101.75,101.35,PRYHA,Primary Health Care bondsep15,101.75,20,202.985,101.40,101.75,100.00,6.747q,29/03/15,28/09/15i,100.00,+1.8,,
80.50,70.05,77.61,77.60,SBKHB,Suncorp-Metway cap. note,77.60,3,24.833,77.60,79.50,100.00,3.53q,15/02/15,undated,100.00,+2.0,,
107.25,102.65,104.506,104.50,TAHHB,Tabcorp Hldgs notemar37,104.50,6,62.283,104.50,105.50,100.00,6.775q,22/03/15,22/3/17i,100.00,+2.0,,
107.50,102.80,-,-,TTSHA,Tatts Grp bondjul19,103.90,-,-,104.90,105.50,100.00,5.840q,5/04/15,5/06/19h,100.00,+2.1,,
105.95,102.15,104.203,103.83,WBCHA,Westpac Banking frn aug22,104.20,53,552.228,103.83,104.20,100.00,5.475q,23/02/15,23/8/17i,100.00,+1.3,,
104.10,99.92,102.60,102.10,WBCHB,  frn aug23,102.10,47,480.394,102.15,102.60,100.00,5.075q,22/02/15,22/8/18i,100.00,+1.9,,
107.00,103.00,104.34,103.91,WOWHC,Woolworths frn nov36,104.34,19,198.695,104.00,104.34,100.00,5.975q,24/02/15,24/11/16i,100.00,+1.2,,
Convertible Notes,,
2.15,1.90,2.00,1.90,AZZG,Antares Energy 10% cn23,2.00,13626,2595.92,1.95,2.00,2.00,10.0q,31/01/15,31/10/13h,2.00,10.3,,
122.00,113.25,117.05,117.05,AFIG,Aust Foundation 6.25% cn,117.05,8,97.151,117.00,117.05,100.00,6.25sa,28/02/15,28/02/17h,-,n/a,,
100.40,99.90,-,-,CTNG,Contango Microcap 5.5 cn20,100.40,-,-,100.05,100.40,100,5.50,-,31/03/20,-,-,,
23.50,23.50,-,-,CGNG,Crater Gold Mining 10% cn,23.50,-,-,23.50,35.00,25,10.00,31/12/14,21/08/17,-,-,,
109.50,102.00,103.90,103.82,IANG,IAG Finance (NZ) exch.note,103.85,22,225.643,103.82,103.90,100.00,4.725q,15/03/15,15/12/19h,100.00,+3.2,,
.34,.145,-,-,KBLGA,KBL Mining 10% cn,.278,-,-,.20,.27,.38,10.00,31/12/14,5/08/16,-,-,,
105.75,93.90,103.00,102.50,MYBG,MYOB Finance sub.nte17,102.50,25,256.621,102.52,103.15,100.00,9.278q,20/03/15,20/12/17h,100.00,+5.8,,
83.15,73.00,80.20,80.00,NFNG,Nufarm Finance (NZ) exc.nov11,80.00,4,31.087,80.00,80.10,100.00,6.635sa,15/04/15,undated,100.00,+5.9,,
110.00,102.60,-,-,PPCG,Peet 9.5% cn,106.00,-,-,105.00,106.50,100.00,9.5sa,16/06/15,16/06/16h,100.00,5.5,,
.45,.35,-,-,SKSG,Stokes 10% cn,.45,-,-,.44,.50,.35,10.00,5/01/15,30/06/17,-,-,,
Hybrid Securities,,
104.30,99.251,101.95,101.399,ANZPA,ANZ Banking Grp pref cps2,101.50,58,585.038,101.50,101.79,100.00,4.088q,15/03/15,15/12/16i,100.00,+2.5,,
105.90,98.499,101.90,101.15,ANZPC,  pref cps3,101.70,35,356.527,101.33,101.70,100.00,4.022sa,1/03/15,1/09/17i,100.00,+3.2,,
107.60,98.131,101.55,100.60,ANZPD,  cap note,101.50,52,522.920,101.50,101.55,100.00,4.237sa,1/03/15,1/09/21i,100.00,+3.2,,
105.48,97.40,99.748,99.30,ANZPE,  cap note2,99.35,78,780.350,99.25,99.35,100.00,4.132sa,24/03/15,24/03/22i,100.00,+3.6,,
110.15,103.00,106.80,106.00,BOQPD,Bank of Qld pref,106.05,21,226.154,106.05,106.60,100.00,5.485sa,15/04/15,15/04/18i,100.00,+3.6,,
100.61,97.20,100.60,99.60,BENPB,Bendigo & Adelaide Bk pref,100.60,4,40.031,99.60,100.60,100.00,2.975q,15/03/15,15/06/15h,100.00,+.7,,
110.00,103.15,104.90,104.90,BENPD,  pref,104.90,4,36.715,104.90,104.98,100.00,5.418sa,13/03/15,13/12/17i,100.00,+3.3,,
99.50,97.50,98.45,98.26,BENPE,  pref 2,98.45,11,105.423,98.27,98.55,100.00,4.162sa,28/02/15,30/11/20i,100.00,+3.6,,
99.98,97.90,99.00,98.81,CGFPA,Challenger cap note,98.81,5,51.255,98.81,98.90,100.00,4.278q,25/02/15,25/05/20i,100.00,+4.0,,
2.17,1.90,-,-,CAMPA,Clime Capital 7.5% pref,1.90,-,-,1.90,1.93,2.40,2.615q,6/04/15,30/04/17i,2.40,+10.5,,
107.40,100.00,103.49,103.02,CBAPC,C'wlth Bank  of Aust perls vi,103.49,40,416.271,103.06,103.49,100.00,4.578q,17/03/15,15/12/18i,100.00,+2.9,,
98.49,94.96,97.65,97.41,CBAPD,  perls vii,97.60,113,1098.64,97.40,97.60,100.00,3.878q,15/03/15,15/12/22i,100.00,+3.2,,
62.25,17.00,-,-,ELDPA,Elders hybrids,60.05,-,-,61.01,61.99,100.00,3.479q,31/03/15,undated,100.00,n/a,,
110.00,99.00,103.00,102.00,GMPPA,Goodman Plus Tr stepup pf,103.00,1,5.207,102.00,103.15,100.00,6.647q,31/03/15,31/12/17i,100.00,+2.9,,
107.50,100.85,102.10,101.81,IAGPC,Insurance Aust Grp cps,102.10,11,115.465,101.93,102.10,100.00,4.736sa,1/02/15,1/05/17i,100.00,+3.5,,
99.79,96.00,99.45,99.05,MBLPA,Macquarie Bank cap note,99.40,46,459.097,99.05,99.40,100.00,5.179sa,24/03/15,24/03/20i,100.00,+3.6,,
107.00,99.65,102.15,101.55,MQGPA,Macquarie Grp cap.nte,102.12,12,120.324,101.60,102.00,100.00,5.769sa,9/03/15,7/06/18i,100.00,+3.3,,
94.50,81.981,88.50,88.30,MXUPA,Multiplex Sites sites,88.40,6,49.234,88.40,88.50,100.00,6.647q,16/01/15,undated,100.00,+4.9,,
104.249,97.51,100.23,100.01,NABPA,National Aust Bank cps,100.23,64,642.114,100.12,100.23,100.00,4.185qtly,20/03/15,20/03/19i,100.00,+3.2,,
105.30,97.05,99.78,99.45,NABPB,  cps ii,99.74,70,695.600,99.45,99.70,100.00,4.193qtly,17/03/15,17/12/20i,100.00,+3.4,,
16.50,7.00,-,-,PXUPA,PaperlinX SPS Tr pref,12.00,-,-,11.50,12.50,100.00,7.460sa,30/06/15,undated,100.00,n/a,,
198.00,191.50,194.81,194.66,PCAPA,Preferred Capital perls iii,194.75,26,501.883,194.80,195.70,200.00,2.659q,6/04/15,6/04/16i,200.00,+3.3,,
109.49,102.57,-,-,RHCPA,Ramsay Health Care cares,105.50,-,-,105.25,105.89,100.00,5.299sa,20/04/15,undated,100.00,+4.0,,
