Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4654.2 at 16:36 13/9/2010  Report at 19:05 Monday 13/9/2010. Processed 19:10 Monday 13/9/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,99.50,103.00,103.00,LEPHB,ALE Prop Grp 7.265un11,103.00,2,20.6,101.20,103.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,10.0
102.50,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,101.50,-,-,101.50,102.00,100.00,7.82,-,7/09/2012,-,-
105.25,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,104.39,-,-,103.00,103.70,100.00,8.79,-,23/11/2012,-,-
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
109.00,102.00,-,-,HBSHA,Heritage Bld Soc 10%3mth19,107.50,-,-,107.55,108.25,100.00,10.000q,17/11/10,27/10/14i,100,2.8
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,965.66,n/a,1/11/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3543.00,n/a,1/11/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,3743.00,n/a,1/11/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,-,-,LEPHC,ALE Prop Grp frn3mth14,102.00,-,-,102.00,102.70,100.00,8.7,-,20/8/2014,-,-
38.00,10.196,-,-,AFPHA,Alpha Financial Prod ser1frn12,38.00,-,-,36.00,38.00,100.00,7.14sa,20/09/10,20/03/12m,100,77.0
114.00,106.10,109.30,109.30,AQNHA,AMP Grp Finance frn apr19,109.30,4,48.092,109.30,110.25,100.00,9.490q,17/11/10,15/05/14i,100,2.1
72.00,62.00,-,-,BENHB,Bendigo & Adelaide cap. note,65.21,-,-,65.21,68.00,100.00,.00q,30/11/10,undated,100,4.2
83.00,44.00,82.50,82.05,GINHA,Generator Income gennote2,82.50,17,141.659,82.05,82.90,100.00,6.840q,8/10/10,8/10/11m,100,23.1
83.00,67.10,73.98,73.50,MBLHB,Macq Bank Ltd inc sec,73.98,12,92.167,73.85,73.98,100.00,6.58q,15/10/10,undated,100,4.4
0.231,0.15,-,-,MFNHA,Macq Fortress frn aug35,0.16,-,-,0.16,0.20,1.00,n/a,30/09/10,31/08/35m,1,n/a
86.65,73.20,77.80,77.302,NABHA,National Aust Bank natincsec,77.60,123,956.739,77.50,77.80,100.00,6.00q,15/11/10,undated,100,3.3
98.00,62.50,97.00,97.00,NXBHC,Nexus Bonds Ltd nexus3,97.00,10,97,96.80,98.50,100.00,7.66q,14/09/10,14/12/10m,100,15.9
65.50,55.00,65.00,65.00,NXBHD,  nexus4,65.00,1,6.5,64.90,65.50,100.00,7.00q,20/11/10,23/06/15m,100,n/a
96.00,82.01,95.50,95.30,SAKHA,Sthn Cross Air skies,95.30,3,24.79,95.25,95.50,100.00,6.640q,27/10/10,1/01/12i,100,7.0
72.00,61.00,66.25,66.00,SUNHB,Suncorp-Metway cap. note,66.25,17,112.783,66.25,67.00,100.00,5.50q,15/11/10,undated,100,4.0
107.95,102.20,105.00,104.50,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.70,5,55.395,104.70,105.00,100.00,8.990q,17/11/10,1/05/14i,100,3.0
99.25,95.00,99.00,98.50,WOWHB,Woolworths Ltd perp.frn,99.00,20,192.94,98.20,99.00,100.00,6.008q,15/09/10,15/09/11i,100,3.8
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.07,1.00,0.1,-,1/04/2015,-,-
1.03,0.73,1.02,1.02,AGIG,Ainsworth Game Tech 10% cn11,1.02,141,14.353,1.02,1.029,1.30,8.0sa,31/12/10,31/12/11m,1.3,31.1
