Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4578.3 at 16:37 8/9/2010  Report at 19:05 Wednesday 8/9/2010. Processed 19:09 Wednesday 8/9/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,99.50,-,-,LEPHB,ALE Prop Grp 7.265un11,104.50,-,-,101.20,106.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,8.4
102.50,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,101.50,-,-,101.50,102.00,100.00,7.82,-,7/09/2012,-,-
105.25,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,105.25,-,-,104.50,105.25,100.00,8.79,-,23/11/2012,-,-
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
109.00,102.00,108.50,108.50,HBSHA,Heritage Bld Soc 10%3mth19,108.50,1,10.85,108.00,108.50,100.00,10.000q,17/11/10,27/10/14i,100,2.7
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,965.66,n/a,1/11/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3543.00,n/a,1/11/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,3743.00,n/a,1/11/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,-,-,LEPHC,ALE Prop Grp frn3mth14,102.00,-,-,102.00,102.70,100.00,8.7,-,20/8/2014,-,-
38.00,10.196,-,-,AFPHA,Alpha Financial Prod ser1frn12,36.60,-,-,36.00,43.00,100.00,7.14sa,20/09/10,20/03/12m,100,79.5
114.00,106.10,109.89,109.45,AQNHA,AMP Grp Finance frn apr19,109.75,15,158.994,109.60,109.89,100.00,9.490q,17/11/10,15/05/14i,100,1.9
72.00,62.00,66.50,66.00,BENHB,Bendigo & Adelaide cap. note,66.50,3,20.898,65.51,66.00,100.00,.00q,30/11/10,undated,100,4.0
82.50,44.00,82.50,82.00,GINHA,Generator Income gennote2,82.00,12,98.5,82.00,84.999,100.00,6.840q,8/10/10,8/10/11m,100,23.5
83.00,67.10,74.05,74.00,MBLHB,Macq Bank Ltd inc sec,74.00,36,263.01,73.00,74.00,100.00,6.58q,15/10/10,undated,100,4.3
0.231,0.15,-,-,MFNHA,Macq Fortress frn aug35,0.159,-,-,0.159,0.20,1.00,n/a,30/09/10,31/08/35m,1,n/a
86.65,73.20,77.79,77.20,NABHA,National Aust Bank natincsec,77.40,215,1666.66,77.25,77.749,100.00,6.00q,15/11/10,undated,100,3.2
98.00,60.00,-,-,NXBHC,Nexus Bonds Ltd nexus3,96.60,-,-,96.80,98.50,100.00,7.66q,14/09/10,14/12/10m,100,16.9
65.50,55.00,-,-,NXBHD,  nexus4,65.00,-,-,65.00,66.00,100.00,7.00q,20/11/10,23/06/15m,100,n/a
96.00,82.01,95.60,95.50,SAKHA,Sthn Cross Air skies,95.60,6,54.485,95.50,95.70,100.00,6.640q,27/10/10,1/01/12i,100,6.6
72.00,60.50,65.70,65.70,SUNHB,Suncorp-Metway cap. note,65.70,2,15.111,65.70,66.00,100.00,5.50q,15/11/10,undated,100,4.0
107.95,102.20,104.60,103.70,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.60,49,509.043,104.60,104.80,100.00,8.990q,17/11/10,1/05/14i,100,3.0
99.25,95.00,99.00,98.75,WOWHB,Woolworths Ltd perp.frn,98.98,24,237.402,98.75,98.98,100.00,6.008q,15/09/10,15/09/11i,100,2.1
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.07,1.00,0.1,-,1/04/2015,-,-
1.03,0.705,1.021,1.02,AGIG,Ainsworth Game Tech 10% cn11,1.02,83,8.442,1.02,1.029,1.30,8.0sa,31/12/10,31/12/11m,1.3,30.9
2.07,1.90,-,-,AZZG,Antares Energy 10% cn13,1.98,-,-,1.86,2.03,2.00,10.0q,31/10/10,31/10/13h,-,n/a
0.58,0.20,0.20,0.20,BECG,Becton Prop Grp 9.5% cn12,0.20,500,10,0.195,0.29,0.65,9.5sa,31/12/10,30/06/12m,0.65,77.6
0.23,0.10,-,-,BPKG,Bremer Park Ltd 7% cn10,0.10,-,-,0.10,0.16,1.00,7.0sa,23/12/10,23/12/10m,1,n/a
0.19,0.12,-,-,CBDG,CBD Energy Ltd 12.5% cn,0.145,-,-,0.145,0.16,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,-,-,CCYG,China Century Capitl 12%  cn12,0.90,-,-,0.85,0.89,1.00,12.0q,30/09/10,30/09/10m,1,n/a
1.055,0.901,-,-,DRAG,Dragon Min Ltd 10% cn11,1.051,-,-,1.052,-,1.05,10.0q,30/09/10,10/02/11m,1.05,15.0
0.60,0.60,-,-,FARGA,FAR Ltd 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.76,2.15,2.76,2.75,HSKG,Heemskirk Cons 8% cn11,2.76,209,57.495,2.75,2.76,3.00,12.0q,30/09/10,29/04/11m,3,29.8
103.50,84.65,102.10,101.65,IANG,IAG Finance (Nz) exch.note,101.65,26,261.955,101.65,101.85,100.00,6.236q,15/09/10,15/12/19h,100,3.7
0.14,0.08,-,-,MSTG,Metal Storm Ltd 10% cn11,0.08,-,-,0.08,0.10,0.14,12.0q,22/09/10,1/09/11m,0.14,84.5
0.15,0.071,-,-,MSTGA,  sec cn11,0.072,-,-,0.072,0.145,0.135,-,-,9/01/2011,-,-
95.50,51.00,52.00,51.00,NFNG,Nufarm Finance (Nz) exc.nov11,51.00,328,1687.07,50.601,51.00,100.00,6.710sa,15/10/10,24/11/11i,100,77.8
0.12,0.04,-,-,RSNG,Renison Cons 12% cn12,0.09,-,-,0.06,0.088,0.33,0.12,-,31/3/2012,-,-
1.28,0.675,1.15,1.08,RSGG,Resolute Min 12% cn12,1.15,1100,122.5,1.085,1.18,0.50,12.0q,21/12/10,31/12/12m,-,n/a
100.00,94.25,99.20,99.20,SKAG,Skycity Invest aces,99.20,150,1488,99.20,99.80,100.00,5.011q,15/09/10,15/12/10h,100,-1.6
0.55,0.45,-,-,SURG,Sun Res NL 12%  cn11,0.45,-,-,-,-,0.55,12.0q,23/10/10,30/6/11m,0.55,45.1
0.27,0.08,-,-,VHLG,Virax Hldgs cn dec11,0.10,-,-,-,-,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
105.40,99.00,104.99,103.503,ANZPA,ANZ Banking Grp pref,104.80,71,742.789,104.00,104.80,100.00,5.606q,15/09/10,15/12/16i,100,2.1
103.00,95.50,101.90,101.50,ANZPB,  pref,101.50,36,368.054,101.015,101.50,100.00,5.186q,15/09/10,15/06/14i,100,2.0
90.60,73.00,90.10,90.00,AAZPB,Australand Assets assets,90.00,11,95.424,90.00,90.60,100.00,9.640q,30/09/10,undated,100,n/a
104.00,97.50,103.66,103.66,BOQPA,Bank of Qld reset prf,103.66,2,17.104,103.66,103.80,100.00,5.124sa,15/10/10,15/10/10h,100,n/a
93.50,81.50,90.70,90.35,BOQPC,  pref,90.35,21,193.805,90.35,90.50,100.00,4.767sa,15/10/10,17/12/12i,100,7.8
103.00,95.00,102.15,102.15,BENPA,Bendigo & Adelaide pref,102.15,3,27.172,102.10,102.35,100.00,6.16sa,1/11/10,1/11/12h,100,9.4
93.50,81.01,-,-,BENPB,  pref,93.50,-,-,91.101,93.00,100.00,4.486q,15/09/10,15/06/15h,100,3.0
94.95,82.00,94.10,94.00,BENPC,  pref,94.00,1,6.678,94.10,99.50,100.00,4.646q,10/10/10,10/10/14i,100,3.9
1.90,1.67,-,-,CAMPA,Clime Capital 7.5% pref,1.895,-,-,1.83,1.89,2.40,5.250q,6/10/10,30/04/17i,2.4,5.7
0.59,0.331,-,-,CMIPC,CMI Ltd pref.cl.a,0.39,-,-,0.367,0.395,1.20,11.67q,n/a,undated,-,n/a
211.20,201.75,209.90,209.00,CBAPA,C'wlth Bank  of Aust  perls v,209.89,30,626.075,209.25,209.89,200.00,5.690q,1/11/10,31/10/14i,200,2.3
196.60,187.00,196.35,195.52,CBAPB,  perls iv,195.60,22,437.567,195.52,196.20,200.00,4.045q,31/10/10,31/10/12i,200,2.5
88.99,79.15,88.88,88.50,DXRPA,Dexus Rents Tr rents,88.88,7,62.933,87.50,88.88,100.00,6.140q,17/10/10,1/07/12i,100,9.2
65.003,37.50,47.50,45.00,ELDPA,Elders Ltd hybrids,45.00,15,67.61,43.611,45.00,100.00,5.027q,30/09/10,30/06/11i,100,125.8
97.50,78.45,97.50,96.999,FXJPB,Fairfax Media Ltd pref,96.999,647,6281.23,96.10,96.999,100.00,6.450sa,31/10/10,30/04/11i,100,10.8
75.00,60.00,-,-,GMPPA,Goodman Plus Tr stepup pf,73.49,-,-,73.00,73.30,100.00,6.800q,21/09/10,21/03/13i,100,15.5
81.00,50.55,70.00,69.00,GNSPA,Gunns Ltd forests,69.00,61,424.625,69.00,69.90,100.00,6.916q,14/10/10,undated,100,n/a
102.54,94.50,101.20,101.00,IAGPA,Insurance Aust Grp 5.63%pref,101.00,4,44.292,101.00,101.20,100.00,5.63sa,15/12/10,15/06/12h,100,8.6
111.00,103.51,109.50,108.601,MQCPA,Macq Cps Tr pref,108.80,62,671.212,108.50,109.00,100.00,11.10sa,31/12/10,30/06/13h,100,8.4
86.90,53.60,78.75,78.10,MXUPA,Multiplex Sites sites,78.50,47,368.566,78.10,78.70,100.00,8.740q,18/10/10,undated,100,6.7
97.05,89.05,97.05,96.80,ORIPB,Orica Ltd pref,97.00,61,593.787,96.85,98.50,100.00,6.415sa,30/11/10,30/11/11i,100,5.7
74.50,35.00,57.00,56.50,PXUPA,PaperlinX Sps Tr pref,56.50,8,44.581,56.00,56.50,100.00,7.365sa,31/12/10,30/06/12i,100,41.7
188.00,161.50,182.89,180.75,PCAPA,Preferred Capital perls iii,182.88,16,288.955,181.00,182.88,200.00,4.109q,6/10/10,6/04/16i,200,3.2
99.00,92.16,96.50,95.85,RHCPA,Ramsay Health Care cares,96.00,369,3539.49,95.81,96.90,100.00,5.294sa,20/10/10,20/10/10i,100,n/a
88.99,75.20,84.00,83.80,SVWPA,Seven Grp Hldgs pref,84.00,8,69.944,84.00,84.39,100.00,6.790sa,30/11/10,31/05/10i,100,7.4
103.00,94.15,100.50,100.10,SUNPA,Suncorp-Metway 5.068%prf,100.10,3,26.927,100.10,100.50,100.00,5.068sa,14/09/10,14/09/11h,100,7.1
100.60,91.27,99.70,99.251,SUNPB,  pref,99.504,274,2737.03,99.504,99.70,100.00,5.676q,15/09/10,14/06/13m,100,3.4
77.00,56.96,66.55,65.65,TPAPA,Transpacific Sps stepup pf,66.55,13,86.299,66.60,67.999,100.00,5.784sa,15/10/10,1/10/11i,100,56.1
103.50,97.50,102.00,101.70,WBCPA,Westpac Banking pref,101.90,55,556.563,101.85,102.00,100.00,5.068q,30/09/10,26/09/13i,100,2.3
115.00,102.50,107.45,107.101,WBCPB,  pref ii,107.30,38,408.714,107.20,107.40,100.00,6.048q,30/09/10,30/09/14i,100,2.2
94.40,77.05,91.10,90.11,WCTPA,Westpac Tps Tr pref,91.10,34,304.232,90.06,91.00,100.00,4.088q,30/09/10,30/06/16i,100,3.2
