Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5205.1 at 2014-01-31T16:47:05. Report at Friday, January 31, 2014. Processed Saturday at 2014-02-01T01:00:11+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
109.00,103.50,104.10,103.70,HBSHA,Heritage Bank 10%3mth19,103.70,16,165.618,103.50,103.70,100.00,10.000q,17/02/14,27/10/14i,100.00,7.8,,
108.50,103.711,106.70,106.70,HBSHB,  bondjun17,106.70,1,14.938,106.50,106.70,100.00,7.250q,20/03/14,20/06/17h,100.00,5.4,,
5697.365,5697.365,-,-,LSBHB,Pentagon Capital lsbfr10,-,-,-,-,-,649.50,n/a,3/03/14,1/10/14m,-,n/a,,
5905.21,5905.21,-,-,LSBHF,  lsbml10,-,-,-,-,-,656.17,n/a,3/03/14,1/10/14m,-,n/a,,
Floating Rate Notes,,
108.89,101.05,105.95,105.65,AGKHA,AGL Energy frn jun39,105.70,68,714.280,105.70,105.95,100.00,6.388q,8/03/14,8/06/19i,100.00,+2.8,,
104.50,100.80,-,-,LEPHC,ALE Prop Grp frn3mth14,102.17,-,-,102.25,102.35,100.00,7.322q,17/02/14,15/05/14i,100.00,+2.6,,
102.07,100.30,102.07,101.201,AMPHA,AMP frn dec23,101.50,126,1278.04,101.30,101.50,100.00,5.247q,16/03/14,18/12/18i,100.00,+2.5,,
106.00,101.20,102.30,102.22,AQNHA,AMP Grp Finance frn apr19,102.24,9,93.774,102.24,102.60,100.00,7.327q,15/02/14,15/05/14i,100.00,n/a,,
105.20,101.00,103.75,103.25,ANZHA,ANZ Banking Grp frn jun22,103.499,22,231.056,103.31,103.50,100.00,5.368q,20/03/14,20/6/17i,100.00,+1.9,,
107.25,101.80,106.20,105.28,AQHHA,APT Pipelines notesep72,106.00,79,832.424,105.60,106.00,100.00,7.140q,31/03/14,31/03/18i,100.00,+3.1,,
105.05,100.50,-,-,AYUHA,Aust Unity frn apr16,103.50,-,-,103.50,104.00,100.00,6.185q,14/04/14,14/04/16i,100.00,+2.0,,
101.00,99.10,100.35,100.35,BENHA,Bendigo & Adelaide Bk bondmar14,100.35,5,50.175,100.35,101.00,100.00,3.988q,15/03/14,17/03/14h,100.00,n/a,,
80.00,72.00,-,-,BENHB,  cap. note,74.50,-,-,74.60,79.50,100.00,3.78q,30/08/13,undated,100.00,+3.3,,
108.001,102.00,106.72,106.60,CTXHA,Caltex Aust notesep37,106.72,52,553.995,106.70,106.90,100.00,7.123q,17/03/14,15/06/17i,100.00,+2.7,,
104.30,100.011,103.50,103.30,CNGHA,Colonial Hldgs frn mar37,103.301,83,860.351,103.301,103.42,100.00,5.897q,29/03/14,31/3/17i,100.00,+2.3,,
101.50,98.15,99.95,99.85,CBAHA,C'wlth Bank  of Aust bonddec15,99.90,265,2649.64,99.82,99.95,100.00,3.690q,15/04/14,24/12/15h,100.00,+1.2,,
109.25,102.67,108.00,107.55,CWNHA,Crown Resorts notesep72,107.75,131,1412.51,107.75,108.00,100.00,7.623q,14/03/14,14/09/18i,100.00,+3.3,,
84.00,68.80,83.50,82.60,MBLHB,Macquarie Bank inc sec,83.49,21,178.579,83.20,83.49,100.00,4.34q,15/04/14,undated,100.00,+3.0,,
75.60,68.50,74.75,74.35,NABHA,National Aust Bank natincsec,74.37,108,805.484,74.37,74.49,100.00,3.845q,17/02/14,undated,100.00,+3.3,,
104.95,101.001,103.449,103.08,NABHB,  notejun22,103.21,41,419.681,103.21,103.30,100.00,5.340q,18/03/14,18/6/17i,100.00,+2.0,,
91.501,86.00,-,-,NXBHD,Nexus Bonds nexus4,91.501,-,-,91.551,-,100.00,5.40q,20/05/14,23/06/15m,100.00,n/a,,
