Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4807.1 at 16:36 3/5/2010  Report at 19:05 Monday 3/5/2010. Processed 19:12 Monday 3/5/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,90.00,102.50,102.50,LEPHB,ALE Prop Grp 7.265un11,102.50,9,92.25,101.10,102.60,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.6
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,13.7
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,95.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,100.80,100.80,BZBHA,Brookfield Bonds B 8.79%3m12,100.80,3,30.24,100.25,100.80,100.00,8.79,-,23/11/2012,-,-
950.00,240.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,950.00,-,-,960.00,1000.00,1000.00,7.25sa,15/09/10,3/05/12m,-,10.7
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,-,-,HBSHA,Heritage Bld Soc 10%3mth19,107.75,-,-,106.00,107.50,100.00,10.000q,17/05/10,27/10/14i,100,2.6
0.80,0.35,0.39,0.39,MSCHF,Minerals Corp 10.5%db11,0.39,60,2.34,0.38,0.42,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1426.00,n/a,3/06/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3851.00,n/a,3/06/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4089.00,n/a,3/06/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
101.21,101.00,101.21,101.00,LEPHC,ALE Prop Grp def,101.21,10,104.726,101.21,101.70,100.00,8.64,-,20/8/2014,-,-
31.00,5.25,30.50,30.50,AFPHA,Alpha Financial Prod ser1frn12,30.50,4,12.566,29.15,33.00,100.00,7.14sa,20/09/10,20/03/12m,100,80.6
114.00,103.00,109.20,109.10,AQNHA,AMP Grp Finance frn apr19,109.10,8,81.831,109.50,110.30,100.00,8.977q,17/05/10,15/05/14i,100,3.2
72.00,57.00,-,-,BENHB,Bendigo & Adelaide cap. note,68.02,-,-,68.10,68.50,100.00,4.98q,31/05/10,undated,100,4.5
80.00,24.00,70.25,69.40,GINHA,Generator Income gennote2,69.40,8,52.117,69.50,71.50,100.00,6.468q,8/07/10,8/10/11m,100,30.7
98.75,92.75,98.25,98.25,HLCHA,Halcyon Sec hlcnte10,98.25,-,1.866,98.25,98.70,100.00,7.51q,3/08/10,3/08/10m,100,11.1
83.00,59.00,73.60,73.50,MBLHB,Macq Bank Ltd inc sec,73.60,19,143.18,73.60,74.00,100.00,6.24q,15/07/10,undated,100,4.6
0.231,0.061,0.191,0.187,MFNHA,Macq Fortress frn aug35,0.187,1290,24.592,0.187,0.21,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,67.00,77.364,76.75,NABHA,National Aust Bank natincsec,77.25,173,1332.41,77.25,77.369,100.00,5.48q,17/05/10,undated,100,3.5
97.00,47.00,97.00,94.00,NXBHC,Nexus Bonds Ltd nexus3,97.00,1,10.443,91.001,96.95,100.00,7.18q,14/06/10,14/12/10m,100,9.9
62.50,45.00,-,-,NXBHD,  nexus4,60.50,-,-,60.50,61.00,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,68.00,93.00,92.00,SAKHA,Sthn Cross Air skies,93.00,12,113.32,92.00,93.00,100.00,6.218q,27/07/10,1/01/12i,100,6.9
72.00,53.00,-,-,SUNHB,Suncorp-Metway cap. note,67.19,-,-,66.10,67.00,100.00,4.98q,15/05/10,undated,100,4.3
107.95,101.49,105.90,104.50,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.50,91,954.323,104.50,105.75,100.00,8.477q,17/05/10,1/05/14i,100,2.8
98.80,90.60,97.50,97.05,WOWHB,Woolworths Ltd perp.frn,97.50,8,78.12,97.06,97.50,100.00,5.530q,15/06/10,15/09/11i,100,3.7
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,-,-,AGIG,Ainsworth Game Tech 10% cn11,0.95,-,-,0.85,0.94,1.30,8.0sa,30/06/10,31/12/11m,1.3,32.5
2.07,1.25,-,-,AZZG,Antares Energy 10% cn13,2.05,-,-,2.00,2.05,2.00,10.0q,31/07/10,31/10/13h,-,n/a
0.975,0.40,-,-,AXOG,Aurox Res 7%cnjun10,0.965,-,-,0.961,0.965,0.95,7.0sa,30/06/10,30/06/10m,0.95,12.8
0.58,0.39,0.48,0.48,BECG,Becton Prop Grp 9.5% cn10,0.48,20,-,0.445,0.48,0.65,9.5sa,30/06/10,30/06/10m,0.65,438.0
0.23,0.12,-,-,BPKG,Bremer Park Ltd 7% cn10,0.12,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,-,-,CBDG,CBD Energy Ltd 12.5% cn,0.16,-,-,-,0.16,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,-,-,CCYG,China Century Capitl 12%  cn10,0.92,-,-,0.75,0.95,1.00,12.0q,30/09/10,30/09/10m,1,38.5
1.048,0.83,-,-,DRAG,Dragon Min Ltd 10% cn11,1.03,-,-,0.971,1.03,1.05,10.0q,30/06/10,10/02/11m,1.05,14.0
0.60,0.60,-,-,FARGA,First Aust Res 15% cn12,0.60,-,-,0.451,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.32,2.32,HSKG,Heemskirk Cons 8% cn11,2.32,300,69.6,2.32,2.45,3.00,12.0q,30/09/10,29/04/11m,3,39.0
103.00,64.00,102.45,102.00,IANG,IAG Finance (Nz) exch.note,102.00,22,228.792,102.00,102.75,100.00,5.901q,15/06/10,15/12/19h,100,3.8
0.14,0.06,-,-,MSTG,Metal Storm Ltd 10% cn11,0.14,-,-,0.097,0.14,0.14,12.0q,22/06/10,1/09/11m,0.14,8.1
0.15,0.12,-,-,MSTGA,  sec cn11,0.15,-,-,0.016,0.145,0.135,-,-,9/01/2011,-,-
95.50,70.50,80.50,80.10,NFNG,Nufarm Finance (Nz) exc.nov11,80.10,3,20.059,80.20,82.00,100.00,6.710sa,15/10/10,24/11/11i,100,18.1
0.12,0.04,-,-,RSNG,Renison Cons 12% cn12,0.10,-,-,0.10,-,0.33,0.12,-,31/3/2012,-,-
1.25,0.67,-,-,RSGG,Resolute Min 12% cn12,1.20,3800,435.1,1.11,1.20,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,89.10,-,-,SKAG,Skycity Invest aces,99.30,-,-,98.80,99.30,100.00,4.676q,15/06/10,15/12/10h,100,5.2
0.55,0.45,-,-,SURG,Sun Res NL 12%  cn11,0.45,-,-,0.55,-,0.55,12.0q,23/07/10,30/6/11m,0.55,33.2
0.27,0.05,-,-,VHLG,Virax Hldgs cn dec11,0.27,-,-,0.07,0.27,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
103.40,99.00,103.00,102.70,ANZPA,ANZ Banking Grp pref,102.801,97,998.853,102.80,102.98,100.00,5.271q,15/06/10,15/12/16i,100,2.8
103.00,95.50,101.00,100.18,ANZPB,  pref,100.90,78,785.62,100.55,100.90,100.00,4.851q,15/06/10,15/06/14i,100,2.6
90.50,48.00,89.90,89.90,AAZPB,Australand Assets assets,89.90,7,61.132,89.90,90.00,100.00,9.218q,30/06/10,undated,100,n/a
102.95,97.20,100.50,100.50,BOQPA,Bank of Qld reset prf,100.50,3,26.13,99.07,100.50,100.00,5.124sa,15/10/10,15/10/10h,100,7.1
93.50,75.00,91.50,90.50,BOQPC,  pref,91.50,27,248.634,91.00,91.50,100.00,4.767sa,15/10/10,17/12/12i,100,5.6
102.60,94.20,-,-,BENPA,Bendigo & Adelaide pref,100.50,-,-,99.70,100.50,100.00,6.16sa,1/11/10,1/11/12h,100,8.6
90.00,65.50,87.00,85.00,BENPB,  pref,87.00,3,27.353,86.25,87.00,100.00,4.151q,15/06/10,15/06/15h,100,3.4
92.50,67.90,88.00,87.60,BENPC,  pref,88.00,9,77.388,86.05,88.00,100.00,4.401q,10/07/10,10/10/14i,100,5.3
1.90,1.21,1.76,1.76,CAMPA,Clime Capital 7.5% pref,1.76,200,35.2,1.76,1.80,2.40,5.250q,6/07/10,30/04/17i,2.4,7.0
0.59,0.26,0.43,0.42,CMIPC,CMI Ltd pref.cl.a,0.42,200,8.5,0.415,0.43,1.20,11.67q,n/a,undated,-,n/a
211.20,202.50,207.00,206.20,CBAPA,C'wlth Bank  of Aust  perls v,207.00,36,743.27,206.20,207.00,200.00,5.621q,1/08/10,31/10/14i,200,2.5
196.60,176.10,192.60,192.00,CBAPB,  perls iv,192.00,51,978.24,192.00,192.60,200.00,3.976q,31/07/10,31/10/12i,200,2.9
86.00,62.00,85.40,84.30,DXRPA,Dexus Rents Tr rents,85.00,11,95.102,85.01,85.40,100.00,5.718q,17/07/10,1/07/12i,100,9.9
65.003,20.00,61.15,58.00,ELDPA,Elders Ltd hybrids,59.50,86,511.324,59.00,59.50,100.00,4.708q,30/06/10,30/06/11i,100,53.7
93.70,52.00,90.30,90.00,FXJPB,Fairfax Media Ltd pref,90.30,11,103.083,90.00,90.30,100.00,5.930sa,31/10/10,30/04/11i,100,12.5
75.00,23.50,73.00,72.80,GMPPA,Goodman Plus Tr stepup pf,72.85,6,43.71,73.00,74.50,100.00,6.173q,21/06/10,21/03/13i,100,15.0
81.00,54.70,63.00,62.70,GNSPA,Gunns Ltd forests,63.00,11,68.676,62.80,63.00,100.00,6.719q,14/07/10,undated,100,n/a
102.54,94.50,101.05,100.50,IAGPA,Insurance Aust Grp 5.63%pref,100.50,6,63.244,100.50,101.00,100.00,5.63sa,15/06/10,15/06/12h,100,9.4
111.00,96.80,107.80,107.15,MQCPA,Macq Cps Tr pref,107.50,43,456.275,107.50,107.80,100.00,11.10sa,30/06/10,30/06/13h,100,9.7
0.07,0.025,-,-,MSCPA,Minerals Corp 7.0% pref,0.068,-,-,-,0.07,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
86.90,35.25,80.80,80.50,MXUPA,Multiplex Sites sites,80.80,7,59.914,80.70,80.80,100.00,8.318q,18/07/10,undated,100,6.4
96.45,75.75,95.50,95.40,ORIPB,Orica Ltd pref,95.40,76,721.229,95.25,95.49,100.00,5.358sa,31/05/10,30/11/11i,100,6.2
67.50,18.20,65.00,64.00,PXUPA,PaperlinX Sps Tr pref,64.00,15,98.53,63.50,64.90,100.00,6.810sa,30/06/10,30/06/12i,100,28.8
188.00,155.00,176.00,174.80,PCAPA,Preferred Capital perls iii,176.00,17,301.017,175.40,176.00,200.00,3.863q,6/07/10,6/04/16i,200,3.8
99.00,86.00,96.36,95.60,RHCPA,Ramsay Health Care cares,96.00,35,336.285,95.60,96.49,100.00,5.294sa,20/10/10,20/10/10i,100,12.8
86.50,85.05,86.11,85.05,SVWPA,Seven Grp Hldgs def,85.45,46,393.198,84.90,89.97,-,-,-,-,-,-
97.50,80.00,-,-,SEVPC,Seven Network    pref,86.30,-,-,-,-,100.00,4.844sa,31/05/10,31/05/10i,100,n/a
100.30,94.15,-,-,SUNPA,Suncorp-Metway 5.068%prf,99.01,-,-,99.00,99.40,100.00,5.068sa,14/09/10,14/09/11h,100,8.9
99.75,80.30,98.70,98.45,SUNPB,  pref,98.70,28,275.689,98.30,98.70,100.00,5.341q,15/06/10,14/06/13m,100,2.8
101.00,83.501,100.01,100.01,TTXPA,Taps Tr taps,100.01,3,32.003,100.03,100.41,100.00,6.42q,30/06/10,30/06/10h,100,6.0
77.00,32.40,71.00,71.00,TPAPA,Transpacific Sps stepup pf,71.00,4,26.27,70.95,71.30,100.00,5.784sa,15/10/10,1/10/11i,100,32.4
103.50,96.40,101.50,100.20,WBCPA,Westpac Banking pref,100.40,18,182.631,100.35,101.40,100.00,4.773q,30/06/10,26/09/13i,100,2.5
108.50,101.50,107.50,106.00,WBCPB,  pref ii,107.00,36,380.914,106.20,107.00,100.00,5.753q,30/06/10,30/09/14i,100,2.2
94.40,77.05,87.40,86.61,WCTPA,Westpac Tps Tr pref,87.40,109,945.912,86.90,87.40,100.00,3.793q,30/06/10,30/06/16i,100,3.9
83.00,58.12,-,-,WFLPA,Willmott Forests pref,60.70,-,-,59.00,61.20,100.00,7.0sa,30/09/10,30/09/14h,49.82,13.9
