Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4500.0 at 16:36 18/5/2010  Report at 19:05 Tuesday 18/5/2010. Processed 19:19 Tuesday 18/5/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,91.00,-,-,LEPHB,ALE Prop Grp 7.265un11,102.50,-,-,100.05,103.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.9
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,16.7
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,102.50,-,-,100.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,-,-,100.30,103.00,100.00,8.79,-,23/11/2012,-,-
970.00,300.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,970.00,989.00,1000.00,7.25sa,15/09/10,3/05/12m,-,9.7
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,-,-,HBSHA,Heritage Bld Soc 10%3mth19,106.10,-,-,106.00,106.50,100.00,10.000q,17/08/10,27/10/14i,100,2.8
0.80,0.28,-,-,MSCHF,Minerals Corp 10.5%db11,0.29,-,-,0.22,0.41,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1350.00,n/a,1/07/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3790.00,n/a,1/07/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4020.00,n/a,1/07/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,101.50,101.50,LEPHC,ALE Prop Grp frn3mth14,101.50,2,20.3,101.50,102.35,100.00,8.64,-,20/8/2014,-,-
34.01,5.25,34.01,34.00,AFPHA,Alpha Financial Prod ser1frn12,34.01,2,6.801,34.15,37.00,100.00,7.14sa,20/09/10,20/03/12m,100,74.5
114.00,103.00,110.00,109.70,AQNHA,AMP Grp Finance frn apr19,110.00,2,26.715,110.00,110.19,100.00,9.600q,17/08/10,15/05/14i,100,3.1
72.00,57.00,64.00,64.00,BENHB,Bendigo & Adelaide cap. note,64.00,9,57.856,63.20,64.00,100.00,.00q,30/08/10,undated,100,4.6
80.00,24.01,-,-,GINHA,Generator Income gennote2,70.25,-,-,70.25,73.00,100.00,6.468q,8/07/10,8/10/11m,100,30.9
98.75,92.75,98.601,98.601,HLCHA,Halcyon Sec hlcnte10,98.601,1,9.86,98.601,99.00,100.00,8.03q,3/08/10,3/08/10m,100,12.5
83.00,60.00,73.60,73.10,MBLHB,Macq Bank Ltd inc sec,73.60,19,136.4,73.10,74.00,100.00,6.24q,15/07/10,undated,100,4.6
0.231,0.07,0.19,0.18,MFNHA,Macq Fortress frn aug35,0.19,2890,54.71,0.113,0.20,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,68.00,76.689,75.80,NABHA,National Aust Bank natincsec,76.00,168,1277.32,75.91,76.297,100.00,6.10q,16/08/10,undated,100,3.6
97.00,47.00,-,-,NXBHC,Nexus Bonds Ltd nexus3,92.00,-,-,92.50,95.00,100.00,7.18q,14/06/10,14/12/10m,100,21.1
62.50,45.50,-,-,NXBHD,  nexus4,60.55,-,-,60.80,67.00,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,71.05,92.50,92.00,SAKHA,Sthn Cross Air skies,92.50,109,1005.71,92.50,93.30,100.00,6.218q,27/07/10,1/01/12i,100,7.6
72.00,53.00,65.60,65.60,SUNHB,Suncorp-Metway cap. note,65.60,1,9.512,65.60,66.30,100.00,5.56q,15/08/10,undated,100,4.3
107.95,102.30,104.70,104.30,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.36,19,193.28,104.35,104.70,100.00,8.477q,17/08/10,1/05/14i,100,3.0
98.80,92.00,98.00,97.50,WOWHB,Woolworths Ltd perp.frn,97.55,225,2193.24,97.55,98.00,100.00,5.530q,15/06/10,15/09/11i,100,3.9
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,-,-,AGIG,Ainsworth Game Tech 10% cn11,0.86,-,-,0.86,0.94,1.30,8.0sa,30/06/10,31/12/11m,1.3,41.6
2.07,1.25,-,-,AZZG,Antares Energy 10% cn13,2.05,-,-,2.01,2.05,2.00,10.0q,31/07/10,31/10/13h,-,n/a
0.975,0.40,-,-,AXOG,Aurox Res 7%cnjun10,0.96,-,-,0.945,0.96,0.95,7.0sa,30/06/10,30/06/10m,0.95,n/a
0.58,0.36,-,-,BECG,Becton Prop Grp 9.5% cn10,0.40,-,-,0.34,0.409,0.65,9.5sa,30/06/10,30/06/10m,0.65,n/a
0.23,0.12,-,-,BPKG,Bremer Park Ltd 7% cn10,0.12,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,-,-,CBDG,CBD Energy Ltd 12.5% cn,0.16,-,-,-,0.155,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,0.92,0.92,CCYG,China Century Capitl 12%  cn10,0.92,190,17.48,0.75,0.92,1.00,12.0q,30/09/10,30/09/10m,1,43.3
1.048,0.83,-,-,DRAG,Dragon Min Ltd 10% cn11,1.03,-,-,0.973,1.048,1.05,10.0q,30/06/10,10/02/11m,1.05,14.9
0.60,0.60,-,-,FARGA,First Aust Res 15% cn12,0.60,-,-,0.36,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,-,-,HSKG,Heemskirk Cons 8% cn11,2.20,-,-,2.24,2.45,3.00,12.0q,30/09/10,29/04/11m,3,48.0
103.00,68.85,101.45,101.00,IANG,IAG Finance (Nz) exch.note,101.00,26,263.071,101.00,101.08,100.00,5.901q,15/06/10,15/12/19h,100,4.1
0.14,0.06,-,-,MSTG,Metal Storm Ltd 10% cn11,0.14,-,-,0.10,0.13,0.14,12.0q,22/06/10,1/09/11m,0.14,8.4
0.15,0.12,-,-,MSTGA,  sec cn11,0.15,-,-,0.016,0.145,0.135,-,-,9/01/2011,-,-
95.50,71.25,76.00,75.70,NFNG,Nufarm Finance (Nz) exc.nov11,75.70,15,114.04,73.05,75.70,100.00,6.710sa,15/10/10,24/11/11i,100,23.2
0.12,0.04,-,-,RSNG,Renison Cons 12% cn12,0.10,-,-,0.10,0.125,0.33,0.12,-,31/3/2012,-,-
1.28,0.67,-,-,RSGG,Resolute Min 12% cn12,1.28,-,-,1.171,1.20,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,89.10,98.60,98.60,SKAG,Skycity Invest aces,98.60,4,39.44,98.601,98.90,100.00,4.676q,15/06/10,15/12/10h,100,7.2
0.55,0.45,-,-,SURG,Sun Res NL 12%  cn11,0.45,-,-,-,-,0.55,12.0q,23/07/10,30/6/11m,0.55,34.7
0.27,0.05,-,-,VHLG,Virax Hldgs cn dec11,0.27,-,-,-,0.27,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
103.40,99.00,103.00,102.70,ANZPA,ANZ Banking Grp pref,102.90,131,1347.85,102.75,102.90,100.00,5.271q,15/06/10,15/12/16i,100,2.8
103.00,95.50,101.599,101.052,ANZPB,  pref,101.25,77,779.805,101.25,101.34,100.00,4.851q,15/06/10,15/06/14i,100,2.6
90.50,49.00,85.70,84.60,AAZPB,Australand Assets assets,85.40,57,485.198,85.41,85.70,100.00,9.218q,30/06/10,undated,100,n/a
102.95,97.20,100.00,99.25,BOQPA,Bank of Qld reset prf,100.00,2,18.913,99.40,100.00,100.00,5.124sa,15/10/10,15/10/10h,100,9.2
