Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4877.7 at 16:36 18/3/2010  Report at 19:05 Thursday 18/3/2010. Processed 19:17 Thursday 18/3/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,86.00,-,-,LEPHB,ALE Prop Grp 7.265un11,103.00,-,-,99.00,102.95,100.00,7.265sa,31/03/10,30/09/11m,102.5,6.6
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/04/10,31/07/10i,100,9.0
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,-,-,99.00,-,100.00,7.82,-,7/09/2012,-,-
103.50,100.50,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,-,-,102.00,103.00,100.00,8.79,-,23/11/2012,-,-
850.00,219.00,840.00,840.00,CBHGA,CBH Res Ltd 7.25%cn12,840.00,-,13.44,840.00,860.00,1000.00,7.25sa,15/09/10,3/05/12m,-,16.6
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,107.80,107.80,HBSHA,Heritage Bld Soc 10%3mth19,107.80,-,5.39,107.00,107.80,100.00,10.000q,17/05/10,27/10/14i,100,2.5
0.80,0.66,0.72,0.72,MSCHF,Minerals Corp 10.5%db11,0.72,200,14.4,0.70,0.77,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1501.00,n/a,1/05/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3911.00,n/a,1/05/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4158.00,n/a,1/05/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,-,-,AFPHA,Alpha Financial Prod ser1frn12,19.00,-,-,19.91,23.00,100.00,6.18sa,20/03/10,20/03/12m,100,107.6
114.00,100.00,109.72,109.50,AQNHA,AMP Grp Finance frn apr19,109.50,84,919.022,109.40,109.50,100.00,8.977q,17/05/10,15/05/14i,100,3.3
72.00,49.50,67.00,65.50,BENHB,Bendigo & Adelaide cap. note,65.50,2,13.585,66.00,67.00,100.00,4.98q,31/05/10,undated,100,4.7
65.00,16.00,64.10,64.10,GINHA,Generator Income gennote2,64.10,2,9.615,63.20,65.00,100.00,6.130q,8/04/10,8/10/11m,100,35.5
98.00,92.75,97.90,97.30,HLCHA,Halcyon Sec hlcnte10,97.30,5,52.211,97.30,97.90,100.00,7.51q,3/05/10,3/08/10m,100,14.3
83.00,44.50,72.499,71.20,MBLHB,Macq Bank Ltd inc sec,72.499,2,13.657,71.50,72.499,100.00,5.97q,15/04/10,undated,100,4.9
0.231,0.03,-,-,MFNHA,Macq Fortress frn aug35,0.188,-,-,0.188,0.21,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,59.50,77.80,77.46,NABHA,National Aust Bank natincsec,77.51,70,542.895,77.51,77.69,100.00,5.48q,17/05/10,undated,100,3.5
93.00,45.00,91.00,91.00,NXBHC,Nexus Bonds Ltd nexus3,91.00,1,10.92,91.00,92.00,100.00,7.18q,14/06/10,14/12/10m,100,16.7
60.50,40.00,60.50,60.50,NXBHD,  nexus4,60.50,4,24.2,59.001,60.50,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,58.00,92.50,91.50,SAKHA,Sthn Cross Air skies,92.00,9,81.689,91.75,92.50,100.00,5.910q,27/04/10,1/01/12i,100,7.7
72.00,41.50,66.15,65.00,SUNHB,Suncorp-Metway cap. note,66.15,9,59.302,64.50,66.15,100.00,4.98q,15/05/10,undated,100,4.3
107.95,101.20,106.00,105.50,TAHHA,Tabcorp Hldgs Ltd bondmay14,106.00,19,200.589,105.50,105.99,100.00,8.477q,17/05/10,1/05/14i,100,2.8
98.80,85.50,96.50,95.50,WOWHB,Woolworths Ltd perp.frn,95.65,34,325.297,95.65,96.499,100.00,5.530q,15/06/10,15/09/11i,100,4.4
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,-,-,AGIG,Ainsworth Game Tech 10% cn11,0.82,-,-,0.82,0.95,1.30,8.0sa,30/06/10,31/12/11m,1.3,40.6
2.07,1.20,-,-,AZZG,Antares Energy 10% cn13,2.02,-,-,2.02,2.05,2.00,10.0q,30/04/10,31/10/13h,-,n/a
0.95,0.30,-,-,AXOG,Aurox Res 7%cnjun10,0.94,-,-,0.94,0.95,0.95,7.0sa,30/06/10,30/06/10m,0.95,17.3
0.58,0.18,0.52,0.50,BECG,Becton Prop Grp 9.5% cn10,0.52,400,20.74,0.50,0.53,0.65,9.5sa,30/06/10,30/06/10m,0.65,128.7
0.23,0.12,-,-,BPKG,Bremer Park Ltd 7% cn10,0.12,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,-,-,CBDG,CBD Energy Ltd 12.5% cn,0.135,-,-,0.135,0.15,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,0.92,0.861,CCYG,China Century Capitl 12%  cn10,0.92,540,48.264,0.861,0.95,1.00,12.0q,31/03/10,30/09/10m,1,44.1
1.048,0.81,1.02,1.02,DRAG,Dragon Min Ltd 10% cn11,1.02,10,1.02,1.01,1.02,1.05,10.0q,31/03/10,10/02/11m,1.05,16.3
0.60,0.60,-,-,FARGA,First Aust Res 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,-,-,HSKG,Heemskirk Cons 8% cn11,2.41,-,-,2.29,2.41,3.00,12.0q,31/03/10,29/04/11m,3,30.1
101.20,52.20,100.00,99.82,IANG,IAG Finance (Nz) exch.note,99.85,44,441.559,99.85,100.00,100.00,5.901q,15/06/10,15/12/19h,100,4.0
0.12,0.06,-,-,MSTG,Metal Storm Ltd 10% cn11,0.102,-,-,0.098,0.14,0.14,12.0q,22/03/10,1/09/11m,0.14,33.0
0.15,0.12,-,-,MSTGA,  sec cn11,0.15,-,-,0.016,0.145,0.135,-,-,9/01/2011,-,-
95.50,63.00,80.40,79.00,NFNG,Nufarm Finance (Nz) exc.nov11,80.40,45,361.464,79.80,80.50,100.00,6.190sa,15/04/10,24/11/11i,100,18.8
0.12,0.04,-,-,RSNG,Renison Cons 12% cn12,0.116,-,-,0.115,0.19,0.33,0.12,-,31/3/2012,-,-
1.25,0.67,-,-,RSGG,Resolute Min 12% cn12,1.03,-,-,0.985,1.09,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,78.75,98.20,98.00,SKAG,Skycity Invest aces,98.00,3,27.065,98.00,98.20,100.00,4.676q,15/06/10,15/12/10h,100,5.3
