Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4116.9 at 2012-06-01T16:43:06. Report at Friday, June 1, 2012. Processed Saturday at 2012-06-02T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
,
102.00,98.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,100.68,-,-,100.71,-,100.00,7.820q,9/07/12,9/07/12,100.00,n/a,,
103.90,99.50,101.35,101.32,BZBHA,Brookfield Bonds B 8.79%3m12,101.32,3,31.615,101.33,102.56,100.00,8.790q,14/07/12,23/11/12,100.00,+10.3,,
111.00,105.00,-,-,HBSHA,Heritage Bank 10%3mth19,108.00,-,-,108.00,108.20,100.00,10.000q,17/08/12,27/10/14i,100.00,6.6,,
5697.365,5697.365,-,-,LSBHB,Pentagon Capital lsbfr10,5697.365,-,-,-,-,2217,n/a,1/07/12,1/10/14m,-,n/a,,
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,2293,n/a,1/07/12,1/10/14m,-,n/a,,
Floating Rate Notes,,
,
100.15,98.71,99.70,99.47,AGKHA,AGL Energy frn jun39,99.47,81,804.059,99.30,99.47,100.00,8.120q,8/06/12,8/06/19i,100.00,+3.8,,
103.50,97.50,100.65,100.30,LEPHC,ALE Prop Grp frn3mth14,100.30,15,154.239,100.30,100.75,100.00,8.245q,17/08/12,15/05/14i,100.00,+4.0,,
110.50,102.75,104.00,103.85,AQNHA,AMP Grp Finance frn apr19,103.94,7,69.122,103.85,103.94,100.00,8.520q,15/08/12,15/05/14i,100.00,+2.8,,
101.27,99.70,101.20,100.95,ANZHA,ANZ Banking Grp frn jun22,101.20,131,1323.11,101.15,101.21,100.00,7.180q,20/06/12,20/6/17i,100.00,+2.8,,
105.50,99.91,102.20,102.00,AYUHA,Aust Unity frn apr16,102.00,4,42.001,101.10,102.00,100.00,7.847q,14/07/12,14/04/16i,100.00,+3.2,,
102.30,97.50,-,-,BENHA,Bendigo And Adelaide bondmar14,98.60,-,-,-,100.00,100.00,5.860q,15/06/12,17/03/14h,100.00,+2.2,,
78.50,62.50,74.75,74.75,BENHB,  cap. note,74.75,2,16.296,72.00,74.75,100.00,.00q,30/08/12,undated,100.00,+2.6,,
100.85,99.05,100.20,100.00,CNGHA,Colonial Hldgs frn mar37,100.09,79,793.411,100.09,100.10,100.00,7.605q,29/06/12,31/3/17i,100.00,+3.4,,
101.00,97.01,98.70,98.00,CBAHA,Commonwealth Bank bonddec15,98.03,71,697.964,98.03,98.25,100.00,5.347q,15/07/12,24/12/15h,100.00,+1.8,,
79.00,61.00,61.467,61.20,MBLHB,Macq Bank inc sec,61.467,183,1125.43,61.10,61.30,100.00,5.96q,16/07/12,undated,100.00,+5.5,,
81.25,68.50,70.00,69.45,NABHA,National Aust Bank natincsec,69.90,118,821.307,69.90,70.00,100.00,5.02q,15/08/12,undated,100.00,+3.6,,
80.00,68.52,79.00,79.00,NXBHD,Nexus Bonds nexus4,79.00,4,34.760,79.00,82.79,100.00,6.00q,20/11/12,23/06/15m,100.00,n/a,,
103.80,98.80,101.50,100.92,ORGHA,Origin Energy frn dec71,100.92,106,1074.83,100.92,101.40,100.00,8.440q,22/06/12,22/12/16i,100.00,+4.1,,
100.00,90.00,98.50,98.10,PRYHA,Primary Health Care bondsep15,98.10,14,138.061,98.10,98.50,100.00,8.440q,29/06/12,28/09/15i,100.00,+5.1,,
70.50,57.501,61.00,57.501,SBKHB,Suncorp-Metway cap. note,57.501,146,876.598,57.501,59.00,100.00,4.52q,15/08/12,undated,100.00,+4.3,,
108.00,101.30,102.80,102.10,TAHHA,Tabcorp Hldgs bondmay14,102.11,103,1059.50,102.11,102.80,100.00,8.020q,17/08/12,1/05/14i,100.00,+3.3,,
100.29,99.00,99.60,99.35,TAHHB,  notemar37,99.50,38,376.577,99.30,99.50,100.00,8.440q,22/06/12,22/3/17i,100.00,+4.2,,
106.55,102.50,104.00,103.30,WOWHC,Woolworths frn nov36,103.30,50,516.864,103.30,103.32,100.00,7.020q,24/08/12,24/11/16i,100.00,+3.0,,
Convertible Notes,,
,
.97,.69,-,-,AYIG,A1 Invest & Res 12%  cn12,.70,-,-,.70,.80,1.00,12.0q,30/09/12,30/09/12m,1.00,184.2,,
1.07,1.07,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.07,1,.10,-,4/1/2015,-,-,,
1.35,1.245,-,-,AGIG,Ainsworth Game Tech 10% cn14,1.343,-,-,-,-,1.30,8.0sa,31/12/11,31/12/11m,-,n/a,,
2.05,2.00,-,-,AZZG,Antares Energy 10% cn13,2.00,-,-,2.01,-,2.00,10.0q,31/07/12,31/10/13h,2.00,10.8,,
107.20,101.15,107.00,106.60,AFIG,Aust Foundat 6.25% cn,106.65,11,112.028,106.61,106.65,100.00,6.25sa,31/08/12,28/02/17h,100.00,5.1,,
.15,.15,-,-,DVAG,Diversa 11% cn14,.15,-,-,-,.125,.11,.11,-,30/9/2014,-,-,,
104.35,91.50,103.10,102.60,HLNG,Healthscope Notes 11.25% cn,102.65,40,406.824,102.00,102.65,100.00,11.25q,25/06/12,17/06/16m,100.00,11.1,,
105.20,96.00,99.80,99.00,IANG,IAG Finance (Nz) exch.note,99.66,109,1084.84,99.45,99.75,100.00,5.922q,15/06/12,15/12/19h,100.00,+4.0,,
1.80,1.635,-,-,IMFG,IMF (Aust) 10.25% cn,1.73,-,-,1.74,1.75,1.65,10.25q,30/06/12,30/12/14h,1.65,9.0,,
.43,.32,-,-,KBLGA,KBL Min 10% cn,.35,-,-,.32,.359,.38,.10,-,5/8/2016,-,-,,
.135,.035,-,-,MSTG,Metal Storm 10% cn15,.10,-,-,.10,.135,.14,12.0q,1/09/11,1/03/12m,-,n/a,,
.11,.04,-,-,MSTGA,  sec cn15,.10,-,-,.08,-,.135,-,-,1/3/2015,-,-,,
83.00,69.00,74.50,74.50,NFNG,Nufarm Finance (Nz) exc.nov11,74.50,1,7.450,74.00,75.00,100.00,8.187sa,15/10/12,undated,100.00,n/a,,
100.50,88.00,95.50,95.05,PPCG,Peet 9.5% cn,95.20,4,41.599,94.50,95.20,100.00,9.5sa,16/06/12,16/06/16h,100.00,12.5,,
Hybrid Securities,,
,
104.90,96.80,98.00,97.522,ANZPA,ANZ Banking Grp pref cps2,97.94,93,907.072,97.60,97.94,100.00,5.292q,15/06/12,15/12/16i,100.00,+3.6,,
103.35,96.50,97.50,97.28,ANZPB,  pref cps1,97.50,45,443.127,97.36,97.50,100.00,4.872q,15/06/12,15/06/14i,100.00,+3.8,,
104.00,96.00,98.00,97.41,ANZPC,  pref cps3,97.60,55,535.412,97.60,97.63,100.00,5.305sa,1/09/12,1/09/17i,100.00,+3.8,,
95.799,81.25,92.00,91.55,AAZPB,Australand Assets assets,91.55,24,219.001,90.00,92.00,100.00,9.140q,30/06/12,undated,100.00,n/a,,
95.00,77.00,89.55,89.00,BOQPC,Bank Of Queensland pref,89.00,2,18.396,89.00,89.75,100.00,4.401sa,15/10/12,17/12/12i,100.00,+18.1,,
109.00,99.60,100.85,100.75,BENPA,Bendigo And Adelaide pref,100.85,1,10.986,100.30,100.85,100.00,6.16sa,1/11/12,1/11/12h,100.00,8.8,,
94.08,85.00,-,-,BENPB,  pref,85.30,-,-,86.50,88.00,100.00,4.172q,15/06/12,15/06/15h,100.00,+8.7,,
95.39,88.497,90.20,90.20,BENPC,  pref,90.20,21,191.585,90.20,91.90,100.00,4.235q,10/07/12,10/10/14i,100.00,+7.0,,
1.94,1.62,-,-,CAMPA,Clime Capital 7.5% pref,1.85,-,-,1.84,1.875,2.40,5.950q,6/07/12,30/04/17i,2.40,+7.4,,
.945,.385,-,-,CMIPC,CMI pref.cl.a,.945,-,-,-,-,1.20,11.67q,n/a,undated,-,n/a,,
210.39,195.01,199.50,199.01,CBAPA,Commonwealth Bank perls v,199.49,45,903.160,199.01,199.49,200.00,5.215q,1/08/12,31/10/14i,200.00,+3.8,,
200.88,192.50,199.00,198.62,CBAPB,  perls iv,199.00,51,1013.82,198.72,199.00,200.00,3.570q,31/07/12,31/10/12i,200.00,+3.4,,
101.25,90.70,101.25,100.85,DXRPA,Dexus Rents Tr rents,100.85,-,-,100.751,100.85,100.00,5.640q,17/07/12,1/07/12i,100.00,n/a,,
52.20,30.00,38.00,34.40,ELDPA,Elders hybrids,37.00,124,460.249,35.75,38.00,100.00,4.578q,30/06/12,undated,100.00,n/a,,
93.50,69.05,88.50,87.94,GMPPA,Goodman Plus Tr stepup pf,88.50,9,77.143,88.50,90.22,100.00,6.340q,21/06/12,21/03/13i,100.00,+20.1,,
104.50,99.70,-,-,IAGPA,Insurance Aust 5.63%pref,102.55,-,-,-,-,100.00,5.63sa,15/06/12,15/06/12h,100.00,n/a,,
99.90,97.42,98.50,98.00,IAGPC,  cps,98.50,6,63.481,97.01,99.00,100.00,5.635q,1/11/12,1/05/17i,100.00,+4.3,,
110.00,96.00,105.50,104.51,MQCPA,Macq Cps Tr pref,105.20,43,448.989,105.20,105.40,100.00,11.10sa,30/06/12,30/06/13h,100.00,10.7,,
86.95,67.50,74.11,73.50,MXUPA,Multiplex Sites sites,73.90,71,525.999,73.90,74.10,100.00,8.240q,18/07/12,undated,100.00,+6.9,,
46.25,8.50,8.55,8.50,PXUPA,Paperlinx Sps Tr pref,8.53,138,117.549,8.53,8.90,100.00,6.742sa,30/06/12,30/06/12i,100.00,n/a,,
188.50,175.00,176.45,175.20,PCAPA,Preferred Capital perls iii,176.00,87,1529.78,175.80,177.50,200.00,3.745q,6/07/12,6/04/16i,200.00,+5.0,,
105.75,97.00,102.50,102.06,RHCPA,Ramsay Health Care cares,102.50,2,16.024,102.06,102.50,100.00,6.316sa,20/10/12,undated,100.00,+4.7,,
92.50,79.40,81.10,79.40,SVWPA,Seven Grp pref,79.453,85,681.644,79.40,79.65,100.00,5.700sa,30/11/12,undated,100.00,+7.2,,
102.80,89.50,-,-,SBKPA,Suncorp-Metway 4.2105prf,91.00,-,-,91.00,93.25,100.00,4.211sa,14/09/12,14/09/16h,100.00,9.0,,
102.99,91.00,97.70,97.55,SBKPB,  pref,97.55,54,530.346,97.50,97.65,100.00,5.376q,15/06/12,14/06/13i,100.00,+7.2,,
85.50,54.00,82.50,82.00,TPAPA,Transpacific Sps stepup pf,82.00,21,173.287,81.65,82.00,100.00,7.229sa,15/10/12,undated,100.00,+8.5,,
102.90,96.50,100.00,99.25,WBCPA,Westpac Banking pref,100.00,46,456.665,99.80,100.00,100.00,4.662q,30/06/12,26/09/13i,100.00,+3.2,,
107.99,99.60,102.15,101.55,WBCPB,  pref ii,101.55,66,673.292,101.55,102.15,100.00,5.642q,30/06/12,30/09/14i,100.00,+3.7,,
99.95,98.00,99.10,98.50,WBCPC,  cps,98.94,57,565.316,98.70,98.94,100.00,5.402sa,30/09/12,31/03/18i,100.00,+3.9,,
94.00,83.26,87.899,87.60,WCTPA,Westpac Tps Tr pref,87.899,11,93.080,87.80,88.00,100.00,3.738q,30/06/12,30/06/16i,100.00,+4.8,,
Note: 1) Yields are indicative only. No account is taken of transaction costs, optionality or likely market movements at conversion/maturity. These may have a significant impact for certain securities or where there is a short term remaining.,
2) Some securities have a multiple maturity/conversion dates at the issuers option. In this case the date which is least advantageous to the holder is used. Key: h - at the discretion of the holder; i - at the discretion of the issuer; m - on maturity,
3) Some securities have currently suspended coupon payment. In these cases the implied yield assumes these payments were made. We are working closely with the ASX to resolve this issue.,
Disclaimer: Information provided by Ord Minnett Ltd is indicative only and subject to market fluctuations. While every care has been taken, Ord Minnett Ltd, and John Fairfax Publications Pty Ltd, and their respective related corporations and officers, will not accept liability for any loss resulting from any inaccuracy contained therein.,
,
