Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4462.1 at 16:37 20/8/2010  Report at 19:05 Friday 20/8/2010. Processed 08:30 Saturday 21/8/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,99.50,-,-,LEPHB,ALE Prop Grp 7.265un11,104.50,-,-,105.50,106.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,8.0
102.50,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,101.95,-,-,101.07,101.95,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,103.00,103.00,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,8,83.636,102.10,103.00,100.00,8.79,-,23/11/2012,-,-
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,-,-,HBSHA,Heritage Bld Soc 10%3mth19,108.00,-,-,107.80,-,100.00,10.000q,17/11/10,27/10/14i,100,2.8
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1121.00,n/a,1/10/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3605.00,n/a,1/10/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,3812.00,n/a,1/10/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,101.80,101.80,LEPHC,ALE Prop Grp frn3mth14,101.80,4,41.738,101.80,102.50,100.00,8.64,-,20/8/2014,-,-
35.00,10.196,-,-,AFPHA,Alpha Financial Prod ser1frn12,35.00,-,-,35.00,39.00,100.00,7.14sa,20/09/10,20/03/12m,100,88.6
114.00,106.10,109.25,108.90,AQNHA,AMP Grp Finance frn apr19,108.90,9,93.254,108.90,109.50,100.00,9.490q,17/11/10,15/05/14i,100,2.1
72.00,62.00,67.50,67.50,BENHB,Bendigo & Adelaide cap. note,67.50,1,4.928,66.50,67.50,100.00,.00q,30/11/10,undated,100,3.8
80.50,44.00,79.81,78.66,GINHA,Generator Income gennote2,78.66,22,171.464,78.65,79.80,100.00,6.840q,8/10/10,8/10/11m,100,26.2
83.00,67.10,74.00,73.50,MBLHB,Macq Bank Ltd inc sec,74.00,42,307.225,73.45,73.70,100.00,6.58q,15/10/10,undated,100,4.3
0.231,0.15,-,-,MFNHA,Macq Fortress frn aug35,0.159,-,-,0.16,0.179,1.00,n/a,30/09/10,31/08/35m,1,n/a
86.65,73.20,77.849,77.50,NABHA,National Aust Bank natincsec,77.70,69,533.719,77.50,77.70,100.00,6.00q,15/11/10,undated,100,3.2
98.00,55.00,97.00,97.00,NXBHC,Nexus Bonds Ltd nexus3,97.00,1,9.7,96.71,97.00,100.00,7.66q,14/09/10,14/12/10m,100,18.4
65.50,55.00,-,-,NXBHD,  nexus4,65.50,-,-,65.50,67.00,100.00,7.00q,20/11/10,23/06/15m,100,n/a
95.00,82.01,94.25,94.10,SAKHA,Sthn Cross Air skies,94.25,181,1701.91,93.56,94.40,100.00,6.640q,27/10/10,1/01/12i,100,7.3
72.00,58.06,65.75,64.80,SUNHB,Suncorp-Metway cap. note,65.75,12,79.542,65.45,65.95,100.00,5.50q,15/11/10,undated,100,4.0
107.95,102.20,104.95,104.35,TAHHA,Tabcorp Hldgs Ltd bondmay14,104.35,18,185.942,104.35,104.90,100.00,8.990q,17/11/10,1/05/14i,100,2.9
99.20,95.00,99.15,98.90,WOWHB,Woolworths Ltd perp.frn,99.00,25,246.373,98.90,99.00,100.00,6.008q,15/09/10,15/09/11i,100,3.3
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.07,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,-,-,AGIG,Ainsworth Game Tech 10% cn11,0.93,-,-,0.94,0.97,1.30,8.0sa,31/12/10,31/12/11m,1.3,38.0
2.07,1.81,-,-,AZZG,Antares Energy 10% cn13,2.00,-,-,1.82,2.00,2.00,10.0q,31/10/10,31/10/13h,-,n/a
0.58,0.30,-,-,BECG,Becton Prop Grp 9.5% cn12,0.36,-,-,0.351,0.395,0.65,9.5sa,31/12/10,30/06/12m,0.65,34.6
0.23,0.12,-,-,BPKG,Bremer Park Ltd 7% cn10,0.12,-,-,0.12,-,1.00,7.0sa,23/12/10,23/12/10m,1,n/a
0.19,0.105,-,-,CBDG,CBD Energy Ltd 12.5% cn,0.16,-,-,0.12,0.16,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,-,-,CCYG,China Century Capitl 12%  cn10,0.90,-,-,0.83,0.89,1.00,12.0q,30/09/10,30/09/10m,1,n/a
1.055,0.90,-,-,DRAG,Dragon Min Ltd 10% cn11,1.051,-,-,1.051,1.065,1.05,10.0q,30/09/10,10/02/11m,1.05,13.3
0.60,0.60,-,-,FARGA,FAR Ltd 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.70,2.15,-,-,HSKG,Heemskirk Cons 8% cn11,2.67,-,-,2.65,2.80,3.00,12.0q,30/09/10,29/04/11m,3,33.1
103.50,80.51,103.00,102.51,IANG,IAG Finance (Nz) exch.note,103.00,46,474.633,102.11,102.90,100.00,6.236q,15/09/10,15/12/19h,100,3.8
0.14,0.08,-,-,MSTG,Metal Storm Ltd 10% cn11,0.08,-,-,0.07,0.10,0.14,12.0q,22/09/10,1/09/11m,0.14,79.0
0.15,0.12,-,-,MSTGA,  sec cn11,0.15,-,-,0.007,0.145,0.135,-,-,9/01/2011,-,-
95.50,58.00,61.005,60.74,NFNG,Nufarm Finance (Nz) exc.nov11,61.00,43,259.966,60.50,62.00,100.00,6.710sa,15/10/10,24/11/11i,100,52.7
0.12,0.04,-,-,RSNG,Renison Cons 12% cn12,0.09,-,-,0.025,0.09,0.33,0.12,-,31/3/2012,-,-
1.28,0.675,-,-,RSGG,Resolute Min 12% cn12,0.90,-,-,0.83,0.88,0.50,12.0q,21/12/10,31/12/12m,-,n/a
100.00,93.251,99.76,99.76,SKAG,Skycity Invest aces,99.76,1,12.67,99.80,100.599,100.00,5.011q,15/09/10,15/12/10h,100,7.6
0.55,0.45,-,-,SURG,Sun Res NL 12%  cn11,0.45,-,-,-,-,0.55,12.0q,23/10/10,30/6/11m,0.55,41.9
0.27,0.06,-,-,VHLG,Virax Hldgs cn dec11,0.10,-,-,-,0.20,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
104.90,99.00,104.90,104.25,ANZPA,ANZ Banking Grp pref,104.75,90,940.533,104.75,104.90,100.00,5.606q,15/09/10,15/12/16i,100,2.5
103.00,95.50,102.00,101.85,ANZPB,  pref,101.85,47,480.451,101.801,101.85,100.00,5.186q,15/09/10,15/06/14i,100,2.4
90.50,73.00,88.90,88.50,AAZPB,Australand Assets assets,88.90,5,44.516,88.05,88.89,100.00,9.640q,30/09/10,undated,100,n/a
102.95,97.50,102.40,101.75,BOQPA,Bank of Qld reset prf,102.00,15,148.806,101.30,102.30,100.00,5.124sa,15/10/10,15/10/10h,100,12.0
93.50,81.50,89.60,89.25,BOQPC,  pref,89.25,11,98.69,89.25,89.90,100.00,4.767sa,15/10/10,17/12/12i,100,8.0
103.00,95.00,101.91,101.85,BENPA,Bendigo & Adelaide pref,101.90,5,53.994,101.90,102.49,100.00,6.16sa,1/11/10,1/11/12h,100,9.2
93.45,80.00,91.00,90.00,BENPB,  pref,90.00,8,70.362,90.00,91.00,100.00,4.486q,15/09/10,15/06/15h,100,3.8
92.50,81.50,92.00,90.75,BENPC,  pref,91.00,4,33.856,91.05,92.50,100.00,4.646q,10/10/10,10/10/14i,100,4.7
1.90,1.67,1.77,1.77,CAMPA,Clime Capital 7.5% pref,1.77,260,46.094,1.78,1.85,2.40,5.250q,6/10/10,30/04/17i,2.4,7.0
0.59,0.331,0.36,0.36,CMIPC,CMI Ltd pref.cl.a,0.36,-,-,0.36,0.37,1.20,11.67q,n/a,undated,-,n/a
211.20,201.75,208.95,208.70,CBAPA,C'wlth Bank  of Aust  perls v,208.95,29,596.983,208.70,209.00,200.00,5.690q,1/11/10,31/10/14i,200,2.3
196.60,185.00,195.20,194.25,CBAPB,  perls iv,195.20,52,1011.35,195.05,195.20,200.00,4.045q,31/10/10,31/10/12i,200,2.4
87.70,79.15,87.70,87.00,DXRPA,Dexus Rents Tr rents,87.70,6,50.691,86.00,87.70,100.00,6.140q,17/10/10,1/07/12i,100,9.6
65.003,37.50,52.20,48.00,ELDPA,Elders Ltd hybrids,50.80,194,972.098,49.50,50.89,100.00,5.027q,30/09/10,30/06/11i,100,96.9
93.70,75.35,90.00,89.50,FXJPB,Fairfax Media Ltd pref,90.00,61,542.635,89.51,90.00,100.00,6.450sa,31/10/10,30/04/11i,100,21.7
75.00,58.51,72.25,72.15,GMPPA,Goodman Plus Tr stepup pf,72.15,128,922.735,72.00,72.50,100.00,6.800q,21/09/10,21/03/13i,100,16.9
81.00,50.55,72.00,69.50,GNSPA,Gunns Ltd forests,69.50,18,126.109,69.50,70.00,100.00,6.916q,14/10/10,undated,100,n/a
102.54,94.50,101.50,101.20,IAGPA,Insurance Aust Grp 5.63%pref,101.50,8,86.173,101.20,101.50,100.00,5.63sa,15/12/10,15/06/12h,100,8.1
111.00,103.51,110.00,108.00,MQCPA,Macq Cps Tr pref,108.00,11,124.243,108.10,109.60,100.00,11.10sa,31/12/10,30/06/13h,100,8.5
86.90,51.99,79.30,78.20,MXUPA,Multiplex Sites sites,78.20,10,77.391,78.20,79.15,100.00,8.740q,18/10/10,undated,100,6.7
96.99,89.05,96.50,95.98,ORIPB,Orica Ltd pref,96.00,17,160.194,96.05,96.20,100.00,6.415sa,30/11/10,30/11/11i,100,6.1
74.50,35.00,58.50,58.00,PXUPA,PaperlinX Sps Tr pref,58.00,125,726.734,58.00,58.25,100.00,7.365sa,31/12/10,30/06/12i,100,38.3
188.00,160.00,178.90,178.20,PCAPA,Preferred Capital perls iii,178.80,19,345.721,178.50,178.80,200.00,4.109q,6/10/10,6/04/16i,200,3.6
99.00,92.16,95.60,95.20,RHCPA,Ramsay Health Care cares,95.60,26,250.902,95.20,95.50,100.00,5.294sa,20/10/10,20/10/10i,100,51.1
88.99,75.20,85.00,84.60,SVWPA,Seven Grp Hldgs pref,85.00,56,477.734,84.70,85.00,100.00,6.790sa,30/11/10,31/05/10i,100,7.1
102.24,94.15,102.24,101.752,SUNPA,Suncorp-Metway 5.068%prf,102.24,10,97.083,101.751,102.24,100.00,5.068sa,14/09/10,14/09/11h,100,8.3
100.00,90.71,100.00,99.701,SUNPB,  pref,100.00,38,382.858,99.90,100.00,100.00,5.676q,15/09/10,14/06/13m,100,3.9
77.00,56.96,61.10,60.50,TPAPA,Transpacific Sps stepup pf,61.00,19,118.282,61.00,62.50,100.00,5.784sa,15/10/10,1/10/11i,100,63.3
103.50,97.50,101.00,100.65,WBCPA,Westpac Banking pref,101.00,17,169.1,100.95,101.00,100.00,5.068q,30/09/10,26/09/13i,100,2.4
115.00,102.50,107.69,107.101,WBCPB,  pref ii,107.69,56,599.451,107.11,107.60,100.00,6.048q,30/09/10,30/09/14i,100,2.0
94.40,77.05,89.499,88.601,WCTPA,Westpac Tps Tr pref,89.488,23,208.554,88.62,89.49,100.00,4.088q,30/09/10,30/06/16i,100,3.5
