Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4789.3 at 16:47 3/12/2009  Report at 19:05 Thursday 3/12/2009. Processed 19:20 Thursday 3/12/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,-,-,LEPHB,ALE Prop Grp 7.265un11,101.60,-,-,101.10,102.49,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.4
100.00,96.00,-,-,ACDHC,Aust Central 9% un15,99.50,-,-,96.40,-,100.00,9.0q,1/01/10,31/07/10i,100,12.6
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,102.00,-,100.00,7.82,-,7/09/2012,-,-
101.50,100.50,101.00,101.00,BZBHA,Brookfield Bonds B 8.79%3m12,101.00,-,5.05,100.50,101.00,100.00,8.79,-,23/11/2012,-,-
570.00,200.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,560.00,-,-,540.00,590.00,1000.00,7.25sa,15/03/10,3/05/12m,-,37.8
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
105.70,102.00,104.00,103.00,HBSHA,Heritage Bld Soc 10%3mth19,103.00,19,192.364,102.50,103.50,100.00,10,-,25/10/2019,-,-
0.90,0.80,-,-,MSCHE,Minerals Corp 10.5%db09,0.89,-,-,0.85,0.89,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1724.00,n/a,1/02/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,4091.00,n/a,1/02/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4362.00,n/a,1/02/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
28.00,5.25,13.31,13.30,AFPHA,Alpha Financial Prod ser1frn12,13.30,3,3.605,13.36,18.00,100.00,6.18sa,20/03/10,20/03/12m,100,127.5
114.00,100.00,108.40,108.40,AQNHA,AMP Grp Finance frn apr19,108.40,1,10.514,108.48,108.80,100.00,8.755q,17/02/10,15/05/14i,100,1.6
72.00,47.20,-,-,BENHB,Bendigo & Adelaide cap. note,68.75,-,-,68.75,69.00,100.00,4.80q,2/03/10,undated,100,4.1
53.00,13.00,-,-,GINHA,Generator Income gennote2,47.20,-,-,46.10,51.50,100.00,5.670q,8/01/10,8/10/11m,100,50.4
98.00,88.49,95.67,94.85,HLCHA,Halcyon Sec hlcnte10,95.60,12,114.333,95.10,96.449,100.00,7.37q,3/02/10,3/08/10m,100,11.9
83.00,29.00,77.40,75.00,MBLHB,Macq Bank Ltd inc sec,75.00,19,145.617,75.00,77.25,100.00,5.41q,15/01/10,undated,100,4.4
0.231,0.021,0.181,0.181,MFNHA,Macq Fortress frn aug35,0.181,800,14.48,0.18,0.21,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,58.00,79.00,78.50,NABHA,National Aust Bank natincsec,78.50,50,390.858,78.25,78.50,100.00,5.255q,15/02/10,undated,100,3.3
98.50,60.00,-,-,NXBHB,Nexus Bonds Ltd frn dec09,98.50,-,-,-,-,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,63.00,63.00,NXBHC,  nexus3,63.00,3,17.64,56.00,63.00,100.00,6.11q,14/12/09,14/12/10m,100,53.2
59.80,39.00,55.35,55.35,NXBHD,  nexus4,55.35,13,71.124,55.05,57.999,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,90.50,90.25,SAKHA,Sthn Cross Air skies,90.50,306,2767.05,90.30,90.70,100.00,5.170q,27/01/10,1/01/12i,100,7.6
72.00,35.00,65.00,64.60,SUNHB,Suncorp-Metway cap. note,65.00,5,31.304,64.21,65.00,100.00,4.80q,15/02/10,undated,100,4.4
107.85,101.20,105.95,104.95,TAHHA,Tabcorp Hldgs Ltd bondmay14,105.00,144,1518.27,105.20,105.50,100.00,8.255q,17/02/10,1/05/14i,100,1.4
98.80,84.20,97.00,96.801,WOWHB,Woolworths Ltd perp.frn,97.00,49,477.366,96.90,97.47,100.00,4.555q,15/12/09,15/09/11i,100,2.9
Convertible Notes ,,,,,,,,,,,,,,,,
