Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4666.6 at 2011-06-03T16:36:34. Report at Friday, June 3, 2011. Processed Saturday at 2011-06-04T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
,
104.50,102.00,-,-,LEPHB,ALE Prop Grp 7.265un11,102.00,-,-,102.50,103.20,100,7.26,-,30/9/2011,-,-,,
102.00,98.90,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,99.10,-,-,99.75,102.60,100,7.82,-,9/7/2012,-,-,,
105.25,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,101.05,-,-,101.50,102.90,100,8.79,-,23/11/2012,-,-,,
109.00,104.00,106.00,106.00,HBSHA,Heritage Bldg Society 10%3mth19,106.00,8,87.662,106.00,115.00,100,10.00,-,25/10/2019,-,-,,
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,329,21.38,-,1/10/2011,-,-,,
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,2965,207.58,-,1/10/2014,-,-,,
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,3103,131.87,-,1/10/2014,-,-,,
Floating Rate Notes,,
,
103.25,100.00,-,-,LEPHC,ALE Prop Grp frn3mth14,101.85,-,-,101.10,101.85,100,8.90,-,20/8/2014,-,-,,
82.50,30.00,82.10,82.01,AFPHA,Alpha Financial Prod ser1frn12,82.01,4,33.640,82.10,84.25,100,.96,-,20/3/2012,-,-,,
113.10,106.10,107.65,107.60,AQNHA,AMP Grp Finance frn apr19,107.60,9,94.300,107.60,108.50,100,9.72,-,1/4/2019,-,-,,
104.15,100.50,-,-,AYUHA,Aust Unity Ltd frn apr16,104.15,-,-,103.90,104.15,100,8.47,-,14/4/2016,-,-,,
102.00,100.00,-,-,BENHA,Bendigo & Adelaide bondmar14,100.60,-,-,100.10,100.60,100,6.34,-,17/3/2014,-,-,,
79.50,62.00,75.50,75.50,BENHB,  cap. note,75.50,-,3.775,75.50,76.00,100,5.97,-,-,-,-,,
101.30,98.80,99.70,99.70,CBAHA,C'wlth Bank  of Aust bonddec15,99.70,9,92.222,99.50,99.70,100,5.97,-,24/12/2015,-,-,,
95.969,69.00,94.50,94.30,GINHA,Generator Income gennote2,94.50,9,83.124,94.50,95.00,100,-,-,8/10/2011,-,-,,
82.00,69.00,78.25,78.25,MBLHB,Macquarie Bank inc sec,78.25,8,62.600,78.20,78.25,100,6.62,-,-,-,-,,
.319,.15,.269,.269,MFNHA,Macq Fortress frn aug35,.269,68,1.829,.269,.295,1,10.25,-,31/8/2035,-,-,,
84.50,73.401,80.50,79.65,NABHA,National Aust Bank natincsec,80.50,108,865.388,80.001,80.69,100,6.22,-,-,-,-,,
70.999,61.50,-,-,NXBHD,Nexus Bonds nexus4,68.52,-,-,68.55,70.00,100,-,-,23/6/2015,-,-,,
101.50,97.40,98.80,98.80,PRYHA,Primary Health Care bondsep15,98.80,16,156.203,98.66,98.80,100,8.93,-,28/9/2015,-,-,,
101.25,88.60,100.10,100.00,SAKHA,Sthn Cross Air skies,100.10,29,291.699,99.90,100.10,100,6.69,-,20/12/2016,-,-,,
76.00,66.80,67.89,67.70,SBKHB,Suncorp-Metway cap. note,67.70,12,82.693,67.20,67.89,100,5.72,-,-,-,-,,
107.50,102.20,106.40,105.15,TAHHA,Tabcorp Hldgs bondmay14,105.15,33,349.818,105.20,106.40,100,9.22,-,1/5/2014,-,-,,
101.50,96.06,99.65,99.37,WOWHB,Woolworths perp.frn,99.65,31,311.442,99.36,99.65,100,6.04,-,-,-,-,,
Convertible Notes,,
,
1.07,1.07,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,.001,1.07,1,.10,-,4/1/2015,-,-,,
1.30,.85,-,-,AGIG,Ainsworth Game Tech 10% cn11,1.30,-,-,1.30,1.32,1.30,.10,-,31/12/2011,-,-,,
2.04,1.98,-,-,AZZG,Antares Energy 10% cn13,2.01,-,-,2.03,-,2,.10,-,31/10/2013,-,-,,
.42,.17,.25,.23,BECG,Becton Property 9.5% cn12,.25,2245,53.743,.25,.29,.65,.10,-,30/6/2012,-,-,,
.97,.88,-,-,CCYG,China Century Capitl 12%  cn12,.97,-,-,-,.95,1,.12,-,30/9/2012,-,-,,
.60,.60,-,-,FARGA,FAR 15% cn12,.60,-,-,-,-,.45,.15,-,31/1/2012,-,-,,
103.00,97.75,100.00,99.86,HLNG,Healthscope Notes 11.25% cn,99.86,42,419.644,99.80,99.99,100,.11,-,17/6/2016,-,-,,
106.00,97.05,103.25,102.75,IANG,IAG Finance (NZ) exch.note,103.10,50,511.852,102.75,103.10,100,.06,-,31/12/2036,-,-,,
1.83,1.70,1.78,1.78,IMFG,IMF (Aust) 10.25% cn,1.78,9,1.513,1.78,1.805,1.65,.10,-,31/12/2014,-,-,,
