Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4330.4 at 16:34 26/5/2010  Report at 19:05 Wednesday 26/5/2010. Processed 19:17 Wednesday 26/5/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,91.49,-,-,LEPHB,ALE Prop Grp 7.265un11,102.00,-,-,100.05,103.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,8.4
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,19.5
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,-,-,98.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,101.50,101.50,BZBHA,Brookfield Bonds B 8.79%3m12,101.50,-,2.334,101.00,101.50,100.00,8.79,-,23/11/2012,-,-
970.00,300.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,970.00,1000.00,1000.00,7.25sa,15/09/10,3/05/12m,-,9.9
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,-,-,HBSHA,Heritage Bld Soc 10%3mth19,106.50,-,-,106.00,107.00,100.00,10.000q,17/08/10,27/10/14i,100,2.9
0.80,0.28,-,-,MSCHF,Minerals Corp 10.5%db11,0.29,-,-,0.22,0.36,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1350.00,n/a,1/07/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3790.00,n/a,1/07/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4020.00,n/a,1/07/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,-,-,LEPHC,ALE Prop Grp frn3mth14,100.20,-,-,100.05,101.00,100.00,8.64,-,20/8/2014,-,-
34.15,5.25,28.50,28.50,AFPHA,Alpha Financial Prod ser1frn12,28.50,2,5.7,23.00,28.50,100.00,7.14sa,20/09/10,20/03/12m,100,89.4
114.00,105.10,109.10,108.95,AQNHA,AMP Grp Finance frn apr19,109.00,25,269.669,108.95,109.00,100.00,9.600q,17/08/10,15/05/14i,100,2.2
72.00,57.00,-,-,BENHB,Bendigo & Adelaide cap. note,64.10,-,-,64.00,67.20,100.00,.00q,30/08/10,undated,100,4.6
80.00,24.01,69.00,69.00,GINHA,Generator Income gennote2,69.00,2,15.525,65.00,69.00,100.00,6.468q,8/07/10,8/10/11m,100,33.2
99.00,92.75,99.00,99.00,HLCHA,Halcyon Sec hlcnte10,99.00,-,4.95,98.72,99.25,100.00,8.03q,3/08/10,3/08/10m,100,12.9
83.00,61.556,71.00,70.75,MBLHB,Macq Bank Ltd inc sec,71.00,23,159.865,71.00,72.00,100.00,6.24q,15/07/10,undated,100,5.0
0.231,0.07,0.155,0.155,MFNHA,Macq Fortress frn aug35,0.155,196,3.031,0.155,0.18,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,69.95,74.38,73.30,NABHA,National Aust Bank natincsec,73.60,151,1110.44,73.55,74.00,100.00,6.10q,16/08/10,undated,100,3.9
97.00,47.00,93.00,93.00,NXBHC,Nexus Bonds Ltd nexus3,93.00,9,81.375,93.00,93.50,100.00,7.18q,14/06/10,14/12/10m,100,20.3
62.50,45.50,60.801,60.801,NXBHD,  nexus4,60.801,2,12.16,60.80,62.50,100.00,7.00q,20/11/10,23/06/15m,100,n/a
95.00,71.05,91.05,91.05,SAKHA,Sthn Cross Air skies,91.05,-,4.097,91.02,92.00,100.00,6.218q,27/07/10,1/01/12i,100,8.9
72.00,53.00,65.40,65.40,SUNHB,Suncorp-Metway cap. note,65.40,1,3.4,62.80,65.40,100.00,5.56q,15/08/10,undated,100,4.3
107.95,102.20,103.95,103.05,TAHHA,Tabcorp Hldgs Ltd bondmay14,103.95,11,115.544,103.00,103.95,100.00,8.477q,17/08/10,1/05/14i,100,3.2
98.80,92.00,97.50,97.15,WOWHB,Woolworths Ltd perp.frn,97.17,16,156.432,97.17,97.60,100.00,5.530q,15/06/10,15/09/11i,100,4.4
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.95,0.93,AGIG,Ainsworth Game Tech 10% cn11,0.95,120,11.2,0.865,0.95,1.30,8.0sa,30/06/10,31/12/11m,1.3,34.2
2.07,1.50,-,-,AZZG,Antares Energy 10% cn13,2.05,-,-,2.01,2.05,2.00,10.0q,31/07/10,31/10/13h,-,n/a
0.975,0.49,0.96,0.95,AXOG,Aurox Res 7%cnjun10,0.96,500,47.79,0.95,0.96,0.95,7.0sa,30/06/10,30/06/10m,0.95,n/a
0.58,0.36,0.41,0.40,BECG,Becton Prop Grp 9.5% cn10,0.41,102,4.072,0.39,0.41,0.65,9.5sa,30/06/10,30/06/10m,0.65,n/a
0.23,0.12,-,-,BPKG,Bremer Park Ltd 7% cn10,0.12,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,-,-,CBDG,CBD Energy Ltd 12.5% cn,0.16,-,-,-,0.16,0.10,0.13,-,28/1/2011,-,-
0.95,0.64,-,-,CCYG,China Century Capitl 12%  cn10,0.92,-,-,-,0.91,1.00,12.0q,30/09/10,30/09/10m,1,47.2
1.048,0.83,-,-,DRAG,Dragon Min Ltd 10% cn11,1.03,-,-,0.976,1.048,1.05,10.0q,30/06/10,10/02/11m,1.05,15.5
0.60,0.60,-,-,FARGA,First Aust Res 15% cn12,0.60,-,-,0.36,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,-,-,HSKG,Heemskirk Cons 8% cn11,2.26,-,-,2.26,2.45,3.00,12.0q,30/09/10,29/04/11m,3,45.9
103.00,68.85,101.68,99.30,IANG,IAG Finance (Nz) exch.note,101.50,43,426.929,100.65,101.50,100.00,5.901q,15/06/10,15/12/19h,100,4.0
0.14,0.06,-,-,MSTG,Metal Storm Ltd 10% cn11,0.14,-,-,0.095,0.125,0.14,12.0q,22/06/10,1/09/11m,0.14,8.6
0.15,0.12,-,-,MSTGA,  sec cn11,0.15,-,-,0.016,0.145,0.135,-,-,9/01/2011,-,-
95.50,71.25,73.50,72.50,NFNG,Nufarm Finance (Nz) exc.nov11,73.50,30,222.083,73.00,74.50,100.00,6.710sa,15/10/10,24/11/11i,100,26.2
0.12,0.04,-,-,RSNG,Renison Cons 12% cn12,0.10,-,-,0.025,0.125,0.33,0.12,-,31/3/2012,-,-
1.28,0.67,1.04,1.04,RSGG,Resolute Min 12% cn12,1.04,200,20.8,0.91,1.07,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,89.10,-,-,SKAG,Skycity Invest aces,98.421,-,-,98.75,99.45,100.00,4.676q,15/06/10,15/12/10h,100,8.2
0.55,0.45,-,-,SURG,Sun Res NL 12%  cn11,0.45,-,-,0.30,-,0.55,12.0q,23/07/10,30/6/11m,0.55,35.7
0.27,0.05,-,-,VHLG,Virax Hldgs cn dec11,0.27,-,-,-,0.27,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
103.40,99.00,100.59,100.00,ANZPA,ANZ Banking Grp pref,100.40,203,2037.87,100.10,100.40,100.00,5.271q,15/06/10,15/12/16i,100,2.9
103.00,95.50,99.00,98.24,ANZPB,  pref,98.65,37,367.215,98.65,98.77,100.00,4.851q,15/06/10,15/06/14i,100,2.8
90.50,49.00,84.55,84.00,AAZPB,Australand Assets assets,84.05,15,124.191,84.05,84.65,100.00,9.218q,30/06/10,undated,100,n/a
102.95,97.20,-,-,BOQPA,Bank of Qld reset prf,100.00,-,-,99.25,100.30,100.00,5.124sa,15/10/10,15/10/10h,100,9.8
