Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4574.1 at 16:41 18/6/2010  Report at 19:05 Friday 18/6/2010. Processed 19:12 Friday 18/6/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,91.50,-,-,LEPHB,ALE Prop Grp 7.265un11,103.70,-,-,104.00,105.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.5
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,n/a
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,-,-,98.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,-,-,101.80,102.50,100.00,8.79,-,23/11/2012,-,-
970.00,300.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,971.00,1025.00,1000.00,7.25sa,15/09/10,3/05/12m,-,10.2
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,105.50,105.40,HBSHA,Heritage Bld Soc 10%3mth19,105.40,1,10.549,105.40,106.40,100.00,10.000q,17/08/10,27/10/14i,100,3.6
0.80,0.28,-,-,MSCHF,Minerals Corp 10.5%db11,0.29,-,-,-,-,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1274.00,n/a,1/08/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3729.00,n/a,1/08/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,3951.00,n/a,1/08/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,100.70,100.70,LEPHC,ALE Prop Grp frn3mth14,100.70,18,181.662,100.70,101.70,100.00,8.64,-,20/8/2014,-,-
34.15,7.50,-,-,AFPHA,Alpha Financial Prod ser1frn12,30.00,-,-,30.00,35.50,100.00,7.14sa,20/09/10,20/03/12m,100,89.4
114.00,106.00,109.00,108.20,AQNHA,AMP Grp Finance frn apr19,108.30,10,109.202,108.30,108.90,100.00,9.600q,17/08/10,15/05/14i,100,2.6
72.00,57.00,-,-,BENHB,Bendigo & Adelaide cap. note,63.20,-,-,63.60,66.90,100.00,5.66q,30/08/10,undated,100,5.0
80.00,32.00,73.00,73.00,GINHA,Generator Income gennote2,73.00,4,30.952,72.00,74.00,100.00,6.468q,8/07/10,8/10/11m,100,30.2
99.25,93.15,99.25,99.20,HLCHA,Halcyon Sec hlcnte10,99.20,14,134.444,99.05,99.49,100.00,8.03q,3/08/10,3/08/10m,100,n/a
83.00,64.00,72.00,71.10,MBLHB,Macq Bank Ltd inc sec,71.10,55,395.309,71.20,72.00,100.00,6.24q,15/07/10,undated,100,5.0
0.231,0.10,0.164,0.164,MFNHA,Macq Fortress frn aug35,0.164,200,3.28,0.164,0.185,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,70.63,75.00,74.65,NABHA,National Aust Bank natincsec,75.00,284,2123.27,74.80,75.00,100.00,6.10q,16/08/10,undated,100,3.7
97.00,47.50,-,-,NXBHC,Nexus Bonds Ltd nexus3,91.00,-,-,91.351,94.988,100.00,7.66q,14/09/10,14/12/10m,100,24.1
62.50,51.65,62.498,62.00,NXBHD,  nexus4,62.00,4,23.684,61.50,62.00,100.00,7.00q,20/11/10,23/06/15m,100,n/a
95.00,73.10,89.70,89.60,SAKHA,Sthn Cross Air skies,89.70,5,47.351,89.60,89.70,100.00,6.218q,27/07/10,1/01/12i,100,10.6
72.00,58.06,65.00,64.50,SUNHB,Suncorp-Metway cap. note,65.00,21,134.525,63.01,64.80,100.00,5.56q,15/08/10,undated,100,4.4
107.95,102.20,103.25,103.10,TAHHA,Tabcorp Hldgs Ltd bondmay14,103.25,20,201.808,103.00,103.25,100.00,8.477q,17/08/10,1/05/14i,100,3.5
98.80,94.00,96.799,96.06,WOWHB,Woolworths Ltd perp.frn,96.799,25,240.026,96.799,96.80,100.00,6.008q,15/09/10,15/09/11i,100,4.0
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,-,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,-,-,AGIG,Ainsworth Game Tech 10% cn11,0.875,-,-,0.875,0.95,1.30,8.0sa,30/06/10,31/12/11m,1.3,38.1
2.07,1.70,-,-,AZZG,Antares Energy 10% cn13,2.00,-,-,1.86,2.00,2.00,10.0q,31/07/10,31/10/13h,-,n/a
