Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4929.4 at 16:34 14/1/2010  Report at 19:05 Thursday 14/1/2010. Processed 19:29 Thursday 14/1/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,86.00,102.20,102.00,LEPHB,ALE Prop Grp 7.265un11,102.20,5,45.91,102.00,102.45,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.7
100.00,96.00,-,-,ACDHC,Aust Central 9% un15,99.50,-,-,94.50,-,100.00,9.0q,1/04/10,31/07/10i,100,10.9
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,102.00,-,100.00,7.82,-,7/09/2012,-,-
103.00,100.50,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,102.50,-,-,102.50,103.50,100.00,8.79,-,23/11/2012,-,-
750.00,200.00,750.00,680.00,CBHGA,CBH Res Ltd 7.25%cn12,750.00,3,207.92,700.00,770.00,1000.00,7.25sa,15/03/10,3/05/12m,-,23.5
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,103.50,103.00,HBSHA,Heritage Bld Soc 10%3mth19,103.50,4,42.845,103.10,103.50,100.00,10.000q,17/02/10,27/10/14i,100,3.1
0.80,0.80,-,-,MSCHF,Minerals Corp 10.5%db11,0.80,-,-,0.70,0.80,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1650.00,n/a,1/03/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,4031.00,n/a,1/03/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4294.00,n/a,1/03/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,-,-,AFPHA,Alpha Financial Prod ser1frn12,14.00,-,-,15.00,16.00,100.00,6.18sa,20/03/10,20/03/12m,100,135.8
114.00,100.00,110.50,109.00,AQNHA,AMP Grp Finance frn apr19,110.50,31,341.085,110.50,110.73,100.00,8.755q,17/02/10,15/05/14i,100,1.3
72.00,47.20,67.10,67.00,BENHB,Bendigo & Adelaide cap. note,67.10,13,87.2,67.00,68.50,100.00,4.80q,2/03/10,undated,100,4.5
57.25,13.00,57.25,57.25,GINHA,Generator Income gennote2,57.25,2,11.45,55.10,64.15,100.00,6.130q,8/04/10,8/10/11m,100,38.7
98.00,92.75,-,-,HLCHA,Halcyon Sec hlcnte10,97.75,-,-,97.51,97.75,100.00,7.37q,3/02/10,3/08/10m,100,11.2
83.00,29.00,75.00,74.70,MBLHB,Macq Bank Ltd inc sec,74.80,16,117.317,74.80,74.99,100.00,5.41q,15/01/10,undated,100,4.4
0.231,0.021,0.20,0.20,MFNHA,Macq Fortress frn aug35,0.20,100,2,0.195,0.224,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,80.69,79.26,NABHA,National Aust Bank natincsec,80.311,82,651.192,80.31,80.69,100.00,5.255q,15/02/10,undated,100,3.2
84.00,45.00,-,-,NXBHC,Nexus Bonds Ltd nexus3,84.00,-,-,78.261,84.00,100.00,7.00q,14/03/10,14/12/10m,100,24.5
59.80,40.00,-,-,NXBHD,  nexus4,58.00,-,-,59.60,61.999,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,90.20,90.20,SAKHA,Sthn Cross Air skies,90.20,5,47.355,90.00,90.95,100.00,5.910q,27/01/10,1/01/12i,100,7.7
72.00,35.00,68.00,68.00,SUNHB,Suncorp-Metway cap. note,68.00,5,34,68.00,68.50,100.00,4.80q,15/02/10,undated,100,4.1
107.85,101.20,106.60,106.20,TAHHA,Tabcorp Hldgs Ltd bondmay14,106.60,7,71.408,106.50,106.75,100.00,8.255q,17/02/10,1/05/14i,100,1.1
98.80,84.20,97.50,97.00,WOWHB,Woolworths Ltd perp.frn,97.50,7,65.703,97.01,97.50,100.00,5.350q,15/03/10,15/09/11i,100,3.1
Convertible Notes ,,,,,,,,,,,,,,,,
-,-,-,-,AVDG,Advance Energy 9.5% cn15,-,-,-,-,-,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.83,0.83,AGIG,Ainsworth Game Tech 10% cn11,0.83,13,1.054,0.83,0.90,1.30,8.0sa,31/12/09,31/12/09m,-,n/a
2.07,1.11,-,-,AZZG,Antares Energy 10% cn13,2.06,-,-,2.05,-,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.86,0.14,0.835,0.835,AXOG,Aurox Res 7%cnjun10,0.835,330,27.555,0.835,0.875,0.95,7.0sa,30/06/10,30/06/10m,0.95,40.4
