Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4931.6 at 16:33 12/1/2010  Report at 19:05 Tuesday 12/1/2010. Processed 19:37 Tuesday 12/1/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,86.00,-,-,LEPHB,ALE Prop Grp 7.265un11,101.60,-,-,101.60,102.45,100.00,7.265sa,31/03/10,30/09/11m,102.5,9.0
100.00,96.00,-,-,ACDHC,Aust Central 9% un15,99.50,-,-,94.50,-,100.00,9.0q,1/04/10,31/07/10i,100,10.7
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,102.00,-,100.00,7.82,-,7/09/2012,-,-
103.00,100.50,102.50,102.50,BZBHA,Brookfield Bonds B 8.79%3m12,102.50,-,3.382,102.50,103.50,100.00,8.79,-,23/11/2012,-,-
585.00,200.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,585.00,-,-,640.00,750.00,1000.00,7.25sa,15/03/10,3/05/12m,-,37.3
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,105.10,104.85,HBSHA,Heritage Bld Soc 10%3mth19,105.10,6,62.961,104.85,105.50,100.00,10,-,25/10/2019,-,-
0.80,0.80,0.80,0.80,MSCHF,Minerals Corp 10.5%db11,0.80,2,-,0.70,0.80,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1650.00,n/a,28/02/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,4031.00,n/a,28/02/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4294.00,n/a,28/02/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,-,-,AFPHA,Alpha Financial Prod ser1frn12,14.00,-,-,14.60,18.00,100.00,6.18sa,20/03/10,20/03/12m,100,134.4
114.00,100.00,109.70,109.00,AQNHA,AMP Grp Finance frn apr19,109.70,5,54.305,109.70,109.75,100.00,8.755q,17/02/10,15/05/14i,100,1.4
72.00,47.20,67.00,67.00,BENHB,Bendigo & Adelaide cap. note,67.00,4,24.991,67.00,68.50,100.00,4.80q,2/03/10,undated,100,4.6
56.00,13.00,-,-,GINHA,Generator Income gennote2,53.50,-,-,54.00,57.25,100.00,6.130q,8/04/10,8/10/11m,100,43.1
98.00,92.75,-,-,HLCHA,Halcyon Sec hlcnte10,97.75,-,-,97.51,97.75,100.00,7.37q,3/02/10,3/08/10m,100,10.9
83.00,29.00,75.00,74.40,MBLHB,Macq Bank Ltd inc sec,75.00,11,82.783,74.40,75.00,100.00,5.41q,15/01/10,undated,100,4.4
0.231,0.021,-,-,MFNHA,Macq Fortress frn aug35,0.195,-,-,0.195,0.21,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,79.98,79.00,NABHA,National Aust Bank natincsec,79.24,90,712.457,78.84,79.24,100.00,5.255q,15/02/10,undated,100,3.3
84.00,45.00,-,-,NXBHC,Nexus Bonds Ltd nexus3,84.00,-,-,78.00,84.00,100.00,7.00q,14/03/10,14/12/10m,100,24.1
59.80,40.00,-,-,NXBHD,  nexus4,58.00,-,-,59.60,61.999,100.00,6.70q,20/05/10,23/06/15m,100,n/a
92.00,58.00,92.00,91.60,SAKHA,Sthn Cross Air skies,92.00,5,44.618,91.60,92.00,100.00,5.910q,27/01/10,1/01/12i,100,6.5
72.00,35.00,-,-,SUNHB,Suncorp-Metway cap. note,67.90,-,-,67.10,68.50,100.00,4.80q,15/02/10,undated,100,4.2
107.85,101.20,106.00,106.00,TAHHA,Tabcorp Hldgs Ltd bondmay14,106.00,5,48.866,106.00,106.50,100.00,8.255q,17/02/10,1/05/14i,100,1.3
98.80,84.20,98.05,97.90,WOWHB,Woolworths Ltd perp.frn,97.90,77,754.52,97.25,97.90,100.00,5.350q,15/03/10,15/09/11i,100,2.8
Convertible Notes ,,,,,,,,,,,,,,,,
-,-,-,-,AVDG,Advance Energy 9.5% cn15,-,-,-,-,-,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,0.83,0.80,AGIG,Ainsworth Game Tech 10% cn11,0.83,106,8.627,0.79,0.83,1.30,8.0sa,31/12/09,31/12/09m,-,n/a
2.07,1.11,2.06,2.05,AZZG,Antares Energy 10% cn13,2.06,30,6.155,2.05,2.06,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.86,0.14,0.84,0.817,AXOG,Aurox Res 7%cnjun10,0.825,1020,83.825,0.82,0.875,0.95,7.0sa,30/06/10,30/06/10m,0.95,42.6
0.58,0.11,-,-,BECG,Becton Prop Grp 9.5% cn10,0.56,-,-,0.56,0.57,0.65,9.5sa,30/06/10,30/06/10m,0.65,47.9
0.23,0.13,-,-,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,-,-,CBDG,CBD Energy Ltd 12.5% cn,0.18,-,-,-,0.20,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,-,-,CCYG,China Century Capitl 12%  cn10,0.82,-,-,0.825,-,1.00,12.0q,31/03/10,30/09/10m,1,51.8
1.048,0.75,1.00,0.99,DRAG,Dragon Min Ltd 10% cn11,1.00,730,72.5,0.995,1.00,1.05,10.0q,31/03/10,10/02/11m,1.05,15.3
0.60,0.60,-,-,FARGA,First Aust Res 15% cn12,0.60,-,-,0.32,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,-,-,HSKG,Heemskirk Cons 8% cn11,2.40,-,-,2.40,2.45,3.00,12.0q,31/03/10,29/04/11m,3,30.2
100.00,51.00,99.40,98.70,IANG,IAG Finance (Nz) exch.note,98.75,181,1790.97,98.70,99.10,100.00,5.775q,15/03/10,15/12/19h,100,4.3
0.12,0.06,-,-,MSTG,Metal Storm Ltd 10% cn11,0.102,-,-,0.104,0.14,0.14,12.0q,1/09/09,1/09/09m,-,n/a
0.12,0.12,-,-,MSTGA,  sec cn11,0.12,-,-,0.012,0.14,0.135,-,-,9/01/2011,-,-
95.50,61.00,87.30,87.00,NFNG,Nufarm Finance (Nz) exc.nov11,87.00,144,1261.12,87.00,87.80,100.00,6.190sa,15/04/10,24/11/11i,100,11.2
0.10,0.04,-,-,RSNG,Renison Cons 12% cn12,0.10,-,-,0.071,0.14,0.33,0.12,-,31/3/2012,-,-
1.25,0.50,-,-,RSGG,Resolute Min 12% cn12,1.20,-,-,1.11,1.24,0.50,12.0q,21/06/10,31/12/12m,-,n/a
98.20,71.50,98.00,97.25,SKAG,Skycity Invest aces,98.00,54,531.518,97.25,99.75,100.00,4.55q,15/03/10,15/12/10h,100,5.2
0.55,0.50,-,-,SURG,Sun Res NL 12%  cn11,0.55,-,-,0.50,-,0.55,12.0q,23/01/10,30/6/11m,0.55,14.4
0.16,0.04,-,-,VHLG,Virax Hldgs cn dec11,0.10,-,-,0.10,0.14,0.10,-,-,8/12/09m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
100.00,99.00,100.00,99.80,ANZPA,ANZ Banking Grp pref,99.84,244,2439.71,99.83,100.00,100.00,5.023q,15/03/10,15/12/16i,100,1.3
103.00,85.50,99.75,99.111,ANZPB,  pref,99.70,39,383.277,99.40,99.70,100.00,4.725q,15/03/10,15/06/14i,100,1.2
86.50,31.20,85.00,84.99,AAZPB,Australand Assets assets,85.00,20,169.997,84.15,85.00,100.00,8.910q,31/03/10,undated,100,n/a
102.95,96.05,-,-,BOQPA,Bank of Qld reset prf,100.25,-,-,100.00,100.25,100.00,5.124sa,15/04/10,15/10/10h,100,9.5
93.50,64.60,89.90,88.80,BOQPC,  pref,89.00,20,178.774,89.00,89.90,100.00,4.403sa,15/04/10,17/12/12i,100,6.8
102.60,91.55,96.35,96.00,BENPA,Bendigo & Adelaide pref,96.00,3,30.741,95.30,96.35,100.00,6.16sa,1/05/10,1/11/12h,100,11.3
88.50,55.00,83.00,82.55,BENPB,  pref,82.55,5,41.32,83.00,84.00,100.00,4.025q,15/03/10,15/06/15h,100,4.2
90.99,55.00,85.10,84.55,BENPC,  pref,84.55,10,80.955,84.55,85.99,100.00,4.129q,10/04/10,10/10/14i,100,6.1
1.90,0.95,1.76,1.76,CAMPA,Clime Capital 7.5% pref,1.76,30,5.28,1.76,1.79,2.40,5.250q,6/04/10,30/04/17i,2.4,6.3
0.59,0.26,0.43,0.43,CMIPC,CMI Ltd pref.cl.a,0.43,100,4.3,0.435,0.44,1.20,11.67q,3/03/08,undated,-,n/a
208.00,202.50,208.00,207.65,CBAPA,C'wlth Bank  of Aust  perls v,208.00,40,836.778,207.99,208.00,200.00,5.086q,1/02/10,31/10/14i,200,1.0
194.80,160.50,191.90,190.50,CBAPB,  perls iv,191.00,373,7130.94,190.50,191.95,200.00,3.492q,31/01/10,31/10/12i,200,1.8
86.00,41.00,84.00,84.00,DXRPA,Dexus Rents Tr rents,84.00,10,84,84.00,85.50,100.00,5.410q,18/01/10,1/07/12i,100,9.2
63.75,19.65,62.50,62.00,ELDPA,Elders Ltd hybrids,62.00,5,28.414,62.05,62.50,100.00,4.417q,31/03/10,30/06/11i,100,39.0
89.00,48.001,88.00,87.00,FXJPB,Fairfax Media Ltd pref,88.00,4,31.111,87.50,88.00,100.00,5.930sa,30/04/10,30/04/11i,100,13.5
69.99,12.01,67.40,67.00,GMPPA,Goodman Plus Tr stepup pf,67.00,17,114.943,66.60,67.00,100.00,5.940q,21/03/10,21/03/13i,100,16.8
81.00,46.00,81.00,80.00,GNSPA,Gunns Ltd forests,81.00,6,51.97,79.60,80.50,100.00,6.181q,14/01/10,undated,100,n/a
102.54,93.00,98.26,98.00,IAGPA,Insurance Aust Grp 5.63%pref,98.25,22,218.813,98.25,98.35,100.00,5.63sa,15/06/10,15/06/12h,100,9.2
111.00,78.50,109.00,108.01,MQCPA,Macq Cps Tr pref,108.011,45,491.88,108.10,109.00,100.00,11.10sa,30/06/10,30/06/13h,100,8.5
0.07,0.023,-,-,MSCPA,Minerals Corp 7.0% pref,0.07,-,-,-,0.07,0.20,7.0sa,n/a,5/12/08i,0.2,n/a
86.90,17.20,83.50,82.55,MXUPA,Multiplex Sites sites,83.00,192,1590.48,83.00,83.05,100.00,6.010q,18/01/10,1/04/10i,100,102.7
96.25,62.20,93.30,93.00,ORIPB,Orica Ltd pref,93.00,210,1956.75,92.60,93.50,100.00,4.710sa,31/05/10,30/11/11i,100,5.7
58.75,11.00,57.01,56.00,PXUPA,PaperlinX Sps Tr pref,56.00,4,20.581,56.00,56.80,100.00,6.810sa,30/06/10,30/06/12i,100,31.0
188.00,125.00,175.00,172.75,PCAPA,Preferred Capital perls iii,175.00,29,502.791,175.00,175.50,200.00,3.626q,6/04/10,6/04/16i,200,3.8
99.00,79.00,97.20,96.90,RHCPA,Ramsay Health Care cares,96.90,26,249.017,96.51,97.00,100.00,5.019sa,20/04/10,20/10/10i,100,9.6
97.50,77.00,94.59,94.20,SEVPC,Seven Network    pref,94.48,8,76.828,94.30,94.49,100.00,4.844sa,31/05/10,31/05/10i,100,21.1
103.50,90.00,97.45,97.45,SUNPA,Suncorp-Metway 5.068%prf,97.45,2,18.71,97.00,97.75,100.00,5.068sa,14/03/10,14/09/11h,100,10.6
99.00,65.00,94.20,93.80,SUNPB,  pref,94.00,47,443.55,93.90,94.00,100.00,5.149q,15/03/10,14/06/13m,100,4.1
99.85,64.00,-,-,TTXPA,Taps Tr taps,98.40,-,-,98.60,99.399,100.00,6.11q,22/01/10,30/06/10h,100,5.9
72.50,32.40,67.00,66.01,TPAPA,Transpacific Sps stepup pf,66.60,26,170.202,66.40,66.90,100.00,5.096sa,15/04/10,1/10/11i,100,33.3
103.50,90.30,99.08,98.60,WBCPA,Westpac Banking pref,98.851,52,510.54,98.85,99.08,100.00,4.557q,31/03/10,26/09/13i,100,1.3
108.50,100.00,105.20,104.90,WBCPB,  pref ii,105.10,43,452.037,104.96,105.10,100.00,5.537q,31/03/10,30/09/14i,100,0.9
94.40,60.50,87.00,86.26,WCTPA,Westpac Tps Tr pref,86.27,21,181.113,86.31,87.00,100.00,3.577q,31/03/10,30/06/16i,100,3.9
84.499,50.00,-,-,WFLPA,Willmott Forests pref,68.00,-,-,66.50,69.00,100.00,7.0sa,31/03/10,30/09/14h,64.47,15.2
