Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4111.0 at 2011-12-30T14:43:55. Report at Friday, December 30, 2011. Processed Tuesday at 2012-01-03T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
,
102.00,98.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,101.05,-,-,98.50,-,100,7.82,-,9/7/2012,-,-,,
103.95,99.50,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,102.20,-,-,100.35,103.70,100,8.79,-,23/11/2012,-,-,,
111.00,105.00,-,-,HBSHA,Heritage Bank Ltd 10%3mth19,109.00,-,-,108.40,109.25,100,10.00,-,25/10/2019,-,-,,
5697.365,5697.365,-,-,LSBHB,Pentagon Capital lsbfr10,5697.365,-,-,-,-,2563,179.43,-,1/10/2014,-,-,,
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,2665,113.26,-,1/10/2014,-,-,,
Floating Rate Notes,,
,
103.15,97.50,-,-,LEPHC,ALE Prop Grp frn3mth14,101.00,-,-,100.70,101.00,100,8.60,-,20/8/2014,-,-,,
90.00,65.00,-,-,AFPHA,Alpha Financial Prod ser1frn12,87.00,-,-,87.21,90.00,100,.91,-,20/3/2012,-,-,,
111.20,102.75,109.00,109.00,AQNHA,AMP Grp Finance frn apr19,109.00,2,21.800,109.00,109.50,100,9.40,-,1/4/2019,-,-,,
105.50,100.50,-,-,AYUHA,Aust Unity Ltd frn apr16,103.50,-,-,100.10,103.00,100,8.35,-,14/4/2016,-,-,,
102.30,98.00,-,-,BENHA,Bendigo And Adelaide bondmar14,100.00,-,-,100.00,101.00,100,5.95,-,17/3/2014,-,-,,
79.50,62.50,-,-,BENHB,  cap. note,71.20,-,-,70.06,72.98,100,5.90,-,-,-,-,,
101.30,97.01,99.00,98.50,CBAHA,Commonwealth Bank bonddec15,99.00,47,459.160,98.56,99.00,100,5.81,-,24/12/2015,-,-,,
80.749,62.03,68.61,68.50,MBLHB,Macq Bank Ltd inc sec,68.50,13,86.626,68.50,69.00,100,6.46,-,-,-,-,,
84.00,73.10,78.40,78.051,NABHA,National Aust Bank natincsec,78.07,35,270.018,78.07,78.35,100,5.90,-,-,-,-,,
74.74,66.30,-,-,NXBHD,Nexus Bonds Ltd nexus4,71.60,-,-,71.601,74.00,100,-,-,23/6/2015,-,-,,
102.70,101.10,101.79,101.20,ORGHA,Origin Energy frn dec71,101.20,188,1911.19,101.20,101.45,100,8.47,-,22/12/2071,-,-,,
101.50,90.00,-,-,PRYHA,Primary Health Care bondsep15,96.00,-,-,96.00,96.50,100,8.80,-,28/9/2015,-,-,,
101.90,97.00,-,-,SAKHA,Sthn Cross Air skies,101.398,-,-,-,-,100,6.75,-,20/12/2016,-,-,,
76.00,60.01,64.80,64.80,SBKHB,Suncorp-Metway cap. note,64.80,2,9.914,63.00,64.80,100,5.65,-,-,-,-,,
