Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4895.1 at 16:34 20/1/2010  Report at 19:05 Wednesday 20/1/2010. Processed 19:08 Wednesday 20/1/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,86.00,102.49,102.00,LEPHB,ALE Prop Grp 7.265un11,102.00,4,35.861,102.00,105.00,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.9
100.00,96.00,-,-,ACDHC,Aust Central 9% un15,99.50,-,-,94.50,-,100.00,9.0q,1/04/10,31/07/10i,100,11.3
105.00,100.00,102.00,102.00,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,10,99.858,102.00,-,100.00,7.82,-,7/09/2012,-,-
103.00,100.50,103.00,103.00,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,5,51.706,102.50,103.50,100.00,8.79,-,23/11/2012,-,-
755.00,200.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,690.00,-,-,635.00,700.00,1000.00,7.25sa,15/03/10,3/05/12m,-,28.3
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,1200.00,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,-,-,HBSHA,Heritage Bld Soc 10%3mth19,104.00,-,-,104.001,-,100.00,10.000q,17/02/10,27/10/14i,100,3.1
0.80,0.80,-,-,MSCHF,Minerals Corp 10.5%db11,0.80,-,-,0.71,0.77,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1650.00,n/a,1/03/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,4031.00,n/a,1/03/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4294.00,n/a,1/03/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
