Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4438.8 at 16:38 31/8/2010  Report at 19:05 Tuesday 31/8/2010. Processed 19:07 Tuesday 31/8/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,99.50,-,-,LEPHB,ALE Prop Grp 7.265un11,104.50,-,-,101.20,106.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,8.1
102.50,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,101.50,-,-,101.50,101.95,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,-,-,103.00,105.25,100.00,8.79,-,23/11/2012,-,-
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
109.00,102.00,108.00,108.00,HBSHA,Heritage Bld Soc 10%3mth19,108.00,2,17.28,107.80,108.75,100.00,10.000q,17/11/10,27/10/14i,100,3.0
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1121.00,n/a,1/10/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3605.00,n/a,1/10/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,3812.00,n/a,1/10/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,101.90,101.90,LEPHC,ALE Prop Grp frn3mth14,101.90,2,19.871,101.85,101.90,100.00,8.7,-,20/8/2014,-,-
38.00,10.196,38.00,36.60,AFPHA,Alpha Financial Prod ser1frn12,36.60,1,5.342,36.00,36.60,100.00,7.14sa,20/09/10,20/03/12m,100,86.0
114.00,106.10,109.35,109.00,AQNHA,AMP Grp Finance frn apr19,109.00,18,198.136,108.88,109.20,100.00,9.490q,17/11/10,15/05/14i,100,2.1
72.00,62.00,64.50,64.20,BENHB,Bendigo & Adelaide cap. note,64.20,5,30.876,64.20,66.50,100.00,.00q,30/11/10,undated,100,4.2
81.00,44.00,80.10,80.05,GINHA,Generator Income gennote2,80.05,8,65.737,80.10,82.00,100.00,6.840q,8/10/10,8/10/11m,100,25.2
83.00,67.10,73.70,73.50,MBLHB,Macq Bank Ltd inc sec,73.60,11,77.693,73.60,73.949,100.00,6.58q,15/10/10,undated,100,4.3
0.231,0.15,0.157,0.157,MFNHA,Macq Fortress frn aug35,0.157,443,6.955,0.157,0.214,1.00,n/a,30/09/10,31/08/35m,1,n/a
86.65,73.20,76.70,76.25,NABHA,National Aust Bank natincsec,76.70,187,1431.33,76.70,76.92,100.00,6.00q,15/11/10,undated,100,3.3
