Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4324.8 at 16:36 30/6/2010  Report at 19:05 Wednesday 30/6/2010. Processed 23:09 Wednesday 30/6/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,92.95,-,-,LEPHB,ALE Prop Grp 7.265un11,104.00,-,-,104.50,105.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.4
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,95.00,-,100.00,9.0q,1/07/10,31/07/10i,100,n/a
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,-,-,-,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,103.00,-,-,101.00,103.00,100.00,8.79,-,23/11/2012,-,-
970.00,430.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,1000.00,1000.00,1000.00,7.25sa,15/09/10,3/05/12m,-,10.4
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,-,-,HBSHA,Heritage Bld Soc 10%3mth19,106.70,-,-,106.80,-,100.00,10.000q,17/08/10,27/10/14i,100,3.3
0.80,0.28,-,-,MSCHF,Minerals Corp 10.5%db11,0.29,-,-,-,-,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1274.00,n/a,1/08/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3729.00,n/a,1/08/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,3951.00,n/a,1/08/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,101.50,100.90,LEPHC,ALE Prop Grp frn3mth14,101.50,8,79.593,101.00,101.50,100.00,8.64,-,20/8/2014,-,-
34.15,7.60,32.50,32.50,AFPHA,Alpha Financial Prod ser1frn12,32.50,65,211.25,32.00,36.00,100.00,7.14sa,20/09/10,20/03/12m,100,85.1
114.00,106.10,107.50,107.30,AQNHA,AMP Grp Finance frn apr19,107.30,7,70.486,107.30,107.50,100.00,9.600q,17/08/10,15/05/14i,100,2.9
72.00,58.01,-,-,BENHB,Bendigo & Adelaide cap. note,64.30,-,-,64.30,65.00,100.00,5.66q,30/08/10,undated,100,4.7
80.00,32.00,74.50,74.00,GINHA,Generator Income gennote2,74.50,11,81.82,74.00,76.00,100.00,6.468q,8/07/10,8/10/11m,100,29.3
99.75,93.15,-,-,HLCHA,Halcyon Sec hlcnte10,99.55,-,-,99.75,100.399,100.00,8.03q,3/08/10,3/08/10m,100,n/a
83.00,65.50,71.00,69.20,MBLHB,Macq Bank Ltd inc sec,70.00,39,271.062,69.25,70.00,100.00,6.24q,15/07/10,undated,100,4.9
0.231,0.10,0.161,0.15,MFNHA,Macq Fortress frn aug35,0.151,1800,28.633,0.151,0.161,1.00,n/a,30/09/10,31/08/35m,1,n/a
86.65,70.63,75.20,75.00,NABHA,National Aust Bank natincsec,75.20,212,1586.78,75.01,75.20,100.00,6.10q,16/08/10,undated,100,3.6
97.00,47.50,-,-,NXBHC,Nexus Bonds Ltd nexus3,92.20,-,-,92.201,94.50,100.00,7.66q,14/09/10,14/12/10m,100,23.1
62.50,54.00,-,-,NXBHD,  nexus4,62.50,-,-,62.50,63.00,100.00,7.00q,20/11/10,23/06/15m,100,n/a
95.00,74.00,91.30,91.20,SAKHA,Sthn Cross Air skies,91.25,16,147.642,91.25,91.50,100.00,6.218q,27/07/10,1/01/12i,100,9.7
72.00,58.06,64.00,63.50,SUNHB,Suncorp-Metway cap. note,64.00,5,32.846,61.10,63.50,100.00,5.56q,15/08/10,undated,100,4.5
107.95,102.20,103.51,103.447,TAHHA,Tabcorp Hldgs Ltd bondmay14,103.45,23,238.482,103.25,103.45,100.00,8.477q,17/08/10,1/05/14i,100,3.6
98.80,95.00,97.95,97.00,WOWHB,Woolworths Ltd perp.frn,97.90,20,197.326,97.35,97.90,100.00,6.008q,15/09/10,15/09/11i,100,3.2
Convertible Notes ,,,,,,,,,,,,,,,,
