Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4687.3 at 16:47 28/10/2009  Report at 19:05 Wednesday 28/10/2009. Processed 19:32 Wednesday 28/10/2009.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
104.45,81.00,-,-,LEPHB,ALE Prop Grp 7.265un11,100.65,-,-,100.65,102.449,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.5
100.00,96.00,-,-,ACDHC,Aust Central 9% un15,99.50,-,-,-,-,100.00,9.0q,1/01/10,31/07/10i,100,10.9
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,-,-,99.50,100.50,100.00,7.82,-,7/09/2012,-,-
530.00,200.00,530.00,529.00,CBHGA,CBH Res Ltd 7.25%cn12,529.00,4,224.117,500.00,540.00,1000.00,7.25sa,15/03/10,3/05/12m,-,39.0
1200.00,0.12,-,-,GOAG,Gold Aura Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
105.00,102.95,103.55,103.00,HBSHA,Heritage Bld Soc def,103.00,20,206.402,103.00,104.00,100.00,10,-,25/10/2019,-,-
0.80,0.80,-,-,MSCHE,Minerals Corp 10.5%db09,0.80,-,-,0.61,0.95,1.00,10.5,-,31/12/2009,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1871.00,n/a,2/12/09,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,4209.00,n/a,2/12/09,1/10/14m,-,n/a
6406.14,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4497.00,n/a,2/12/09,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
50.00,5.25,-,-,AFPHA,Alpha Financial Prod ser1frn12,17.00,-,-,17.00,19.00,100.00,6.18sa,20/03/10,20/03/12m,100,102.3
114.00,100.00,111.50,110.00,AQNHA,AMP Grp Finance frn apr19,111.50,35,391.067,110.75,112.00,100.00,8.030q,17/11/09,15/05/14i,100,-0.6
72.00,47.20,-,-,BENHB,Bendigo & Adelaide cap. note,70.01,-,-,70.01,71.99,100.00,4.03q,30/11/09,undated,100,4.1
53.00,13.00,50.50,50.25,GINHA,Generator Income gennote2,50.50,7,35.174,50.50,55.00,100.00,5.670q,8/01/10,8/10/11m,100,42.9
98.00,86.00,95.40,95.40,HLCHA,Halcyon Sec hlcnte10,95.40,-,3.339,95.50,96.50,100.00,6.66q,3/11/09,3/08/10m,100,10.0
83.00,29.00,81.35,80.85,MBLHB,Macq Bank Ltd inc sec,81.35,48,392.18,80.90,81.35,100.00,5.41q,15/01/10,undated,100,3.5
0.225,0.021,0.225,0.225,MFNHA,Macq Fortress frn aug35,0.225,1820,40.95,0.231,0.243,1.00,n/a,31/12/09,31/08/35m,1,n/a
86.65,56.00,84.50,82.50,NABHA,National Aust Bank natincsec,82.99,187,1555.92,82.50,82.99,100.00,4.53q,16/11/09,undated,100,2.8
95.90,60.00,95.90,95.90,NXBHB,Nexus Bonds Ltd frn dec09,95.90,1,9.302,95.90,98.00,100.00,6.61q,16/12/09,16/12/09m,100,n/a
75.50,45.00,-,-,NXBHC,  nexus3,75.50,-,-,70.00,82.00,100.00,6.11q,14/12/09,14/12/10m,100,31.6
59.80,39.00,-,-,NXBHD,  nexus4,57.00,-,-,57.00,58.50,100.00,5.79q,20/11/09,23/06/15m,100,n/a
92.00,58.00,90.00,88.90,SAKHA,Sthn Cross Air skies,90.00,8,73.601,88.90,90.00,100.00,5.170q,17/01/10,1/01/12i,100,7.3
72.50,35.00,72.00,71.00,SUNHB,Suncorp-Metway cap. note,72.00,3,20.073,69.60,72.00,100.00,4.03q,15/11/09,undated,100,3.6
107.85,101.20,107.80,106.60,TAHHA,Tabcorp Hldgs Ltd bondmay14,107.80,45,485.89,106.75,107.80,100.00,7.288q,17/11/09,1/05/14i,100,-0.3
98.80,84.20,97.60,97.00,WOWHB,Woolworths Ltd perp.frn,97.20,54,524.924,97.16,97.60,100.00,4.555q,15/12/09,15/09/11i,100,3.1
Convertible Notes ,,,,,,,,,,,,,,,,
0.85,0.50,-,-,AGIG,Ainsworth Game Tech 8% cn11,0.79,-,-,0.79,0.82,1.30,8.0sa,31/12/09,31/12/09m,1.3,854.0
2.04,0.78,2.04,2.04,AZZG,Antares Energy 10% cn13,2.04,6,1.283,1.52,2.04,2.00,10.0q,31/10/09,31/10/09h,-,n/a
0.815,0.14,-,-,AXOG,Aurox Res 7%cnjun10,0.80,-,-,0.79,0.81,0.95,7.0sa,31/12/09,30/06/10m,0.95,41.2
0.55,0.11,0.47,0.46,BECG,Becton Prop Grp 9.5% cn10,0.46,550,25.35,0.46,0.49,0.65,9.5sa,31/12/09,30/06/10m,0.65,82.5
0.23,0.13,-,-,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.13,0.23,1.00,7.0sa,31/12/09,23/12/10m,1,n/a
72.50,58.00,-,-,CAAG,Capral Ltd 10% cn 12,68.00,-,-,-,-,100.00,10.0sa,31/03/10,29/03/12m,100,30.2
