Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5312.6 at 2015-12-01T16:40:05. Report at Tuesday, December 1, 2015. Processed Wednesday at 2015-12-02T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
109.00,104.60,106.11,106.11,HBSHB,BND 7.25% 06-17 3M,106.11,7,79.052,106.11,106.50,100.00,7.250q,20/12/15,20/06/17h,100.00,+2.1,,
106.00,100.91,-,-,URFHA,BND 7.75% 12-24 3M T,101.75,-,-,101.75,104.75,100.00,7.750q,31/12/15,27/10/14i,100.00,7.6,,
103.888,100.10,-,-,URFHB,BND7.75%12-20 3M RDT,103.888,-,-,101.02,103.75,100,7.75,-,24/12/20,-,-,,
Floating Rate Notes,,
107.99,100.00,102.00,101.15,AGLHA,HY 3M 06-39 Q SU T,101.849,42,431.736,101.32,101.80,100.00,5.980q,8/12/15,8/06/19i,100.00,+3.4,,
105.25,99.80,101.75,101.72,AMPHA,BND 3M 12-23 Q RD T,101.75,-,5.087,101.10,101.70,100.00,4.825q,16/12/15,18/12/18i,100.00,+2.7,,
105.00,101.16,102.45,102.31,ANZHA,BND 3M 06-22 Q RD T,102.341,228,2338.64,102.341,102.39,100.00,4.930q,20/12/15,20/6/17i,100.00,+1.9,,
108.34,102.00,104.60,103.81,AQHHA,HY 3M 09-72 Q RD T,104.30,43,453.779,104.30,104.95,100.00,6.660q,31/12/15,31/03/18i,100.00,+2.7,,
104.00,100.00,101.11,101.03,AYUHA,BND 3M 04-16 RD,101.031,13,131.407,101.05,101.30,100.00,5.700q,14/01/16,14/04/16i,100.00,+3.0,,
81.20,68.26,-,-,BENHB,HY 3M PER Q SU RD,68.26,-,-,68.00,70.00,100.00,.00q,1/03/16,undated,100.00,+2.9,,
107.50,102.50,104.00,103.64,CTXHA,HY 3M 09-37 Q RD T,103.92,6,61.327,104.00,104.20,100.00,6.680q,17/12/15,15/06/17i,100.00,+3.0,,
104.10,100.25,101.79,101.50,CNGHA,HY 3M 03-37 Q RD T,101.70,71,720.713,101.533,101.70,100.00,5.410q,29/12/15,31/3/17i,100.00,+2.7,,
101.20,99.15,100.286,100.281,CBAHA,BND 3M 12-15,100.286,66,659.576,100.291,100.55,100.00,3.200q,24/12/15,24/12/15h,100.00,-,,
110.00,97.26,101.49,101.31,CWNHA,HY 3M 09-72 Q RD T,101.36,17,167.918,101.35,101.36,100.00,7.180q,14/12/15,14/09/18i,100.00,+5.1,,
100.25,87.50,92.20,91.71,CWNHB,HY 3M 04-75 Q RD T,92.15,64,591.465,91.71,92.15,100.00,6.180q,15/12/15,23/07/21i,100.00,+6.2,,
106.00,101.50,102.50,101.60,IMFHA,BND 3M 06-19 E,102.01,10,103.977,100.00,102.00,100,6.37,8/01/16,30/06/19,-,-,,
82.50,68.501,70.46,70.25,MBLHB,HY 3M PER Q ST,70.34,21,145.425,70.10,70.34,100.00,3.88q,15/01/16,undated,100.00,+3.9,,
79.80,67.85,70.499,69.80,NABHA,HY 3M PER Q X ST,69.999,53,373.333,69.80,70.00,100.00,3.47q,15/02/16,undated,100.00,+3.1,,
105.00,101.271,102.90,102.51,NABHB,BND 3M 06-22 Q RD T,102.81,108,1112.77,102.80,102.90,100.00,4.925q,18/12/15,18/6/17i,100.00,+1.8,,
103.50,93.32,99.75,99.40,ORGHA,HY 3M 12-71 Q RD T,99.75,84,833.228,99.57,99.75,100.00,6.190q,22/12/15,22/12/16i,100.00,+5.3,,
80.00,75.01,-,-,SBKHB,CN 3M PER Q,77.00,-,-,76.00,79.50,100.00,2.95q,15/02/16,undated,100.00,+2.0,,
106.72,98.00,102.30,101.75,TAHHB,HY 3M 03-37 Q RD T,101.75,5,53.401,101.55,101.75,100.00,6.190q,22/12/15,22/3/17i,100.00,+3.3,,
110.00,102.00,102.80,102.52,TTSHA,BND 3M 07-19,102.52,5,51.346,102.80,102.88,100.00,5.280q,5/01/16,5/06/19h,100.00,+2.5,,
104.65,101.01,101.899,101.62,WBCHA,BND 3M 08-22 Q RD T,101.65,241,2447.59,101.65,101.70,100.00,5.010q,23/02/16,23/8/17i,100.00,+1.6,,
103.40,98.72,99.93,99.60,WBCHB,TR BND 3M 08-23 Q T,99.60,58,576.273,99.60,99.90,100.00,4.560q,22/02/16,22/8/18i,100.00,+2.5,,
105.48,99.70,100.70,100.45,WOWHC,HY 3M 11-36 Q RD T,100.65,37,370.274,100.65,100.70,100.00,5.510q,24/02/16,24/11/16i,100.00,+3.0,,
Convertible Notes,,
123.301,109.60,111.949,110.111,AFIG,CBND 6.25% 02-17 6M,110.111,9,100.845,110.11,111.90,100.00,6.25sa,29/02/16,28/02/17h,-,n/a,,
1.03,.985,-,-,CGRG,CBND 9.00% 01-20 6M,-,-,-,.96,-,1,9.00,-,29/01/20,-,-,,
103.20,98.85,-,-,CTNG,CBND 5.50% 03-20 6M,100.90,-,-,100.90,101.55,100,5.50,30/09/15,31/03/20,-,-,,
25.25,23.00,-,-,CGNG,CBND 10.00% 08-17 6M,23.00,-,-,-,35.00,25,10.00,6/07/15,21/08/17,-,-,,
105.20,99.22,100.25,99.55,IANG,CBND 3M PER X,99.55,33,334.541,99.55,100.30,100.00,4.326q,15/12/15,15/12/19h,100.00,+4.4,,
.339,.18,-,-,KBLGA,CBND 12.00% 02-17 6M,.32,-,-,.315,.32,.38,12.00,30/06/15,16/02/17,-,-,,
10.30,6.50,-,-,LKOGA,10% CN 31-MAR-17,6.50,-,-,6.50,8.20,10,10.00,8/10/15,31/03/17,-,-,,
