Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4412.8 at 16:36 24/5/2010  Report at 19:05 Monday 24/5/2010. Processed 19:08 Monday 24/5/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,91.00,-,-,LEPHB,ALE Prop Grp 7.265un11,102.00,-,-,100.05,103.50,100.00,7.265sa,30/09/10,30/09/11m,102.5,8.4
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,18.3
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,-,-,98.00,102.00,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,101.50,-,-,100.30,101.50,100.00,8.79,-,23/11/2012,-,-
970.00,300.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,970.00,-,-,970.00,1000.00,1000.00,7.25sa,15/09/10,3/05/12m,-,9.8
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,106.00,106.00,HBSHA,Heritage Bld Soc 10%3mth19,106.00,3,26.5,106.00,106.50,100.00,10.000q,17/08/10,27/10/14i,100,3.0
0.80,0.28,0.29,0.29,MSCHF,Minerals Corp 10.5%db11,0.29,310,8.99,0.22,0.36,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1350.00,n/a,1/07/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3790.00,n/a,1/07/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4020.00,n/a,1/07/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
103.00,100.00,-,-,LEPHC,ALE Prop Grp frn3mth14,100.50,-,-,100.50,101.00,100.00,8.64,-,20/8/2014,-,-
34.15,5.25,-,-,AFPHA,Alpha Financial Prod ser1frn12,34.00,-,-,33.50,39.00,100.00,7.14sa,20/09/10,20/03/12m,100,75.2
114.00,103.55,109.80,109.50,AQNHA,AMP Grp Finance frn apr19,109.70,6,61.442,109.40,109.80,100.00,9.600q,17/08/10,15/05/14i,100,3.2
72.00,57.00,-,-,BENHB,Bendigo & Adelaide cap. note,64.10,-,-,64.10,67.20,100.00,.00q,30/08/10,undated,100,4.5
80.00,24.01,70.00,69.00,GINHA,Generator Income gennote2,69.00,3,23.175,69.00,70.00,100.00,6.468q,8/07/10,8/10/11m,100,32.8
99.00,92.75,-,-,HLCHA,Halcyon Sec hlcnte10,98.601,-,-,98.66,99.00,100.00,8.03q,3/08/10,3/08/10m,100,14.1
83.00,61.50,70.99,70.20,MBLHB,Macq Bank Ltd inc sec,70.50,14,97.522,70.40,70.80,100.00,6.24q,15/07/10,undated,100,5.0
