Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4712.3 at 2013-01-08T16:46:35. Report at Tuesday, January 8, 2013. Processed Wednesday at 2013-01-09T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
,
112.00,106.00,111.30,111.30,HBSHA,Heritage Bank 10%3mth19,111.30,7,76.463,110.50,111.30,100.00,10.000q,17/02/13,27/10/14i,100.00,4.3,,
Floating Rate Notes,,
,
104.98,98.50,104.25,103.55,AGKHA,AGL Energy frn jun39,103.55,25,263.677,103.55,103.80,100.00,6.907q,8/03/13,8/06/19i,100.00,+3.2,,
103.50,100.15,-,-,LEPHC,ALE Prop Grp frn3mth14,102.80,-,-,102.50,102.90,100.00,8.010q,17/02/13,15/05/14i,100.00,+2.8,,
110.00,103.00,105.25,105.00,AQNHA,AMP Grp Finance frn apr19,105.25,7,68.784,104.60,105.25,100.00,8.030q,15/02/13,15/05/14i,100.00,+1.6,,
105.00,99.50,104.00,103.75,ANZHA,ANZ Banking Grp frn jun22,103.95,73,754.667,103.75,103.90,100.00,5.890q,20/03/13,20/6/17i,100.00,+1.8,,
108.00,100.19,105.70,105.50,AQHHA,APT Pipelines notesep72,105.50,20,205.832,105.50,105.70,100.00,7.600q,31/03/13,31/03/18i,100.00,+3.3,,
105.00,99.05,-,-,AYUHA,Aust Unity frn apr16,101.201,-,-,101.75,103.949,100.00,6.728q,14/01/13,14/04/16i,100.00,+3.1,,
100.55,97.50,100.00,100.00,BENHA,Bendigo & Adelaide Bk bondmar14,100.00,2,20.000,100.00,100.00,100.00,4.570q,15/03/13,17/03/14h,100.00,+1.9,,
78.50,67.25,-,-,BENHB,  cap. note,72.50,-,-,72.50,77.50,100.00,4.28q,4/03/13,undated,100.00,+3.1,,
106.40,99.65,105.60,105.51,CTXHA,Caltex Aust notesep37,105.60,54,570.224,105.51,105.95,100.00,7.600q,17/03/13,15/06/17i,100.00,+3.2,,
105.00,97.80,104.10,103.50,CNGHA,Colonial Hldgs frn mar37,103.50,30,314.325,103.50,103.90,100.00,6.323q,29/03/13,31/3/17i,100.00,+2.4,,
100.65,97.15,99.75,99.75,CBAHA,C'wlth Bank  of Aust bonddec15,99.75,2,20.349,99.50,99.75,100.00,4.228q,15/01/13,24/12/15h,100.00,+1.1,,
105.00,99.11,105.00,104.50,CWNHA,Crown notesep72,105.00,100,1049.78,104.70,105.00,100.00,8.100q,14/03/13,14/09/18i,100.00,+4.0,,
71.50,57.15,69.10,68.82,MBLHB,Macquarie Bank inc sec,68.82,8,56.458,68.82,69.10,100.00,4.86q,15/01/13,undated,100.00,+4.5,,
