Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 5007.3 at 16:34 16/4/2010  Report at 19:05 Friday 16/4/2010. Processed 19:30 Friday 16/4/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,88.00,-,-,LEPHB,ALE Prop Grp 7.265un11,103.00,-,-,100.10,102.00,100.00,7.265sa,30/09/10,30/09/11m,102.5,7.0
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,-,-,100.00,9.0q,1/07/10,31/07/10i,100,11.6
105.00,100.00,-,-,BZAHA,Brookfield Bonds A 7.82%3m12,102.00,-,-,90.00,101.50,100.00,7.82,-,7/09/2012,-,-
103.50,100.00,-,-,BZBHA,Brookfield Bonds B 8.79%3m12,102.00,-,-,100.11,101.75,100.00,8.79,-,23/11/2012,-,-
900.00,240.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,900.00,-,-,900.00,950.00,1000.00,7.25sa,15/09/10,3/05/12m,-,13.4
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
108.00,102.00,106.00,106.00,HBSHA,Heritage Bld Soc 10%3mth19,106.00,2,21.2,106.00,-,100.00,10.000q,17/05/10,27/10/14i,100,2.4
0.80,0.45,-,-,MSCHF,Minerals Corp 10.5%db11,0.45,-,-,0.41,0.45,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1426.00,n/a,3/06/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3851.00,n/a,3/06/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4089.00,n/a,3/06/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
28.50,5.25,28.50,28.50,AFPHA,Alpha Financial Prod ser1frn12,28.50,2,5.7,28.50,31.50,100.00,7.14sa,20/09/10,20/03/12m,100,83.0
114.00,102.85,111.32,111.10,AQNHA,AMP Grp Finance frn apr19,111.10,3,33.387,111.10,111.32,100.00,8.977q,17/05/10,15/05/14i,100,3.2
72.00,54.00,68.00,67.00,BENHB,Bendigo & Adelaide cap. note,67.00,4,28.96,66.50,70.00,100.00,4.98q,31/05/10,undated,100,4.6
80.00,20.50,75.00,75.00,GINHA,Generator Income gennote2,75.00,1,4.5,75.00,77.50,100.00,6.468q,8/07/10,8/10/11m,100,23.6
98.75,92.75,98.75,98.07,HLCHA,Halcyon Sec hlcnte10,98.07,10,93.486,98.341,98.99,100.00,7.51q,3/05/10,3/08/10m,100,16.9
83.00,52.00,71.85,71.30,MBLHB,Macq Bank Ltd inc sec,71.30,8,56.507,71.30,71.85,100.00,6.24q,15/07/10,undated,100,4.9
0.231,0.06,-,-,MFNHA,Macq Fortress frn aug35,0.191,-,-,0.191,0.22,1.00,n/a,30/06/10,31/08/35m,1,n/a
86.65,65.10,78.80,77.80,NABHA,National Aust Bank natincsec,78.21,238,1864.68,78.25,78.80,100.00,5.48q,17/05/10,undated,100,3.5
94.999,47.00,94.999,94.00,NXBHC,Nexus Bonds Ltd nexus3,94.999,1,10.254,93.00,94.999,100.00,7.18q,14/06/10,14/12/10m,100,12.3
