Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,
XAO 4709.9 at 16:34 2/3/2010  Report at 19:05 Tuesday 2/3/2010. Processed 19:29 Tuesday 2/3/2010.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds ,,,,,,,,,,,,,,,,
105.00,86.00,-,-,LEPHB,ALE Prop Grp 7.265un11,103.00,-,-,103.00,104.95,100.00,7.265sa,31/03/10,30/09/11m,102.5,8.8
100.00,99.50,-,-,ACDHC,Aust Central 9% un15,99.80,-,-,98.00,99.80,100.00,9.0q,1/04/10,31/07/10i,100,13.6
105.00,100.00,100.00,100.00,BZAHA,Brookfield Bonds A 7.82%3m12,100.00,2,20,100.00,-,100.00,7.82,-,7/09/2012,-,-
103.50,100.50,103.50,103.50,BZBHA,Brookfield Bonds B 8.79%3m12,103.50,4,41.4,102.10,103.50,100.00,8.79,-,23/11/2012,-,-
780.00,219.00,-,-,CBHGA,CBH Res Ltd 7.25%cn12,780.00,-,-,650.00,830.00,1000.00,7.25sa,15/03/10,3/05/12m,-,20.2
1200.00,0.12,-,-,GOAG,Gold Anomaly Ltd 10% cn11,1200.00,-,-,-,-,500.00,50,-,14/7/2011,-,-
106.00,102.00,-,-,HBSHA,Heritage Bld Soc 10%3mth19,104.51,-,-,103.60,106.00,100.00,10.000q,17/05/10,27/10/14i,100,3.4
0.80,0.675,-,-,MSCHF,Minerals Corp 10.5%db11,0.75,-,-,0.66,0.77,1.00,10.5,-,30/9/2011,-,-
3905.657,3905.657,-,-,LSBHA,Pentagon Capital lsbfr7,3905.657,-,-,-,-,1501.00,n/a,1/04/10,1/10/11m,-,n/a
5697.365,5697.365,-,-,LSBHB,  lsbfr10,5697.365,-,-,-,-,3911.00,n/a,1/04/10,1/10/14m,-,n/a
5905.21,5905.21,-,-,LSBHF,  lsbml10,5905.21,-,-,-,-,4158.00,n/a,1/04/10,1/10/14m,-,n/a
Floating Rate Notes ,,,,,,,,,,,,,,,,
25.00,5.25,-,-,AFPHA,Alpha Financial Prod ser1frn12,18.80,-,-,19.00,24.00,100.00,6.18sa,20/03/10,20/03/12m,100,120.1
114.00,100.00,109.32,108.60,AQNHA,AMP Grp Finance frn apr19,109.32,10,107.726,108.70,109.32,100.00,8.977q,17/05/10,15/05/14i,100,3.3
72.00,47.99,-,-,BENHB,Bendigo & Adelaide cap. note,65.00,-,-,63.00,65.00,100.00,4.80q,2/03/10,undated,100,4.9
65.00,13.00,63.00,62.00,GINHA,Generator Income gennote2,63.00,4,25.006,62.00,63.50,100.00,6.130q,8/04/10,8/10/11m,100,35.3
98.00,92.75,97.00,97.00,HLCHA,Halcyon Sec hlcnte10,97.00,5,48.5,96.95,97.50,100.00,7.51q,3/05/10,3/08/10m,100,12.8
83.00,31.50,69.10,68.00,MBLHB,Macq Bank Ltd inc sec,69.10,16,111.421,69.10,69.85,100.00,5.41q,15/01/10,undated,100,5.6
0.231,0.021,0.195,0.195,MFNHA,Macq Fortress frn aug35,0.195,200,3.9,0.195,0.20,1.00,n/a,31/03/10,31/08/35m,1,n/a
86.65,58.00,77.70,77.30,NABHA,National Aust Bank natincsec,77.41,94,725.784,77.41,77.55,100.00,5.255q,15/02/10,undated,100,3.6
93.00,45.00,-,-,NXBHC,Nexus Bonds Ltd nexus3,92.90,-,-,89.20,96.00,100.00,7.00q,14/03/10,14/12/10m,100,12.4
60.00,40.00,-,-,NXBHD,  nexus4,60.00,-,-,58.50,59.00,100.00,6.70q,20/05/10,23/06/15m,100,n/a
95.00,58.00,91.30,90.20,SAKHA,Sthn Cross Air skies,91.00,22,196.485,91.00,91.30,100.00,5.910q,27/04/10,1/01/12i,100,8.0
72.00,35.05,65.50,65.00,SUNHB,Suncorp-Metway cap. note,65.00,15,98.442,65.00,66.25,100.00,4.80q,15/02/10,undated,100,4.4
107.95,101.20,105.50,105.00,TAHHA,Tabcorp Hldgs Ltd bondmay14,105.00,18,189.15,105.00,105.50,100.00,8.477q,17/05/10,1/05/14i,100,2.9
98.80,84.40,95.90,95.50,WOWHB,Woolworths Ltd perp.frn,95.50,5,43.075,95.50,95.65,100.00,5.350q,15/03/10,15/09/11i,100,4.2
Convertible Notes ,,,,,,,,,,,,,,,,
1.07,1.02,-,-,AVDG,Advance Energy 9.5% cn15,1.07,-,-,-,1.05,1.00,0.1,-,1/04/2015,-,-
0.95,0.62,-,-,AGIG,Ainsworth Game Tech 10% cn11,0.765,-,-,0.80,1.00,1.30,8.0sa,30/06/10,31/12/11m,1.3,44.3
2.07,1.20,-,-,AZZG,Antares Energy 10% cn13,2.00,-,-,2.02,2.05,2.00,10.0q,30/04/10,31/10/13h,-,n/a
0.86,0.14,-,-,AXOG,Aurox Res 7%cnjun10,0.79,-,-,0.792,0.83,0.95,7.0sa,30/06/10,30/06/10m,0.95,81.4
0.58,0.125,0.545,0.53,BECG,Becton Prop Grp 9.5% cn10,0.545,700,37.49,0.505,0.535,0.65,9.5sa,30/06/10,30/06/10m,0.65,83.0
0.23,0.13,-,-,BPKG,Bremer Park Ltd 7% cn10,0.13,-,-,0.12,-,1.00,7.0sa,30/06/10,23/12/10m,1,n/a
0.19,0.105,-,-,CBDG,CBD Energy Ltd 12.5% cn,0.13,-,-,0.125,0.25,0.10,0.13,-,28/1/2011,-,-
0.90,0.64,0.85,0.85,CCYG,China Century Capitl 12%  cn10,0.85,200,17,0.85,0.90,1.00,12.0q,31/03/10,30/09/10m,1,57.9
1.048,0.79,-,-,DRAG,Dragon Min Ltd 10% cn11,1.01,-,-,0.98,1.01,1.05,10.0q,31/03/10,10/02/11m,1.05,16.5
0.60,0.60,-,-,FARGA,First Aust Res 15% cn12,0.60,-,-,-,-,0.45,0.15,-,31/1/2012,-,-
2.50,2.15,2.252,2.245,HSKG,Heemskirk Cons 8% cn11,2.245,950,213.672,2.245,2.35,3.00,12.0q,31/03/10,29/04/11m,3,41.7
101.10,51.00,100.00,99.23,IANG,IAG Finance (Nz) exch.note,99.23,17,165.772,99.23,99.80,100.00,5.775q,15/03/10,15/12/19h,100,4.1
0.12,0.06,-,-,MSTG,Metal Storm Ltd 10% cn11,0.102,-,-,0.103,0.14,0.14,12.0q,22/03/10,1/09/11m,0.14,34.6
0.15,0.12,-,-,MSTGA,  sec cn11,0.15,-,-,0.016,0.145,0.135,-,-,9/01/2011,-,-
95.50,62.00,81.60,81.50,NFNG,Nufarm Finance (Nz) exc.nov11,81.50,3,26.978,81.00,81.50,100.00,6.190sa,15/04/10,24/11/11i,100,17.1
0.10,0.04,-,-,RSNG,Renison Cons 12% cn12,0.076,-,-,0.078,0.14,0.33,0.12,-,31/3/2012,-,-
1.25,0.62,-,-,RSGG,Resolute Min 12% cn12,0.93,-,-,0.85,1.05,0.50,12.0q,21/06/10,31/12/12m,-,n/a
99.75,76.50,-,-,SKAG,Skycity Invest aces,98.35,-,-,97.05,98.94,100.00,4.55q,15/03/10,15/12/10h,100,-2.5
0.55,0.45,-,-,SURG,Sun Res NL 12%  cn11,0.45,-,-,0.25,-,0.55,12.0q,23/04/10,30/6/11m,0.55,31.7
0.23,0.04,-,-,VHLG,Virax Hldgs cn dec11,0.23,-,-,0.08,0.31,0.10,-,-,8/12/11m,0.12,n/a
Hybrid Securities ,,,,,,,,,,,,,,,,
100.60,99.00,99.49,99.25,ANZPA,ANZ Banking Grp pref,99.299,151,1499.17,99.16,99.30,100.00,5.023q,15/03/10,15/12/16i,100,3.2
103.00,85.50,99.00,98.05,ANZPB,  pref,98.99,28,279.859,98.30,99.00,100.00,4.725q,15/03/10,15/06/14i,100,2.7
87.503,31.20,85.801,85.50,AAZPB,Australand Assets assets,85.80,12,104.3,85.70,85.80,100.00,8.910q,31/03/10,undated,100,n/a
102.95,96.05,100.53,100.51,BOQPA,Bank of Qld reset prf,100.53,5,52.776,100.53,101.99,100.00,5.124sa,15/04/10,15/10/10h,100,11.3
93.50,64.60,92.00,90.10,BOQPC,  pref,92.00,20,181.84,92.00,92.60,100.00,4.403sa,15/04/10,17/12/12i,100,6.1
102.60,91.55,99.15,99.15,BENPA,Bendigo & Adelaide pref,99.15,47,468.186,99.15,101.00,100.00,6.16sa,1/05/10,1/11/12h,100,10.5
90.00,55.00,87.71,87.50,BENPB,  pref,87.50,11,95.737,86.61,87.50,100.00,4.025q,15/03/10,15/06/15h,100,3.1
92.50,55.00,92.50,91.00,BENPC,  pref,91.00,10,86.802,88.00,91.00,100.00,4.129q,10/04/10,10/10/14i,100,4.4
1.90,0.95,1.80,1.80,CAMPA,Clime Capital 7.5% pref,1.80,60,10.8,1.78,1.80,2.40,5.250q,6/04/10,30/04/17i,2.4,6.5
0.59,0.26,-,-,CMIPC,CMI Ltd pref.cl.a,0.48,-,-,0.445,0.495,1.20,11.67q,3/03/08,undated,-,n/a
208.90,202.50,206.50,205.50,CBAPA,C'wlth Bank  of Aust  perls v,205.50,21,434.911,205.50,206.40,200.00,5.446q,1/05/10,31/10/14i,200,2.9
