Interest Rate Securities Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5475.4 at 2014-05-13T17:02:36. Report at Tuesday, May 13, 2014. Processed Wednesday at 2014-05-14T01:00:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Week High,52 Week Low,Week's High,Week's Low,ASX Code,Security Description,Last Sale,Vol $Mil,Val $Mil,Quote Buy,Quote Sell,Face Value,CPN (%) p.a.,Next Cpn date,Conv Mat. date,Conv Mat. Value,YTM Conv
Corporate Bonds,,
109.00,102.00,-,-,HBSHA,Heritage Bank 10%3mth19,103.92,-,-,103.70,103.92,100.00,10.000q,17/05/14,27/10/14i,100.00,6.6,,
108.50,104.00,-,-,HBSHB,  bondjun17,107.50,-,-,106.65,107.50,100.00,7.250q,20/06/14,20/06/17h,100.00,5.0,,
Floating Rate Notes,,
108.89,101.501,106.73,106.50,AGKHA,AGL Energy frn jun39,106.73,24,250.685,106.50,106.73,100.00,6.458q,8/06/14,8/06/19i,100.00,+2.6,,
103.30,99.85,100.50,99.85,LEPHC,ALE Prop Grp frn3mth14,99.85,6,55.126,100.30,100.98,100.00,7.368q,17/05/14,15/05/14i,100.00,+4.5,,
102.80,100.30,102.10,102.00,AMPHA,AMP frn dec23,102.00,39,397.943,102.10,102.30,100.00,5.247q,16/06/14,18/12/18i,100.00,+2.4,,
104.95,101.00,103.75,103.55,ANZHA,ANZ Banking Grp frn jun22,103.60,77,801.881,103.70,103.75,100.00,5.395q,20/06/14,20/6/17i,100.00,+1.8,,
107.99,101.80,106.71,106.60,AQHHA,APT Pipelines notesep72,106.71,13,134.482,106.50,106.71,100.00,7.195q,30/06/14,31/03/18i,100.00,+2.8,,
105.05,100.50,-,-,AYUHA,Aust Unity frn apr16,103.90,-,-,103.60,104.00,100.00,6.255q,14/07/14,14/04/16i,100.00,+1.7,,
80.00,72.20,-,-,BENHB,Bendigo & Adelaide Bk cap. note,74.30,-,-,72.50,-,100.00,3.78q,30/08/13,undated,100.00,+3.4,,
108.001,102.00,107.57,107.57,CTXHA,Caltex Aust notesep37,107.57,3,26.892,107.60,107.80,100.00,7.165q,17/06/14,15/06/17i,100.00,+2.4,,
104.50,100.011,103.55,103.47,CNGHA,Colonial Hldgs frn mar37,103.55,194,2006.79,103.50,103.60,100.00,5.945q,29/06/14,31/3/17i,100.00,+2.2,,
101.50,98.15,100.40,100.36,CBAHA,C'wlth Bank  of Aust bonddec15,100.40,13,128.180,100.40,100.80,100.00,3.762q,15/07/14,24/12/15h,100.00,+1.0,,
109.25,103.02,108.50,107.75,CWNHA,Crown Resorts notesep72,107.76,14,149.794,107.85,108.20,100.00,7.665q,14/06/14,14/09/18i,100.00,+3.3,,
88.50,71.51,87.79,87.21,MBLHB,Macquarie Bank inc sec,87.79,10,85.777,87.79,87.80,100.00,4.41q,15/07/14,undated,100.00,+2.6,,
78.55,68.50,78.50,78.28,NABHA,National Aust Bank natincsec,78.30,174,1359.40,78.30,78.50,100.00,3.865q,15/05/14,undated,100.00,+2.9,,
104.95,101.001,103.899,103.61,NABHB,  notejun22,103.789,22,224.995,103.70,103.79,100.00,5.395q,18/06/14,18/6/17i,100.00,+1.8,,
104.19,99.45,103.70,103.60,ORGHA,Origin Energy frn dec71,103.63,56,575.621,103.61,103.63,100.00,6.663q,22/06/14,22/12/16i,100.00,+2.9,,
106.00,99.01,103.60,103.60,PRYHA,Primary Health Care bondsep15,103.60,2,17.508,103.60,103.97,100.00,6.695q,29/06/14,28/09/15i,100.00,+1.9,,
80.25,62.01,76.99,76.00,SBKHB,Suncorp-Metway cap. note,76.99,2,11.450,76.12,83.75,100.00,3.37q,15/08/14,undated,100.00,+2.3,,
106.25,99.40,105.93,105.80,TAHHB,Tabcorp Hldgs notemar37,105.91,158,1673.10,105.80,105.90,100.00,6.663q,22/06/14,22/3/17i,100.00,+2.2,,
106.20,102.00,-,-,TTSHA,Tatts Grp bondjul19,105.00,-,-,104.65,105.00,100.00,5.765q,5/07/14,5/06/19h,100.00,+1.8,,
104.90,101.47,103.45,102.84,WBCHA,Westpac Banking frn aug22,102.979,214,2202.45,102.84,102.979,100.00,5.375q,23/05/14,23/8/17i,100.00,+1.7,,
102.20,99.88,100.80,100.71,WBCHB,  frn aug23,100.74,23,228.997,100.60,100.74,100.00,4.925q,22/05/14,22/8/18i,100.00,+2.1,,
