ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,
XAO 4773.4 at 16:35 5/3/2010  Report at 19:08 Friday 5/3/2010. Processed 11:19 Sunday 7/3/2010.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low
ONT,113.45,0.308,0.026,0.059,0.08,36.3,19.23,15.1,12.5,1.54,4.31,f,1300 Smiles Ltd,,2.90,18,2.85,2.90,2.90,2.80,3.99,3.00,2.50
TQH,3.2,0.556,0.213,0.023,-0.08,-,3.28,4.3,-,-,-,,3Q Hldgs Ltd,,0.14,-3,0.14,0.17,0.14,0.125,-20.28,0.18,0.10
FCS,-,2.057,0.224,0.002,0.03,0.7,-4.2,-,-,-,-,,4C Sec Solution,,0.02,,0.02,0.035,0.02,0.02,-2.63,0.07,0.015
ABP,27172.6,188.418,159.065,0.755,0.60,0.7,-2.32,-,5.75,-,13.53,,Abacus Prop stp,,0.425,0.5,0.42,0.425,0.435,0.41,-1.44,0.48,0.255
ALR,60.688,1.099,0.695,0.08,1.41,1.0,7.67,17.7,9,0.85,6.64,f,Aberdeen Leaders,,1.355,-4.5,1.355,1.385,1.39,1.35,-5.84,1.45,0.90
ACR,1507.89,9.622,10.14,0.351,0.06,36.5,-2.84,-,-,-,-,,Acrux Ltd,,2.19,14,2.15,2.19,2.19,2.00,4.20,2.54,0.42
ACW,-,0.22,0.042,0.003,0.04,1.8,-1.88,-,-,-,-,,Actinogen Ltd,,0.07,,0.042,0.072,0.07,0.07,-2.63,0.10,0.017
ACWO,-,0.006,-,-,-,-,-,-,-,-,-,,  opt aug12,,0.001,,-,0.001,0.001,0.001,-2.63,0.004,0.001
ACU,1013.19,7.946,4.784,0.009,-,-,-0.43,-,-,-,-,,Acuvax Ltd,,0.014,,0.013,0.015,0.014,0.013,-2.63,0.05,0.012
ADA,178.811,0.873,0.483,0.033,0.21,1.9,2.7,14.8,-,-,-,,Adacel Tech,,0.40,-4,0.39,0.40,0.43,0.32,-11.72,0.84,0.32
AAU,332.513,1.231,0.743,0.012,0.08,2.3,0.45,41.1,1,0.45,5.41,,Adcorp Aust,,0.185,0.5,0.19,0.195,0.19,0.18,0.15,0.31,0.17
ABC,10299.2,92.17,45.6,1.516,1.21,2.0,20.4,11.7,13.5,1.51,5.65,f,Adelaide Brighton,,2.39,2,2.38,2.40,2.44,2.36,-1.79,3.01,1.445
AYT,739.115,2.384,5.785,0.13,1.78,0.7,6.83,19.2,13.82,0.49,10.55,,Adelaide Managed unt,,1.31,-0.5,1.30,1.31,1.31,1.30,-3.01,1.575,1.10
ADQ,668.351,2.284,0.078,0.008,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.072,0.1,0.072,0.083,0.072,0.071,-1.22,0.123,0.058
ADQO,328.572,0.709,-,-,-,-,-,-,-,-,-,,  opt mar11,,0.01,,0.01,0.029,0.01,0.01,-2.63,0.01,0.01
ADL,5081.6,12.641,1.04,0.003,0.01,0.7,-2.68,-,-,-,-,,Admerex Ltd,,0.007,-0.1,0.005,0.007,0.007,0.005,-15.13,0.016,0.004
ADG,14.109,0.577,0.148,0.089,2.44,1.5,37.1,9.6,20,1.86,5.63,f,Adtrans Grp,,3.55,5,3.55,3.60,3.55,3.50,-1.20,3.60,1.90
ASC,1797.86,39.823,18.549,0.007,0.02,0.5,-0.19,-,-,-,-,,Adultshop Com,,0.011,0.1,0.01,0.011,0.011,0.01,7.37,0.014,0.004
ASCO,-,5.53,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.003,,0.003,0.005,0.003,0.003,-2.63,0.005,0.002
ABV,373.818,8.487,7.29,0.015,-,-,-0.32,-,-,-,-,,Adv Braking Tech,,0.02,-0.1,0.02,0.022,0.022,0.02,-7.39,0.038,0.005
AMT,18.628,0.133,0.044,0.01,0.22,2.4,-0.1,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.53,1,0.51,0.54,0.53,0.52,-0.71,0.64,0.28
AES,43.021,0.139,0.186,0.027,0.01,6.0,-0.09,-,-,-,-,,Advanced Energy,,0.06,1,0.05,0.06,0.06,0.045,17.37,0.085,0.02
ACE,601.694,4.931,4.721,0.009,-0.05,-,-2.58,-,-,-,-,,Advanced Engine,,0.05,-0.5,0.052,0.056,0.054,0.05,-11.72,0.093,0.031
ANM,131.495,2.843,1.537,0.012,0.02,2.9,-2.64,-,-,-,-,,Advanced Magnesium,,0.058,0.2,0.058,0.06,0.06,0.056,0.94,0.124,0.017
ASW,63.994,1.841,0.409,0.016,0.11,3.5,3.16,12.3,2.75,1.15,7.05,f,Advanced Share,,0.39,,0.39,0.395,0.39,0.38,-2.63,0.435,0.15
AEI,-,0.444,0.305,0.009,-,-,-2.05,-,-,-,-,,Aeris Environmental,,0.09,,0.085,0.095,0.09,0.09,-2.63,0.185,0.05
AVE,1579.95,13.845,2.089,0.208,2.07,0.6,4.2,28.0,4,1.05,3.40,,Aevum Ltd,,1.175,-7.5,1.17,1.185,1.25,1.165,-8.63,1.67,0.545
AFT,141075,607.244,8.5,0.012,-,-,-0.03,-,-,-,-,,AFT Corp,,0.002,0.1,0.001,0.002,0.002,0.001,97.37,0.002,0.001
AGK,10945.7,58.347,48.481,6.495,6.21,2.3,27,53.6,57,0.47,3.94,f,AGL Energy Ltd,,14.47,10,14.46,14.55,14.75,14.26,-1.93,15.46,13.05
AGJ,11.774,0.059,-,0.011,0.38,0.3,-2.28,-,2.12,-,16.31,,Agricultural Land unt,,0.13,-4,0.135,0.35,0.17,0.13,-26.16,0.28,0.13
AHC,-,0.067,-,0.013,4.89,0.5,14.09,16.0,-,-,-,,AHC Ltd,,2.25,,2.00,-,2.25,2.25,-2.63,2.45,1.295
AGI,181.617,1.287,1.298,0.042,0.01,15.0,-4.95,-,-,-,-,,Ainsworth Game Tech,,0.15,-0.5,0.15,0.155,0.15,0.13,-5.85,0.22,0.06
AIZ,252.283,3.774,1.302,1.074,1.12,0.9,3.9,25.6,5.22,0.75,5.22,,Air New Zealand,,1.00,0.5,0.99,1.02,1.03,1.00,-2.13,1.12,0.55
AIG,-,-,0.015,0.001,-0.07,-,-5.34,-,-,-,-,,Aircruising Aust,,0.11,,-,-,0.11,0.11,-2.63,0.12,0.098
AJL,766.086,10.618,7.703,0.185,1.32,2.1,16,17.7,5.5,2.91,1.94,,AJ Lucas Grp,,2.83,-17,2.80,2.86,3.06,2.76,-8.30,5.60,2.03
ACL,357.491,8.34,16.031,0.122,0.09,7.1,-4.6,-,-,-,-,,Alchemia Ltd,,0.64,-3.5,0.625,0.64,0.66,0.625,-7.81,0.81,0.164
AAI,0.125,0.001,-,39.135,-,-,-251.67,-,12.39,-,0.27,,Alcoa Inc cdi,,45.19,-6,-,45.20,45.25,45.19,-2.76,47.10,44.00
LEP,3645.02,10.781,2.716,0.336,2.39,0.9,95.98,2.3,27,3.55,12.33,,ALE Prop Grp stp,,2.19,-5,2.16,2.20,2.22,2.13,-4.86,2.43,1.459
ALS,3025.41,14.031,22.01,0.442,0.65,7.2,-17.36,-,14,-,2.98,f,Alesco Corp,,4.70,33,4.60,4.74,4.76,4.34,4.92,5.91,0.60
AEJ,3725.16,56.348,182.76,0.061,-1.53,-,-58.71,-,-,-,-,,Alinta Energy Grp stp,,0.075,-0.4,0.075,0.078,0.08,0.074,-7.69,0.13,0.032
ABQ,620.905,9.758,2.712,0.025,0.05,2.6,2.8,4.6,0.5,5.60,3.85,,Allied Brands Ltd,,0.13,-0.5,0.13,0.135,0.14,0.125,-6.33,0.245,0.10
ABQO,-,4.651,0.007,-,-,-,-,-,-,-,-,,  opt dec10,,0.001,,-,0.001,0.001,0.001,-2.63,0.005,0.001
AEA,196,1.763,0.004,0.008,-,-,-3.25,-,-,-,-,,Altera Res Ltd,,0.20,1,0.175,0.20,0.225,0.20,2.63,0.225,0.014
