ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4754.5 at 16:47 9/10/2009 Report at 19:39 Friday 9/10/2009. Processed 16:58 Sunday 11/10/2009.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
FCS,-,2.62,-,0.002,0.03,0.9,-4.2,-,-,-,-,,4C Sec Solution,,0.027,,-,-,0.027,0.027,-3.22,0.09,0.02,
FCSOA,-,-,-,-,-,-,-,-,-,-,-,, opt dec13,,-,,-,-,-,-,-,-,-,
ONT,0.001,0.547,0.374,0.056,0.13,21.2,18.7,14.7,11.4,1.64,4.15,f,1300 Smiles Ltd,,2.75,5,2.70,2.75,2.75,2.70,-1.37,3.00,2.20,
TQH,-,2.891,2.248,0.024,-0.10,-,1.07,15.0,-,-,-,,3Q Hldgs Ltd,,0.16,,0.14,0.16,0.16,0.16,-3.22,0.195,0.105,
ABP,41700.3,998.635,399.682,0.67,0.62,0.7,-11.81,-,7.75,-,17.61,,Abacus Prop stpld,,0.44,0.5,0.44,0.445,0.46,0.43,-2.07,0.878,0.147,
ALR,133.855,2.968,2.044,0.082,1.54,0.9,-21.34,-,9,-,6.45,f,Aberdeen Leaders,,1.395,3,1.38,1.395,1.415,1.34,-1.02,1.64,0.90,
ACX,-,0.832,0.367,-,-0.01,-,-0.33,-,-,-,-,,ACMA Engineering,,0.001,,0.01,-,0.001,0.001,-3.22,0.05,0.001,
ACR,2499.17,48.371,38.532,0.282,0.09,19.7,-4.84,-,-,-,-,,Acrux Ltd,,1.77,-1.5,1.77,1.80,1.85,1.755,-4.06,1.96,0.38,
ACW,42,1.348,1.746,0.001,0.05,1.4,-2.32,-,-,-,-,,Actinogen Ltd,,0.07,-1,0.055,0.065,0.07,0.07,-15.72,0.10,0.017,
ACWO,-,0.008,0.064,-,-,-,-,-,-,-,-,, opt aug12,,0.003,,-,-,0.003,0.003,-3.22,0.004,0.001,
ACU,3686.91,20.93,19.548,0.013,-,-,-0.43,-,-,-,-,,Acuvax Ltd,,0.02,,0.019,0.02,0.022,0.019,-3.22,0.05,0.016
ADA,160.981,5.82,3.608,0.049,0.22,2.7,8.2,7.3,-,-,-,,Adacel Tech,,0.60,-1,0.60,0.65,0.62,0.585,-4.86,0.84,0.30
AAU,72.555,4.14,10.184,0.017,0.08,3.4,0.45,60.0,1,0.45,3.70,,Adcorp Aust,,0.27,1,0.27,0.28,0.29,0.27,0.62,0.385,0.165
ABC,7494.84,610.45,227.879,1.694,1.15,2.3,20.8,13.0,14,1.49,5.19,f,Adelaide Brighton,,2.70,-7,2.70,2.71,2.84,2.66,-5.75,3.08,1.445
AYT,153.839,21.466,18.118,0.134,1.94,0.7,12.59,10.7,15.47,0.81,11.50,,Adelaide Managed unt,,1.345,-3,1.325,1.35,1.45,1.28,-5.40,1.76,1.10
ADQ,162.349,2.998,1.094,0.007,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.081,,0.081,0.10,0.082,0.081,-3.22,0.20,0.061
ADL,493.27,10.305,10.147,0.006,0.01,1.5,-2.68,-,-,-,-,,Admerex Ltd,,0.015,,0.013,0.017,0.016,0.015,-3.22,0.035,0.004
ADG,51.817,0.826,1.58,0.073,2.37,1.2,27.9,10.4,16,1.74,5.52,f,Adtrans Grp,,2.90,15,2.75,2.90,2.90,2.75,2.23,3.05,1.65
ASC,6903.67,70.883,60.509,0.004,0.04,0.3,-0.28,-,-,-,-,,Adultshop Com,,0.011,0.2,0.011,0.012,0.012,0.009,19.00,0.012,0.003
ABV,875,90.53,48.737,0.02,0.01,2.6,-0.36,-,-,-,-,,Adv Braking Tech,,0.026,0.1,0.021,0.026,0.028,0.026,0.78,0.038,0.005
AMT,-,0.324,1.481,0.007,0.20,2.0,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.40,,0.31,0.40,0.40,0.40,-3.22,0.50,0.28
AES,14,0.699,8.163,0.031,0.01,7.0,-0.06,-,-,-,-,,Advanced Energy,,0.07,,0.041,0.072,0.07,0.07,-3.22,0.074,0.02
ACE,343.161,15.846,16.029,0.008,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.053,-0.3,0.051,0.053,0.055,0.053,-8.58,0.14,0.031
