ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, August 30, 2013,,,,,,,,,,,,,,,,,,,,
"XAO 5125.3 at 2013-08-30T16:52:05. Report at Friday, August 30, 2013. Processed Saturday at 2013-08-31T23:15:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,34.323,1.938,2.112,.154,.62,10.48,26.90,24.2,18.50,1.45,2.85,f,1300 Smiles,,6.50,-10,6.50,6.51,6.60,6.48,-1.71,6.79,5.00,,
TIX,684.441,73.631,-,.194,.02,103.50,24.80,8.3,13.50,1.84,6.52,,360 Cap Indust Fund,†,2.07,-,2.05,2.07,2.08,2.05,-.20,2.26,1.423,,
AYI,-,34.390,27.478,-,-,-,-1.31,-,-,-,-,,A1 Invest & Res,,.002,-,.002,.003,.002,.002,-.20,.01,.001,,
AAY,-,4.055,6.824,.001,-.03,-,2.48,.5,-,-,-,,AACL Hldgs,,.012,-,.012,.013,.012,.012,-.20,.03,.003,,
ABP,3381.38,96.692,136.254,1.038,2.32,.97,13.68,16.4,16.50,.83,7.33,,Abacus Prop,,2.25,+3,2.25,2.26,2.265,2.20,+1.15,2.51,1.925,,
ALR,108.533,6.737,6.080,.079,1.08,1.20,2.97,43.8,9.50,.31,7.31,f,Aberdeen Leaders,,1.30,-2.5,1.30,1.305,1.33,1.275,-2.12,1.365,1.005,,
AKG,27.500,3.754,.068,.051,.10,9.60,6.80,14.1,5.00,1.36,5.21,f,Academies A'asia,,.96,+2,.88,.99,.98,.96,+1.89,.98,.55,,
ACR,2975.05,115.303,164.243,.551,.14,23.64,4.16,79.6,8.00,.52,2.42,,Acrux,,3.31,-4,3.29,3.36,3.38,3.24,-1.39,4.12,2.64,,
ACW,203.020,2.517,4.358,.001,-,-,-.15,-,-,-,-,,Actinogen,,.012,-.4,.01,.012,.016,.01,-25.20,.039,.01,,
ACWOA,-,.107,.448,-,-,-,-,-,-,-,-,,  opt sep15,,-,-,-,.001,.001,.001,-.20,.002,.001,,
ADA,15.000,.986,.931,.027,.13,2.62,1.80,18.9,-,-,-,,Adacel Tech,,.34,-4.5,.34,.405,.385,.34,-11.89,.46,.241,,
AAU,298.800,7.191,2.763,.004,.04,1.63,-6.79,-,.75,-,11.54,,Adcorp Aust,,.065,-4.5,.068,.082,.11,.065,-41.11,.195,.065,,
ABN,229.412,19.004,36.019,.004,-,-,.15,11.3,-,-,-,,AdEffective,,.017,+.2,.013,.017,.017,.017,+13.14,.017,.007,,
ABNO,-,13.733,55.971,-,-,-,-,-,-,-,-,,  opt jun14,,.002,-,.002,.004,.002,.002,-.20,.005,.002,,
ABC,8343.76,334.477,288.411,2.139,1.30,2.58,23.20,14.4,16.50,1.41,4.93,f,Adelaide Brighton,,3.35,-,3.33,3.40,3.47,3.28,-.20,3.70,2.92,,
ADQ,228.432,37.710,7.463,.005,.05,.32,.67,2.4,-,-,-,,ADG Global Supply,,.016,+.1,.013,.016,.016,.015,+6.47,.07,.01,,
ADJ,9237.55,142.267,106.980,.039,.02,2.80,-.91,-,-,-,-,,Adslot,,.056,-1.7,.056,.058,.073,.055,-23.49,.073,.024,,
ABV,2367.14,80.771,62.198,.019,-,-,-.08,-,-,-,-,,Adv Braking Tech,,.017,-,.016,.017,.017,.016,-.20,.024,.013,,
AMT,10.000,.113,.095,.003,.10,.60,.35,17.1,-,-,-,,Adv Surg Dsgn & Mnft,,.06,-.4,.06,.08,.06,.06,-6.45,.15,.06,,
ASW,5.000,1.452,3.722,.027,.14,4.61,3.70,17.4,3.70,1.00,5.74,f,Advanced Share Reg,,.645,+.5,.65,.695,.645,.645,+.58,.758,.619,,
AEI,140.000,1.130,3.567,.021,-,-,-.92,-,-,-,-,,Aeris Environmental,,.18,+3,.155,.18,.18,.15,+19.80,.22,.14,,
AFT,-,4.765,51.700,.007,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-.20,.001,.001,,
AGX,287.239,16.843,188.289,.003,-,-,-8.13,-,-,-,-,,Agenix,†,.025,-.1,.02,.025,.025,.022,-4.20,.073,.002,,
AGXO,-,.950,-,-,-,-,-,-,-,-,-,,  opt jun15,,.003,-,.002,.012,.003,.003,-.20,.01,.001,,
AGK,13837.9,276.881,264.203,8.729,7.56,2.08,70.70,22.3,63.00,1.12,4.00,f,AGL Energy,,15.75,+153,15.74,15.77,15.77,14.305,+10.56,16.60,13.66,,
AGJ,38.140,4.649,2.143,.010,.12,.79,-5.99,-,2.82,-,29.68,,Agricultural Land,,.095,-,.091,.095,.095,.091,-.20,.145,.083,,
AHC,-,.072,.079,.012,4.76,.44,-5.62,-,10.00,-,4.76,f,AHC,,2.10,-,2.10,-,2.10,2.10,-.20,2.20,1.92,,
AGI,1454.16,66.680,99.753,1.307,.54,7.52,16.00,25.4,8.00,2.00,1.97,,Ainsworth Game Tech,,4.06,+28,4.00,4.09,4.09,3.65,+7.21,4.42,1.90,,
AIZ,64.313,4.218,3.229,1.336,1.33,.91,13.98,8.7,4.75,2.94,3.93,,Air New Zealand,,1.21,+1,1.21,1.24,1.25,1.16,+.63,1.30,.83,,
AJL,59.388,19.739,26.421,.374,.35,4.00,-150.10,-,-,-,-,,AJ Lucas Grp,,1.40,-3,1.38,1.435,1.45,1.355,-2.23,1.893,.44,,
ACL,372.531,51.122,68.777,.134,.01,41.50,-5.40,-,-,-,-,,Alchemia,,.415,+.5,.415,.43,.43,.405,+1.02,.615,.285,,
AAI,-,1.210,.012,7.101,-,-,12.06,68.0,9.86,1.22,1.20,,Alcoa Inc,,8.20,-,6.00,9.00,8.20,8.20,-.20,8.75,7.50,,
LEP,162.409,27.942,26.169,.536,1.90,1.45,8.21,33.6,16.00,.51,5.80,,ALE Prop Grp,,2.76,+3,2.76,2.80,2.75,2.69,+.92,2.75,2.11,,
AJX,447.330,24.668,17.424,.019,-.02,-,-1.77,-,-,-,-,,Alexium Int'l,,.115,-1,.12,.13,.13,.12,-7.89,.14,.04,,
AEB,262.815,20.566,26.059,.057,-,-,-2.71,-,-,-,-,,Algae.Tec,,.205,-1,.18,.21,.215,.185,-4.85,.38,.17,,
AEBO,-,-,6.183,-,-,-,-,-,-,-,-,,  opt jan14,,-,-,-,.04,.06,.06,-.20,.12,.06,,
AQZ,39.667,10.304,18.289,.172,1.36,1.19,23.40,6.9,10.40,2.25,6.40,f,Alliance Aviation,,1.625,-2.5,1.54,1.68,1.70,1.535,-1.71,2.33,1.505,,
ABQ,363.974,8.904,-,.003,-,-,-2.03,-,-,-,-,,Allied Consolidated,†,.01,-,.008,.01,.01,.01,-.20,.255,.008,,
AHZ,135118,1185.96,146.765,.098,.01,9.50,-1.44,-,-,-,-,,Allied Healthcare,,.095,+1.3,.095,.096,.10,.076,+17.14,.10,.02,,
ALQ,3288.16,242.387,64.700,3.541,.56,16.43,66.44,13.8,48.00,1.38,5.22,p,ALS,,9.20,-30,9.02,9.20,9.35,8.81,-3.42,12.272,7.127,,
AIQ,202.602,8.222,46.935,.039,.38,.79,3.45,8.7,-,-,-,,Alternative Invest,,.30,-.5,.295,.30,.305,.30,-1.84,.32,.181,,
ALU,744.895,24.554,5.939,.293,.05,52.00,1.43,181.8,11.00,.13,4.23,,Altium,,2.60,-,2.50,2.65,2.75,2.35,-.20,2.90,.555,,
AMA,1328.23,78.276,39.408,.108,.04,8.13,2.36,13.8,1.60,1.47,4.92,f,AMA Grp,,.325,-1,.33,.35,.36,.32,-3.10,.425,.19,,
AHD,175.556,10.413,10.817,1.266,5.36,1.50,54.30,14.8,42.00,1.29,5.24,f,Amalgamated Hldgs,,8.02,-4,8.02,8.10,8.47,8.21,-.68,8.92,6.48,,
AMO,-,.330,.534,.007,.51,.46,-13.65,-,-,-,-,,Ambertech,,.235,-,.235,.25,.235,.235,-.20,.29,.20,,
AMB,385.183,3.209,8.481,.013,.18,1.08,-1.33,-,-,-,-,,Ambition Grp,,.195,+.5,.18,.21,.195,.19,+2.43,.21,.15,,
AKY,-,.020,.007,.063,80.86,1.00,404.00,20.0,394.00,1.03,4.88,f,AMCB Fund No 5,,80.68,-,80.68,80.60,80.60,80.60,-.20,81.72,78.588,,
AMH,398.374,14.369,11.409,.197,.90,1.01,3.63,25.1,3.00,1.21,3.30,f,AMCIL,,.91,+1,.895,.90,.92,.88,+.91,1.019,.685,,
AMM,1859.10,131.648,46.827,.468,.34,5.63,8.50,22.5,5.50,1.55,2.87,f,Amcom Telco,,1.915,-17.5,1.89,1.915,1.98,1.80,-9.06,2.20,1.11,,
AMC,22856.6,692.258,738.492,12.586,.94,11.10,49.80,20.9,40.00,1.24,3.84,,Amcor,,10.43,-22,10.38,10.44,10.64,10.28,-2.27,11.17,7.38,,
