ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, November 20, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5305.5 at 2015-11-20T16:37:05. Report at Friday, November 20, 2015. Processed Saturday at 2015-11-21T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,9.483,1.107,2.101,.179,.45,16.82,27.80,27.2,19.20,1.45,2.54,f,1300 Smiles,,7.57,-42,7.57,7.70,7.99,7.56,-9.05,8.47,5.92,,
1ST,411.268,24.848,-,.006,-,-,-,-,-,-,-,,1ST Available,,.095,+.5,.095,.105,.10,.08,+1.77,.22,.08,,
TIX,1391.20,65.802,31.059,.503,2.34,1.04,35.50,6.9,21.57,1.65,8.84,,360 Capital Indust,,2.44,+2,2.43,2.44,2.45,2.41,-2.96,2.79,2.28,,
TGP,3357.49,56.295,42.670,.240,.71,1.37,10.60,9.2,6.00,1.77,6.19,,360 Capital Grp,,.97,+1,.965,.97,.97,.935,-2.75,1.41,.912,,
TOF,339.074,22.473,32.461,.149,2.14,.95,16.40,12.4,17.00,.96,8.37,,360 Capital Office,,2.03,+2,2.02,2.04,2.04,2.00,-2.80,2.24,1.95,,
TOT,198.464,7.013,-,.041,-,-,-10.50,-,5.62,-,5.20,,360 Capital Total Re,,1.08,-2,1.08,1.095,1.08,1.035,-5.61,1.35,1.00,,
3DM,5340.34,399.152,816.380,.027,.01,7.20,-3.60,-,-,-,-,,3D Medical,†,.072,-.6,.071,.072,.077,.065,-11.48,.195,.004,,
3PL,868.536,61.495,27.469,.294,.12,18.17,3.04,71.7,1.80,1.69,.83,f,3P Learning,,2.18,-8,2.17,2.18,2.27,2.17,-7.33,2.85,1.70,,
8CO,350.000,2.929,3.728,.003,-,-,-.02,-,-,-,-,,8common,,.205,+1.5,.10,.205,.205,.17,+4.10,.25,.145,,
8IH,551.272,22.867,-,.357,.12,8.33,4.21,23.8,1.48,2.84,1.48,,8I Hldgs,,1.00,+4.5,.965,1.00,1.02,.90,+.92,1.13,.25,,
NNW,-,48.373,77.279,.112,.04,2.63,.06,175.0,-,-,-,,99 Wuxian,,.105,-,-,-,.105,.105,-3.79,.43,.105,,
AYI,-,199.862,155.909,.010,-,-,-.05,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,-3.79,.001,.001,,
ABP,3199.94,167.273,161.337,1.678,2.49,1.22,25.46,11.9,17.00,1.50,5.61,,Abacus Prop,,3.03,+6,3.01,3.04,3.13,2.94,-1.77,3.41,2.779,,
ALR,57.805,4.968,6.954,.063,1.16,.89,3.33,30.9,6.00,.56,5.83,f,Aberdeen Leaders,,1.03,+1,1.025,1.03,1.045,1.015,-2.81,1.24,1.015,,
AKG,406.353,7.000,6.751,.024,-.06,-,.90,35.6,4.50,.20,14.06,f,Academies A'asia,,.32,-1,.255,.39,.35,.32,-6.82,1.142,.293,,
ACX,716.890,34.996,-,.795,-,-,11.00,43.2,-,-,-,,Aconex,,4.75,+8,4.75,4.77,4.80,4.59,-2.08,4.95,1.65,,
ACQ,834.599,17.788,10.443,.041,.95,.84,-5.82,-,-,-,-,,Acorn Capital Invest,,.80,+4,.81,.82,.82,.755,+1.47,.845,.68,,
ACR,929.841,122.524,376.090,.127,.12,6.38,6.70,11.4,6.00,1.12,7.84,f,Acrux,,.765,-1,.765,.785,.785,.74,-5.08,1.645,.565,,
ACW,5002.18,232.961,28.777,.030,.02,2.50,-1.32,-,-,-,-,,Actinogen,,.05,-.4,.05,.054,.054,.045,-11.20,.15,.036,,
ACU,10547.7,145.227,26.843,.015,.03,5.83,-5.04,-,-,-,-,,Activistic,†,.175,+6,.175,.18,.185,.10,+48.38,.215,.001,,
ADA,339.780,10.909,.932,.121,.15,10.17,5.00,30.5,2.00,2.50,1.31,,Adacel Tech,,1.525,+5,1.50,1.525,1.525,1.40,-.40,1.61,.20,,
ADH,5274.90,78.406,-,.413,-,-,-,-,-,-,-,,Adairs,,2.49,+8,2.38,2.51,2.51,2.14,-.47,2.95,2.14,,
AAU,10.000,1.551,3.128,.002,-.01,-,.22,13.6,-,-,-,,Adcorp Aust,*,.03,-,.028,.03,.03,.03,-3.79,.059,.029,,
ABC,8617.41,348.338,411.849,2.816,1.39,3.12,31.70,13.7,17.50,1.81,4.03,f,Adelaide Brighton,,4.34,+18,4.31,4.35,4.38,4.10,+.54,5.005,3.36,,
ADR,331.466,24.279,-,.068,-,-,-,-,-,-,-,,Adherium,,.64,-2,.62,.65,.665,.62,-6.82,.72,.55,,
AHZDA,867.496,.867,-,.145,.19,4.13,-16.50,-,-,-,-,,ADMEDUS,†,.785,-,.76,.785,.82,.68,-,.82,.68,,
ADJ,1372.77,217.560,464.437,.088,-,-,-.89,-,-,-,-,,Adslot,,.083,-.1,.081,.084,.084,.077,-4.98,.125,.068,,
ABV,4076.00,217.987,105.610,.012,-,-,-.19,-,-,-,-,,Adv Braking Tech,,.007,-,.007,.008,.007,.007,-3.79,.013,.003,,
ABVO,-,10.874,8.228,-,-,-,-,-,-,-,-,,  opt aug16,,.003,-,-,.003,.003,.003,-3.79,.005,.002,,
ASW,2.500,1.138,1.022,.028,.15,4.43,3.50,19.0,3.70,.95,5.56,f,Advanced Share Reg,,.665,-1,.635,.665,.665,.63,-5.27,.75,.579,,
AER,208.350,6.273,-,.003,-,-,-,-,-,-,-,,Aeeris,,.13,-1,.14,.15,.15,.13,-10.93,.25,.125,,
AEI,199.100,23.459,3.260,.065,.04,10.75,-1.55,-,-,-,-,,Aeris Environmental,,.43,-1,.43,.44,.43,.40,-6.06,.60,.215,,
AFJ,1969.88,301.864,112.657,.212,-.15,-,.49,186.7,-,-,-,,Affinity Education,,.915,+.5,.915,.92,.92,.91,-3.24,1.480,.49,,
AFT,-,6.800,8.021,.009,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,-3.79,.001,.001,,
AHA,2999.67,71.771,24.657,-,.01,.30,-.36,-,-,-,-,,AG Financial,,.003,-.1,.003,.004,.004,.003,-28.79,.045,.003,,
AGX,500.000,25.824,55.937,.002,.01,1.30,-.80,-,-,-,-,,Agenix,,.013,+.1,.012,.013,.013,.012,+4.54,.022,.009,,
AGL,8105.34,411.119,355.970,11.403,8.22,2.06,33.30,50.8,64.00,.52,3.79,f,AGL Energy,,16.90,+69,16.73,16.93,16.94,15.90,+.47,17.25,12.55,,
AGJ,-,2.284,2.138,.008,.10,.80,3.67,2.2,.52,7.06,6.50,,Agricultural Land,,.08,-,.08,.085,.08,.08,-3.79,.10,.076,,
AHL,1914.05,63.718,52.979,.076,-,-,-.70,-,-,-,-,,Ahalife Hldgs,†,.55,+4,.55,.57,.58,.50,+4.05,.58,.015,,
APW,1572.41,49.265,148.470,.055,.19,.64,3.11,3.9,.52,5.98,4.26,,AIMS Prop Sec Fund,,.122,-.3,.12,.125,.122,.12,-6.19,.15,.11,,
AGI,3271.32,165.744,127.579,.890,.78,3.54,22.00,12.5,10.00,2.20,3.62,f,Ainsworth Game Tech,,2.76,-37,2.76,2.81,3.18,2.66,-15.61,3.29,2.03,,
AIZ,133.731,7.446,14.458,2.906,1.47,1.76,25.85,10.0,14.80,1.75,5.71,,Air New Zealand,,2.59,-,2.51,2.59,2.59,2.49,-3.79,2.90,1.95,,
AXP,132.854,17.099,-,.171,.14,5.86,-2.91,-,-,-,-,,"Airxpanders,",,.82,-.5,.78,.87,.835,.82,-4.40,.995,.48,,
AJL,18.896,18.162,20.347,.068,.30,.85,-16.90,-,-,-,-,,AJ Lucas Grp,,.255,-1.5,.255,.30,.28,.255,-9.35,.875,.215,,
ACL,9806.94,300.724,177.623,.030,.03,3.07,-4.87,-,-,-,-,,Alchemia,,.092,+.1,.092,.095,.095,.09,-2.69,.095,.03,,
AAI,-,.401,.034,.139,-,-,28.12,47.0,11.03,2.55,.83,,Alcoa Inc,,13.22,-,8.99,13.00,13.22,13.22,-3.79,26.86,12.22,,
LEP,458.143,22.631,20.916,.756,2.27,1.70,50.77,7.6,16.85,3.01,4.37,,ALE Prop Grp,,3.86,-6,3.86,3.92,3.94,3.74,-5.32,4.005,3.12,,
AJX,5083.04,372.048,159.686,.222,.04,19.75,-5.78,-,-,-,-,,Alexium Int'l,,.79,-3.5,.79,.81,.87,.78,-8.03,1.17,.295,,
AEB,1109.88,23.873,31.827,.015,.01,4.30,-.88,-,-,-,-,,Algae.Tec,,.043,+.1,.04,.043,.046,.042,-1.41,.094,.03,,
AMT,-,.537,.483,.016,.06,-,-1.49,-,-,-,-,,Allegra Orthopaedics,,-,-,.05,.215,.25,.25,-3.79,.325,.055,,
AQZ,100.800,30.430,22.299,.057,.99,.55,-34.41,-,2.10,-,3.89,f,Alliance Aviation,,.54,-.5,.53,.55,.55,.54,-4.71,1.15,.36,,
ALQ,6712.14,523.998,366.112,2.061,.05,101.20,-43.37,-,21.00,-,4.15,p,ALS,,5.06,+10,5.05,5.17,5.25,4.69,-1.77,6.66,4.38,,
