ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, December 11, 2015,,,,,,,,,,,,,,,,,,,,
"XAO 5078.6 at 2015-12-11T16:39:05. Report at Friday, December 11, 2015. Processed Saturday at 2015-12-12T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,5.443,1.128,2.202,.180,.45,16.89,27.80,27.3,19.20,1.45,2.53,f,1300 Smiles,,7.60,-5,7.60,7.70,7.70,7.60,+1.71,8.47,5.92,,
1ST,59.000,25.561,-,.007,-,-,-,-,-,-,-,,1ST Available,,.094,-.6,.094,.10,.105,.094,-3.64,.22,.08,,
TIX,2382.93,72.805,33.048,.534,2.34,1.08,35.50,7.1,21.88,1.62,8.68,,360 Capital Indust,,2.52,+1,2.52,2.54,2.56,2.435,+2.76,2.79,2.29,,
TGP,171.973,63.123,43.477,.250,.71,1.42,10.60,9.5,6.08,1.74,6.02,,360 Capital Grp,,1.01,+2,1.005,1.03,1.02,.99,+4.38,1.41,.912,,
TOF,176.236,23.348,33.232,.149,2.14,.95,16.40,12.4,17.00,.96,8.33,,360 Capital Office,,2.04,+1,2.04,2.09,2.09,2.03,+2.85,2.24,1.95,,
TOT,920.600,8.744,-,.039,-,-,-10.50,-,7.12,-,6.91,,360 Capital Total Re,,1.03,-9.5,1.04,1.10,1.185,1.03,-6.08,1.35,1.00,,
3DM,2189.71,411.740,847.606,.026,.01,7.00,-3.60,-,-,-,-,,3D Medical,†,.07,+.1,.069,.07,.073,.068,+3.81,.195,.005,,
3PL,5163.37,70.224,28.658,.281,.12,17.08,3.04,67.4,1.80,1.69,.88,f,3P Learning,,2.05,-1,2.01,2.09,2.10,1.925,+1.88,2.85,1.70,,
8CO,115.000,3.222,4.056,.003,-,-,-.02,-,-,-,-,,8common,,.22,+2,.17,.225,.22,.21,+12.36,.25,.145,,
8IH,131.260,23.441,-,.393,.12,9.17,4.21,26.1,1.48,2.84,1.35,,8I Hldgs,,1.10,+9.5,1.07,1.10,1.10,1.04,+11.81,1.13,.25,,
8EC,61.075,.200,-,.032,-,-,-,-,-,-,-,,8IP Emerging,,.98,-2,.96,.98,1.00,.98,+.36,1.04,.98,,
8ECO,125.000,.150,-,-,-,-,-,-,-,-,-,,  opt dec16,,.016,-2.4,.016,.04,.04,.016,-57.64,.04,.016,,
NNW,-,48.373,82.628,.112,.04,2.63,.06,175.0,-,-,-,,99 Wuxian,,.105,-,-,-,.105,.105,+2.36,.415,.105,,
AYI,-,409.342,157.209,.011,-,-,-.05,-,-,-,-,,A1 Invest & Res,,.001,-,-,.001,.001,.001,+2.36,.001,.001,,
ABP,5182.86,180.130,169.227,1.656,2.49,1.20,25.46,11.7,17.00,1.50,5.69,,Abacus Prop,,2.99,+7,2.99,3.00,3.02,2.93,+4.76,3.41,2.78,,
ALR,94.502,5.257,7.509,.063,1.16,.88,3.33,30.8,6.00,.56,5.85,f,Aberdeen Leaders,,1.025,-2,1.01,1.025,1.04,1.025,+.45,1.24,1.015,,
AKG,208.587,7.771,7.171,.024,-.06,-,.90,35.6,4.50,.20,14.06,f,Academies A'asia,,.32,+1,.32,.36,.325,.28,+5.59,1.142,.28,,
ACX,1295.05,38.343,.547,.842,-,-,11.00,45.7,-,-,-,,Aconex,,5.03,+20,5.00,5.03,5.10,4.40,+6.50,5.10,1.65,,
ACQ,1489.15,19.807,11.115,.042,.95,.87,-5.82,-,-,-,-,,Acorn Capital Invest,,.83,+2,.83,.84,.83,.81,+4.83,.835,.68,,
ACR,453.606,125.369,398.249,.112,.12,5.63,6.70,10.1,6.00,1.12,8.89,f,Acrux,,.675,-1,.675,.68,.70,.675,+.90,1.645,.565,,
ACW,1864.47,238.920,34.053,.029,.02,2.40,-1.32,-,-,-,-,,Actinogen,,.048,+.2,.048,.049,.048,.044,+6.71,.15,.036,,
ACU,9880.34,162.558,28.543,.012,.03,3.17,-5.04,-,-,-,-,,Activistic,†,.095,-2.5,.095,.098,.125,.095,-18.47,.215,.001,,
ADA,6687.31,19.977,.943,.139,.15,11.70,5.00,35.1,2.00,2.50,1.14,,Adacel Tech,,1.755,-24.5,1.705,1.78,2.07,1.645,-9.89,2.22,.25,,
ADH,719.281,83.596,-,.436,-,-,-,-,-,-,-,,Adairs,,2.63,-4,2.27,2.64,2.65,2.51,+.86,2.95,2.14,,
AAU,26.719,4.487,3.232,.005,-.01,-,.22,12.7,-,-,-,,Adcorp Aust,,.028,-,.026,.028,.028,.028,+2.36,.059,.027,,
ABC,9431.96,372.234,436.778,2.784,1.39,3.09,31.70,13.5,17.50,1.81,4.08,f,Adelaide Brighton,,4.29,-,4.26,4.29,4.39,4.20,+2.36,5.005,3.36,,
ADR,1080.61,27.060,-,.072,-,-,-,-,-,-,-,,Adherium,,.67,+2,.665,.67,.67,.60,+5.44,.72,.55,,
AHZ,1719.51,868.473,865.704,.148,.19,4.21,-16.50,-,-,-,-,,ADMEDUS,†,.80,+3,.80,.815,.85,.795,+6.26,1.378,.57,,
ADJ,5449.83,229.276,475.987,.097,-,-,-.89,-,-,-,-,,Adslot,,.092,+.2,.09,.092,.092,.086,+4.58,.125,.068,,
ABV,1002.31,225.345,107.903,.012,-,-,-.19,-,-,-,-,,Adv Braking Tech,,.007,-,.007,.008,.007,.007,+2.36,.013,.003,,
ABVO,-,10.874,8.228,-,-,-,-,-,-,-,-,,  opt aug16,,.003,-,-,.003,.003,.003,+2.36,.005,.002,,
ASW,56.125,1.257,1.127,.029,.15,4.53,3.50,19.4,3.70,.95,5.44,f,Advanced Share Reg,,.68,+4,.65,.675,.68,.675,+8.61,.75,.579,,
AER,8.000,6.317,-,.004,-,-,-,-,-,-,-,,Aeeris,,.14,-2,.14,.16,.16,.14,-10.14,.25,.125,,
AEI,506.739,25.502,4.079,.067,.04,11.13,-1.55,-,-,-,-,,Aeris Environmental,,.445,-2.5,.445,.45,.475,.445,-2.96,.60,.215,,
AFJ,-,303.295,117.853,.213,-.15,-,.49,186.7,-,-,-,,Affinity Education,,.915,-,-,-,.915,.915,+2.36,1.480,.49,,
AFT,-,6.800,8.021,.009,-,-,-.02,-,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+2.36,.001,.001,,
AHA,-,75.296,25.545,.001,.01,.40,-.36,-,-,-,-,,AG Financial,,.004,-,.004,.005,.004,.004,+2.36,.04,.003,,
AGX,1653.81,28.317,56.863,.002,.01,1.30,-.80,-,-,-,-,,Agenix,,.013,-,.013,.015,.014,.013,+2.36,.022,.009,,
AGL,8032.33,439.321,381.967,11.349,8.22,2.05,33.30,50.5,64.00,.52,3.80,f,AGL Energy,,16.82,-,16.73,16.90,17.18,16.56,+2.36,17.25,12.64,,
AGJ,-,2.618,2.320,.007,.10,.75,3.67,2.0,.52,7.06,6.93,,Agricultural Land,,.075,-,.075,.085,.075,.075,+2.36,.10,.075,,
AHL,4001.11,74.343,57.190,.083,-,-,-.70,-,-,-,-,,Ahalife Hldgs,†,.60,-1.5,.59,.60,.66,.56,-.08,.66,.015,,
APW,1565.92,51.962,159.996,.057,.19,.66,3.11,4.0,.52,5.98,4.16,,AIMS Prop Sec Fund,,.125,+.5,.125,.13,.127,.12,+6.53,.15,.115,,
AGI,3812.23,181.424,144.172,.735,.78,2.92,22.00,10.4,10.00,2.20,4.39,f,Ainsworth Game Tech,,2.28,-10,2.27,2.35,2.44,2.26,-1.84,3.29,2.05,,
AIZ,75.254,7.713,15.532,2.939,1.47,1.78,25.85,10.1,14.80,1.75,5.65,,Air New Zealand,,2.62,+6,2.44,2.67,2.67,2.52,+4.71,2.90,2.09,,
AXP,45.893,17.655,-,.184,.14,6.29,-2.91,-,-,-,-,,"Airxpanders,",,.88,-1,.88,.90,.88,.85,+1.24,.995,.48,,
AJL,89.441,18.699,21.588,.088,.30,1.10,-16.90,-,-,-,-,,AJ Lucas Grp,,.33,+7.5,.33,.35,.365,.29,+31.77,.81,.215,,
ACL,6595.72,308.961,183.767,.031,.03,3.13,-4.87,-,-,-,-,,Alchemia,,.094,+.1,.094,.097,.10,.092,+3.44,.10,.03,,
AAI,1.500,.403,.036,.136,-,-,28.12,46.2,11.03,2.55,.85,,Alcoa Inc,,13.00,+8,8.99,13.00,13.00,12.92,+2.98,26.86,12.22,,
