ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,,,,,
XAO 4646.9 at 16:47 30/10/2009  Report at 19:06 Friday 30/10/2009. Processed 19:04 Sunday 1/11/2009.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS ¢,P/E Ratio,Div ¢ Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,5,0.66,0.454,0.055,0.13,20.8,18.7,14.4,11.4,1.64,4.22,f,1300 Smiles Ltd,,2.70,-3,2.65,2.70,2.73,2.70,3.28,3.00,2.20,
TQH,-,2.991,2.4,0.026,-0.10,-,1.07,16.8,-,-,-,,3Q Hldgs Ltd,,0.18,,0.16,0.18,0.18,0.18,4.38,0.195,0.105,
FCS,11.557,3.24,-,0.001,0.03,0.7,-4.2,-,-,-,-,,4C Sec Solution,,0.022,-0.5,0.022,0.045,0.022,0.022,-14.14,0.09,0.015,
ABP,32494.5,1102.91,450.229,0.655,0.62,0.7,-11.81,-,7.75,-,18.02,,Abacus Prop stpld,,0.43,-4.5,0.425,0.43,0.475,0.395,-5.09,0.48,0.147,
ALR,109.968,3.398,2.251,0.081,1.47,0.9,-21.34,-,9,-,6.57,f,Aberdeen Leaders,,1.37,-6,1.365,1.40,1.43,1.36,0.18,1.47,0.90,
ACX,-,0.832,0.367,-,-0.01,-,-0.33,-,-,-,-,,ACMA Engineering,,0.001,,0.015,-,0.001,0.001,4.38,0.05,0.001,
ACR,1346.82,56.333,39.553,0.318,0.09,22.1,-4.84,-,-,-,-,,Acrux Ltd,,1.99,3,1.96,1.99,2.01,1.87,5.91,2.20,0.38,
ACW,28,1.553,1.774,0.003,0.05,1.3,-2.32,-,-,-,-,,Actinogen Ltd,,0.063,-0.7,0.063,0.07,0.07,0.063,-5.62,0.10,0.017,
ACWO,-,0.008,0.064,-,-,-,-,-,-,-,-,,  opt aug12,,0.003,,0.001,-,0.003,0.003,4.38,0.004,0.001,
ACU,3803,29.11,21.167,0.012,-,-,-0.43,-,-,-,-,,Acuvax Ltd,,0.019,-0.3,0.019,0.02,0.023,0.019,-9.26,0.05,0.016,
ADA,124.305,6.399,3.771,0.046,0.22,2.6,8.2,6.9,-,-,-,,Adacel Tech,,0.565,-1.5,0.55,0.56,0.62,0.565,1.79,0.84,0.30
AAU,394.639,4.7,10.913,0.019,0.08,3.8,0.45,67.8,1,0.45,3.28,,Adcorp Aust,,0.305,2.5,0.28,0.31,0.305,0.28,13.31,0.345,0.165
ABC,10663.7,643.807,245.822,1.801,1.15,2.5,20.8,13.7,14,1.49,4.93,f,Adelaide Brighton,,2.84,-12,2.83,2.87,3.01,2.73,0.32,3.01,1.445
AYT,45.1,22.097,18.378,0.129,1.78,0.7,12.59,10.3,15.47,0.81,11.90,,Adelaide Managed unt,,1.30,,1.315,1.34,1.33,1.30,4.38,1.76,1.10
ADQ,55,3.353,1.142,0.007,-,-,-8.68,-,-,-,-,,ADG Global Supply,,0.09,,0.083,0.09,0.09,0.09,4.38,0.20,0.061
ADL,-,10.38,10.847,0.005,0.01,1.2,-2.68,-,-,-,-,,Admerex Ltd,,0.012,,0.012,0.019,0.012,0.012,4.38,0.03,0.004
ADG,5.5,0.854,1.794,0.08,2.37,1.3,27.9,11.4,16,1.74,5.03,f,Adtrans Grp,,3.18,2,3.18,3.20,3.20,3.18,5.01,3.20,1.65
ASC,4283.3,85.443,65.227,0.006,0.04,0.2,-0.28,-,-,-,-,,Adultshop Com,,0.009,-0.1,0.009,0.01,0.01,0.008,-5.62,0.012,0.003
ASCO,250,0.25,-,-,-,-,-,-,-,-,-,,  opt dec11,,0.002,,0.002,0.003,0.002,0.002,-,0.002,0.002
ABV,2594.64,96.204,50.678,0.023,0.01,3.0,-0.36,-,-,-,-,,Adv Braking Tech,,0.03,,0.029,0.032,0.034,0.029,4.38,0.038,0.005
AMT,158.334,0.505,1.563,0.011,0.20,3.0,-2.9,-,-,-,-,,Adv Surg Dsgn & Mnft,,0.60,9,0.61,0.62,0.60,0.51,22.03,0.60,0.28
AES,10,0.729,8.143,0.025,0.01,5.5,-0.06,-,-,-,-,,Advanced Energy,,0.055,-2.4,0.055,0.07,0.055,0.055,-26.00,0.079,0.02
ACE,1620.97,22.04,16.318,0.01,-0.04,-,-1.9,-,-,-,-,,Advanced Engine,,0.068,-0.7,0.068,0.07,0.074,0.062,-4.95,0.13,0.031
ANM,533.912,24.916,25.703,0.013,0.01,6.0,-3.07,-,-,-,-,,Advanced Magnesium,,0.06,,0.052,0.06,0.06,0.052,4.38,0.124,0.013
