ASX Industrials Market - Weekly,,,,,,,,,,,,,,,,,,,,
Trading data for the week ending Friday, July 15, 2011,,,,,,,,,,,,,,,,,,,,
"XAO 4542.7 at 2011-07-15T16:38:03. Report at Friday, July 15, 2011. Processed Saturday at 2011-07-16T23:15:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change,Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
ONT,7.250,.331,1.416,.078,.18,20.3,22.77,16.0,14.70,1.55,4.03,f,1300 Smiles,,3.65,-,3.60,3.70,3.65,3.60,+3.68,4.25,3.11,,
TQH,-,1.397,.893,.010,-.06,-,1.08,5.6,-,-,-,,3Q Hldgs,,.06,-,.06,-,.06,.06,+3.68,.11,.041,,
FCS,12.143,.947,3.238,.003,.01,1.8,-.15,-,-,-,-,,4C Sec Solution,,.018,+.1,.018,.023,.018,.017,+9.56,.045,.01,,
AAY,-,1.485,3.715,.004,-,-,-3.00,-,-,-,-,,AACL Hldgs,*,.06,-,.045,.07,.045,.045,+3.68,.083,.022,,
AAQ,3950.00,133.355,-,.005,-,-,-3.24,-,-,-,-,,AAQ Hldgs,†,.011,+.1,.01,.011,.012,.008,+13.68,.725,.008,,
ABP,1360.71,82.301,668.158,.802,2.83,.7,2.91,72.9,16.50,.18,7.78,,Abacus Prop,†,2.12,-17,2.12,2.16,2.25,2.11,-3.75,2.45,1.925,,
ALR,406.433,4.503,2.822,.070,1.35,.9,4.77,24.4,9.50,.50,8.15,f,Aberdeen Leaders,,1.165,-2.5,1.165,1.18,1.19,1.165,+1.57,1.345,1.16,,
AKG,-,.137,.125,.026,.15,3.7,4.95,11.1,4.00,1.24,7.27,f,Academies A'asia,,.55,-,.36,.545,.55,.55,+3.68,.55,.365,,
ACR,1952.51,61.413,41.538,.629,.77,4.9,65.08,5.8,-,-,-,,Acrux,,3.78,+4,3.74,3.81,3.87,3.74,+4.74,3.90,1.433,,
ACW,-,1.632,.965,.002,.02,1.6,-2.12,-,-,-,-,,Actinogen,,.031,-,.031,.044,.031,.031,+3.68,.105,.023,,
ACWO,1.998,.009,.008,-,-,-,-,-,-,-,-,,  opt aug12,,.001,-,.001,.01,.001,.001,+3.68,.014,.001,,
ACWOA,-,.160,-,-,-,-,-,-,-,-,-,,  opt sep15,,.005,-,.006,-,.005,.005,+3.68,.015,.005,,
ACU,1350.00,737.477,38.862,.004,-,-,-.14,-,-,-,-,,Acuvax,,.002,-,.001,.002,.002,.002,+3.68,.005,.001,,
ADA,14.750,1.395,3.772,.017,.17,1.2,-2.10,-,-,-,-,,Adacel Tech,,.205,+.5,.205,.22,.205,.20,+6.18,.43,.18,,
AAU,15.800,12.266,4.733,.008,.08,1.6,-9.67,-,1.00,-,7.69,f,Adcorp Aust,,.13,-1,.13,.14,.14,.13,-3.47,.25,.13,,
ABN,-,367.902,174.642,.005,-,-,.21,.5,-,-,-,,AdEffective,,.001,-,-,.001,.001,.001,+3.68,.002,.001,,
ABC,13228.6,245.280,312.901,1.737,1.19,2.3,23.90,11.4,16.50,1.45,6.04,f,Adelaide Brighton,,2.73,-23,2.71,2.82,2.97,2.72,-4.09,3.692,2.72,,
AYT,1412.95,13.496,7.459,.022,.27,.9,11.88,2.0,8.30,1.43,35.32,,Adelaide Mgd,,.235,-1.5,.235,.24,.25,.22,-2.32,.296,.177,,
ADQ,407.500,7.299,7.282,.016,.03,2.4,-.86,-,-,-,-,,ADG Global Supply,,.072,-.8,.072,.08,.084,.072,-6.32,.09,.05,,
ABV,822.442,57.720,25.255,.024,.01,2.5,-.03,-,-,-,-,,Adv Braking Tech,,.025,+.4,.023,.025,.027,.021,+22.72,.038,.014,,
AMT,-,.369,.643,.008,.14,1.6,-6.01,-,-,-,-,,Adv Surg Dsgn & Mnft,,.23,-,.05,.175,.23,.23,+3.68,.54,.15,,
AES,-,1.173,4.012,.023,-,-,-.06,-,-,-,-,,Advanced Energy,,.051,-,.035,.05,.051,.051,+3.68,.065,.035,,
ANM,228.184,13.399,8.087,.019,.02,3.0,-.65,-,-,-,-,,Advanced Magnesium,,.06,-.9,.059,.06,.069,.057,-9.37,.087,.036,,
ASW,25.233,2.075,5.174,.035,.15,5.4,3.56,22.9,3.70,.96,4.54,f,Advanced Share Reg,,.815,-,.765,.825,.815,.815,+3.68,1.20,.55,,
AEI,333.368,5.030,3.530,.023,-.02,-,-1.54,-,-,-,-,,Aeris Environmental,,.23,+4,.20,.23,.23,.195,+24.73,.39,.055,,
AFT,1250.00,354.306,940.679,.007,-,-,.02,5.0,-,-,-,,AFT Corp,,.001,-,-,.001,.001,.001,+3.68,.002,.001,,
AGX,523.370,32.649,-,.015,-,-,.57,3.5,-,-,-,,Agenix,,.02,+.2,.02,.022,.02,.018,+14.79,.047,.014,,
AGK,6021.92,165.130,187.503,6.551,6.40,2.2,91.10,15.6,59.00,1.54,4.15,,AGL Energy,,14.20,-32,14.18,14.23,14.48,14.17,+1.47,16.92,13.56,,
AGJ,4.000,.648,.339,.013,.37,.4,2.23,6.3,1.88,1.19,13.43,,Agricultural Land,,.14,+.5,.14,.20,.14,.135,+7.38,.195,.13,,
AHC,-,.062,.096,.012,4.92,.4,11.63,18.9,10.00,1.16,4.55,f,AHC,,2.20,-,2.07,2.45,2.20,2.20,+3.68,2.22,1.80,,
ENY,6.167,.615,.013,.004,-,-,-,-,-,-,-,p,All 200 Energy,,14.66,-46,14.57,14.66,15.01,14.65,+.63,18.26,14.54,,
